City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count
Barranquitas,PR,BARRANQUITAS,2023-01-10,18.2,-66.3,2023,1,10,Winter,4
Houston,TX,FORT BEND,2023-01-10,29.8,-95.4,2023,1,10,Winter,1
Orlando,FL,ORANGE,2023-01-10,28.6,-81.5,2023,1,10,Winter,23
Houston,TX,HARRIS,2023-01-10,29.8,-95.4,2023,1,10,Winter,43
West Palm Beach,FL,PALM BEACH,2023-01-10,26.8,-80.0,2023,1,10,Winter,24
Port Salerno,FL,MARTIN,2023-01-10,27.1,-80.2,2023,1,10,Winter,2
Alva,FL,LEE,2023-01-11,26.7,-81.6,2023,1,11,Winter,8
Tucson,AZ,PIMA,2023-01-11,32.2,-110.9,2023,1,11,Winter,76
Longwood,FL,SEMINOLE,2023-01-11,28.7,-81.3,2023,1,11,Winter,18
Berkeley,CA,ALAMEDA,2023-01-12,37.9,-122.2,2023,1,12,Winter,4
Tampa,FL,HILLSBOROUGH,2023-01-12,28.1,-82.6,2023,1,12,Winter,84
Houston,TX,FORT BEND,2023-01-13,29.8,-95.4,2023,1,13,Winter,1
Savannah,GA,CHATHAM,2023-01-13,32.0,-81.1,2023,1,13,Winter,10
Houston,TX,HARRIS,2023-01-13,29.8,-95.4,2023,1,13,Winter,43
Tucson,AZ,PIMA,2023-01-13,32.3,-111.0,2023,1,13,Winter,38
West Palm Beach,FL,PALM BEACH,2023-01-15,26.8,-80.0,2023,1,15,Winter,24
Tampa,FL,HILLSBOROUGH,2023-01-15,28.1,-82.4,2023,1,15,Winter,28
Missouri City,TX,FORT BEND,2023-01-16,29.6,-95.5,2023,1,16,Winter,3
West Palm Beach,FL,PALM BEACH,2023-01-16,26.8,-80.0,2023,1,16,Winter,24
Rockport,TX,ARANSAS,2023-01-16,28.1,-97.0,2023,1,16,Winter,4
Sugar Land,TX,FORT BEND,2023-01-16,29.6,-95.6,2023,1,16,Winter,1
Corpus Christi,TX,NUECES,2023-01-16,27.7,-97.4,2023,1,16,Winter,5
Houston,TX,FORT BEND,2023-01-17,29.7,-95.4,2023,1,17,Winter,1
West Palm Beach,FL,PALM BEACH,2023-01-17,26.8,-80.0,2023,1,17,Winter,24
Houston,TX,FORT BEND,2023-01-17,29.9,-95.7,2023,1,17,Winter,1
Lacombe,LA,SAINT TAMMANY,2023-01-17,30.3,-89.9,2023,1,17,Winter,1
Houston,TX,HARRIS,2023-01-17,29.9,-95.7,2023,1,17,Winter,43
Houston,TX,HARRIS,2023-01-17,29.7,-95.4,2023,1,17,Winter,43
West Palm Beach,FL,PALM BEACH,2023-01-18,26.8,-80.0,2023,1,18,Winter,24
Miami,FL,MIAMI-DADE,2023-01-18,25.7,-80.2,2023,1,18,Winter,68
Pompano Beach,FL,BROWARD,2023-01-18,26.3,-80.1,2023,1,18,Winter,13
Sugar Land,TX,FORT BEND,2023-01-18,29.6,-95.6,2023,1,18,Winter,1
Jupiter,FL,PALM BEACH,2023-01-19,26.9,-80.1,2023,1,19,Winter,4
West Palm Beach,FL,PALM BEACH,2023-01-19,26.8,-80.0,2023,1,19,Winter,48
Houston,TX,FORT BEND,2023-01-19,29.8,-95.4,2023,1,19,Winter,1
Edinburg,TX,HIDALGO,2023-01-19,26.3,-98.2,2023,1,19,Winter,6
Houston,TX,HARRIS,2023-01-19,29.8,-95.4,2023,1,19,Winter,43
Katy,TX,HARRIS,2023-01-19,29.9,-95.7,2023,1,19,Winter,2
Pompano Beach,FL,BROWARD,2023-01-19,26.3,-80.1,2023,1,19,Winter,13
Ocoee,FL,ORANGE,2023-01-19,28.6,-81.5,2023,1,19,Winter,10
Katy,TX,FORT BEND,2023-01-19,29.9,-95.7,2023,1,19,Winter,2
Los Angeles,CA,LOS ANGELES,2023-01-20,34.0,-118.5,2023,1,20,Winter,95
Lake Worth,FL,PALM BEACH,2023-01-20,26.6,-80.1,2023,1,20,Winter,22
Destin,FL,OKALOOSA,2023-01-21,30.4,-86.5,2023,1,21,Winter,1
Edinburg,TX,HIDALGO,2023-01-21,26.3,-98.2,2023,1,21,Winter,12
Summerfield,FL,MARION,2023-01-22,29.0,-82.0,2023,1,22,Winter,1
Jacksonville,FL,DUVAL,2023-01-22,30.3,-81.8,2023,1,22,Winter,22
Jacksonville,FL,SAINT JOHNS,2023-01-22,30.3,-81.8,2023,1,22,Winter,4
Naples,FL,COLLIER,2023-01-22,26.1,-81.8,2023,1,22,Winter,12
Jacksonville,FL,SAINT JOHNS,2023-01-22,30.1,-81.6,2023,1,22,Winter,4
Pensacola,FL,ESCAMBIA,2023-01-22,30.5,-87.2,2023,1,22,Winter,18
Jacksonville,FL,DUVAL,2023-01-22,30.1,-81.6,2023,1,22,Winter,22
New Iberia,LA,IBERIA,2023-01-23,30.0,-91.8,2023,1,23,Winter,1
Gainesville,FL,ALACHUA,2023-01-24,29.7,-82.4,2023,1,24,Winter,4
New Iberia,LA,IBERIA,2023-01-24,30.0,-91.8,2023,1,24,Winter,1
Hauula,HI,HONOLULU,2023-01-25,21.7,-157.9,2023,1,25,Winter,1
West Palm Beach,FL,PALM BEACH,2023-01-25,26.8,-80.0,2023,1,25,Winter,24
Summerfield,FL,MARION,2023-01-25,29.0,-82.0,2023,1,25,Winter,1
Englewood,FL,SARASOTA,2023-01-25,27.0,-82.4,2023,1,25,Winter,3
Port Charlotte,FL,CHARLOTTE,2023-01-25,27.0,-82.2,2023,1,25,Winter,18
Englewood,FL,CHARLOTTE,2023-01-25,27.0,-82.4,2023,1,25,Winter,3
La Quinta,CA,RIVERSIDE,2023-01-25,33.6,-116.2,2023,1,25,Winter,1
Houston,TX,HARRIS,2023-01-26,29.7,-95.4,2023,1,26,Winter,43
San Diego,CA,SAN DIEGO,2023-01-26,32.7,-117.2,2023,1,26,Winter,20
Houston,TX,FORT BEND,2023-01-26,29.7,-95.4,2023,1,26,Winter,1
Fort Myers,FL,LEE,2023-01-26,26.7,-81.8,2023,1,26,Winter,8
Melbourne,FL,BREVARD,2023-01-27,28.2,-80.6,2023,1,27,Winter,11
New Iberia,LA,IBERIA,2023-01-27,30.0,-91.8,2023,1,27,Winter,1
San Jose,CA,SANTA CLARA,2023-01-28,37.2,-121.8,2023,1,28,Winter,6
New Iberia,LA,IBERIA,2023-01-28,30.0,-91.8,2023,1,28,Winter,1
Petaluma,CA,SONOMA,2023-01-28,38.2,-122.7,2023,1,28,Winter,10
Palm Beach,FL,PALM BEACH,2023-01-29,26.7,-80.0,2023,1,29,Winter,6
Summerfield,FL,MARION,2023-01-31,29.0,-82.0,2023,1,31,Winter,1
Pompano Beach,FL,BROWARD,2023-01-31,26.2,-80.1,2023,1,31,Winter,39
Washington,NC,BEAUFORT,2023-01-31,35.5,-77.1,2023,1,31,Winter,2
The Villages,FL,SUMTER,2023-02-01,28.9,-82.0,2023,2,1,Winter,2
Alameda,CA,ALAMEDA,2023-02-01,37.8,-122.3,2023,2,1,Winter,4
Winter Haven,FL,POLK,2023-02-01,28.1,-81.7,2023,2,1,Winter,108
Gulf Shores,AL,BALDWIN,2023-02-01,30.2,-87.9,2023,2,1,Winter,1
Melbourne,FL,BREVARD,2023-02-02,28.2,-80.6,2023,2,2,Winter,11
Panacea,FL,WAKULLA,2023-02-04,29.9,-84.4,2023,2,4,Winter,15
Houston,TX,FORT BEND,2023-02-04,29.8,-95.4,2023,2,4,Winter,1
Rancho Cucamonga,CA,SAN BERNARDINO,2023-02-04,34.1,-117.6,2023,2,4,Winter,5
New Iberia,LA,IBERIA,2023-02-04,30.0,-91.8,2023,2,4,Winter,1
Houston,TX,HARRIS,2023-02-04,29.8,-95.4,2023,2,4,Winter,43
Pasadena,CA,LOS ANGELES,2023-02-04,34.1,-118.1,2023,2,4,Winter,13
McAllen,TX,HIDALGO,2023-02-05,26.3,-98.2,2023,2,5,Winter,5
Houston,TX,FORT BEND,2023-02-05,29.7,-95.4,2023,2,5,Winter,1
Gulf Shores,AL,BALDWIN,2023-02-05,30.3,-87.7,2023,2,5,Winter,1
Houston,TX,HARRIS,2023-02-05,29.7,-95.4,2023,2,5,Winter,43
Rosenberg,TX,FORT BEND,2023-02-05,29.5,-95.7,2023,2,5,Winter,1
Cape Coral,FL,LEE,2023-02-06,26.6,-82.0,2023,2,6,Winter,14
Gainesville,FL,ALACHUA,2023-02-06,29.7,-82.4,2023,2,6,Winter,4
Beverly Hills,FL,CITRUS,2023-02-06,28.9,-82.5,2023,2,6,Winter,2
Summerdale,AL,BALDWIN,2023-02-06,30.5,-87.7,2023,2,6,Winter,1
Carolina Beach,NC,NEW HANOVER,2023-02-07,34.0,-77.9,2023,2,7,Winter,2
Las Vegas,NV,CLARK,2023-02-07,36.1,-115.1,2023,2,7,Winter,52
Albany,CA,ALAMEDA,2023-02-07,37.9,-122.3,2023,2,7,Winter,3
Palm Springs,CA,RIVERSIDE,2023-02-07,33.9,-116.6,2023,2,7,Winter,12
Summerdale,AL,BALDWIN,2023-02-08,30.5,-87.7,2023,2,8,Winter,1
Cambria,CA,SAN LUIS OBISPO,2023-02-08,35.6,-121.1,2023,2,8,Winter,3
West Palm Beach,FL,PALM BEACH,2023-02-08,26.8,-80.0,2023,2,8,Winter,24
Houston,TX,HARRIS,2023-02-08,29.9,-95.6,2023,2,8,Winter,129
Houston,TX,FORT BEND,2023-02-08,29.9,-95.6,2023,2,8,Winter,3
Hemet,CA,RIVERSIDE,2023-02-08,33.7,-117.0,2023,2,8,Winter,3
Carpinteria,CA,SANTA BARBARA,2023-02-09,34.4,-119.5,2023,2,9,Winter,3
San Antonio,TX,COMAL,2023-02-09,29.5,-98.5,2023,2,9,Winter,3
Laguna Niguel,CA,ORANGE,2023-02-09,33.6,-117.7,2023,2,9,Winter,2
Jacksonville,FL,SAINT JOHNS,2023-02-09,30.2,-81.6,2023,2,9,Winter,4
San Antonio,TX,BEXAR,2023-02-09,29.5,-98.5,2023,2,9,Winter,32
Jacksonville,FL,DUVAL,2023-02-09,30.2,-81.6,2023,2,9,Winter,22
Lady Lake,FL,LAKE,2023-02-09,28.9,-81.9,2023,2,9,Winter,2
Sebastian,FL,INDIAN RIVER,2023-02-10,27.9,-80.5,2023,2,10,Winter,2
Sebastian,FL,BREVARD,2023-02-10,27.9,-80.5,2023,2,10,Winter,6
La Quinta,CA,RIVERSIDE,2023-02-10,33.6,-116.3,2023,2,10,Winter,1
Santa Ana,CA,ORANGE,2023-02-10,33.8,-117.8,2023,2,10,Winter,9
Miami,FL,MIAMI-DADE,2023-02-11,25.9,-80.2,2023,2,11,Winter,68
West Palm Beach,FL,PALM BEACH,2023-02-11,26.8,-80.0,2023,2,11,Winter,24
Wellington,FL,PALM BEACH,2023-02-12,26.7,-80.3,2023,2,12,Winter,7
Mountain View,CA,SANTA CLARA,2023-02-12,37.4,-122.1,2023,2,12,Winter,20
Oakland,CA,ALAMEDA,2023-02-13,37.8,-122.3,2023,2,13,Winter,9
Tybee Island,GA,CHATHAM,2023-02-13,32.0,-80.8,2023,2,13,Winter,2
Berkeley,CA,ALAMEDA,2023-02-13,37.9,-122.3,2023,2,13,Winter,4
Tampa,FL,HILLSBOROUGH,2023-02-14,28.0,-82.6,2023,2,14,Winter,84
Weslaco,TX,HIDALGO,2023-02-14,26.1,-98.0,2023,2,14,Winter,4
Brownsville,TX,CAMERON,2023-02-14,25.9,-97.5,2023,2,14,Winter,60
Foley,AL,BALDWIN,2023-02-15,30.4,-87.7,2023,2,15,Winter,4
Summerdale,AL,BALDWIN,2023-02-15,30.5,-87.7,2023,2,15,Winter,1
Montverde,FL,LAKE,2023-02-15,28.6,-81.7,2023,2,15,Winter,1
Whittier,CA,LOS ANGELES,2023-02-16,33.9,-118.0,2023,2,16,Winter,5
West Palm Beach,FL,PALM BEACH,2023-02-17,26.8,-80.0,2023,2,17,Winter,48
Edinburg,TX,HIDALGO,2023-02-18,26.3,-98.2,2023,2,18,Winter,6
San Juan,PR,SAN JUAN,2023-02-18,18.5,-66.1,2023,2,18,Winter,287
San Luis Obispo,CA,SAN LUIS OBISPO,2023-02-18,35.3,-120.7,2023,2,18,Winter,7
Pompano Beach,FL,BROWARD,2023-02-19,26.2,-80.1,2023,2,19,Winter,13
Santa Cruz,CA,SANTA CRUZ,2023-02-19,37.0,-122.0,2023,2,19,Winter,4
Mountain View,CA,SANTA CLARA,2023-02-19,37.4,-122.1,2023,2,19,Winter,100
Palm Springs,CA,RIVERSIDE,2023-02-20,33.8,-116.5,2023,2,20,Winter,4
San Leandro,CA,ALAMEDA,2023-02-20,37.7,-122.2,2023,2,20,Winter,10
Dallas,TX,DALLAS,2023-02-21,32.9,-96.7,2023,2,21,Winter,23
Honolulu,HI,HONOLULU,2023-02-21,21.3,-157.9,2023,2,21,Winter,24
Dallas,TX,COLLIN,2023-02-21,32.9,-96.7,2023,2,21,Winter,2
Fort Lauderdale,FL,BROWARD,2023-02-21,26.1,-80.2,2023,2,21,Winter,34
Savannah,GA,CHATHAM,2023-02-21,32.0,-81.3,2023,2,21,Winter,10
Venice,FL,SARASOTA,2023-02-21,27.0,-82.4,2023,2,21,Winter,1
Bradenton,FL,MANATEE,2023-02-21,27.4,-82.6,2023,2,21,Winter,16
Cape Coral,FL,LEE,2023-02-22,26.6,-82.0,2023,2,22,Winter,21
Taylors,SC,GREENVILLE,2023-02-23,34.9,-82.3,2023,2,23,Winter,1
Winter Haven,FL,POLK,2023-02-23,28.1,-81.7,2023,2,23,Winter,108
Key West,FL,MONROE,2023-02-23,24.6,-81.8,2023,2,23,Winter,11
Miami,FL,MIAMI-DADE,2023-02-23,25.7,-80.2,2023,2,23,Winter,136
Mission,TX,HIDALGO,2023-02-23,26.2,-98.4,2023,2,23,Winter,72
Miami,FL,MIAMI-DADE,2023-02-23,25.8,-80.2,2023,2,23,Winter,68
Cape Coral,FL,LEE,2023-02-23,26.6,-82.0,2023,2,23,Winter,49
Punta Gorda,FL,CHARLOTTE,2023-02-24,27.0,-82.0,2023,2,24,Winter,6
Corpus Christi,TX,NUECES,2023-02-24,27.8,-97.4,2023,2,24,Winter,5
Edinburg,TX,HIDALGO,2023-02-24,26.3,-98.2,2023,2,24,Winter,6
Key West,FL,MONROE,2023-02-24,24.6,-81.8,2023,2,24,Winter,11
Orlando,FL,ORANGE,2023-02-25,28.5,-81.5,2023,2,25,Winter,23
Orlando,FL,BREVARD,2023-02-25,28.5,-81.5,2023,2,25,Winter,3
Gulf Shores,AL,BALDWIN,2023-02-25,30.2,-87.7,2023,2,25,Winter,2
Pass Christian,MS,HARRISON,2023-02-26,30.3,-89.2,2023,2,26,Winter,4
DeBary,FL,VOLUSIA,2023-02-27,28.9,-81.3,2023,2,27,Winter,1
Houston,TX,HARRIS,2023-02-27,29.8,-95.4,2023,2,27,Winter,43
Houston,TX,FORT BEND,2023-02-27,29.8,-95.4,2023,2,27,Winter,1
Key West,FL,MONROE,2023-02-27,24.6,-81.8,2023,2,27,Winter,11
Sebring,FL,HIGHLANDS,2023-02-28,27.5,-81.4,2023,2,28,Winter,5
Kingsland,TX,LLANO,2023-02-28,30.7,-98.5,2023,2,28,Winter,3
North Port,FL,SARASOTA,2023-03-01,27.0,-82.4,2023,3,1,Spring,5
Jacksonville,FL,SAINT JOHNS,2023-03-01,30.3,-81.4,2023,3,1,Spring,4
Jacksonville,FL,DUVAL,2023-03-01,30.3,-81.4,2023,3,1,Spring,22
Edgewater,FL,VOLUSIA,2023-03-01,28.9,-80.9,2023,3,1,Spring,1
Miami,FL,MIAMI-DADE,2023-03-01,25.7,-80.2,2023,3,1,Spring,68
West Palm Beach,FL,PALM BEACH,2023-03-01,26.8,-80.0,2023,3,1,Spring,24
Zephyrhills,FL,PASCO,2023-03-02,28.2,-82.2,2023,3,2,Spring,3
West Palm Beach,FL,PALM BEACH,2023-03-02,26.8,-80.0,2023,3,2,Spring,24
Edinburg,TX,HIDALGO,2023-03-03,26.3,-98.2,2023,3,3,Spring,6
Baton Rouge,LA,EAST BATON ROUGE,2023-03-03,30.4,-91.1,2023,3,3,Spring,17
Thousand Oaks,CA,VENTURA,2023-03-03,34.2,-118.9,2023,3,3,Spring,3
Vacherie,LA,SAINT JAMES,2023-03-03,30.0,-90.7,2023,3,3,Spring,1
New Braunfels,TX,COMAL,2023-03-03,29.7,-98.1,2023,3,3,Spring,7
New Orleans,LA,ORLEANS,2023-03-03,29.9,-90.1,2023,3,3,Spring,24
New Orleans,LA,JEFFERSON,2023-03-03,29.9,-90.1,2023,3,3,Spring,6
Galveston,TX,GALVESTON,2023-03-03,29.3,-94.8,2023,3,3,Spring,210
Austwell,TX,REFUGIO,2023-03-03,28.3,-96.8,2023,3,3,Spring,6
Rockport,TX,ARANSAS,2023-03-03,28.0,-97.1,2023,3,3,Spring,12
Rockport,TX,ARANSAS,2023-03-03,28.2,-97.0,2023,3,3,Spring,4
Rockport,TX,ARANSAS,2023-03-03,28.0,-97.0,2023,3,3,Spring,8
Rockport,TX,ARANSAS,2023-03-03,28.1,-97.0,2023,3,3,Spring,8
Rockport,TX,ARANSAS,2023-03-03,28.1,-97.1,2023,3,3,Spring,4
Fulton,TX,ARANSAS,2023-03-03,28.1,-97.0,2023,3,3,Spring,2
Baton Rouge,LA,EAST BATON ROUGE,2023-03-04,30.5,-91.2,2023,3,4,Spring,17
Mobile,AL,MOBILE,2023-03-04,30.7,-88.1,2023,3,4,Spring,15
Fairhope,AL,BALDWIN,2023-03-04,30.5,-87.9,2023,3,4,Spring,2
Carolina Beach,NC,NEW HANOVER,2023-03-04,34.0,-77.9,2023,3,4,Spring,2
Orange Beach,AL,BALDWIN,2023-03-04,30.3,-87.6,2023,3,4,Spring,2
Corozal,PR,COROZAL,2023-03-04,18.3,-66.3,2023,3,4,Spring,36
Tampa,FL,HILLSBOROUGH,2023-03-04,28.0,-82.5,2023,3,4,Spring,28
Galveston,TX,GALVESTON,2023-03-05,29.2,-95.0,2023,3,5,Spring,7
West Palm Beach,FL,PALM BEACH,2023-03-05,26.8,-80.0,2023,3,5,Spring,48
Willis,TX,MONTGOMERY,2023-03-05,30.4,-95.6,2023,3,5,Spring,2
Orange Beach,AL,BALDWIN,2023-03-05,30.3,-87.6,2023,3,5,Spring,100
Rockport,TX,ARANSAS,2023-03-05,28.1,-97.0,2023,3,5,Spring,4
La Grange,TX,FAYETTE,2023-03-06,29.9,-96.9,2023,3,6,Spring,9
Canyon Lake,TX,COMAL,2023-03-06,29.9,-98.2,2023,3,6,Spring,4
Gainesville,FL,ALACHUA,2023-03-06,29.7,-82.4,2023,3,6,Spring,12
Houston,TX,FORT BEND,2023-03-06,29.7,-95.3,2023,3,6,Spring,1
Harlingen,TX,CAMERON,2023-03-06,26.2,-97.7,2023,3,6,Spring,18
Houston,TX,HARRIS,2023-03-06,29.7,-95.3,2023,3,6,Spring,43
Driftwood,TX,HAYS,2023-03-06,30.1,-98.0,2023,3,6,Spring,1
West Palm Beach,FL,PALM BEACH,2023-03-06,26.8,-80.0,2023,3,6,Spring,48
Orlando,FL,BREVARD,2023-03-07,28.6,-81.5,2023,3,7,Spring,15
Weimar,TX,COLORADO,2023-03-07,29.7,-96.8,2023,3,7,Spring,3
Houston,TX,FORT BEND,2023-03-07,29.8,-95.4,2023,3,7,Spring,1
Summerfield,FL,MARION,2023-03-07,29.0,-82.0,2023,3,7,Spring,1
Montgomery,TX,MONTGOMERY,2023-03-07,30.4,-95.8,2023,3,7,Spring,5
Orlando,FL,ORANGE,2023-03-07,28.6,-81.5,2023,3,7,Spring,115
Driftwood,TX,HAYS,2023-03-07,30.1,-98.0,2023,3,7,Spring,2
West Palm Beach,FL,PALM BEACH,2023-03-07,26.8,-80.0,2023,3,7,Spring,24
Kingsland,GA,CAMDEN,2023-03-07,30.8,-81.6,2023,3,7,Spring,1
The Villages,FL,SUMTER,2023-03-07,28.9,-82.0,2023,3,7,Spring,2
Sarasota,FL,MANATEE,2023-03-07,27.4,-82.6,2023,3,7,Spring,2
Sarasota,FL,SARASOTA,2023-03-07,27.4,-82.6,2023,3,7,Spring,6
Houston,TX,HARRIS,2023-03-07,29.8,-95.4,2023,3,7,Spring,43
Houston,TX,FORT BEND,2023-03-08,29.8,-95.4,2023,3,8,Spring,1
Montgomery,TX,MONTGOMERY,2023-03-08,30.4,-95.8,2023,3,8,Spring,8
Driftwood,TX,HAYS,2023-03-08,30.1,-98.0,2023,3,8,Spring,1
Gulf Shores,AL,BALDWIN,2023-03-08,30.2,-87.7,2023,3,8,Spring,2
Weimar,TX,COLORADO,2023-03-08,29.7,-96.8,2023,3,8,Spring,3
West Palm Beach,FL,PALM BEACH,2023-03-08,26.8,-80.0,2023,3,8,Spring,24
Dauphin Island,AL,MOBILE,2023-03-08,30.2,-88.1,2023,3,8,Spring,2
Canyon Lake,TX,COMAL,2023-03-08,29.9,-98.3,2023,3,8,Spring,4
Pensacola,FL,ESCAMBIA,2023-03-08,30.4,-87.2,2023,3,8,Spring,9
Houston,TX,HARRIS,2023-03-08,29.8,-95.4,2023,3,8,Spring,43
New Iberia,LA,IBERIA,2023-03-08,30.0,-91.8,2023,3,8,Spring,1
Killeen,TX,BELL,2023-03-09,31.0,-97.8,2023,3,9,Spring,18
West Palm Beach,FL,PALM BEACH,2023-03-09,26.8,-80.0,2023,3,9,Spring,24
Driftwood,TX,HAYS,2023-03-09,30.1,-98.0,2023,3,9,Spring,2
Montgomery,TX,MONTGOMERY,2023-03-09,30.4,-95.8,2023,3,9,Spring,10
Rockport,TX,ARANSAS,2023-03-10,28.1,-97.0,2023,3,10,Spring,4
Spring Branch,TX,COMAL,2023-03-10,29.9,-98.5,2023,3,10,Spring,13
Fernandina Beach,FL,NASSAU,2023-03-10,30.6,-81.4,2023,3,10,Spring,6
Driftwood,TX,HAYS,2023-03-10,30.1,-98.0,2023,3,10,Spring,2
Boerne,TX,KENDALL,2023-03-10,29.8,-98.7,2023,3,10,Spring,3
Missouri City,TX,FORT BEND,2023-03-10,29.6,-95.6,2023,3,10,Spring,3
Dauphin Island,AL,MOBILE,2023-03-10,30.2,-88.1,2023,3,10,Spring,4
Alpine,TX,BREWSTER,2023-03-11,30.3,-103.6,2023,3,11,Spring,2
Venice,FL,SARASOTA,2023-03-11,27.1,-82.4,2023,3,11,Spring,1
Venice,FL,SARASOTA,2023-03-11,27.0,-82.4,2023,3,11,Spring,1
New Iberia,LA,IBERIA,2023-03-11,30.0,-91.8,2023,3,11,Spring,1
Cypress,TX,HARRIS,2023-03-11,30.0,-95.7,2023,3,11,Spring,4
Jacksonville,FL,SAINT JOHNS,2023-03-11,30.3,-81.5,2023,3,11,Spring,4
Driftwood,TX,HAYS,2023-03-11,30.1,-98.0,2023,3,11,Spring,3
Jacksonville,FL,DUVAL,2023-03-11,30.3,-81.5,2023,3,11,Spring,22
Stuart,FL,MARTIN,2023-03-11,27.2,-80.2,2023,3,11,Spring,2
Mansfield,TX,TARRANT,2023-03-11,32.6,-97.1,2023,3,11,Spring,1
Gainesville,FL,ALACHUA,2023-03-12,29.7,-82.4,2023,3,12,Spring,4
Austin,TX,WILLIAMSON,2023-03-12,30.4,-97.7,2023,3,12,Spring,3
Ventura,CA,VENTURA,2023-03-12,34.3,-119.2,2023,3,12,Spring,6
Palm Springs,CA,RIVERSIDE,2023-03-12,33.8,-116.5,2023,3,12,Spring,4
Christoval,TX,TOM GREEN,2023-03-12,31.2,-100.5,2023,3,12,Spring,1
Driftwood,TX,HAYS,2023-03-12,30.1,-98.0,2023,3,12,Spring,5
Slidell,LA,SAINT TAMMANY,2023-03-12,30.3,-89.7,2023,3,12,Spring,2
Austin,TX,TRAVIS,2023-03-12,30.4,-97.7,2023,3,12,Spring,43
New Orleans,LA,JEFFERSON,2023-03-12,30.0,-90.1,2023,3,12,Spring,6
