Town,State/Province,County,Count,Latitude,Longitude,FIPS
Savannah,GA,CHATHAM,1,32.1,-81.1,13051.0
Needville,TX,FORT BEND,1,29.4,-95.6,48157.0
Port O'Connor,TX,,1,28.5,-96.4,
Umatilla,FL,LAKE,2,29.0,-81.7,12069.0
Pearland,TX,BRAZORIA,4,29.5,-95.4,48039.0
Phoenix,AZ,MARICOPA,3,33.5,-112.0,4013.0
Port Lavaca,TX,CALHOUN,2,28.5,-96.4,48057.0
Round Rock,TX,WILLIAMSON,1,30.5,-97.7,48491.0
Stonewall,TX,GILLESPIE,2,30.2,-98.5,48171.0
San Antonio,TX,BEXAR,1,29.5,-98.5,48029.0
San Antonio,TX,COMAL,1,29.5,-98.5,48091.0
New Ringgold,PA,SCHUYLKILL,0,40.6,-76.0,42107.0
Mesa,AZ,MARICOPA,1,33.4,-111.7,4013.0
El Segundo,CA,LOS ANGELES,3,33.9,-118.4,6037.0
Okaloosa Island,FL,,1,30.4,-86.6,
San Leandro,CA,ALAMEDA,1,37.7,-122.1,6001.0
Austin,TX,TRAVIS,2,30.4,-97.7,48453.0
Austin,TX,WILLIAMSON,2,30.4,-97.7,48491.0
Austin,TX,HAYS,2,30.4,-97.7,48209.0
Boerne,TX,KENDALL,1,29.8,-98.7,48259.0
Fulton,TX,ARANSAS,5,28.1,-97.0,48007.0
Canyon Lake,TX,COMAL,1,29.9,-98.2,48091.0
Weedhaven,TX,,1,28.7,-96.4,
Ramona,CA,SAN DIEGO,1,33.0,-116.8,6073.0
Augusta,GA,RICHMOND,1,33.5,-82.0,13245.0
Augusta,GA,COLUMBIA,1,33.5,-82.0,13073.0
Parrish,FL,MANATEE,4,27.6,-82.5,12081.0
Austwell,TX,REFUGIO,1,28.3,-96.8,48391.0
Summerfield,FL,MARION,2,29.0,-82.0,12083.0
Palmarejo,PR,,4,18.3,-66.3,
Rockport,TX,ARANSAS,1,28.1,-97.0,48007.0
Highlands,TX,HARRIS,1,29.8,-95.1,48201.0
Corpus Christi,TX,NUECES,2,27.7,-97.4,48355.0
Edinburg,TX,HIDALGO,2,26.3,-98.2,48215.0
Oakland,CA,ALAMEDA,1,37.8,-122.2,6001.0
Slidell,LA,SAINT TAMMANY,1,30.3,-89.8,
Gulfport,MS,HARRISON,1,30.4,-89.0,28047.0
Warner Robins,GA,HOUSTON,2,32.6,-83.6,13153.0
Mcveytown,PA,,0,40.5,-77.8,
Baton Rouge,LA,EAST BATON ROUGE,1,30.4,-91.0,
Steinhatchee,FL,TAYLOR,1,29.7,-83.4,12123.0
,TX,,1,28.2,-96.8,
Dripping Springs,TX,HAYS,1,30.3,-98.1,48209.0
Orange Park,FL,CLAY,1,30.1,-81.7,12019.0
Cibolo,TX,GUADALUPE,4,29.6,-98.2,48187.0
Patterson,LA,SAINT MARY,1,29.7,-91.3,
Tucson,AZ,PIMA,1,32.2,-110.8,4019.0
Tallahassee,FL,LEON,1,30.6,-84.2,12073.0
Alvin,TX,BRAZORIA,0,29.4,-95.2,48039.0
Galveston,TX,GALVESTON,1,29.3,-94.8,48167.0
Ingleside,TX,SAN PATRICIO,5,27.9,-97.2,48409.0
Mission,TX,HIDALGO,10,26.2,-98.3,48215.0
Rockledge,FL,BREVARD,3,28.3,-80.7,12009.0
Mansfield,TX,TARRANT,1,32.6,-97.1,48439.0
Tyler,TX,SMITH,1,32.3,-95.3,48423.0
Port Charlotte,FL,CHARLOTTE,1,27.0,-82.1,12015.0
Francitas,TX,JACKSON,1,28.8,-96.3,48239.0
Bluffton,SC,BEAUFORT,4,32.2,-80.9,45013.0
Charleston,SC,CHARLESTON,2,32.7,-80.0,45019.0
Charleston,SC,BERKELEY,2,32.7,-80.0,45015.0
Los Angeles,CA,LOS ANGELES,2,34.1,-118.3,6037.0
Scurry,TX,KAUFMAN,1,32.5,-96.4,48257.0
Missouri City,TX,FORT BEND,4,29.6,-95.6,48157.0
Tivoli,TX,REFUGIO,1,28.5,-96.8,48391.0
Baywood-Los Osos,CA,,2,35.3,-120.8,
Crawfordville,FL,WAKULLA,1,30.2,-84.4,12129.0
Daphne,AL,BALDWIN,2,30.6,-87.8,1003.0
Glen Rose,TX,SOMERVELL,2,32.2,-97.8,48425.0
Coxen Hole,Bay Islands Department,,1,16.3,-86.5,
Berkeley,CA,ALAMEDA,2,37.9,-122.3,6001.0
Hutto,TX,WILLIAMSON,1,30.5,-97.6,48491.0
St Simons Island,GA,GLYNN,1,31.1,-81.4,13127.0
Beaufort,SC,BEAUFORT,1,32.4,-80.7,45013.0
Wellington,FL,PALM BEACH,2,26.7,-80.3,12099.0
Bryceville,FL,NASSAU,2,30.4,-82.0,12089.0
Bryan,TX,BRAZOS,1,30.7,-96.3,48041.0
Skidaway Island,GA,,2,32.0,-81.0,
Palm Bay,FL,BREVARD,2,28.0,-80.7,12009.0
Richmond Hill,GA,BRYAN,1,31.8,-81.2,13029.0
Hinesville,GA,LIBERTY,1,31.9,-81.6,13179.0
West Palm Beach,FL,PALM BEACH,1,26.8,-80.0,12099.0
Jacksonville,FL,DUVAL,1,30.2,-81.6,12031.0
Jacksonville,FL,SAINT JOHNS,1,30.2,-81.6,
St Marys,GA,CAMDEN,1,30.7,-81.6,13039.0
Fort Walton Beach,FL,OKALOOSA,1,30.4,-86.6,12091.0
Murrells Inlet,SC,HORRY,1,33.6,-79.1,45051.0
Michiana,MI,,1,41.8,-86.8,
Cedar Park,TX,WILLIAMSON,1,30.5,-97.8,48491.0
Kenner,LA,JEFFERSON,1,30.0,-90.3,
Manor,TX,TRAVIS,1,30.3,-97.6,48453.0
Georgetown,TX,WILLIAMSON,4,30.6,-97.7,48491.0
Seneca,SC,OCONEE,1,34.7,-83.0,45073.0
Brownsville,TX,CAMERON,1,26.0,-97.5,48061.0
Pompano Beach,FL,BROWARD,1,26.2,-80.1,12011.0
San Benito,TX,CAMERON,1,26.1,-97.6,48061.0
Naranjito,PR,NARANJITO,1,18.3,-66.3,
Pollok,TX,ANGELINA,1,31.4,-94.9,48005.0
Wilmington,NC,NEW HANOVER,1,34.1,-77.9,37129.0
Middleburg,FL,CLAY,1,30.1,-81.8,12019.0
Statesboro,GA,BULLOCH,2,32.5,-81.7,13031.0
Blanco,TX,BLANCO,1,30.1,-98.4,48031.0
Cypress,TX,HARRIS,1,30.0,-95.7,48201.0
Mobile,AL,MOBILE,1,30.7,-88.0,1097.0
Scottsdale,AZ,MARICOPA,5,33.6,-111.9,4013.0
Vero Beach,FL,INDIAN RIVER,2,27.7,-80.5,12061.0
North Topsail Beach,NC,,1,34.5,-77.3,
Orchid,FL,,0,27.8,-80.4,
St. Petersburg,FL,PINELLAS,2,27.8,-82.7,12103.0
Fernandina Beach,FL,NASSAU,1,30.7,-81.4,12089.0
Melbourne,FL,BREVARD,1,28.2,-80.6,12009.0
Lillian,AL,BALDWIN,1,30.4,-87.5,1003.0
Pensacola,FL,ESCAMBIA,1,30.4,-87.2,12033.0
DeBary,FL,VOLUSIA,1,28.9,-81.3,12127.0
North Augusta,SC,AIKEN,1,33.7,-82.0,45003.0
Coral Gables,FL,MIAMI-DADE,1,25.8,-80.3,12086.0
Palm Springs,CA,RIVERSIDE,12,33.8,-116.5,6065.0
Tempe,AZ,MARICOPA,2,33.4,-111.9,4013.0
North Fort Myers,FL,LEE,1,26.7,-81.9,12071.0
Plano,TX,COLLIN,2,33.0,-96.7,48085.0
Odenton,MD,ANNE ARUNDEL,2,39.1,-76.7,24003.0
St. Augustine,FL,SAINT JOHNS,2,29.8,-81.3,
Tomball,TX,HARRIS,1,30.0,-95.6,48201.0
Litchfield Park,AZ,MARICOPA,2,33.5,-112.5,4013.0
Miami,FL,MIAMI-DADE,1,25.8,-80.3,12086.0
Satellite Beach,FL,BREVARD,1,28.2,-80.6,12009.0
Fort Myers Beach,FL,LEE,2,26.4,-81.9,12071.0
Santa Cruz,CA,SANTA CRUZ,7,37.0,-122.0,6087.0
Granbury,TX,HOOD,1,32.5,-97.8,48221.0
Eastpoint,FL,FRANKLIN,1,29.7,-84.9,12037.0
Orange Beach,AL,BALDWIN,1,30.3,-87.6,1003.0
Pigeon Forge,TN,SEVIER,1,35.8,-83.6,47155.0
Fullerton,CA,ORANGE,1,33.9,-117.9,6059.0
Wimberley,TX,HAYS,1,30.0,-98.1,48209.0
El Sobrante,CA,CONTRA COSTA,1,38.0,-122.3,6013.0
Montgomery,TX,MONTGOMERY,1,30.4,-95.8,48339.0
Soperton,GA,TREUTLEN,1,32.4,-82.6,13283.0
