City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI,Temp_Mean
Sugar Land,TX,fortbend,2023-01-16,29.6,-95.6,2023,1,16,Winter,1,,
Corpus Christi,TX,nueces,2023-01-16,27.7,-97.4,2023,1,16,Winter,5,70.0,70.30416650000001
Houston,TX,fortbend,2023-01-17,29.7,-95.4,2023,1,17,Winter,1,,
West Palm Beach,FL,palmbeach,2023-01-17,26.8,-80.0,2023,1,17,Winter,24,54.0,63.027778000000005
Houston,TX,fortbend,2023-01-17,29.9,-95.7,2023,1,17,Winter,1,,
Lacombe,LA,sainttammany,2023-01-17,30.3,-89.9,2023,1,17,Winter,1,,
Houston,TX,harris,2023-01-17,29.9,-95.7,2023,1,17,Winter,43,66.0,70.32519931578948
Houston,TX,harris,2023-01-17,29.7,-95.4,2023,1,17,Winter,43,66.0,70.32519931578948
West Palm Beach,FL,palmbeach,2023-01-18,26.8,-80.0,2023,1,18,Winter,24,45.0,66.77059166666668
Miami,FL,miami-dade,2023-01-18,25.7,-80.2,2023,1,18,Winter,68,62.0,65.517391
Pompano Beach,FL,broward,2023-01-18,26.3,-80.1,2023,1,18,Winter,13,66.0,67.45845383333334
Sugar Land,TX,fortbend,2023-01-18,29.6,-95.6,2023,1,18,Winter,1,,
Jupiter,FL,palmbeach,2023-01-19,26.9,-80.1,2023,1,19,Winter,4,54.0,72.3
West Palm Beach,FL,palmbeach,2023-01-19,26.8,-80.0,2023,1,19,Winter,48,54.0,72.3
Houston,TX,fortbend,2023-01-19,29.8,-95.4,2023,1,19,Winter,1,,
Edinburg,TX,hidalgo,2023-01-19,26.3,-98.2,2023,1,19,Winter,6,39.0,66.8
Houston,TX,harris,2023-01-19,29.8,-95.4,2023,1,19,Winter,43,66.0,61.26464536842106
Katy,TX,harris,2023-01-19,29.9,-95.7,2023,1,19,Winter,2,66.0,61.26464536842106
Pompano Beach,FL,broward,2023-01-19,26.3,-80.1,2023,1,19,Winter,13,54.0,72.57916666666667
Ocoee,FL,orange,2023-01-19,28.6,-81.5,2023,1,19,Winter,10,44.0,70.166667
Katy,TX,fortbend,2023-01-19,29.9,-95.7,2023,1,19,Winter,2,,
Los Angeles,CA,losangeles,2023-01-20,34.0,-118.5,2023,1,20,Winter,95,64.0,50.11742427272727
Lake Worth,FL,palmbeach,2023-01-20,26.6,-80.1,2023,1,20,Winter,22,75.0,73.00972233333333
Destin,FL,okaloosa,2023-01-21,30.4,-86.5,2023,1,21,Winter,1,,
Edinburg,TX,hidalgo,2023-01-21,26.3,-98.2,2023,1,21,Winter,12,61.0,61.645833
Summerfield,FL,marion,2023-01-22,29.0,-82.0,2023,1,22,Winter,1,38.0,
Jacksonville,FL,duval,2023-01-22,30.3,-81.8,2023,1,22,Winter,22,40.0,66.920833
Jacksonville,FL,saintjohns,2023-01-22,30.3,-81.8,2023,1,22,Winter,4,,
Naples,FL,collier,2023-01-22,26.1,-81.8,2023,1,22,Winter,12,49.0,
Jacksonville,FL,saintjohns,2023-01-22,30.1,-81.6,2023,1,22,Winter,4,,
Pensacola,FL,escambia,2023-01-22,30.5,-87.2,2023,1,22,Winter,18,34.0,58.833333
Jacksonville,FL,duval,2023-01-22,30.1,-81.6,2023,1,22,Winter,22,40.0,66.920833
New Iberia,LA,iberia,2023-01-23,30.0,-91.8,2023,1,23,Winter,1,,
Gainesville,FL,alachua,2023-01-24,29.7,-82.4,2023,1,24,Winter,4,39.0,56.625
New Iberia,LA,iberia,2023-01-24,30.0,-91.8,2023,1,24,Winter,1,,
Hauula,HI,honolulu,2023-01-25,21.7,-157.9,2023,1,25,Winter,1,42.0,53.30615949999999
West Palm Beach,FL,palmbeach,2023-01-25,26.8,-80.0,2023,1,25,Winter,24,40.0,75.526389
Summerfield,FL,marion,2023-01-25,29.0,-82.0,2023,1,25,Winter,1,39.0,
Englewood,FL,sarasota,2023-01-25,27.0,-82.4,2023,1,25,Winter,3,40.0,71.041667
Port Charlotte,FL,charlotte,2023-01-25,27.0,-82.2,2023,1,25,Winter,18,,
Englewood,FL,charlotte,2023-01-25,27.0,-82.4,2023,1,25,Winter,3,,
La Quinta,CA,riverside,2023-01-25,33.6,-116.2,2023,1,25,Winter,1,41.0,54.7101136
Houston,TX,harris,2023-01-26,29.7,-95.4,2023,1,26,Winter,43,77.0,47.027581
San Diego,CA,sandiego,2023-01-26,32.7,-117.2,2023,1,26,Winter,20,111.0,58.619791625
Houston,TX,fortbend,2023-01-26,29.7,-95.4,2023,1,26,Winter,1,,
Fort Myers,FL,lee,2023-01-26,26.7,-81.8,2023,1,26,Winter,8,34.0,
Melbourne,FL,brevard,2023-01-27,28.2,-80.6,2023,1,27,Winter,11,40.0,57.5
New Iberia,LA,iberia,2023-01-27,30.0,-91.8,2023,1,27,Winter,1,,
San Jose,CA,santaclara,2023-01-28,37.2,-121.8,2023,1,28,Winter,6,55.0,51.041667
New Iberia,LA,iberia,2023-01-28,30.0,-91.8,2023,1,28,Winter,1,,
Petaluma,CA,sonoma,2023-01-28,38.2,-122.7,2023,1,28,Winter,10,55.0,
Palm Beach,FL,palmbeach,2023-01-29,26.7,-80.0,2023,1,29,Winter,6,38.0,73.13125
Summerfield,FL,marion,2023-01-31,29.0,-82.0,2023,1,31,Winter,1,34.0,
Pompano Beach,FL,broward,2023-01-31,26.2,-80.1,2023,1,31,Winter,39,59.0,75.430964
Washington,NC,beaufort,2023-01-31,35.5,-77.1,2023,1,31,Winter,2,,
The Villages,FL,sumter,2023-02-01,28.9,-82.0,2023,2,1,Winter,2,,
Alameda,CA,alameda,2023-02-01,37.8,-122.3,2023,2,1,Winter,4,64.0,
Winter Haven,FL,polk,2023-02-01,28.1,-81.7,2023,2,1,Winter,108,33.0,71.166667
Gulf Shores,AL,baldwin,2023-02-01,30.2,-87.9,2023,2,1,Winter,1,28.0,
Melbourne,FL,brevard,2023-02-02,28.2,-80.6,2023,2,2,Winter,11,50.0,73.5
Panacea,FL,wakulla,2023-02-04,29.9,-84.4,2023,2,4,Winter,15,37.0,52.916667
Houston,TX,fortbend,2023-02-04,29.8,-95.4,2023,2,4,Winter,1,,
Rancho Cucamonga,CA,sanbernardino,2023-02-04,34.1,-117.6,2023,2,4,Winter,5,72.0,52.02051276923077
New Iberia,LA,iberia,2023-02-04,30.0,-91.8,2023,2,4,Winter,1,,
Houston,TX,harris,2023-02-04,29.8,-95.4,2023,2,4,Winter,43,61.0,51.16096494736842
Pasadena,CA,losangeles,2023-02-04,34.1,-118.1,2023,2,4,Winter,13,76.0,56.276515181818176
McAllen,TX,hidalgo,2023-02-05,26.3,-98.2,2023,2,5,Winter,5,29.0,64.658333
Houston,TX,fortbend,2023-02-05,29.7,-95.4,2023,2,5,Winter,1,,
Gulf Shores,AL,baldwin,2023-02-05,30.3,-87.7,2023,2,5,Winter,1,53.0,
Houston,TX,harris,2023-02-05,29.7,-95.4,2023,2,5,Winter,43,57.0,60.83223678947369
Rosenberg,TX,fortbend,2023-02-05,29.5,-95.7,2023,2,5,Winter,1,,
Cape Coral,FL,lee,2023-02-06,26.6,-82.0,2023,2,6,Winter,14,39.0,
Gainesville,FL,alachua,2023-02-06,29.7,-82.4,2023,2,6,Winter,4,43.0,59.375
Beverly Hills,FL,citrus,2023-02-06,28.9,-82.5,2023,2,6,Winter,2,57.0,
Summerdale,AL,baldwin,2023-02-06,30.5,-87.7,2023,2,6,Winter,1,42.0,
Carolina Beach,NC,newhanover,2023-02-07,34.0,-77.9,2023,2,7,Winter,2,51.0,47.333333
Las Vegas,NV,clark,2023-02-07,36.1,-115.1,2023,2,7,Winter,52,41.0,50.774444466666665
Albany,CA,alameda,2023-02-07,37.9,-122.3,2023,2,7,Winter,3,55.0,
Palm Springs,CA,riverside,2023-02-07,33.9,-116.6,2023,2,7,Winter,12,40.0,57.80208330000001
Summerdale,AL,baldwin,2023-02-08,30.5,-87.7,2023,2,8,Winter,1,41.0,
Cambria,CA,sanluisobispo,2023-02-08,35.6,-121.1,2023,2,8,Winter,3,49.0,48.604167
West Palm Beach,FL,palmbeach,2023-02-08,26.8,-80.0,2023,2,8,Winter,24,41.0,71.8395835
Houston,TX,harris,2023-02-08,29.9,-95.6,2023,2,8,Winter,129,52.0,63.17847227777778
Houston,TX,fortbend,2023-02-08,29.9,-95.6,2023,2,8,Winter,3,,
Hemet,CA,riverside,2023-02-08,33.7,-117.0,2023,2,8,Winter,3,52.0,57.17541670000001
Carpinteria,CA,santabarbara,2023-02-09,34.4,-119.5,2023,2,9,Winter,3,41.0,59.63605457142857
San Antonio,TX,comal,2023-02-09,29.5,-98.5,2023,2,9,Winter,3,,
Laguna Niguel,CA,orange,2023-02-09,33.6,-117.7,2023,2,9,Winter,2,52.0,66.16666666666667
Jacksonville,FL,saintjohns,2023-02-09,30.2,-81.6,2023,2,9,Winter,4,,
San Antonio,TX,bexar,2023-02-09,29.5,-98.5,2023,2,9,Winter,32,41.0,55.2479165
Jacksonville,FL,duval,2023-02-09,30.2,-81.6,2023,2,9,Winter,22,53.0,73.116667
Lady Lake,FL,lake,2023-02-09,28.9,-81.9,2023,2,9,Winter,2,36.0,
Sebastian,FL,indianriver,2023-02-10,27.9,-80.5,2023,2,10,Winter,2,34.0,
Sebastian,FL,brevard,2023-02-10,27.9,-80.5,2023,2,10,Winter,6,46.0,73.208333
La Quinta,CA,riverside,2023-02-10,33.6,-116.3,2023,2,10,Winter,1,44.0,57.0954167
Santa Ana,CA,orange,2023-02-10,33.8,-117.8,2023,2,10,Winter,9,42.0,67.833333
Miami,FL,miami-dade,2023-02-11,25.9,-80.2,2023,2,11,Winter,68,46.0,75.925
West Palm Beach,FL,palmbeach,2023-02-11,26.8,-80.0,2023,2,11,Winter,24,44.0,76.845833
Wellington,FL,palmbeach,2023-02-12,26.7,-80.3,2023,2,12,Winter,7,47.0,70.61875
Mountain View,CA,santaclara,2023-02-12,37.4,-122.1,2023,2,12,Winter,20,52.0,49.952381
Oakland,CA,alameda,2023-02-13,37.8,-122.3,2023,2,13,Winter,9,56.0,
Tybee Island,GA,chatham,2023-02-13,32.0,-80.8,2023,2,13,Winter,2,29.0,54.247917
Berkeley,CA,alameda,2023-02-13,37.9,-122.3,2023,2,13,Winter,4,56.0,
Tampa,FL,hillsborough,2023-02-14,28.0,-82.6,2023,2,14,Winter,84,64.0,61.0
Weslaco,TX,hidalgo,2023-02-14,26.1,-98.0,2023,2,14,Winter,4,57.0,76.370833
Brownsville,TX,cameron,2023-02-14,25.9,-97.5,2023,2,14,Winter,60,91.0,72.97083333333335
Foley,AL,baldwin,2023-02-15,30.4,-87.7,2023,2,15,Winter,4,32.0,
Summerdale,AL,baldwin,2023-02-15,30.5,-87.7,2023,2,15,Winter,1,32.0,
Montverde,FL,lake,2023-02-15,28.6,-81.7,2023,2,15,Winter,1,44.0,
Whittier,CA,losangeles,2023-02-16,33.9,-118.0,2023,2,16,Winter,5,62.0,50.526515181818176
West Palm Beach,FL,palmbeach,2023-02-17,26.8,-80.0,2023,2,17,Winter,48,55.0,76.41805566666666
Edinburg,TX,hidalgo,2023-02-18,26.3,-98.2,2023,2,18,Winter,6,31.0,56.4125
San Juan,PR,sanjuan,2023-02-18,18.5,-66.1,2023,2,18,Winter,287,,
San Luis Obispo,CA,sanluisobispo,2023-02-18,35.3,-120.7,2023,2,18,Winter,7,53.0,44.933333
Pompano Beach,FL,broward,2023-02-19,26.2,-80.1,2023,2,19,Winter,13,58.0,76.34097233333334
Santa Cruz,CA,santacruz,2023-02-19,37.0,-122.0,2023,2,19,Winter,4,53.0,47.458333499999995
Mountain View,CA,santaclara,2023-02-19,37.4,-122.1,2023,2,19,Winter,100,57.0,52.0
Palm Springs,CA,riverside,2023-02-20,33.8,-116.5,2023,2,20,Winter,4,62.0,57.3816666
San Leandro,CA,alameda,2023-02-20,37.7,-122.2,2023,2,20,Winter,10,64.0,
Dallas,TX,dallas,2023-02-21,32.9,-96.7,2023,2,21,Winter,23,46.0,74.4166664
Honolulu,HI,honolulu,2023-02-21,21.3,-157.9,2023,2,21,Winter,24,51.0,53.523551
Dallas,TX,collin,2023-02-21,32.9,-96.7,2023,2,21,Winter,2,38.0,73.89583350000001
Fort Lauderdale,FL,broward,2023-02-21,26.1,-80.2,2023,2,21,Winter,34,57.0,75.954861
Savannah,GA,chatham,2023-02-21,32.0,-81.3,2023,2,21,Winter,10,58.0,70.1520835
Venice,FL,sarasota,2023-02-21,27.0,-82.4,2023,2,21,Winter,1,41.0,69.583333
Bradenton,FL,manatee,2023-02-21,27.4,-82.6,2023,2,21,Winter,16,26.0,
Cape Coral,FL,lee,2023-02-22,26.6,-82.0,2023,2,22,Winter,21,33.0,
Taylors,SC,greenville,2023-02-23,34.9,-82.3,2023,2,23,Winter,1,59.0,69.866667
Winter Haven,FL,polk,2023-02-23,28.1,-81.7,2023,2,23,Winter,108,67.0,76.25
Key West,FL,monroe,2023-02-23,24.6,-81.8,2023,2,23,Winter,11,,
Miami,FL,miami-dade,2023-02-23,25.7,-80.2,2023,2,23,Winter,136,57.0,75.316667
Mission,TX,hidalgo,2023-02-23,26.2,-98.4,2023,2,23,Winter,72,71.0,79.358333
Miami,FL,miami-dade,2023-02-23,25.8,-80.2,2023,2,23,Winter,68,57.0,75.316667
Cape Coral,FL,lee,2023-02-23,26.6,-82.0,2023,2,23,Winter,49,31.0,
Punta Gorda,FL,charlotte,2023-02-24,27.0,-82.0,2023,2,24,Winter,6,,
Corpus Christi,TX,nueces,2023-02-24,27.8,-97.4,2023,2,24,Winter,5,60.0,73.7729165
Edinburg,TX,hidalgo,2023-02-24,26.3,-98.2,2023,2,24,Winter,6,68.0,77.5125
Key West,FL,monroe,2023-02-24,24.6,-81.8,2023,2,24,Winter,11,,
Orlando,FL,orange,2023-02-25,28.5,-81.5,2023,2,25,Winter,23,65.0,74.833333
Orlando,FL,brevard,2023-02-25,28.5,-81.5,2023,2,25,Winter,3,59.0,75.125
Gulf Shores,AL,baldwin,2023-02-25,30.2,-87.7,2023,2,25,Winter,2,57.0,
Pass Christian,MS,harrison,2023-02-26,30.3,-89.2,2023,2,26,Winter,4,53.0,70.354167
DeBary,FL,volusia,2023-02-27,28.9,-81.3,2023,2,27,Winter,1,52.0,71.333333
Houston,TX,harris,2023-02-27,29.8,-95.4,2023,2,27,Winter,43,98.0,74.13379633333334
Houston,TX,fortbend,2023-02-27,29.8,-95.4,2023,2,27,Winter,1,,
Key West,FL,monroe,2023-02-27,24.6,-81.8,2023,2,27,Winter,11,,
Sebring,FL,highlands,2023-02-28,27.5,-81.4,2023,2,28,Winter,5,39.0,
Kingsland,TX,llano,2023-02-28,30.7,-98.5,2023,2,28,Winter,3,,
North Port,FL,sarasota,2023-03-01,27.0,-82.4,2023,3,1,Spring,5,64.0,71.125
Jacksonville,FL,saintjohns,2023-03-01,30.3,-81.4,2023,3,1,Spring,4,,
Jacksonville,FL,duval,2023-03-01,30.3,-81.4,2023,3,1,Spring,22,61.0,76.029167
Edgewater,FL,volusia,2023-03-01,28.9,-80.9,2023,3,1,Spring,1,60.0,73.666667
Miami,FL,miami-dade,2023-03-01,25.7,-80.2,2023,3,1,Spring,68,69.0,72.554167
West Palm Beach,FL,palmbeach,2023-03-01,26.8,-80.0,2023,3,1,Spring,24,69.0,73.576389
Zephyrhills,FL,pasco,2023-03-02,28.2,-82.2,2023,3,2,Spring,3,49.0,
West Palm Beach,FL,palmbeach,2023-03-02,26.8,-80.0,2023,3,2,Spring,24,51.0,74.461111
Edinburg,TX,hidalgo,2023-03-03,26.3,-98.2,2023,3,3,Spring,6,44.0,70.108333
Baton Rouge,LA,eastbatonrouge,2023-03-03,30.4,-91.1,2023,3,3,Spring,17,45.0,71.0666665
Thousand Oaks,CA,ventura,2023-03-03,34.2,-118.9,2023,3,3,Spring,3,44.0,47.95138883333333
Vacherie,LA,saintjames,2023-03-03,30.0,-90.7,2023,3,3,Spring,1,,
New Braunfels,TX,comal,2023-03-03,29.7,-98.1,2023,3,3,Spring,7,,
New Orleans,LA,orleans,2023-03-03,29.9,-90.1,2023,3,3,Spring,24,33.0,
New Orleans,LA,jefferson,2023-03-03,29.9,-90.1,2023,3,3,Spring,6,53.0,72.133333
Galveston,TX,galveston,2023-03-03,29.3,-94.8,2023,3,3,Spring,210,52.0,65.483333
Austwell,TX,refugio,2023-03-03,28.3,-96.8,2023,3,3,Spring,6,,
Rockport,TX,aransas,2023-03-03,28.0,-97.1,2023,3,3,Spring,12,,
Rockport,TX,aransas,2023-03-03,28.2,-97.0,2023,3,3,Spring,4,,
Rockport,TX,aransas,2023-03-03,28.0,-97.0,2023,3,3,Spring,8,,
Rockport,TX,aransas,2023-03-03,28.1,-97.0,2023,3,3,Spring,8,,
Rockport,TX,aransas,2023-03-03,28.1,-97.1,2023,3,3,Spring,4,,
Fulton,TX,aransas,2023-03-03,28.1,-97.0,2023,3,3,Spring,2,,
Baton Rouge,LA,eastbatonrouge,2023-03-04,30.5,-91.2,2023,3,4,Spring,17,43.0,63.1875
Mobile,AL,mobile,2023-03-04,30.7,-88.1,2023,3,4,Spring,15,55.0,
Fairhope,AL,baldwin,2023-03-04,30.5,-87.9,2023,3,4,Spring,2,44.0,
Carolina Beach,NC,newhanover,2023-03-04,34.0,-77.9,2023,3,4,Spring,2,44.0,68.416667
Orange Beach,AL,baldwin,2023-03-04,30.3,-87.6,2023,3,4,Spring,2,44.0,
Corozal,PR,corozal,2023-03-04,18.3,-66.3,2023,3,4,Spring,36,,
Tampa,FL,hillsborough,2023-03-04,28.0,-82.5,2023,3,4,Spring,28,61.0,76.97916649999999
Galveston,TX,galveston,2023-03-05,29.2,-95.0,2023,3,5,Spring,7,74.0,67.275
West Palm Beach,FL,palmbeach,2023-03-05,26.8,-80.0,2023,3,5,Spring,48,59.0,76.083333
Willis,TX,montgomery,2023-03-05,30.4,-95.6,2023,3,5,Spring,2,74.0,62.875
Orange Beach,AL,baldwin,2023-03-05,30.3,-87.6,2023,3,5,Spring,100,58.0,
Rockport,TX,aransas,2023-03-05,28.1,-97.0,2023,3,5,Spring,4,,
La Grange,TX,fayette,2023-03-06,29.9,-96.9,2023,3,6,Spring,9,,
Canyon Lake,TX,comal,2023-03-06,29.9,-98.2,2023,3,6,Spring,4,,
Gainesville,FL,alachua,2023-03-06,29.7,-82.4,2023,3,6,Spring,12,52.0,71.541667
Houston,TX,fortbend,2023-03-06,29.7,-95.3,2023,3,6,Spring,1,,
Harlingen,TX,cameron,2023-03-06,26.2,-97.7,2023,3,6,Spring,18,58.0,75.04722233333332
Houston,TX,harris,2023-03-06,29.7,-95.3,2023,3,6,Spring,43,77.0,71.7949075
Driftwood,TX,hays,2023-03-06,30.1,-98.0,2023,3,6,Spring,1,,
West Palm Beach,FL,palmbeach,2023-03-06,26.8,-80.0,2023,3,6,Spring,48,57.0,77.26805566666667
Orlando,FL,brevard,2023-03-07,28.6,-81.5,2023,3,7,Spring,15,54.0,75.541667
Weimar,TX,colorado,2023-03-07,29.7,-96.8,2023,3,7,Spring,3,,
Houston,TX,fortbend,2023-03-07,29.8,-95.4,2023,3,7,Spring,1,,
Summerfield,FL,marion,2023-03-07,29.0,-82.0,2023,3,7,Spring,1,57.0,
Montgomery,TX,montgomery,2023-03-07,30.4,-95.8,2023,3,7,Spring,5,68.0,72.833333
Orlando,FL,orange,2023-03-07,28.6,-81.5,2023,3,7,Spring,115,55.0,74.708333
Driftwood,TX,hays,2023-03-07,30.1,-98.0,2023,3,7,Spring,2,,
West Palm Beach,FL,palmbeach,2023-03-07,26.8,-80.0,2023,3,7,Spring,24,57.0,77.87777799999999
Kingsland,GA,camden,2023-03-07,30.8,-81.6,2023,3,7,Spring,1,,
The Villages,FL,sumter,2023-03-07,28.9,-82.0,2023,3,7,Spring,2,,
Sarasota,FL,manatee,2023-03-07,27.4,-82.6,2023,3,7,Spring,2,18.0,
Sarasota,FL,sarasota,2023-03-07,27.4,-82.6,2023,3,7,Spring,6,54.0,73.458333
Houston,TX,harris,2023-03-07,29.8,-95.4,2023,3,7,Spring,43,72.0,74.23796294444445
Houston,TX,fortbend,2023-03-08,29.8,-95.4,2023,3,8,Spring,1,,
Montgomery,TX,montgomery,2023-03-08,30.4,-95.8,2023,3,8,Spring,8,64.0,74.25
Driftwood,TX,hays,2023-03-08,30.1,-98.0,2023,3,8,Spring,1,,
Gulf Shores,AL,baldwin,2023-03-08,30.2,-87.7,2023,3,8,Spring,2,64.0,
Weimar,TX,colorado,2023-03-08,29.7,-96.8,2023,3,8,Spring,3,,
West Palm Beach,FL,palmbeach,2023-03-08,26.8,-80.0,2023,3,8,Spring,24,63.0,75.852778
Dauphin Island,AL,mobile,2023-03-08,30.2,-88.1,2023,3,8,Spring,2,68.0,
Canyon Lake,TX,comal,2023-03-08,29.9,-98.3,2023,3,8,Spring,4,,
Pensacola,FL,escambia,2023-03-08,30.4,-87.2,2023,3,8,Spring,9,69.0,71.083333
Houston,TX,harris,2023-03-08,29.8,-95.4,2023,3,8,Spring,43,73.0,74.24970805555556
New Iberia,LA,iberia,2023-03-08,30.0,-91.8,2023,3,8,Spring,1,,
Killeen,TX,bell,2023-03-09,31.0,-97.8,2023,3,9,Spring,18,66.0,64.875
