City,State/Province,County,Count,Latitude,Longitude
abbeville,LA,VERMILION,12,30.0,-92.1
abilene,TX,TAYLOR,1190,32.3,-99.7
abingdon,VA,WASHINGTON,8,36.7,-82.0
abington,MA,PLYMOUTH,2,42.1,-70.9
absecon,NJ,ATLANTIC,288,39.5,-74.5
acton,MA,MIDDLESEX,27,42.5,-71.4
acworth,NH,SULLIVAN,11,43.2,-72.3
ada,MI,KENT,58,43.0,-85.5
ada,OK,PONTOTOC,4,34.8,-96.7
adairsville,GA,BARTOW,9,34.4,-84.9
adams,MA,BERKSHIRE,1,42.6,-73.2
adams,NE,GAGE,4,40.5,-96.6
adams,WI,ADAMS,1,43.8,-89.8
adamsville,OH,MUSKINGUM,5,40.1,-81.9
adkins,TX,BEXAR,2,29.3,-98.2
adrian,MI,LENAWEE,4,41.9,-84.0
advance,NC,DAVIE,12,36.0,-80.4
afton,MN,WASHINGTON,1,44.9,-92.8
aiken,SC,AIKEN,36,33.6,-81.7
alabaster,AL,SHELBY,1,33.2,-86.8
alameda,CA,ALAMEDA,12,37.8,-122.3
albany,CA,ALAMEDA,18,37.9,-122.3
albany,GA,DOUGHERTY,8,31.5,-84.4
albany,NY,ALBANY,46,42.7,-73.8
albuquerque,NM,BERNALILLO,120,35.1,-106.5
alderson,WV,MONROE,4,37.7,-80.7
alexandria,VA,ALEXANDRIA CITY,88,38.8,-77.1
alexandria,VA,FAIRFAX,80,38.8,-77.1
alfred station,NY,ALLEGANY,2,42.2,-77.8
alleman,IA,POLK,1,41.8,-93.6
allen,TX,COLLIN,27,33.1,-96.7
allen park,MI,WAYNE,20,42.2,-83.2
allenton,WI,WASHINGTON,94,43.4,-88.4
allentown,NJ,MONMOUTH,4,40.2,-74.5
allentown,PA,LEHIGH,6,40.6,-75.6
alpena,MI,ALPENA,2,45.2,-83.5
alpharetta,GA,FULTON,27,34.1,-84.3
alpine,CA,SAN DIEGO,1,32.8,-116.8
alpine,TX,BREWSTER,2,30.3,-103.6
alstead,NH,CHESHIRE,36,43.2,-72.3
altamonte springs,FL,SEMINOLE,6,28.7,-81.4
alton,NH,BELKNAP,5,43.5,-71.2
altura,MN,WINONA,12,44.2,-91.9
alvin,TX,BRAZORIA,1,29.4,-95.2
amagansett,NY,SUFFOLK,6,41.0,-72.1
amarillo,TX,POTTER,208,35.2,-101.9
amarillo,TX,RANDALL,104,35.2,-101.9
amber,OK,GRADY,4,35.1,-97.9
ambler,PA,MONTGOMERY,10,40.2,-75.2
amelia court house,VA,AMELIA,4,37.5,-77.9
american fork,UT,UTAH,32,40.4,-111.8
ames,IA,STORY,4,42.0,-93.6
amesville,OH,ATHENS,4,39.4,-82.0
amherst,MA,HAMPSHIRE,16,42.3,-72.5
amherst,VA,AMHERST,28,37.6,-79.0
amsterdam,NY,MONTGOMERY,4,42.9,-74.2
anderson,IN,MADISON,84,40.1,-85.6
anderson,TX,GRIMES,66,30.5,-96.0
andes,NY,DELAWARE,2,42.2,-74.8
andover,MN,ANOKA,255,45.2,-93.3
andover,NH,MERRIMACK,1,43.5,-71.7
andrews,NC,CHEROKEE,2,35.2,-83.8
angier,NC,HARNETT,7,35.5,-78.7
ann arbor,MI,WASHTENAW,154,42.2,-83.7
anna,TX,COLLIN,8,33.3,-96.6
annandale,VA,FAIRFAX,8,38.8,-77.2
annapolis,MD,ANNE ARUNDEL,1210,38.9,-76.5
anson,TX,JONES,6,32.8,-99.9
ansonia,CT,NEW HAVEN,15,41.3,-73.1
antioch,IL,LAKE,354,42.5,-88.1
apache junction,AZ,PINAL,2,33.4,-111.5
apalachicola,FL,FRANKLIN,22,29.8,-85.1
apalachin,NY,TIOGA,2,42.1,-76.2
apex,NC,WAKE,51,35.8,-78.9
apollo,PA,WESTMORELAND,2,40.6,-79.6
appleton,WI,OUTAGAMIE,55,44.3,-88.4
appomattox,VA,APPOMATTOX,1,37.4,-78.8
arabi,LA,SAINT BERNARD,1,30.0,-90.0
arcade,NY,WYOMING,3,42.5,-78.3
ardmore,OK,CARTER,6,34.2,-97.1
ardsley,NY,WESTCHESTER,1,41.0,-73.8
arlington,MA,MIDDLESEX,6,42.4,-71.2
arlington,TX,TARRANT,642,32.7,-97.2
arlington,VA,ARLINGTON,255,38.9,-77.1
arlington,WI,COLUMBIA,1,43.3,-89.4
arlington heights,IL,COOK,18,42.1,-88.0
armuchee,GA,FLOYD,1,34.4,-85.2
arnold,MD,ANNE ARUNDEL,2,39.0,-76.5
arnold,MO,JEFFERSON,2,38.4,-90.4
arrington,VA,NELSON,2,37.7,-78.9
arvada,CO,JEFFERSON,8,39.8,-105.2
asbury park,NJ,MONMOUTH,150,40.2,-74.0
ashburn,VA,LOUDOUN,42,39.1,-77.5
ashdown,AR,LITTLE RIVER,2,33.7,-94.1
asheville,NC,BUNCOMBE,477,35.6,-82.6
ashland,MA,MIDDLESEX,1,42.3,-71.4
ashland,OR,JACKSON,4,42.2,-122.7
ashland city,TN,CHEATHAM,1,36.2,-87.0
ashton,MD,MONTGOMERY,1,39.2,-77.0
aspermont,TX,STONEWALL,124,33.1,-100.2
aston,PA,DELAWARE,8,39.9,-75.4
atchison,KS,ATCHISON,16,39.6,-95.1
athens,GA,CLARKE,147,34.0,-83.4
athens,OH,ATHENS,3,39.3,-82.0
atlanta,GA,COBB,344,33.8,-84.4
atlanta,GA,DEKALB,731,33.8,-84.4
atlanta,GA,FULTON,1247,33.8,-84.4
atlanta,TX,CASS,4,33.1,-94.2
atlantic city,NJ,ATLANTIC,2,39.4,-74.4
aubrey,TX,DENTON,24,33.3,-97.0
auburn,KS,SHAWNEE,3,38.9,-95.8
auburn,MA,WORCESTER,5,42.2,-71.8
auburn,NH,ROCKINGHAM,2,43.0,-71.3
auburn,NY,CAYUGA,105,42.9,-76.5
auburndale,MA,MIDDLESEX,2,42.3,-71.2
augusta,GA,COLUMBIA,26,33.5,-82.1
augusta,GA,RICHMOND,52,33.5,-82.1
augusta,ME,KENNEBEC,12,44.3,-69.8
aurora,CO,ADAMS,250,39.6,-104.8
aurora,CO,ARAPAHOE,200,39.6,-104.8
aurora,IL,DUPAGE,6,41.8,-88.2
aurora,IL,KANE,8,41.8,-88.2
aurora,IL,WILL,2,41.8,-88.2
aurora,MN,SAINT LOUIS,12,47.4,-92.2
aurora,OH,PORTAGE,2,41.3,-81.4
austin,TX,HAYS,550,30.3,-97.7
austin,TX,TRAVIS,23650,30.3,-97.7
austin,TX,WILLIAMSON,1650,30.3,-97.7
avalon,NJ,CAPE MAY,2,39.1,-74.7
avon lake,OH,LORAIN,5,41.5,-82.0
avondale,AZ,MARICOPA,2,33.4,-112.3
azle,TX,PARKER,3,32.9,-97.5
azle,TX,TARRANT,9,32.9,-97.5
azusa,CA,LOS ANGELES,2,34.1,-117.9
babylon,NY,SUFFOLK,288,40.6,-73.2
bad axe,MI,HURON,5,43.8,-82.9
bagley,IA,GUTHRIE,2,41.9,-94.4
baileys harbor,WI,DOOR,10,45.0,-87.1
baker,WV,HARDY,1,39.1,-78.8
bakersville,NC,MITCHELL,1,36.0,-82.2
bala cynwyd,PA,MONTGOMERY,12,40.0,-75.2
baldwin,GA,BANKS,1,34.5,-83.5
ballinger,TX,RUNNELS,112,31.7,-99.9
ballston lake,NY,SARATOGA,20,43.0,-73.9
ballston spa,NY,SARATOGA,24,43.0,-73.8
ballwin,MO,SAINT LOUIS,196,38.6,-90.5
bally,PA,BERKS,4,40.4,-75.6
baltimore,MD,ANNE ARUNDEL,40,39.3,-76.6
baltimore,MD,BALTIMORE,60,39.3,-76.6
baltimore,MD,BALTIMORE CITY,760,39.3,-76.6
baltimore,OH,FAIRFIELD,14,39.8,-82.6
bangor,ME,PENOBSCOT,12,44.8,-68.8
banning,CA,RIVERSIDE,1,33.9,-116.9
bar harbor,ME,HANCOCK,1,44.3,-68.2
baraboo,WI,SAUK,10,43.6,-89.7
barco,NC,CURRITUCK,2,36.4,-76.0
barker,NY,NIAGARA,1,43.4,-78.6
barling,AR,SEBASTIAN,3,35.3,-94.3
barnardsville,NC,BUNCOMBE,2,35.8,-82.4
barnegat light,NJ,OCEAN,27,39.8,-74.1
barnesville,MN,CLAY,172,46.7,-96.4
barnhart,MO,JEFFERSON,1,38.3,-90.4
barnsdall,OK,OSAGE,12,36.5,-96.1
barnstable,MA,BARNSTABLE,2,41.7,-70.3
barrington,IL,LAKE,80,42.2,-88.2
barrington,RI,BRISTOL,3,41.7,-71.3
bartlesville,OK,WASHINGTON,264,36.7,-95.9
bartlett,IL,DUPAGE,21,42.0,-88.2
basking ridge,NJ,SOMERSET,1,40.7,-74.6
batavia,IL,KANE,1,41.8,-88.3
batavia,NY,GENESEE,2,43.0,-78.1
batavia,OH,CLERMONT,4,39.1,-84.2
bath,MI,CLINTON,3,42.8,-84.4
baton rouge,LA,EAST BATON ROUGE,306,30.4,-91.2
battleboro,NC,EDGECOMBE,2,36.0,-77.7
bay city,TX,MATAGORDA,250,28.6,-96.0
bay shore,NY,SUFFOLK,210,40.6,-73.2
bay village,OH,CUYAHOGA,6,41.5,-81.9
bayside,NY,QUEENS,25,40.8,-73.8
bayville,NY,NASSAU,18,40.9,-73.5
beach haven,NJ,OCEAN,3206,39.7,-74.1
beachwood,OH,CUYAHOGA,2632,41.5,-81.5
beacon,NY,DUTCHESS,1,41.5,-73.9
bear,DE,NEW CASTLE,2,39.6,-75.7
beaufort,NC,CARTERET,8,34.7,-76.6
beaufort,SC,BEAUFORT,20,32.4,-80.7
beaver falls,PA,BEAVER,12,40.8,-80.3
bedford,IN,LAWRENCE,44,38.9,-86.5
bedford,MA,MIDDLESEX,11,42.5,-71.3
bedford,NH,HILLSBOROUGH,5,42.9,-71.6
bedford,TX,TARRANT,4,32.9,-97.1
bedford,VA,BEDFORD,10,37.3,-79.5
beeville,TX,BEE,15,28.5,-97.9
beggs,OK,OKMULGEE,16,35.7,-96.1
belding,MI,IONIA,2,43.1,-85.2
belfast,ME,WALDO,24,44.4,-69.0
belington,WV,BARBOUR,1,39.1,-79.9
bella vista,AR,BENTON,2,36.5,-94.3
bellaire,MI,ANTRIM,6,45.0,-85.2
belle,MO,MARIES,6,38.3,-91.7
