City,State/Province,County,Count,Latitude,Longitude
bloomfield,NJ,ESSEX,60,40.8,-74.2
bloomingdale,NJ,PASSAIC,48,41.0,-74.3
bloomingdale,NY,ESSEX,1,44.4,-74.1
bloomington,IL,MCLEAN,1024,40.5,-88.9
bloomington,IN,MONROE,9,39.2,-86.5
blue bell,PA,MONTGOMERY,40,40.2,-75.3
blue eye,MO,STONE,2,36.6,-93.3
blue hill,ME,HANCOCK,11,44.4,-68.6
blue mounds,WI,DANE,4,43.0,-89.8
blue springs,MO,JACKSON,27,39.0,-94.3
bluefield,WV,MERCER,90,37.3,-81.1
bluemont,VA,CLARKE,10,39.1,-77.9
bluff city,KS,HARPER,18,37.1,-97.9
bluffton,GA,CLAY,20,31.5,-84.9
bluffton,OH,ALLEN,12,40.9,-83.9
bluffton,SC,BEAUFORT,24,32.3,-80.9
blythewood,SC,RICHLAND,29,34.2,-80.9
boca raton,FL,PALM BEACH,5,26.4,-80.1
bodega,CA,SONOMA,1,38.3,-123.0
boerne,TX,KENDALL,510,29.7,-98.7
bogata,TX,RED RIVER,3,33.5,-95.2
boise,ID,ADA,45,43.6,-116.2
bolivar,MO,POLK,4,37.5,-93.5
bonne terre,MO,SAINT FRANCOIS,2,37.9,-90.6
boothbay,ME,LINCOLN,8,43.8,-69.6
bossier city,LA,BOSSIER,4,32.6,-93.7
boston,MA,SUFFOLK,80,42.4,-71.0
boston,VA,CULPEPER,3,38.5,-78.2
boulder,CO,BOULDER,12,40.0,-105.2
boulder junction,WI,VILAS,4,46.1,-89.6
bow,NH,MERRIMACK,5,43.1,-71.5
bowdle,SD,EDMUNDS,4,45.4,-99.6
bowie,MD,PRINCE GEORGES,115,39.0,-76.7
bowie,TX,MONTAGUE,15,33.6,-97.9
boyce,LA,RAPIDES,8,31.4,-92.7
boyes hot springs,CA,SONOMA,5,38.3,-122.5
boyne city,MI,CHARLEVOIX,8,45.3,-85.1
brackettville,TX,KINNEY,6,29.6,-100.4
bradenton,FL,MANATEE,352,27.5,-82.6
bradford,NH,MERRIMACK,8,43.3,-72.0
bradley,ME,PENOBSCOT,2,44.9,-68.6
brady,TX,MCCULLOCH,36,30.8,-99.2
braidwood,IL,WILL,2,41.3,-88.2
brainerd,MN,CROW WING,28,46.4,-94.2
brandon,FL,HILLSBOROUGH,3,27.9,-82.3
brandon,IA,BUCHANAN,8,42.3,-92.0
branson,MO,TANEY,96,36.6,-93.2
braselton,GA,JACKSON,5,34.1,-83.8
brattleboro,VT,WINDHAM,22,42.9,-72.6
brecksville,OH,CUYAHOGA,2,41.3,-81.6
bremen,ME,LINCOLN,2,44.0,-69.4
brenham,TX,WASHINGTON,6,30.3,-96.4
brentwood,CA,CONTRA COSTA,1,37.9,-121.7
brewster,NY,PUTNAM,6,41.4,-73.6
bricelyn,MN,FARIBAULT,23,43.6,-93.8
brick,NJ,OCEAN,48,40.1,-74.1
bridgeport,CT,FAIRFIELD,4,41.2,-73.2
bridgeport,TX,WISE,15,33.2,-97.8
bridgeton,MO,SAINT LOUIS,45,38.8,-90.4
bridgeville,DE,SUSSEX,1,38.7,-75.6
bridgewater,MA,PLYMOUTH,4,42.0,-70.9
bridgewater,NJ,SOMERSET,1,40.6,-74.6
bridgton,ME,CUMBERLAND,1,44.1,-70.8
brighton,IA,WASHINGTON,4,41.2,-91.8
brighton,MI,LIVINGSTON,54,42.5,-83.8
brighton,TN,TIPTON,1,35.5,-89.7
brimfield,MA,HAMPDEN,4,42.1,-72.2
bristol,VA,BRISTOL CITY,2,36.6,-82.2
bristol,VA,WASHINGTON,1,36.6,-82.2
brockport,NY,MONROE,11,43.2,-77.9
brockton,MA,PLYMOUTH,2,42.1,-71.0
broken arrow,OK,TULSA,272,36.1,-95.7
broken arrow,OK,WAGONER,272,36.1,-95.7
bronson,MI,BRANCH,17,41.8,-85.1
bronte,TX,COKE,20,31.9,-100.3
bronx,NY,BRONX,1242,40.8,-73.9
brookfield,IL,COOK,25,41.8,-87.9
brookfield,WI,WAUKESHA,14,43.0,-88.2
brookings,OR,CURRY,2,42.1,-124.3
brookline,MA,NORFOLK,1,42.3,-71.1
brooklyn,NY,KINGS,258,40.7,-74.0
broomall,PA,DELAWARE,4,40.0,-75.3
brown city,MI,SANILAC,4,43.3,-83.1
browns summit,NC,GUILFORD,28,36.2,-79.7
brownsville,TX,CAMERON,36,25.9,-97.5
brownville,ME,PISCATAQUIS,10,45.4,-69.2
bruceville,IN,KNOX,33,38.8,-87.4
bruneau,ID,OWYHEE,4,42.9,-115.9
brunswick,ME,CUMBERLAND,5,43.9,-70.0
brunswick,OH,MEDINA,14,41.2,-81.8
brussels,WI,DOOR,1,44.8,-87.5
bryant,AL,JACKSON,4,35.0,-85.6
bryant,AR,SALINE,14,34.6,-92.5
bryson city,NC,SWAIN,20,35.3,-83.6
buchanan dam,TX,LLANO,2,30.7,-98.4
bucyrus,KS,MIAMI,39,38.8,-94.7
buda,TX,HAYS,10,30.1,-97.8
buena,NJ,ATLANTIC,2,39.5,-74.9
buffalo,MN,WRIGHT,5,45.2,-93.9
buffalo,NY,ERIE,1014,43.0,-78.8
buford,GA,GWINNETT,24,34.1,-84.0
bullard,TX,SMITH,5,32.1,-95.3
bulls gap,TN,HAWKINS,2,36.3,-83.1
bulverde,TX,COMAL,2,29.7,-98.4
bunch,OK,ADAIR,1,35.7,-94.8
bunker hill,WV,BERKELEY,4,39.3,-78.0
burkburnett,TX,WICHITA,4,34.1,-98.6
burke,VA,FAIRFAX,38,38.8,-77.3
burkesville,KY,CUMBERLAND,21,36.6,-85.3
burleson,TX,JOHNSON,108,32.5,-97.3
burlington,CT,HARTFORD,12,41.8,-73.0
burlington,KY,BOONE,80,39.0,-84.7
burlington,MI,CALHOUN,4,42.1,-85.2
burnet,TX,BURNET,7,30.9,-98.1
burnett,WI,DODGE,3,43.5,-88.7
burneyville,OK,LOVE,35,33.9,-97.3
burton,OH,GEAUGA,3,41.4,-81.2
buxton,ME,YORK,2,43.6,-70.5
buxton,NC,DARE,8,35.3,-75.5
byron center,MI,KENT,4,42.8,-85.8
cabot,AR,LONOKE,1,35.0,-92.1
cabot,VT,WASHINGTON,4,44.4,-72.3
cadott,WI,CHIPPEWA,2,45.1,-91.2
caldwell,TX,BURLESON,100,30.6,-96.5
caledonia,OH,MARION,2,40.6,-83.0
california,PA,WASHINGTON,1,40.1,-79.9
calumet city,IL,COOK,1,41.6,-87.5
camas,WA,CLARK,1,45.6,-122.4
cambridge,MA,MIDDLESEX,33,42.4,-71.1
cambridge,MN,ISANTI,3,45.6,-93.2
cambridge,WI,DANE,1,43.0,-89.1
camden,NJ,CAMDEN,12,39.9,-75.1
camdenton,MO,CAMDEN,18,38.1,-92.8
cameron,WV,MARSHALL,1,39.8,-80.6
camillus,NY,ONONDAGA,3,43.0,-76.3
camp hill,PA,CUMBERLAND,12,40.2,-76.9
campbellsville,KY,TAYLOR,12,37.2,-85.3
campobello,SC,SPARTANBURG,27,35.1,-82.2
canandaigua,NY,ONTARIO,6,42.8,-77.3
candia,NH,ROCKINGHAM,1,43.1,-71.3
candler,NC,BUNCOMBE,48,35.5,-82.7
cannon falls,MN,GOODHUE,16,44.5,-92.9
canton,GA,CHEROKEE,50,34.2,-84.4
canton,MA,NORFOLK,5,42.2,-71.1
canton,MI,WAYNE,22,42.3,-83.5
canton,NC,HAYWOOD,55,35.3,-82.8
canton,NY,SAINT LAWRENCE,450,44.6,-75.2
canton,OH,STARK,210,40.8,-81.4
canton,TX,VAN ZANDT,2,32.5,-95.8
canyon,TX,RANDALL,24,34.9,-101.6
canyon lake,TX,COMAL,332,29.9,-98.2
cape elizabeth,ME,CUMBERLAND,12,43.6,-70.3
cape may,NJ,CAPE MAY,216,38.9,-75.0
cape may point,NJ,CAPE MAY,2144,38.9,-75.0
carbondale,IL,JACKSON,162,37.7,-89.3
carencro,LA,LAFAYETTE,28,30.3,-92.0
carleton,MI,MONROE,6,42.0,-83.3
carlisle,PA,CUMBERLAND,55,40.2,-77.3
carlsbad,NM,EDDY,12,32.1,-104.5
carlsbad,TX,TOM GREEN,21,31.6,-100.6
carmel,IN,HAMILTON,24,39.9,-86.2
carol stream,IL,DUPAGE,6,41.9,-88.1
carrboro,NC,ORANGE,6,35.9,-79.1
carriere,MS,PEARL RIVER,12,30.6,-89.6
carrollton,KY,CARROLL,9,38.7,-85.1
carrollton,TX,DALLAS,60,33.0,-96.9
carrollton,TX,DENTON,60,33.0,-96.9
carson city,NV,CARSON CITY,34,39.3,-119.8
carson city,NV,DOUGLAS,2,39.3,-119.8
carterville,MO,JASPER,3,37.1,-94.4
carthage,IN,RUSH,95,39.7,-85.6
carthage,MO,JASPER,84,37.2,-94.3
carthage,NC,MOORE,12,35.3,-79.4
cartwright,OK,BRYAN,2,33.8,-96.6
cary,IL,MCHENRY,3,42.2,-88.3
cary,NC,WAKE,10,35.8,-78.8
caseville,MI,HURON,186,43.9,-83.3
cashiers,NC,JACKSON,1,35.1,-83.1
casstown,OH,MIAMI,3,40.1,-84.1
cassville,MO,BARRY,2,36.6,-93.8
cato,NY,CAYUGA,1,43.2,-76.6
catonsville,MD,BALTIMORE,22,39.3,-76.7
catoosa,OK,ROGERS,32,36.2,-95.7
cattaraugus,NY,CATTARAUGUS,1,42.3,-78.9
cedar creek,TX,BASTROP,10,30.1,-97.5
cedar falls,IA,BLACK HAWK,384,42.5,-92.5
cedar grove,NC,ORANGE,2,36.2,-79.2
cedar lake,IN,LAKE,1,41.4,-87.4
cedar rapids,IA,LINN,368,41.9,-91.6
cedarville,CA,MODOC,1,41.5,-120.2
center moriches,NY,SUFFOLK,8,40.8,-72.8
central islip,NY,SUFFOLK,3,40.8,-73.2
centre hall,PA,CENTRE,1,40.8,-77.7
centreville,VA,FAIRFAX,10,38.8,-77.5
ceresco,NE,SAUNDERS,3,41.0,-96.7
chambersburg,PA,FRANKLIN,48,39.9,-77.7
champaign,IL,CHAMPAIGN,2,40.1,-88.3
chana,IL,OGLE,3,42.0,-89.2
chanhassen,MN,CARVER,77,44.9,-93.6
channahon,IL,WILL,4,41.4,-88.2
chantilly,VA,FAIRFAX,22,38.9,-77.4
chantilly,VA,LOUDOUN,33,38.9,-77.4
chapel hill,NC,ORANGE,60,36.0,-79.1
chapin,IL,MORGAN,2,39.7,-90.4
charleston,AR,FRANKLIN,1,35.3,-94.1
charleston,IL,COLES,12,37.2,-89.3
charleston,MO,MISSISSIPPI,32,37.0,-89.4
charleston,SC,BERKELEY,116,32.8,-80.0
charleston,SC,CHARLESTON,319,32.8,-80.0
charlestown,NH,SULLIVAN,2,43.3,-72.4
charlotte,NC,MECKLENBURG,448,35.2,-80.8
charlottesville,IN,HANCOCK,14,39.8,-85.6
charlottesville,VA,ALBEMARLE,56,38.0,-78.5
charlottesville,VA,CHARLOTTESVILLE CITY,126,38.0,-78.5
charlton,MA,WORCESTER,1,42.1,-72.0
chaska,MN,CARVER,4,44.9,-93.6
chatham,MA,BARNSTABLE,5,41.7,-70.0
chatham,NH,CARROLL,6,44.2,-71.0
chatsworth,IL,LIVINGSTON,5,40.8,-88.3
chattanooga,TN,HAMILTON,294,35.0,-85.1
checotah,OK,MCINTOSH,4,35.5,-95.5
chelsea,MI,WASHTENAW,98,42.3,-84.0
chelsea,OK,ROGERS,15,36.5,-95.4
cheraw,SC,CHESTERFIELD,1,34.6,-79.9
cherokee,TX,SAN SABA,21,31.0,-98.7
chesaning,MI,SAGINAW,1,43.2,-84.2
chesapeake,VA,CHESAPEAKE CITY,33,36.7,-76.3
chesapeake beach,MD,CALVERT,16,38.7,-76.5
chesapeake city,MD,CECIL,8,39.5,-75.9
cheshire,CT,NEW HAVEN,15,41.5,-72.9
chester,PA,DELAWARE,10,39.8,-75.4
chester,VA,CHESTERFIELD,1,37.4,-77.4
chester springs,PA,CHESTER,6,40.1,-75.6
chesterfield,MO,SAINT LOUIS,12,38.7,-90.6
chesterfield,VA,CHESTERFIELD,21,37.3,-77.6
chesterton,IN,PORTER,8,41.6,-87.1
chestertown,MD,KENT,1,39.2,-76.0
chestertown,MD,QUEEN ANNES,2,39.2,-76.0
chicago,IL,COOK,11136,41.9,-87.7
chickasha,OK,GRADY,4,35.1,-97.9
chilmark,MA,DUKES,12,41.3,-70.7
chilton,WI,CALUMET,2,44.0,-88.3
china,TX,JEFFERSON,23,30.0,-94.3
china spring,TX,MCLENNAN,1,31.7,-97.3
chino,CA,SAN BERNARDINO,3,34.0,-117.7
chippewa falls,WI,CHIPPEWA,50,44.9,-91.3
christiansburg,VA,MONTGOMERY,180,37.1,-80.4
chula vista,CA,SAN DIEGO,3,32.6,-117.1
church creek,MD,DORCHESTER,12,38.4,-76.1
churchville,NY,MONROE,12,43.1,-77.9
cibolo,TX,GUADALUPE,13,29.6,-98.2
cicero,IL,COOK,6,41.9,-87.8
cimarron,NM,COLFAX,2,36.5,-104.9
cincinnati,OH,CLERMONT,507,39.1,-84.5
cincinnati,OH,HAMILTON,18759,39.1,-84.5
claflin,KS,BARTON,252,38.4,-98.6
clairton,PA,ALLEGHENY,10,40.3,-79.9
claremont,NH,SULLIVAN,36,43.3,-72.3
claremore,OK,ROGERS,50,36.3,-95.6
