City,State/Province,County,Count,Latitude,Longitude
aberdeen,SD,BROWN,3,45.5,-98.5
abilene,TX,TAYLOR,420,32.5,-99.7
ace,TX,POLK,1,30.5,-94.8
ada,OK,PONTOTOC,32,34.8,-96.7
addison,IL,DUPAGE,1,41.9,-88.0
addison,TX,DALLAS,5,33.0,-96.8
adel,GA,COOK,1,31.1,-83.4
adrian,MI,LENAWEE,2,41.9,-84.1
afton,VA,NELSON,4,38.0,-78.8
akron,OH,SUMMIT,210,41.0,-81.5
alameda,CA,ALAMEDA,1004,37.8,-122.3
alamogordo,NM,OTERO,2,32.8,-106.1
albany,CA,ALAMEDA,2100,37.9,-122.3
albuquerque,NM,BERNALILLO,60,35.1,-106.6
alexandria,VA,ALEXANDRIA CITY,22,39.0,-77.0
alexandria,VA,FAIRFAX,20,39.0,-77.0
alexandria bay,NY,JEFFERSON,90,44.3,-75.9
algonquin,IL,MCHENRY,8,42.2,-88.3
allen,OK,PONTOTOC,1,34.8,-96.5
allen,TX,COLLIN,18,33.1,-96.6
allendale,NJ,BERGEN,2,41.0,-74.1
allentown,PA,LEHIGH,6,40.6,-75.5
alma,MI,GRATIOT,1,43.4,-84.7
alpena,MI,ALPENA,1,45.1,-83.5
alstead,NH,CHESHIRE,8,43.1,-72.3
alton,VA,HALIFAX,1,36.6,-79.0
altus,OK,JACKSON,7,34.7,-99.3
alvin,IL,VERMILION,1,40.3,-87.6
amherst,NH,HILLSBOROUGH,1,42.9,-71.6
amherst,OH,LORAIN,21,41.4,-82.3
anderson,SC,ANDERSON,20,34.5,-82.6
ann arbor,MI,WASHTENAW,748,42.3,-83.8
annapolis,MD,ANNE ARUNDEL,10,39.0,-76.6
apex,NC,WAKE,2,35.7,-78.9
apopka,FL,ORANGE,2,28.7,-81.5
appleton,WI,OUTAGAMIE,15,44.3,-88.4
arivaca,AZ,PIMA,1,32.0,-110.8
arkadelphia,AR,CLARK,14,34.1,-93.1
arlington,TX,TARRANT,60,32.6,-97.2
arlington,VA,ARLINGTON,238,38.9,-77.1
arnaudville,LA,SAINT LANDRY,1,30.4,-91.9
arnold,MD,ANNE ARUNDEL,1,39.0,-76.5
