City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI
Gates,NC,gates,2011-08-02,36.5,-76.8,2011,8,2,Summer,1,
Osceola,WI,polk,2011-08-02,45.3,-92.7,2011,8,2,Summer,3,
Hutchinson,MN,mcleod,2011-08-02,44.9,-94.4,2011,8,2,Summer,8,
"Boerne,",TX,kendall,2011-08-02,29.7,-98.6,2011,8,2,Summer,3,
Morris,MN,stevens,2011-08-03,45.6,-96.0,2011,8,3,Summer,1,
Waynesburg,PA,greene,2011-08-03,39.9,-80.2,2011,8,3,Summer,1,38.0
Bloomington,IL,mclean,2011-08-03,40.5,-89.0,2011,8,3,Summer,16,41.0
Cosmos,MN,meeker,2011-08-03,45.0,-94.7,2011,8,3,Summer,1,
Elbow Lake,MN,grant,2011-08-03,46.0,-96.0,2011,8,3,Summer,4,
Ledgewood,NJ,morris,2011-08-03,40.9,-74.7,2011,8,3,Summer,1,47.0
Westerville,OH,franklin,2011-08-04,40.1,-82.9,2011,8,4,Summer,1,59.0
Sterling,ND,burleigh,2011-08-04,46.9,-100.3,2011,8,4,Summer,2,44.0
whitney point,NY,broome,2011-08-04,42.6,-76.1,2011,8,4,Summer,4,
Westerville,OH,delaware,2011-08-04,40.1,-82.9,2011,8,4,Summer,1,43.0
Boyds,MD,montgomery,2011-08-04,39.2,-77.3,2011,8,4,Summer,1,61.0
Cape Coral,FL,lee,2011-08-04,26.6,-81.9,2011,8,4,Summer,7,38.0
Harrisville,MI,alcona,2011-08-04,44.6,-83.4,2011,8,4,Summer,1,
Holt,MI,ingham,2011-08-05,42.6,-84.5,2011,8,5,Summer,1,51.0
Connellsville,PA,fayette,2011-08-05,40.0,-79.6,2011,8,5,Summer,4,
Brooks,MN,red lake,2011-08-05,47.8,-96.0,2011,8,5,Summer,1,
Garner,NC,wake,2011-08-05,35.6,-78.6,2011,8,5,Summer,1,55.0
Santa Fe,NM,santa fe,2011-08-05,35.8,-106.0,2011,8,5,Summer,80,54.0
Pottstown,PA,chester,2011-08-06,40.3,-75.6,2011,8,6,Summer,1,35.0
Pottstown,PA,montgomery,2011-08-06,40.3,-75.6,2011,8,6,Summer,3,38.0
Jamestown,ND,stutsman,2011-08-07,46.9,-98.7,2011,8,7,Summer,1200,
Duluth,MN,saint louis,2011-08-07,47.1,-91.9,2011,8,7,Summer,7,67.0
Minnetonka,MN,hennepin,2011-08-08,44.9,-93.5,2011,8,8,Summer,2,54.0
Salt Lake City,UT,salt lake,2011-08-08,40.8,-111.9,2011,8,8,Summer,40,93.0
Millersville,MD,anne arundel,2011-08-08,39.1,-76.6,2011,8,8,Summer,1,77.0
Westerville,OH,delaware,2011-08-08,40.1,-82.9,2011,8,8,Summer,1,41.0
Wichita,KS,sedgwick,2011-08-08,37.7,-97.3,2011,8,8,Summer,12,54.0
Syracuse,NY,onondaga,2011-08-08,43.0,-76.2,2011,8,8,Summer,25,31.0
Westerville,OH,franklin,2011-08-08,40.1,-82.9,2011,8,8,Summer,1,56.0
Ocala,FL,marion,2011-08-09,29.2,-82.1,2011,8,9,Summer,2,29.0
Sugar Land,TX,fort bend,2011-08-09,29.6,-95.6,2011,8,9,Summer,1,
Hyde Park,VT,lamoille,2011-08-09,44.6,-72.6,2011,8,9,Summer,1,
Saint Onge,SD,lawrence,2011-08-10,44.5,-103.7,2011,8,10,Summer,1,
Manhattan,KS,riley,2011-08-10,39.2,-96.6,2011,8,10,Summer,1,42.0
Shawano,WI,shawano,2011-08-10,44.8,-88.6,2011,8,10,Summer,2,
Willits,CA,mendocino,2011-08-11,39.4,-123.4,2011,8,11,Summer,1,52.0
cortland,NY,cortland,2011-08-11,42.6,-76.2,2011,8,11,Summer,4,
Overland Park,KS,johnson,2011-08-11,39.0,-94.7,2011,8,11,Summer,12,67.0
New York,NY,new york,2011-08-11,40.8,-74.0,2011,8,11,Summer,62,32.0
Bellefonte,PA,centre,2011-08-11,40.9,-77.7,2011,8,11,Summer,4,34.0
Shell Lake,WI,washburn,2011-08-11,45.7,-92.0,2011,8,11,Summer,1,
Lincoln University,PA,chester,2011-08-12,39.8,-75.9,2011,8,12,Summer,5,42.0
Wichita,KS,sedgwick,2011-08-12,37.7,-97.3,2011,8,12,Summer,12,44.0
Madison,GA,morgan,2011-08-12,33.6,-83.5,2011,8,12,Summer,1,
Colbert,GA,madison,2011-08-12,34.0,-83.2,2011,8,12,Summer,1,
Taos,NM,taos,2011-08-12,36.4,-105.5,2011,8,12,Summer,6,17.0
La Mesa,CA,san diego,2011-08-12,32.8,-117.0,2011,8,12,Summer,1,71.0
Grosse Pointe,MI,wayne,2011-08-12,42.4,-82.9,2011,8,12,Summer,12,74.0
Lakeland,FL,polk,2011-08-13,28.0,-81.9,2011,8,13,Summer,2,59.0
Point Pleasant Beach,NJ,ocean,2011-08-13,40.1,-74.0,2011,8,13,Summer,8,64.0
Ellicott City,MD,howard,2011-08-13,39.3,-76.9,2011,8,13,Summer,5,
Center Moriches,NY,suffolk,2011-08-13,40.8,-72.8,2011,8,13,Summer,2,80.0
Corinth,MS,alcorn,2011-08-13,34.9,-88.6,2011,8,13,Summer,12,
Waupaca,WI,waupaca,2011-08-13,44.4,-89.1,2011,8,13,Summer,3,
Jordan,MN,scott,2011-08-14,44.7,-93.6,2011,8,14,Summer,2,37.0
Orange,CA,orange,2011-08-14,33.8,-117.8,2011,8,14,Summer,4,112.0
Durham,NC,durham,2011-08-14,36.0,-78.9,2011,8,14,Summer,10,43.0
Currie,NC,pender,2011-08-14,34.4,-78.1,2011,8,14,Summer,4,
North Little Rock,AR,pulaski,2011-08-14,34.9,-92.4,2011,8,14,Summer,20,54.0
Clinton,CT,middlesex,2011-08-14,41.3,-72.5,2011,8,14,Summer,6,44.0
Ruckersville,VA,greene,2011-08-14,38.2,-78.4,2011,8,14,Summer,2,
Newport News,VA,newport news city,2011-08-14,37.1,-76.5,2011,8,14,Summer,5,
Vincent,AL,shelby,2011-08-15,33.4,-86.4,2011,8,15,Summer,1,50.0
Burrton,KS,harvey,2011-08-15,38.0,-97.6,2011,8,15,Summer,1,
Indianapolis,IN,marion,2011-08-15,39.7,-86.1,2011,8,15,Summer,52,60.0
Bearsville,NY,ulster,2011-08-15,42.0,-74.2,2011,8,15,Summer,2,28.0
Springerville,AZ,apache,2011-08-15,34.2,-109.4,2011,8,15,Summer,2,9.0
Cheney,KS,sedgwick,2011-08-15,37.6,-97.8,2011,8,15,Summer,5,108.0
Alamogordo,NM,otero,2011-08-15,32.8,-106.1,2011,8,15,Summer,2,
Indianapolis,IN,hamilton,2011-08-15,39.7,-86.1,2011,8,15,Summer,2,40.0
Huntsville,AL,madison,2011-08-15,34.7,-86.5,2011,8,15,Summer,27,48.0
grosse pointe,MI,wayne,2011-08-15,42.4,-82.9,2011,8,15,Summer,90,45.0
Kansas City,MO,platte,2011-08-16,39.1,-94.6,2011,8,16,Summer,10,
Jackson,KY,breathitt,2011-08-16,37.5,-83.5,2011,8,16,Summer,17,
Lavallette,NJ,ocean,2011-08-16,40.0,-74.1,2011,8,16,Summer,1,30.0
Moultrie,GA,colquitt,2011-08-16,31.2,-83.7,2011,8,16,Summer,3,
Lebanon,NJ,hunterdon,2011-08-16,40.6,-74.8,2011,8,16,Summer,1,27.0
Bismarck,ND,burleigh,2011-08-16,46.8,-100.7,2011,8,16,Summer,4,45.0
North Highlands,CA,sacramento,2011-08-16,38.7,-121.4,2011,8,16,Summer,2,126.0
Kansas City,MO,clay,2011-08-16,39.1,-94.6,2011,8,16,Summer,21,46.0
Kansas City,MO,jackson,2011-08-16,39.1,-94.6,2011,8,16,Summer,13,54.0
Carnesville,GA,franklin,2011-08-16,34.4,-83.3,2011,8,16,Summer,1,
Charlottesville,VA,albemarle,2011-08-17,38.1,-78.4,2011,8,17,Summer,4,53.0
Denver,CO,denver,2011-08-17,39.8,-105.0,2011,8,17,Summer,27,67.0
Charlottesville,VA,charlottesville city,2011-08-17,38.1,-78.4,2011,8,17,Summer,9,
Denver,CO,arapahoe,2011-08-17,39.8,-105.0,2011,8,17,Summer,2,80.0
Kansas City,MO,jackson,2011-08-17,39.1,-94.6,2011,8,17,Summer,13,53.0
Gulf Breeze,FL,santa rosa,2011-08-17,30.4,-87.1,2011,8,17,Summer,3,71.0
Brevard,NC,transylvania,2011-08-17,35.2,-82.8,2011,8,17,Summer,1,
Denver,CO,jefferson,2011-08-17,39.8,-105.0,2011,8,17,Summer,5,108.0
san clemente,CA,orange,2011-08-17,33.4,-117.6,2011,8,17,Summer,2,84.0
Kansas City,MO,clay,2011-08-17,39.1,-94.6,2011,8,17,Summer,21,44.0
Tyaskin,MD,wicomico,2011-08-17,38.2,-75.9,2011,8,17,Summer,1,
Kansas City,MO,platte,2011-08-17,39.1,-94.6,2011,8,17,Summer,10,
Victoria,TX,victoria,2011-08-17,28.8,-97.0,2011,8,17,Summer,6,21.0
Columbia,MD,howard,2011-08-17,39.2,-76.8,2011,8,17,Summer,2,
Wasco,IL,kane,2011-08-17,41.9,-88.4,2011,8,17,Summer,4,51.0
Shelby,NC,cleveland,2011-08-17,35.4,-81.6,2011,8,17,Summer,3,
Denver,CO,adams,2011-08-17,39.8,-105.0,2011,8,17,Summer,8,77.0
Herndon,VA,fairfax,2011-08-18,39.0,-77.4,2011,8,18,Summer,6,71.0
Muncie,IN,delaware,2011-08-18,40.1,-85.4,2011,8,18,Summer,25,80.0
Leicester,NC,buncombe,2011-08-18,35.7,-82.7,2011,8,18,Summer,1,48.0
Los Alamos,NM,los alamos,2011-08-18,35.9,-106.3,2011,8,18,Summer,4,
Seabrook,TX,harris,2011-08-18,29.6,-95.0,2011,8,18,Summer,6,97.0
marathon,NY,cortland,2011-08-18,42.5,-76.0,2011,8,18,Summer,32,
Greenville,NC,pitt,2011-08-18,35.7,-77.4,2011,8,18,Summer,4,48.0
Hanover,NH,grafton,2011-08-18,43.7,-72.3,2011,8,18,Summer,1,54.0
Charlotte,NC,mecklenburg,2011-08-18,35.2,-80.8,2011,8,18,Summer,14,97.0
Gulf Breeze,FL,santa rosa,2011-08-18,30.4,-87.1,2011,8,18,Summer,6,72.0
Jackson,NH,carroll,2011-08-18,44.2,-71.2,2011,8,18,Summer,1,
Gulf Breeze,FL,santa rosa,2011-08-19,30.4,-87.1,2011,8,19,Summer,3,122.0
Muncie,IN,delaware,2011-08-19,40.1,-85.4,2011,8,19,Summer,25,44.0
Lennox,SD,lincoln,2011-08-19,43.3,-96.9,2011,8,19,Summer,8,
Prairie City,IA,jasper,2011-08-19,41.6,-93.3,2011,8,19,Summer,1,
Radium Springs,NM,dona ana,2011-08-19,32.6,-107.1,2011,8,19,Summer,6,84.0
Indianapolis,IN,hamilton,2011-08-19,39.7,-86.1,2011,8,19,Summer,2,44.0
Douglasville,GA,douglas,2011-08-19,33.8,-84.8,2011,8,19,Summer,1,74.0
Lincoln University,PA,chester,2011-08-19,39.8,-75.9,2011,8,19,Summer,5,61.0
Indianapolis,IN,marion,2011-08-19,39.7,-86.1,2011,8,19,Summer,52,82.0
Concord,NC,cabarrus,2011-08-19,35.4,-80.5,2011,8,19,Summer,5,
Gray Court,SC,laurens,2011-08-19,34.6,-82.2,2011,8,19,Summer,8,
Osceola,WI,polk,2011-08-19,45.3,-92.7,2011,8,19,Summer,60,
Minong,WI,washburn,2011-08-20,46.1,-91.8,2011,8,20,Summer,3,
Ellicott City,MD,howard,2011-08-20,39.3,-76.9,2011,8,20,Summer,5,
Cadyville,NY,clinton,2011-08-20,44.7,-73.6,2011,8,20,Summer,1,
Ponca City,OK,kay,2011-08-20,36.7,-97.1,2011,8,20,Summer,2,44.0
Mission,KS,johnson,2011-08-20,39.0,-94.7,2011,8,20,Summer,30,38.0
Owings Mills,MD,baltimore,2011-08-20,39.4,-76.8,2011,8,20,Summer,2,105.0
BOLTON,MA,worcester,2011-08-20,42.4,-71.6,2011,8,20,Summer,1,55.0
Homosassa,FL,citrus,2011-08-20,28.7,-82.5,2011,8,20,Summer,3,
"Winchester,",VA,winchester city,2011-08-20,30.0,-81.7,2011,8,20,Summer,1,
Brevard,NC,transylvania,2011-08-20,35.2,-82.8,2011,8,20,Summer,1,
Ithaca,NY,tompkins,2011-08-20,42.4,-76.5,2011,8,20,Summer,3,48.0
Vincentown,NJ,burlington,2011-08-20,39.8,-74.6,2011,8,20,Summer,5,
Monterey,TN,putnam,2011-08-20,36.1,-85.2,2011,8,20,Summer,1,
Bloomfield,NJ,essex,2011-08-20,40.8,-74.2,2011,8,20,Summer,4,77.0
Pineville,LA,rapides,2011-08-20,31.3,-92.4,2011,8,20,Summer,11,73.0
Pryor,OK,mayes,2011-08-20,36.3,-95.3,2011,8,20,Summer,8,126.0
Monticello,AR,drew,2011-08-20,33.6,-91.8,2011,8,20,Summer,11,
Abilene,TX,taylor,2011-08-20,32.5,-99.7,2011,8,20,Summer,7,
"Winchester,",VA,frederick,2011-08-20,30.0,-81.7,2011,8,20,Summer,2,61.0
Suches,GA,union,2011-08-20,34.7,-84.1,2011,8,20,Summer,7,
New Douglas,IL,madison,2011-08-21,39.0,-89.7,2011,8,21,Summer,1,48.0
Lake Elmo,MN,washington,2011-08-21,45.0,-92.9,2011,8,21,Summer,20,34.0
Lake Villa,IL,lake,2011-08-21,42.4,-88.1,2011,8,21,Summer,80,34.0
Sugar Land,TX,fort bend,2011-08-21,29.6,-95.6,2011,8,21,Summer,1,
Naples,NY,ontario,2011-08-21,42.8,-77.5,2011,8,21,Summer,1,
Plainfield,IN,hendricks,2011-08-21,39.7,-86.4,2011,8,21,Summer,3,40.0
Blooming Grove,NY,orange,2011-08-21,41.4,-74.2,2011,8,21,Summer,3,55.0
Atchison,KS,atchison,2011-08-21,39.5,-95.1,2011,8,21,Summer,2,
Minnetonka,MN,hennepin,2011-08-21,44.9,-93.5,2011,8,21,Summer,2,29.0
Greenville,SC,greenville,2011-08-21,34.8,-82.4,2011,8,21,Summer,7,62.0
Granite Falls,NC,caldwell,2011-08-21,35.8,-81.4,2011,8,21,Summer,5,42.0
Brigantine,NJ,atlantic,2011-08-21,39.4,-74.4,2011,8,21,Summer,24,41.0
Tyaskin,MD,wicomico,2011-08-21,38.2,-75.9,2011,8,21,Summer,1,
Hartselle,AL,morgan,2011-08-21,34.4,-86.9,2011,8,21,Summer,1,45.0
Haviland,OH,paulding,2011-08-21,41.0,-84.6,2011,8,21,Summer,1,
Herington,KS,dickinson,2011-08-21,38.7,-97.1,2011,8,21,Summer,3,
Brentwood,TN,williamson,2011-08-21,36.0,-86.8,2011,8,21,Summer,2,67.0
Newport News,VA,newport news city,2011-08-21,37.1,-76.5,2011,8,21,Summer,5,
oklahoma City,OK,oklahoma,2011-08-21,35.4,-97.5,2011,8,21,Summer,17,100.0
oklahoma City,OK,cleveland,2011-08-21,35.4,-97.5,2011,8,21,Summer,3,80.0
Waupaca,WI,waupaca,2011-08-21,44.4,-89.1,2011,8,21,Summer,1,
Osceola,WI,polk,2011-08-21,45.3,-92.7,2011,8,21,Summer,3,
Dennison,OH,tuscarawas,2011-08-21,40.4,-81.3,2011,8,21,Summer,13,
Williamstown,NJ,gloucester,2011-08-21,39.6,-74.9,2011,8,21,Summer,15,40.0
Lilburn,GA,gwinnett,2011-08-21,33.9,-84.1,2011,8,21,Summer,1,100.0
Jackson,KY,breathitt,2011-08-21,37.5,-83.5,2011,8,21,Summer,17,
Logan,UT,cache,2011-08-21,41.7,-111.6,2011,8,21,Summer,6,58.0
Moultrie,GA,colquitt,2011-08-21,31.1,-83.9,2011,8,21,Summer,6,
Hutchinson,KS,reno,2011-08-21,38.0,-98.1,2011,8,21,Summer,3,
Kress,TX,swisher,2011-08-21,34.4,-101.7,2011,8,21,Summer,1,
Cadiz,KY,trigg,2011-08-22,36.8,-87.9,2011,8,22,Summer,14,47.0
Savannah,GA,chatham,2011-08-22,31.9,-81.0,2011,8,22,Summer,10,64.0
Brewer,ME,penobscot,2011-08-22,44.7,-68.8,2011,8,22,Summer,1,33.0
dover,DE,kent,2011-08-22,39.1,-75.5,2011,8,22,Summer,40,37.0
Conroe,TX,montgomery,2011-08-22,30.3,-95.4,2011,8,22,Summer,14,87.0
Schiller Park,IL,cook,2011-08-22,42.0,-87.9,2011,8,22,Summer,1,67.0
Shawano,WI,shawano,2011-08-22,44.9,-88.8,2011,8,22,Summer,16,
Catawissa,MO,franklin,2011-08-22,38.4,-90.8,2011,8,22,Summer,6,
tinley park,IL,cook,2011-08-22,41.6,-87.8,2011,8,22,Summer,8,67.0
Kansas City,MO,platte,2011-08-22,39.2,-94.6,2011,8,22,Summer,10,
Inman,KS,mcpherson,2011-08-22,38.2,-97.8,2011,8,22,Summer,115,
Newburgh,IN,warrick,2011-08-22,38.0,-87.4,2011,8,22,Summer,8,45.0
Kansas City,MO,clay,2011-08-22,39.2,-94.6,2011,8,22,Summer,21,54.0
Joplin,MO,jasper,2011-08-22,37.1,-94.5,2011,8,22,Summer,11,61.0
Jericho,VT,chittenden,2011-08-22,44.5,-73.0,2011,8,22,Summer,4,54.0
New Orleans,LA,jefferson,2011-08-22,30.0,-90.1,2011,8,22,Summer,6,63.0
Avon,IN,hendricks,2011-08-22,39.7,-86.4,2011,8,22,Summer,1,35.0
Orange,CA,orange,2011-08-22,33.8,-117.8,2011,8,22,Summer,2,62.0
Dalton,OH,wayne,2011-08-22,40.7,-81.7,2011,8,22,Summer,1,
Florien,LA,sabine,2011-08-22,31.4,-93.5,2011,8,22,Summer,10,
Fort Scott,KS,bourbon,2011-08-22,37.8,-94.7,2011,8,22,Summer,3,
Woodlawn,VA,carroll,2011-08-22,36.8,-80.9,2011,8,22,Summer,1,
