City,State/Province,County,Date,year,month,day,season,Count,Latitude,Longitude,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Abbeville,LA,VERMILION,2016-03-17,2016,3,17,Spring,6,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-03-26,2016,3,26,Spring,3,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-04-18,2016,4,18,Spring,3,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-04-26,2016,4,26,Spring,3,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-05-11,2016,5,11,Spring,3,30.0,-92.0,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-05-23,2016,5,23,Spring,6,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-06-07,2016,6,7,Summer,3,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-08-01,2016,8,1,Summer,3,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-08-22,2016,8,22,Summer,3,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-09-09,2016,9,9,Fall,6,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-10-14,2016,10,14,Fall,12,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-10-28,2016,10,28,Fall,12,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-11-16,2016,11,16,Fall,9,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-11-25,2016,11,25,Fall,9,30.0,-92.1,,,,,,,,,,,,,,,
Abbeville,LA,VERMILION,2016-11-28,2016,11,28,Fall,3,30.0,-92.1,,,,,,,,,,,,,,,
Aberdeen,MD,HARFORD,2016-08-14,2016,8,14,Summer,1,39.5,-76.2,359.0,211.0,136.0,11.0,1.0,0.0,0.0,154.0,74.0,48.0,0.0,0.0,166.0,193.0,0.0
Aberdeen,MD,HARFORD,2016-08-29,2016,8,29,Summer,1,39.5,-76.2,359.0,211.0,136.0,11.0,1.0,0.0,0.0,154.0,74.0,48.0,0.0,0.0,166.0,193.0,0.0
Abilene,TX,TAYLOR,2016-09-21,2016,9,21,Fall,21,32.4,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2016-09-26,2016,9,26,Fall,21,32.4,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2016-10-27,2016,10,27,Fall,14,32.4,-99.8,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2016-11-07,2016,11,7,Fall,49,32.4,-99.8,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2016-11-08,2016,11,8,Fall,14,32.4,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2016-11-10,2016,11,10,Fall,14,32.4,-99.7,,,,,,,,,,,,,,,
Abingdon,MD,HARFORD,2016-08-17,2016,8,17,Summer,3,39.5,-76.3,359.0,211.0,136.0,11.0,1.0,0.0,0.0,154.0,74.0,48.0,0.0,0.0,166.0,193.0,0.0
Abingdon,MD,HARFORD,2016-08-20,2016,8,20,Summer,1,39.4,-76.3,359.0,211.0,136.0,11.0,1.0,0.0,0.0,154.0,74.0,48.0,0.0,0.0,166.0,193.0,0.0
Abingdon,VA,WASHINGTON,2016-10-01,2016,10,1,Fall,2,36.7,-82.0,,,,,,,,,,,,,,,
Abiquiu,NM,RIO ARRIBA,2016-08-21,2016,8,21,Summer,18,36.4,-106.7,362.0,304.0,58.0,0.0,0.0,0.0,0.0,80.0,54.0,44.0,0.0,0.0,359.0,3.0,0.0
Acton,MA,MIDDLESEX,2016-09-14,2016,9,14,Fall,3,42.5,-71.4,362.0,341.0,21.0,0.0,0.0,0.0,0.0,100.0,46.0,33.0,0.0,0.0,362.0,0.0,0.0
Acton,ME,YORK,2016-08-01,2016,8,1,Summer,1,43.5,-70.9,236.0,211.0,23.0,2.0,0.0,0.0,0.0,108.0,54.0,38.0,0.0,0.0,236.0,0.0,0.0
