City,State/Province,County,Count,Latitude,Longitude
attica,NY,WYOMING,4,42.8,-78.4
auburn,AL,LEE,1,32.6,-85.5
auburn,WA,KING,6,47.3,-122.2
auburn hills,MI,OAKLAND,4,40.5,-82.9
augusta,GA,COLUMBIA,54,33.5,-82.0
augusta,GA,RICHMOND,108,33.5,-82.0
aurora,CO,ADAMS,15,39.6,-104.7
aurora,CO,ARAPAHOE,12,39.6,-104.7
aurora,IL,DUPAGE,12,41.8,-88.3
aurora,IL,KANE,16,41.8,-88.3
aurora,IL,WILL,4,41.8,-88.3
aurora,MO,LAWRENCE,14,36.9,-93.6
aurora,NY,CAYUGA,10,42.7,-76.7
austin,MN,MOWER,104,43.7,-93.0
austin,PA,POTTER,3,41.7,-77.9
austin,TX,HAYS,487,30.3,-97.8
austin,TX,TRAVIS,20941,30.3,-97.8
austin,TX,WILLIAMSON,1461,30.3,-97.8
avalon,CA,LOS ANGELES,6,33.5,-118.3
avilla,IN,NOBLE,1,41.3,-85.2
aviston,IL,CLINTON,1,38.6,-89.6
avoca,NE,CASS,2,40.8,-96.1
avon,IN,HENDRICKS,1,39.7,-86.4
avon,NC,DARE,52,35.4,-75.5
avon,NY,LIVINGSTON,1,42.9,-77.7
avon lake,OH,LORAIN,11,41.5,-82.0
babylon,NY,SUFFOLK,776,40.6,-73.2
bahama,NC,DURHAM,3,36.2,-78.9
baileys harbor,WI,DOOR,4,45.1,-87.1
baker,FL,OKALOOSA,1,30.8,-86.7
bakersville,NC,MITCHELL,1,36.0,-82.2
baldwin,MD,BALTIMORE,13,39.5,-76.5
baldwin park,CA,LOS ANGELES,2,34.1,-118.0
baldwinsville,NY,ONONDAGA,36,43.2,-76.3
ball ground,GA,CHEROKEE,1,34.3,-84.4
ballston lake,NY,SARATOGA,10,42.9,-73.9
ballwin,MO,SAINT LOUIS,119,38.6,-90.5
bally,PA,BERKS,24,40.4,-75.6
balmorhea,TX,REEVES,2,31.0,-103.7
baltimore,MD,ANNE ARUNDEL,42,39.3,-76.6
baltimore,MD,BALTIMORE,63,39.3,-76.6
baltimore,MD,BALTIMORE CITY,798,39.3,-76.6
baltimore,OH,FAIRFIELD,2,39.9,-82.7
bandera,TX,BANDERA,9,29.7,-99.1
bangor,ME,PENOBSCOT,4,44.8,-68.8
bangor,PA,NORTHAMPTON,6,40.8,-75.2
baraboo,WI,SAUK,10,43.5,-89.7
barco,NC,CURRITUCK,4,36.4,-76.0
barling,AR,SEBASTIAN,2,35.3,-94.3
barnegat light,NJ,OCEAN,9,39.8,-74.1
barnesville,MN,CLAY,58,46.6,-96.5
barnstable,MA,BARNSTABLE,7,41.6,-70.3
barrington,IL,LAKE,60,42.1,-88.2
barrington,NH,STRAFFORD,5,43.2,-71.0
bartlesville,OK,WASHINGTON,48,36.7,-96.0
bartlett,IL,DUPAGE,9,42.0,-88.2
bartlett,NH,CARROLL,6,44.1,-71.2
barto,PA,BERKS,6,40.4,-75.6
barton,VT,ORLEANS,6,44.8,-72.1
basehor,KS,LEAVENWORTH,1,39.1,-94.9
bastrop,LA,MOREHOUSE,800,32.8,-91.9
bastrop,TX,BASTROP,4,30.1,-97.3
batavia,IL,KANE,9,41.8,-88.3
batavia,OH,CLERMONT,2,39.1,-84.2
batesville,IN,RIPLEY,80,39.2,-85.3
bath,ME,SAGADAHOC,18,43.9,-69.8
baton rouge,LA,EAST BATON ROUGE,289,30.4,-91.0
battle creek,MI,CALHOUN,14,42.4,-85.2
battle ground,WA,CLARK,2,45.8,-122.5
battlement mesa,CO,GARFIELD,6,39.4,-108.0
bay village,OH,CUYAHOGA,2,41.5,-81.9
bayside,TX,REFUGIO,18,28.1,-97.2
beach haven,NJ,OCEAN,154,39.7,-74.1
beachwood,NJ,OCEAN,26,39.9,-74.2
beachwood,OH,CUYAHOGA,28,41.5,-81.5
beacon,NY,DUTCHESS,1,41.5,-74.0
beacon falls,CT,NEW HAVEN,1,41.4,-73.1
beaufort,NC,CARTERET,2,34.7,-76.6
beaufort,SC,BEAUFORT,40,32.3,-80.7
beaumont,TX,JEFFERSON,7,30.1,-94.1
beaver dam,WI,DODGE,2,43.5,-88.8
beaver falls,PA,BEAVER,4,40.8,-80.3
beaver island,MI,CHARLEVOIX,6,45.7,-85.5
beaverton,OR,WASHINGTON,5,45.5,-122.8
bedford,NH,HILLSBOROUGH,1,42.9,-71.5
bedford,TX,TARRANT,31,32.9,-97.1
bedford,VA,BEDFORD,3,37.4,-79.5
belchertown,MA,HAMPSHIRE,2,42.2,-72.4
belen,NM,VALENCIA,744,34.7,-106.7
belfast,ME,WALDO,3,44.4,-69.0
bella vista,AR,BENTON,90,36.5,-94.3
belle plaine,MN,SCOTT,1,44.6,-93.8
belle vernon,PA,FAYETTE,6,40.2,-79.8
bellefontaine,OH,LOGAN,6,40.4,-83.8
bellefonte,PA,CENTRE,40,40.9,-77.8
belleville,IL,SAINT CLAIR,15,38.4,-90.0
belleville,KS,REPUBLIC,42,39.8,-97.6
belleville,MI,WAYNE,12,42.2,-83.5
bellevue,NE,SARPY,248,41.2,-95.9
bellevue,WA,KING,40,47.6,-122.1
bellflower,CA,LOS ANGELES,2,33.9,-118.1
bellville,OH,RICHLAND,14,40.6,-82.5
belmont,MA,MIDDLESEX,1,42.4,-71.2
belmont,MI,KENT,1,43.1,-85.5
beloit,WI,ROCK,16,42.6,-89.0
belton,TX,BELL,681,31.1,-97.4
belvidere,IL,BOONE,4,42.3,-88.9
belvidere,NJ,WARREN,2,40.8,-75.1
bemidji,MN,BELTRAMI,30,47.4,-94.7
bendena,KS,DONIPHAN,1,39.7,-95.2
bensenville,IL,DUPAGE,2,41.9,-87.9
benson,AZ,COCHISE,64,32.4,-110.3
benton,AR,SALINE,4,34.6,-92.6
bentonville,AR,BENTON,16,36.4,-94.2
berea,KY,MADISON,2,37.6,-84.2
berea,OH,CUYAHOGA,3,41.4,-81.9
bergheim,TX,KENDALL,3,29.8,-98.6
berkeley,CA,ALAMEDA,16,37.9,-122.3
berkeley springs,WV,MORGAN,8,39.5,-78.3
berkley,MA,BRISTOL,1,41.8,-71.0
berlin,CT,HARTFORD,9,41.6,-72.7
berlin,MD,WORCESTER,27,38.3,-75.2
berlin,NY,RENSSELAER,2,42.7,-73.4
bernalillo,NM,SANDOVAL,294,35.3,-106.5
berryville,VA,CLARKE,20,39.2,-78.0
berwyn,IL,COOK,15,41.8,-87.8
bethany,OK,OKLAHOMA,2,35.5,-97.7
bethel,VT,WINDSOR,4,43.8,-72.6
bethel park,PA,ALLEGHENY,1,40.3,-80.0
bethesda,MD,MONTGOMERY,16,39.0,-77.2
bethlehem,PA,LEHIGH,12,40.6,-75.4
bethlehem,PA,NORTHAMPTON,24,40.6,-75.4
bettendorf,IA,SCOTT,33,41.6,-90.5
beverly hills,FL,CITRUS,4,28.9,-82.5
big pine,CA,INYO,14,37.1,-118.2
big pine key,FL,MONROE,24,24.7,-81.4
big rock,IL,KANE,7,41.8,-88.5
billings,MT,YELLOWSTONE,72,45.8,-108.7
billingsley,AL,AUTAUGA,1,32.7,-86.7
binghamton,NY,BROOME,136,42.1,-75.9
birdsboro,PA,BERKS,10,40.2,-75.8
birmingham,AL,JEFFERSON,52,33.5,-86.8
birmingham,AL,SHELBY,7,33.5,-86.8
birmingham,MI,OAKLAND,14,42.5,-83.2
bishop,CA,INYO,135,37.3,-118.3
bishop hill,IL,HENRY,3,41.2,-90.1
bishopville,MD,WORCESTER,26,38.4,-75.2
biwabik,MN,SAINT LOUIS,1,47.5,-92.3
black mountain,NC,BUNCOMBE,4,35.7,-82.4
black river falls,WI,JACKSON,51,44.3,-90.9
blacklick,OH,FRANKLIN,6,40.0,-82.8
blackstone,VA,NOTTOWAY,2,37.1,-78.0
blanch,NC,CASWELL,4,36.5,-79.3
blanchard,OK,MCCLAIN,12,35.1,-97.7
blanco,NM,SAN JUAN,3,36.8,-107.8
blanco,TX,BLANCO,7,30.0,-98.4
bloomfield,NE,KNOX,17,42.8,-97.7
bloomfield,NJ,ESSEX,12,40.8,-74.2
bloomfield hills,MI,OAKLAND,14,42.5,-83.3
bloomingdale,NJ,PASSAIC,14,41.0,-74.3
bloomingdale,NY,ESSEX,4,44.4,-74.1
bloomington,IL,MCLEAN,224,40.5,-88.9
bloomington,IN,MONROE,42,39.2,-86.5
bloomsburg,PA,COLUMBIA,11,41.0,-76.5
blountville,TN,SULLIVAN,2,36.6,-82.4
blue bell,PA,MONTGOMERY,4,40.1,-75.2
blue diamond,NV,CLARK,10,36.0,-115.4
blue eye,MO,STONE,2,36.6,-93.3
blue grass,IA,SCOTT,1,41.5,-90.8
blue hill,ME,HANCOCK,23,44.4,-68.6
blue springs,MO,JACKSON,3,39.0,-94.3
bluff city,KS,HARPER,2,37.1,-97.9
bluffton,OH,ALLEN,12,40.9,-83.9
bluffton,SC,BEAUFORT,69,32.3,-81.0
boaz,AL,ETOWAH,2,34.2,-86.2
boaz,AL,MARSHALL,2,34.2,-86.2
boerne,TX,KENDALL,384,29.8,-98.7
bogart,GA,OCONEE,2,33.9,-83.5
boiling springs,SC,SPARTANBURG,3,35.0,-82.0
boise,ID,ADA,15,43.6,-116.1
bolinas,CA,MARIN,10200,37.9,-122.7
bolivar,MO,POLK,32,37.6,-93.4
bondurant,IA,POLK,3,41.8,-93.5
bonham,TX,FANNIN,12,33.6,-96.2
bonner springs,KS,WYANDOTTE,5,39.1,-94.9
boone,IA,BOONE,21,42.1,-93.9
boothbay,ME,LINCOLN,6,43.9,-69.7
boothbay harbor,ME,LINCOLN,32,43.9,-69.7
bossier city,LA,BOSSIER,8,32.5,-93.7
boston,VA,CULPEPER,11,38.6,-78.2
bothell,WA,KING,15,47.8,-122.2
bothell,WA,SNOHOMISH,25,47.8,-122.2
boulder junction,WI,VILAS,2,46.1,-89.6
bourbon,MO,CRAWFORD,15,38.1,-91.2
bowie,MD,PRINCE GEORGES,5,39.0,-76.7
boyertown,PA,BERKS,13,40.3,-75.7
boyne city,MI,CHARLEVOIX,16,45.3,-85.1
boynton beach,FL,PALM BEACH,18,26.6,-80.1
bradenton,FL,MANATEE,256,27.5,-82.6
bradford,PA,MCKEAN,8,41.9,-78.7
braidwood,IL,WILL,1,41.2,-88.2
branchville,NJ,SUSSEX,3,41.2,-74.8
brandenburg,KY,MEADE,1,38.0,-86.1
brandon,MS,RANKIN,2,32.3,-90.0
brandon,SD,MINNEHAHA,27,43.6,-96.6
brandt,SD,DEUEL,2,44.7,-96.6
branford,CT,NEW HAVEN,6,41.3,-72.8
branson,MO,TANEY,72,36.6,-93.2
brea,CA,ORANGE,1,33.9,-117.9
bremen,IN,MARSHALL,2,41.4,-86.2
bremen,ME,LINCOLN,4,44.0,-69.4
bremen,OH,FAIRFIELD,2,39.7,-82.4
brentwood,MD,PRINCE GEORGES,16,38.9,-77.0
brentwood,TN,WILLIAMSON,8,36.0,-86.9
brevard,NC,TRANSYLVANIA,70,35.3,-82.7
bricelyn,MN,FARIBAULT,15,43.6,-93.9
brick,NJ,OCEAN,18,40.0,-74.1
bridgeport,WA,DOUGLAS,5,48.0,-119.7
bridgeton,MO,SAINT LOUIS,6,38.7,-90.4
bridgeton,NJ,CUMBERLAND,10,39.5,-75.1
bridgeview,IL,COOK,3,41.8,-87.8
bridgeville,DE,SUSSEX,3,38.7,-75.6
bridgewater,MA,PLYMOUTH,2,42.0,-71.0
bridgewater,VA,ROCKINGHAM,11,38.4,-79.0
bridgton,ME,CUMBERLAND,1,44.1,-70.7
brigantine,NJ,ATLANTIC,4,39.4,-74.4
briggs,TX,BURNET,2,30.9,-97.9
brighton,MI,LIVINGSTON,12,42.6,-83.7
brighton,TN,TIPTON,2,35.4,-89.7
bristol,IL,KENDALL,1,41.7,-88.4
bristol,ME,LINCOLN,2,43.9,-69.5
bristol,NH,GRAFTON,6,43.6,-71.8
bristol,VA,BRISTOL CITY,2,36.6,-82.2
bristol,VA,WASHINGTON,1,36.6,-82.2
bristol,WI,KENOSHA,3,42.5,-88.0
britton,SD,MARSHALL,10,45.8,-97.7
broken arrow,OK,TULSA,230,36.0,-95.8
broken arrow,OK,WAGONER,230,36.0,-95.8
bronx,NY,BRONX,27,40.8,-73.9
brook,IN,NEWTON,11,40.9,-87.4
brookfield,CT,FAIRFIELD,3,41.5,-73.4
brookfield,IL,COOK,92,41.8,-87.9
brookings,SD,BROOKINGS,152,44.2,-96.8
brooklyn,NY,KINGS,24,40.7,-74.0
brookshire,TX,WALLER,69,29.8,-96.0
brooksville,FL,HERNANDO,30,28.5,-82.5
brookville,IN,FRANKLIN,10,39.4,-85.0
broomall,PA,DELAWARE,8,40.0,-75.4
brown city,MI,SANILAC,1,43.3,-83.1
browns mills,NJ,BURLINGTON,1,40.0,-74.6
brownstown,IN,JACKSON,3,38.9,-86.1
bruce,SD,BROOKINGS,20,44.5,-96.8
bruneau,ID,OWYHEE,32,42.9,-115.9
brunswick,GA,GLYNN,192,31.2,-81.5
brunswick,OH,MEDINA,6,41.2,-81.8
bryn mawr,PA,DELAWARE,2,40.0,-75.3
buckholts,TX,MILAM,5,30.9,-97.0
bucyrus,KS,MIAMI,18,38.8,-94.7
buda,TX,HAYS,330,30.1,-97.9
buena,NJ,ATLANTIC,26,39.5,-74.9
buena vista,NM,MORA,2,35.9,-105.2
buffalo,MN,WRIGHT,3,45.2,-93.9
buffalo,MO,DALLAS,1,37.6,-93.1
buffalo,NY,ERIE,546,43.0,-78.8
buffalo,OK,HARPER,6,36.8,-99.6
buffalo grove,IL,LAKE,5,42.2,-88.0
buford,GA,GWINNETT,4,34.1,-83.9
bull shoals,AR,MARION,6,36.4,-92.6
bunnell,FL,FLAGLER,4,29.4,-81.4
burbank,CA,LOS ANGELES,7,34.2,-118.3
burbank,OH,WAYNE,1,41.0,-82.0
burkburnett,TX,WICHITA,11,34.1,-98.6
burke,VA,FAIRFAX,30,38.8,-77.3
burleson,TX,JOHNSON,162,32.5,-97.3
burlington,KY,BOONE,32,39.0,-84.7
burlington,MA,MIDDLESEX,4,42.5,-71.2
burlington,MI,CALHOUN,1,42.1,-85.2
burlington,NC,ALAMANCE,12,36.1,-79.4
burlington,VT,CHITTENDEN,35,44.5,-73.2
burnet,TX,BURNET,41,30.8,-98.4
burnsville,MN,DAKOTA,2,44.8,-93.3
burrton,KS,HARVEY,3,38.0,-97.7
burton,OH,GEAUGA,1,41.4,-81.2
bush,LA,SAINT TAMMANY,2,30.6,-89.9
butler,KY,PENDLETON,10,38.7,-84.4
butler,PA,BUTLER,4,40.9,-79.9
byhalia,MS,MARSHALL,1,35.0,-89.6
cabin john,MD,MONTGOMERY,4,39.0,-77.2
cable,WI,BAYFIELD,2,46.2,-91.1
cabool,MO,TEXAS,3,37.2,-92.0
cadiz,KY,TRIGG,28,36.9,-87.8
calabash,NC,BRUNSWICK,100,33.9,-78.5
calais,VT,WASHINGTON,1,44.4,-72.5
caledonia,IL,BOONE,2,42.4,-88.9
caledonia,MN,HOUSTON,8,43.6,-91.5
calera,AL,SHELBY,1,33.1,-86.7
callicoon,NY,SULLIVAN,2,41.8,-75.1
camanche,IA,CLINTON,3,41.8,-90.3
camarillo,CA,VENTURA,3,34.2,-119.1
cambridge,NY,WASHINGTON,3,43.1,-73.4
cambridge,OH,GUERNSEY,20,40.0,-81.6
cambridge,WI,DANE,5,43.0,-89.0
cambridge springs,PA,CRAWFORD,2,41.8,-80.1
camden,ME,KNOX,4,44.2,-69.1
camden,NY,ONEIDA,20,43.3,-75.8
camdenton,MO,CAMDEN,98,38.1,-92.8
cameron,TX,MILAM,30,30.9,-97.0
camp verde,AZ,YAVAPAI,2,34.6,-111.9
campbellsport,WI,FOND DU LAC,1,43.6,-88.3
campo,CO,BACA,2,37.0,-102.4
campus,IL,LIVINGSTON,3,41.0,-88.3
canaan,NH,GRAFTON,6,43.6,-72.0
canal winchester,OH,FRANKLIN,4,39.8,-82.8
canandaigua,NY,ONTARIO,5,42.7,-77.4
canby,MN,YELLOW MEDICINE,3,44.8,-96.3
candia,NH,ROCKINGHAM,1,43.1,-71.3
candler,NC,BUNCOMBE,6,35.5,-82.7
canfield,OH,MAHONING,12,41.0,-80.8
cannonsburg,MI,KENT,1,43.1,-85.5
canton,IL,FULTON,60,40.6,-90.0
canton,MI,WAYNE,18,42.3,-83.5
canton,NC,HAYWOOD,28,35.3,-82.8
canton,NY,SAINT LAWRENCE,9,44.6,-75.2
cantonment,FL,ESCAMBIA,1,30.6,-87.4
canyon lake,TX,COMAL,48,29.8,-98.2
cape canaveral,FL,BREVARD,24,28.4,-80.6
cape charles,VA,NORTHAMPTON,2,37.2,-76.0
cape coral,FL,LEE,35,26.7,-82.0
cape girardeau,MO,CAPE GIRARDEAU,44,37.3,-89.5
cape may,NJ,CAPE MAY,352,38.9,-74.9
cape may point,NJ,CAPE MAY,40,38.9,-75.0
cape vincent,NY,JEFFERSON,12,44.1,-76.3
capitola,CA,SANTA CRUZ,1,37.0,-122.0
capron,IL,BOONE,8,42.4,-88.9
captain cook,HI,HAWAII,4,19.4,-155.9
carbondale,IL,JACKSON,225,37.7,-89.2
carlos,MN,DOUGLAS,1,46.0,-95.3
carlsbad,NM,EDDY,36,32.1,-104.5
carlstadt,NJ,BERGEN,2,40.8,-74.0
carlton,TX,HAMILTON,25,31.9,-98.2
carmel,IN,HAMILTON,4,40.0,-86.1
carpentersville,IL,KANE,2,42.1,-88.3
carpinteria,CA,SANTA BARBARA,1,34.4,-119.5
carrboro,NC,ORANGE,1,35.9,-79.1
carrizo springs,TX,DIMMIT,18,28.5,-99.9
carrollton,GA,CARROLL,3,33.6,-85.1
carrollton,KY,CARROLL,3,38.7,-85.2
carrollton,TX,DALLAS,46,33.0,-96.9
carrollton,TX,DENTON,46,33.0,-96.9
carson,CA,LOS ANGELES,10,33.8,-118.3
carson city,NV,CARSON CITY,51,39.2,-119.8
carson city,NV,DOUGLAS,3,39.2,-119.8
cartersville,GA,BARTOW,36,34.2,-84.8
carterville,MO,JASPER,7,37.1,-94.4
carver,MN,CARVER,4,44.8,-93.6
cary,NC,WAKE,11,35.8,-78.8
casco,MI,SAINT CLAIR,16,42.4,-86.3
casco,WI,KEWAUNEE,15,44.6,-87.7
casper,WY,NATRONA,50,42.9,-106.3
cassopolis,MI,CASS,2,41.9,-86.0
castle hayne,NC,NEW HANOVER,2,34.3,-77.9
castle rock,CO,DOUGLAS,12,39.5,-104.9
cato,NY,CAYUGA,1,43.2,-76.6
catonsville,MD,BALTIMORE,20,39.3,-76.8
cattaraugus,NY,CATTARAUGUS,2,42.3,-78.9
cawker city,KS,MITCHELL,2,39.6,-98.5
cecil,WI,SHAWANO,22,44.8,-88.4
cedar creek,TX,BASTROP,10,30.1,-97.5
cedar falls,IA,BLACK HAWK,1264,42.5,-92.5
cedar hill,TX,DALLAS,2,32.6,-96.9
cedar park,TX,WILLIAMSON,21,30.5,-97.8
cedar rapids,IA,LINN,296,42.0,-91.7
cedarville,CA,MODOC,1,41.5,-120.2
celina,OH,MERCER,2,40.6,-84.6
center moriches,NY,SUFFOLK,2,40.8,-72.8
center valley,PA,LEHIGH,1,40.6,-75.4
central islip,NY,SUFFOLK,3,40.8,-73.2
central lake,MI,ANTRIM,5,45.1,-85.3
centreville,AL,BIBB,4,32.9,-87.1
chadds ford,PA,DELAWARE,1,39.9,-75.6
chagrin falls,OH,CUYAHOGA,24,41.4,-81.3
chagrin falls,OH,GEAUGA,8,41.4,-81.3
chalmette,LA,SAINT BERNARD,1,29.9,-89.9
champaign,IL,CHAMPAIGN,20,40.1,-88.2
chana,IL,OGLE,9,42.0,-89.2
chandler,AZ,MARICOPA,4,33.3,-111.9
chandler,OK,LINCOLN,15,35.7,-96.9
chandlersville,OH,MUSKINGUM,4,39.9,-81.7
chanhassen,MN,CARVER,2,44.9,-93.5
chantilly,VA,FAIRFAX,2,38.9,-77.4
chantilly,VA,LOUDOUN,3,38.9,-77.4
chapel hill,NC,ORANGE,56,35.9,-79.1
chapin,IL,MORGAN,4,39.7,-90.4
chapman,NE,MERRICK,30,41.0,-98.2
charleston,AR,FRANKLIN,1,35.3,-94.0
charleston,SC,BERKELEY,244,32.8,-79.9
charleston,SC,CHARLESTON,671,32.8,-79.9
charleston,WV,KANAWHA,273,38.3,-81.6
charlotte,NC,MECKLENBURG,224,35.1,-80.8
charlottesville,VA,ALBEMARLE,48,38.0,-78.5
charlottesville,VA,CHARLOTTESVILLE CITY,108,38.0,-78.5
chaska,MN,CARVER,2,44.9,-93.6
chatham,IL,SANGAMON,35,39.7,-89.7
chatham,MA,BARNSTABLE,4,41.7,-69.9
chatham,NJ,MORRIS,8,40.7,-74.4
chattanooga,TN,HAMILTON,35,35.1,-85.3
chelsea,VT,ORANGE,2,43.9,-72.5
cherokee,NC,SWAIN,4,35.5,-83.3
cherokee,TX,SAN SABA,13,31.0,-98.7
cherry valley,IL,WINNEBAGO,46,42.2,-88.9
chesaning,MI,SAGINAW,2,43.2,-84.1
chesapeake,VA,CHESAPEAKE CITY,24,36.8,-76.3
chesapeake beach,MD,CALVERT,2,38.7,-76.5
chester,NY,ORANGE,1,41.4,-74.3
chester,SD,LAKE,3,43.9,-96.9
chesterfield,MO,SAINT LOUIS,30,38.7,-90.6
chesterton,IN,PORTER,88,41.7,-87.1
chestertown,NY,WARREN,2,43.6,-73.8
cheyenne,WY,LARAMIE,8,41.2,-104.8
