Town,State/Province,County,Count,Latitude,Longitude,FIPS
abbeville,LA,vermilion,18,30.0,-92.2,
aberdeen,MS,monroe,11,33.8,-88.5,28095.0
aberdeen,NC,moore,12,35.0,-79.5,37125.0
aberdeen,SD,brown,9,45.5,-98.5,46013.0
abilene,TX,taylor,2009,32.4,-99.7,48441.0
abingdon,VA,washington,14,36.7,-82.0,51191.0
abington,PA,montgomery,3,40.1,-75.1,42091.0
abita springs,LA,st. tammany,1,30.5,-90.0,
absecon,NJ,atlantic,144,39.5,-74.5,34001.0
acton,MA,middlesex,33,42.5,-71.5,25017.0
acton,ME,york,3,43.5,-70.9,23031.0
acushnet,MA,bristol,4,41.7,-70.9,25005.0
acworth,GA,cherokee,3,34.1,-84.7,13057.0
acworth,GA,cobb,6,34.1,-84.7,13067.0
acworth,NH,sullivan,2,43.2,-72.3,33019.0
ada,MI,kent,6,43.0,-85.5,26081.0
ada,OH,hardin,1,40.8,-83.8,39065.0
ada,OK,pontotoc,8,34.8,-96.7,40123.0
adairsville,GA,bartow,3,34.3,-85.0,13015.0
addison,TX,dallas,6,33.0,-96.8,48113.0
adel,GA,cook,2,31.1,-83.4,13075.0
adkins,TX,bexar,1,29.3,-98.2,48029.0
adrian,MO,bates,8,38.4,-94.4,29013.0
aiken,SC,aiken,87,33.5,-81.7,45003.0
akron,OH,summit,168,41.1,-81.5,39153.0
alachua,FL,alachua,2,29.7,-82.4,12001.0
alameda,CA,alameda,2,37.8,-122.3,6001.0
alamogordo,NM,otero,4,32.9,-106.0,35035.0
albany,CA,alameda,3,37.9,-122.3,6001.0
albany,GA,dougherty,888,31.5,-84.4,13095.0
albert lea,MN,freeborn,6,43.6,-93.4,27047.0
albion,NY,orleans,4,43.3,-78.2,36073.0
albuquerque,NM,bernalillo,780,35.1,-106.6,35001.0
alburgh,VT,grand isle,6,45.0,-73.2,50013.0
alcoa,TN,blount,1,35.8,-84.0,47009.0
alexandria,LA,rapides,17,31.3,-92.4,
alexandria,VA,alexandria city,396,38.8,-77.0,51510.0
alexandria,VA,fairfax,360,38.8,-77.0,51059.0
algodones,NM,sandoval,8,35.4,-106.5,35043.0
algonac,MI,st. clair,819,42.6,-82.6,26147.0
allegan,MI,allegan,2,42.5,-85.9,26005.0
allen,TX,collin,189,33.1,-96.6,48085.0
allenton,MI,st. clair,25,42.9,-82.9,26147.0
alliance,OH,stark,8,40.9,-81.0,39151.0
allison park,PA,allegheny,6,40.5,-79.9,42003.0
alma,MI,gratiot,15,43.5,-84.7,26057.0
alma,WI,buffalo,4,44.3,-91.9,55011.0
alpena,MI,alpena,7,45.0,-83.6,26007.0
alpha,IL,henry,1,41.2,-90.4,17073.0
alpharetta,GA,fulton,12,34.1,-84.3,13121.0
alpine,TX,brewster,2,30.2,-103.6,48043.0
alsip,IL,cook,12,41.7,-87.7,17031.0
alstead,NH,cheshire,32,43.2,-72.3,33005.0
altamonte springs,FL,seminole,3,28.7,-81.4,12117.0
alto,MI,kent,2,42.8,-85.5,26081.0
alton,IL,madison,1,38.9,-90.2,17119.0
altonah,UT,duchesne,1,40.4,-110.3,49013.0
altoona,IA,polk,12,41.7,-93.5,19153.0
alvin,TX,brazoria,7,29.4,-95.2,48039.0
amarillo,TX,potter,104,35.1,-102.0,48375.0
amarillo,TX,randall,52,35.1,-102.0,48381.0
ambler,PA,montgomery,135,40.2,-75.2,42091.0
amelia court house,VA,amelia,56,37.5,-77.9,51007.0
american falls,ID,power,12,42.7,-113.0,16077.0
american fork,UT,utah,124,40.4,-111.8,49049.0
ames,IA,story,4,42.0,-93.6,19169.0
amesville,OH,athens,10,39.4,-82.0,39009.0
amherst,MA,hampshire,28,42.4,-72.5,25015.0
amherst,OH,lorain,7,41.4,-82.2,39093.0
amherst,VA,amherst,28,37.6,-79.0,
amistad,NM,union,3,35.9,-103.2,35059.0
anadarko,OK,caddo,2,35.1,-98.2,40015.0
anaheim,CA,orange,35,33.9,-117.7,6059.0
anderson,SC,anderson,2,34.5,-82.8,45007.0
andover,MN,anoka,5,45.3,-93.3,27003.0
andover,NH,merrimack,1,43.4,-71.8,33013.0
angleton,TX,brazoria,28,29.2,-95.4,48039.0
angola,NY,erie,30,42.6,-79.1,36029.0
ann arbor,MI,washtenaw,66,42.2,-83.7,26161.0
anna,TX,collin,17,33.3,-96.6,48085.0
annandale,VA,fairfax,6,38.8,-77.2,51059.0
annapolis,MD,anne arundel,1440,38.9,-76.5,24003.0
anoka,MN,anoka,10,45.3,-93.4,27003.0
anson,TX,jones,40,32.8,-99.9,48253.0
ansonia,CT,new haven,5,41.3,-73.1,9009.0
antioch,IL,lake,174,42.4,-88.1,17097.0
antwerp,OH,paulding,3,41.2,-84.7,39125.0
apalachicola,FL,franklin,2,29.7,-85.0,12037.0
apex,NC,wake,68,35.7,-78.8,37183.0
apollo beach,FL,hillsborough,18,27.8,-82.4,12057.0
apopka,FL,orange,3,28.7,-81.5,12095.0
appleton,WI,outagamie,20,44.3,-88.4,55087.0
aptos,CA,santa cruz,4,37.0,-121.9,6087.0
aransas pass,TX,san patricio,32,27.9,-97.2,48409.0
arcade,NY,wyoming,3,42.5,-78.5,36121.0
arcadia,CA,los angeles,1,34.1,-118.1,6037.0
arcadia,FL,desoto,30,27.3,-81.9,12027.0
archer,FL,alachua,1,29.5,-82.5,12001.0
arden,NC,buncombe,216,35.5,-82.6,37021.0
arena,WI,iowa,3,43.2,-90.0,55049.0
argyle,TX,denton,10,33.1,-97.1,48121.0
arlington,MA,middlesex,15,42.4,-71.2,25017.0
arlington,TX,tarrant,720,32.6,-97.2,48439.0
