Town,State/Province,County,Count,Latitude,Longitude,FIPS
bastrop,LA,morehouse,8,32.9,-91.9,
bastrop,TX,bastrop,4,30.2,-97.3,48021.0
bath,ME,sagadahoc,3,43.8,-69.8,23023.0
baton rouge,LA,east. baton rouge,221,30.4,-91.2,
bay village,OH,cuyahoga,2,41.5,-81.9,39035.0
baytown,TX,chambers,30,29.8,-94.9,48071.0
baytown,TX,harris,65,29.8,-94.9,48201.0
bayville,NJ,ocean,60,39.9,-74.2,34029.0
bearsville,NY,ulster,4,42.0,-74.2,36111.0
beaver,OH,pike,2,39.0,-82.8,39131.0
beaver,WV,raleigh,3,37.7,-81.1,54081.0
beaver falls,PA,beaver,8,40.8,-80.4,42007.0
beaverton,MI,gladwin,1,43.9,-84.4,26051.0
bedford,NY,westchester,1,41.2,-73.6,36119.0
beech grove,IN,marion,1,39.7,-86.1,18097.0
bella vista,AR,benton,2,36.5,-94.2,5007.0
bellaire,MI,antrim,1,45.0,-85.3,26009.0
belle,MO,maries,12,38.3,-91.8,29125.0
bellefonte,PA,centre,12,40.9,-77.7,42027.0
beloit,WI,rock,1,42.5,-89.1,55105.0
belton,TX,bell,6,31.1,-97.5,48027.0
bemidji,MN,beltrami,10,47.5,-94.7,27007.0
benton,AR,saline,16,34.6,-92.7,5125.0
bergheim,TX,kendall,1,29.8,-98.8,48259.0
berryville,VA,clarke,4,39.2,-78.0,51043.0
bethany,CT,new haven,2,41.3,-73.0,9009.0
bethany,OK,oklahoma,8,35.5,-97.6,40109.0
bettendorf,IA,scott,3,41.6,-90.5,19163.0
big sur,CA,monterey,20,36.2,-121.6,6053.0
billingsley,AL,autauga,1,32.6,-86.7,1001.0
biloxi,MS,harrison,9,30.4,-88.9,28047.0
binghamton,NY,broome,17,42.2,-75.9,36007.0
birmingham,MI,oakland,2,42.5,-83.2,26125.0
blairsville,PA,indiana,1,40.5,-79.4,42063.0
blanchard,OK,mcclain,4,35.1,-97.7,40087.0
bloomfield,NJ,essex,8,40.8,-74.2,34013.0
bloomingdale,NJ,passaic,10,41.0,-74.3,34031.0
bloomington,IL,mclean,16,40.5,-89.0,17113.0
bloomington,IN,monroe,21,39.1,-86.5,18105.0
blowing rock,NC,watauga,8,36.0,-81.8,37189.0
bluffton,OH,allen,3,40.9,-83.9,39003.0
bluffton,SC,beaufort,3,32.2,-80.9,45013.0
boerne,TX,kendall,6,29.8,-98.8,48259.0
boise,ID,ada,15,43.7,-116.2,16001.0
bolivia,NC,brunswick,2,34.0,-78.2,37019.0
bolton landing,NY,warren,2,43.6,-73.7,36113.0
bonita springs,FL,lee,5,26.4,-81.7,12071.0
boone,IA,boone,5,42.1,-93.8,19015.0
boone,NC,watauga,13,36.2,-81.7,37189.0
boston,MA,suffolk,20,42.4,-71.1,25025.0
botkins,OH,shelby,1,40.5,-84.2,39149.0
boulder city,NV,clark,2,35.9,-114.8,32003.0
bowling green,KY,warren,5,37.1,-86.5,21227.0
boyds,MD,montgomery,1,39.2,-77.3,24031.0
braidwood,IL,will,2,41.2,-88.2,17197.0
brandon,SD,minnehaha,6,43.6,-96.6,46099.0
breckenridge,TX,stephens,1,32.8,-98.9,48429.0
brevard,NC,transylvania,2,35.2,-82.8,37175.0
brewster,MA,barnstable,1,41.7,-70.1,25001.0
bridgewater,MA,plymouth,2,42.0,-71.0,25023.0
brigantine,NJ,atlantic,4,39.4,-74.4,34001.0
bristol,TN,sullivan,2,36.6,-82.1,47163.0
bristol,VT,addison,7,44.1,-73.0,50001.0
broken arrow,OK,tulsa,8,36.0,-95.8,40143.0
broken arrow,OK,wagoner,8,36.0,-95.8,40145.0
bronte,TX,coke,1,31.9,-100.3,48081.0
bronx,NY,bronx,27,40.8,-73.9,36005.0
brookfield,WI,waukesha,2,43.1,-88.1,55133.0
brooklyn,NY,kings,48,40.7,-74.0,36047.0
brookshire,TX,waller,3,29.8,-96.0,48473.0
broomfield,CO,broomfield,42,39.9,-105.1,8014.0
broomfield,CO,jefferson,28,39.9,-105.1,8059.0
brownfield,TX,terry,1,33.1,-102.3,48445.0
brownsburg,IN,hendricks,1,39.9,-86.4,18063.0
brownsville,VT,windsor,1,43.5,-72.5,50027.0
bryan,TX,brazos,8,30.6,-96.4,48041.0
bryson city,NC,swain,4,35.5,-83.6,37173.0
budd lake,NJ,morris,12,40.9,-74.8,34027.0
buffalo center,IA,winnebago,2,43.3,-93.9,19189.0
bullhead city,AZ,mohave,1,35.0,-114.6,4015.0
burbank,IL,cook,3,41.7,-87.8,17031.0
burke,VA,fairfax,2,38.8,-77.3,51059.0
burlington,CT,hartford,2,41.8,-73.0,9003.0
burlington,NC,alamance,4,36.0,-79.5,37001.0
burlington,WI,racine,1,42.7,-88.3,55101.0
burton,OH,geauga,2,41.4,-81.2,39055.0
burton,WV,wetzel,2,39.7,-80.4,54103.0
byron,GA,peach,3,32.6,-83.8,13225.0
byron,MN,olmsted,2,44.0,-92.6,27109.0
cabins,WV,grant,1,39.0,-79.3,54023.0
caddo mills,TX,hunt,1,33.1,-96.2,48231.0
cadiz,KY,trigg,28,36.8,-87.9,21221.0
caledonia,IL,boone,2,42.4,-88.9,17007.0
calera,AL,shelby,1,33.1,-86.7,1117.0
calhoun,MO,henry,1,38.5,-93.7,29083.0
camden,ME,knox,1,44.2,-69.1,23013.0
cameron,TX,milam,66,30.8,-97.0,48331.0
camillus,NY,onondaga,3,43.0,-76.3,36067.0
campbell hall,NY,orange,18,41.4,-74.3,36071.0
canandaigua,NY,ontario,4,42.8,-77.3,36069.0
candler,NC,buncombe,4,35.5,-82.7,37021.0
cannon falls,MN,goodhue,4,44.5,-92.8,27049.0
canon city,CO,fremont,7,38.5,-105.3,8043.0
canton,GA,cherokee,2,34.2,-84.5,13057.0
canton,NY,st. lawrence,27,44.6,-75.2,36089.0
cantonment,FL,escambia,2,30.6,-87.3,12033.0
canyon,TX,randall,2,35.0,-101.9,48381.0
cape may,NJ,cape may,16,39.0,-74.9,34009.0
cape may point,NJ,cape may,2,38.9,-75.0,34009.0
carbondale,IL,jackson,81,37.7,-89.2,17077.0
carlisle,PA,cumberland,5,40.2,-77.2,42041.0
carmel,NY,putnam,8,41.4,-73.7,36079.0
carnegie,PA,allegheny,5,40.4,-80.1,42003.0
caro,MI,tuscola,2,43.5,-83.4,26157.0
carrabelle,FL,franklin,1,29.9,-84.6,12037.0
carrizo springs,TX,dimmit,3,28.5,-99.9,48127.0
carrollton,TX,dallas,3,33.1,-96.9,48113.0
carrollton,TX,denton,3,33.1,-96.9,48121.0
cartersville,GA,bartow,6,34.2,-84.8,13015.0
casco,MI,st. clair,2,42.8,-82.7,26147.0
cedar,MN,anoka,5,45.3,-93.2,27003.0
cedar hill,TX,dallas,1,32.6,-97.0,48113.0
cedar park,TX,williamson,2,30.5,-97.8,48491.0
cedar rapids,IA,linn,8,42.0,-91.7,19113.0
centerburg,OH,knox,1,40.3,-82.7,39083.0
central city,PA,somerset,1,40.1,-78.8,42111.0
centralia,IL,marion,7,38.5,-89.2,17121.0
chamberlain,SD,brule,4,43.7,-99.3,46015.0
chambersburg,PA,franklin,24,39.9,-77.7,42055.0
champaign,IL,champaign,1,40.1,-88.2,17019.0
champion,MI,marquette,1,46.5,-88.0,26103.0
chandler,AZ,maricopa,10,33.3,-111.9,4013.0
channahon,IL,will,1,41.4,-88.2,17197.0
chapel hill,NC,orange,8,35.9,-79.0,37135.0
charleston,SC,berkeley,12,32.8,-79.9,45015.0
charleston,SC,charleston,33,32.8,-79.9,45019.0
charleston,WV,kanawha,26,38.3,-81.6,54039.0
charlestown,RI,washington,1,41.4,-71.7,44009.0
charlotte,NC,mecklenburg,14,35.2,-80.8,37119.0
charlotte,VT,chittenden,14,44.3,-73.2,50007.0
charlottesville,VA,albemarle,8,38.1,-78.4,51003.0
charlottesville,VA,charlottesville city,18,38.1,-78.4,51540.0
chassell,MI,houghton,1,47.0,-88.6,26061.0
cherokee,OK,alfalfa,2,36.7,-98.2,40003.0
chesapeake,VA,chesapeake city,3,36.7,-76.2,51550.0
cheshire,CT,new haven,3,41.3,-73.0,9009.0
chester,CT,middlesex,1,41.4,-72.5,9007.0
chesterfield,MA,hampshire,1,42.4,-72.8,25015.0
chestertown,MD,kent,1,39.2,-76.1,24029.0
chestertown,MD,queen annes,2,39.2,-76.1,
chicago,IL,cook,1102,42.0,-87.8,17031.0
chickasha,OK,grady,2,35.0,-98.0,40051.0
chicopee,MA,hampden,9,42.1,-72.6,25013.0
chillicothe,MO,livingston,2,39.8,-93.5,29117.0
cincinnati,OH,clermont,15,39.1,-84.5,39025.0
cincinnati,OH,hamilton,555,39.1,-84.5,39061.0
citronelle,AL,mobile,1,31.0,-88.3,1097.0
claremore,OK,rogers,10,36.3,-95.6,40131.0
clarksville,TN,montgomery,12,36.5,-87.3,47125.0
clay,WV,clay,4,38.5,-81.0,54015.0
clayton,NY,jefferson,15,44.2,-76.1,36045.0
clear lake,IA,cerro gordo,3,43.2,-93.4,19033.0
clearwater,FL,pinellas,3,28.0,-82.8,12103.0
clemson,SC,pickens,4,34.7,-82.8,45077.0
cleveland,GA,white,1,34.6,-83.8,13311.0
cleveland,OH,cuyahoga,64,41.5,-81.7,39035.0
clifford,ND,traill,2,47.4,-97.4,38097.0
clifton,TX,bosque,14,31.8,-97.5,48035.0
clifton park,NY,saratoga,5,42.9,-74.0,36091.0
clinton,IA,clinton,6,41.9,-90.3,19045.0
clinton,IN,vermillion,9,39.7,-87.5,18165.0
clinton,NC,sampson,3,35.0,-78.3,37163.0
clinton,NJ,hunterdon,1,40.8,-75.2,34019.0
clive,IA,polk,2,41.6,-93.7,19153.0
cocoa beach,FL,brevard,1,28.3,-80.6,12009.0
colbert,GA,madison,1,34.0,-83.2,13195.0
cold spring,MN,stearns,1,45.4,-94.4,27145.0
coldwater,KS,comanche,1,37.2,-99.2,20033.0
coleman,TX,coleman,5,31.9,-99.4,48083.0
college station,TX,brazos,4,30.6,-96.3,48041.0
collegeville,PA,montgomery,16,40.2,-75.4,42091.0
colorado springs,CO,el paso,360,38.8,-104.8,8041.0
colton,NY,st. lawrence,1,44.3,-74.8,36089.0
columbia,LA,caldwell,15,32.2,-92.1,
columbia,MD,howard,2,39.2,-76.9,24027.0
columbia,MO,boone,66,38.9,-92.2,29019.0
columbia,SC,lexington,21,34.0,-81.0,45063.0
columbia,SC,richland,350,34.0,-81.0,45079.0
columbia,SD,brown,3,45.7,-98.3,46013.0
columbus,NC,polk,2,35.2,-82.1,37149.0
comfort,TX,kendall,1,30.0,-98.7,48259.0
concord,MA,middlesex,3,42.5,-71.4,25017.0
concord,NH,merrimack,5,43.3,-71.5,33013.0
conesville,OH,coshocton,1,40.2,-81.9,39031.0
connellsville,PA,fayette,44,40.0,-79.6,42051.0
connersville,IN,fayette,10,39.6,-85.2,18041.0
conway,AR,faulkner,24,35.1,-92.4,5045.0
conway,SC,horry,2,33.9,-79.0,45051.0
conyers,GA,rockdale,5,33.7,-84.0,13247.0
coopersburg,PA,lehigh,1,40.5,-75.4,42077.0
copeland,KS,gray,1,37.6,-100.6,20069.0
copiague,NY,suffolk,2,40.7,-73.4,36103.0
copperas cove,TX,coryell,4,31.3,-98.1,48099.0
coral gables,FL,miami-dade,4,25.8,-80.3,12086.0
cordova,TN,shelby,8,35.2,-89.8,47157.0
corinth,MS,alcorn,6,34.9,-88.6,28003.0
cornwall,NY,orange,43,41.4,-74.0,36071.0
corpus christi,TX,nueces,5,27.8,-97.4,48355.0
cortland,NY,cortland,16,42.6,-76.2,36023.0
cottonwood,AZ,yavapai,1,34.7,-112.0,4025.0
council bluffs,IA,pottawattamie,4,41.3,-95.8,19155.0
coventry,RI,kent,1,41.7,-71.6,44003.0
covina,CA,los angeles,2,34.1,-117.9,6037.0
covington,GA,newton,3,33.6,-83.9,13217.0
crimora,VA,augusta,1,38.2,-78.8,51015.0
crivitz,WI,marinette,3,45.2,-88.0,55075.0
cromwell,CT,middlesex,1,41.6,-72.7,9007.0
croton on hudson,NY,westchester,10,41.2,-73.9,36119.0
crowley,LA,acadia,2,30.2,-92.4,
crozet,VA,albemarle,4,38.1,-78.7,51003.0
crozier,VA,goochland,1,37.7,-77.8,51075.0
crystal lake,IL,mchenry,28,42.2,-88.3,17111.0
cub run,KY,hart,4,37.3,-86.1,21099.0
cuba,MO,crawford,1,38.1,-91.4,29055.0
currie,NC,pender,2,34.4,-78.1,37141.0
cusseta,AL,lee,1,32.8,-85.3,1081.0
custer,SD,custer,8,43.7,-103.8,46033.0
cynthiana,KY,harrison,17,38.4,-84.3,21097.0
cypress,TX,harris,1,30.0,-95.7,48201.0
dallas,TX,collin,24,32.8,-96.8,48085.0
dallas,TX,dallas,276,32.8,-96.8,48113.0
dalton,GA,whitfield,2,34.8,-84.9,13313.0
damariscotta,ME,lincoln,1,44.0,-69.5,23015.0
danville,IL,vermilion,9,40.1,-87.6,17183.0
danville,PA,montour,17,41.0,-76.7,42093.0
danville,VA,danville city,2,36.7,-79.5,51590.0
darien,IL,dupage,1,41.8,-88.0,17043.0
dauphin,PA,dauphin,5,40.4,-76.9,42043.0
davenport,FL,polk,18,28.2,-81.6,12105.0
davidsonville,MD,anne arundel,4,39.0,-76.7,24003.0
davis,CA,yolo,2,38.6,-121.8,6113.0
de berry,TX,panola,3,32.2,-94.1,48365.0
de pere,WI,brown,2,44.4,-88.1,55009.0
de queen,AR,sevier,1,34.1,-94.3,5133.0
dearborn,MI,wayne,2,42.3,-83.2,26163.0
dearing,GA,mcduffie,4,33.4,-82.4,13189.0
decatur,GA,dekalb,12,33.8,-84.3,13089.0
decatur,IL,macon,3,39.8,-88.9,17115.0
deer lodge,TN,morgan,1,36.2,-84.8,47129.0
delancey,NY,delaware,4,42.2,-75.0,36025.0
deland,FL,volusia,2,29.0,-81.4,12127.0
delran,NJ,burlington,1,39.9,-75.0,34005.0
denison,TX,grayson,1,33.7,-96.5,48181.0
denton,NE,lancaster,1,40.7,-96.8,31109.0
des moines,IA,polk,112,41.6,-93.7,19153.0
destin,FL,okaloosa,2,30.4,-86.5,12091.0
diamondhead,MS,hancock,3,30.4,-89.4,28045.0
dickens,TX,dickens,1,33.6,-100.7,48125.0
diller,NE,jefferson,1,40.1,-97.0,31095.0
dinuba,CA,tulare,2,36.5,-119.4,6107.0
dixon,CA,solano,2,38.4,-121.8,6095.0
dothan,AL,houston,7,31.2,-85.5,1069.0
douglasville,GA,douglas,1,33.8,-84.8,13097.0
dover,DE,kent,2,39.2,-75.6,10001.0
dover,FL,hillsborough,2,28.0,-82.2,12057.0
dover,NH,strafford,2,43.2,-70.9,33017.0
downers grove,IL,dupage,1,41.8,-88.0,17043.0
downingtown,PA,chester,2,40.0,-75.7,42029.0
doylestown,PA,bucks,4,40.3,-75.1,42017.0
dublin,PA,bucks,1,40.4,-75.2,42017.0
dubuque,IA,dubuque,11,42.5,-90.7,19061.0
duluth,GA,fulton,6,34.0,-84.2,13121.0
duluth,GA,gwinnett,6,34.0,-84.2,13135.0
dunnellon,FL,citrus,6,29.1,-82.4,12017.0
dunnellon,FL,marion,2,29.1,-82.4,12083.0
durant,OK,bryan,2,34.0,-96.4,40013.0
durham,NC,durham,20,36.0,-79.0,37063.0
eagle pass,TX,maverick,5,28.7,-100.5,48323.0
eagleville,PA,montgomery,6,40.1,-75.3,42091.0
earlville,IL,la salle,3,41.6,-88.9,
east amherst,NY,erie,20,43.0,-78.7,36029.0
east hampton,NY,suffolk,2,41.0,-72.2,36103.0
east lansing,MI,ingham,1,42.8,-84.4,26065.0
east meredith,NY,delaware,3,42.4,-74.9,36025.0
east stroudsburg,PA,monroe,5,41.1,-75.1,42089.0
eastham,MA,barnstable,1,41.8,-70.0,25001.0
eastlake,OH,lake,10,41.7,-81.4,39085.0
eastman,WI,crawford,2,43.2,-91.0,55023.0
eastpointe,MI,macomb,2,42.5,-82.9,26099.0
eau claire,WI,eau claire,12,44.7,-91.5,55035.0
eden prairie,MN,hennepin,1,44.8,-93.5,27053.0
edinburg,TX,hidalgo,6,26.3,-98.1,48215.0
edinburg,VA,shenandoah,1,38.8,-78.6,51171.0
el cajon,CA,san diego,3,32.8,-116.9,6073.0
el reno,OK,canadian,3,35.5,-98.0,40017.0
eldora,IA,hardin,2,42.3,-93.1,19083.0
elgin,TX,bastrop,14,30.3,-97.4,48021.0
elizabethtown,KY,hardin,2,37.7,-85.8,21093.0
elkton,MD,cecil,1,39.6,-75.9,24015.0
ellerslie,GA,harris,6,32.6,-84.8,13145.0
ellettsville,IN,monroe,3,39.3,-86.6,18105.0
ellicott city,MD,howard,5,39.3,-76.8,24027.0
ellicottville,NY,cattaraugus,1,42.3,-78.6,36009.0
elmwood park,NJ,bergen,1,40.8,-74.2,34003.0
elon,NC,alamance,4,36.2,-79.5,37001.0
emerson,NJ,bergen,3,41.0,-74.0,34003.0
emporia,KS,lyon,4,38.6,-96.2,20111.0
endicott,NY,broome,14,42.1,-76.1,36007.0
englewood,FL,charlotte,6,27.0,-82.3,12015.0
englewood,FL,sarasota,6,27.0,-82.3,12115.0
ennis,TX,ellis,1,32.3,-96.6,48139.0
equinunk,PA,wayne,3,41.8,-75.2,42127.0
erie,MI,monroe,3,41.8,-83.5,26115.0
erie,PA,erie,12,42.1,-80.1,42049.0
essex,VT,chittenden,2,44.5,-73.1,50007.0
etowah,NC,henderson,2,35.3,-82.6,37089.0
eufaula,AL,barbour,2,31.9,-85.3,1005.0
euless,TX,tarrant,1,32.9,-97.1,48439.0
evanston,IL,cook,3,42.1,-87.7,17031.0
fairfax,VA,fairfax,4,38.8,-77.3,51059.0
fairfax,VA,fairfax city,1,38.8,-77.3,51600.0
fairfax station,VA,fairfax,6,38.8,-77.3,51059.0
fairfield,IA,jefferson,16,41.0,-91.9,19101.0
fairport,NY,monroe,1,43.1,-77.4,36055.0
fairview heights,IL,st. clair,4,38.6,-90.0,17163.0
falmouth,KY,pendleton,22,38.7,-84.4,21191.0
fargo,ND,cass,66,46.9,-96.8,38017.0
farmington,ME,franklin,3,44.7,-70.1,23007.0
fayetteville,AR,washington,8,36.0,-94.1,5143.0
fayetteville,NC,cumberland,14,35.0,-78.7,37051.0
fenton,MO,st. louis,3,38.5,-90.5,29189.0
fenwick,MI,montcalm,6,43.1,-85.1,26117.0
fergus falls,MN,otter tail,2,46.3,-96.1,27111.0
fishers,IN,hamilton,2,40.0,-86.0,18057.0
fleming island,FL,clay,8,30.1,-81.7,12019.0
floresville,TX,wilson,1,29.2,-98.2,48493.0
flowery branch,GA,hall,6,34.2,-83.9,13139.0
folly beach,SC,charleston,2,32.7,-79.9,45019.0
forestburg,TX,montague,1,33.5,-97.6,48337.0
fort davis,TX,jeff davis,3,30.6,-103.9,48243.0
fort dodge,IA,webster,7,42.5,-94.2,19187.0
fort lauderdale,FL,broward,34,26.1,-80.1,12011.0
fort mill,SC,lancaster,3,35.0,-80.9,45057.0
fort mill,SC,york,3,35.0,-80.9,45091.0
fort myers,FL,lee,8,26.6,-81.9,12071.0
fort polk,LA,vernon,3,31.0,-93.2,
fort scott,KS,bourbon,3,37.8,-94.7,20011.0
fort smith,AR,sebastian,4,35.4,-94.4,5131.0
fort walton beach,FL,okaloosa,12,30.4,-86.6,12091.0
fort wayne,IN,allen,33,41.1,-85.2,18003.0
fort worth,TX,tarrant,245,32.8,-97.3,48439.0
fortville,IN,hancock,2,39.9,-85.8,18059.0
framingham,MA,middlesex,4,42.3,-71.4,25017.0
franklin,KY,simpson,6,36.7,-86.6,21213.0
franklin lakes,NJ,bergen,2,41.0,-74.2,34003.0
frederic,WI,polk,20,45.7,-92.4,55095.0
fredericksburg,VA,fredericksburg city,4,38.3,-77.5,51630.0
fredericksburg,VA,spotsylvania,8,38.3,-77.5,51177.0
fredericksburg,VA,stafford,10,38.3,-77.5,51179.0
freeburg,PA,snyder,1,40.8,-76.9,42109.0
friendswood,TX,galveston,3,29.5,-95.2,48167.0
frisco,TX,collin,2,33.2,-96.8,48085.0
frisco,TX,denton,2,33.2,-96.8,48121.0
gainesville,FL,alachua,28,29.6,-82.4,12001.0
gainesville,GA,hall,2,34.3,-83.8,13139.0
galesburg,IL,knox,2,41.0,-90.4,17095.0
galveston,TX,galveston,14,29.3,-94.8,48167.0
garden city,KS,finney,1,38.0,-100.9,20055.0
gilbert,SC,lexington,1,33.9,-81.4,45063.0
gillett,PA,bradford,7,42.0,-76.8,42015.0
gilmer,TX,upshur,24,32.7,-95.0,48459.0
gleason,WI,lincoln,20,45.4,-89.5,55069.0
glendale,AZ,maricopa,2,33.5,-112.2,4013.0
glengary,WV,berkeley,2,39.4,-78.2,54003.0
glenview,IL,cook,1,42.1,-87.8,17031.0
gloucester,MA,essex,2,42.6,-70.7,25009.0
glyndon,MN,clay,2,46.9,-96.5,27027.0
goodman,MO,mcdonald,2,36.7,-94.4,29119.0
gorham,NH,coos,2,44.4,-71.1,33007.0
grafton,IL,jersey,3,39.0,-90.4,17083.0
grafton,WI,ozaukee,1,43.3,-87.9,55089.0
graham,TX,young,1,33.1,-98.6,48503.0
granbury,TX,hood,4,32.4,-97.7,48221.0
grand forks,ND,grand forks,2,47.9,-97.1,38035.0
grand haven,MI,ottawa,1,43.0,-86.1,26139.0
grand island,NY,erie,1,43.0,-79.0,36029.0
grand junction,CO,mesa,4,39.1,-108.5,8077.0
grand rapids,MI,kent,112,42.9,-85.6,26081.0
grants pass,OR,josephine,2,42.6,-123.6,41033.0
granville,OH,licking,1,40.1,-82.5,39089.0
grapevine,TX,tarrant,1,32.9,-97.1,48439.0
gray court,SC,laurens,2,34.6,-82.2,45059.0
gray summit,MO,franklin,1,38.5,-90.8,29071.0
grayson,LA,caldwell,1,32.0,-92.0,
great falls,VA,fairfax,1,39.0,-77.3,51059.0
green bay,WI,brown,48,44.5,-88.0,55009.0
greenbush,MI,alcona,1,44.5,-83.4,26001.0
greenfield,MA,franklin,4,42.6,-72.6,25011.0
greensboro,NC,guilford,124,36.1,-79.8,37081.0
greenville,NC,pitt,4,35.7,-77.4,37147.0
greenville,SC,greenville,49,34.6,-82.2,45045.0
greenwood,SC,greenwood,3,34.1,-82.2,45047.0
greer,SC,greenville,1,34.9,-82.3,45045.0
grenada,MS,grenada,6,33.8,-89.8,28043.0
gretna,LA,jefferson,2,29.9,-90.0,
grosse pointe,MI,wayne,42,42.4,-82.9,26163.0
groton,CT,new london,11,41.4,-72.0,9011.0
groton,MA,middlesex,3,42.6,-71.6,25017.0
gulf breeze,FL,santa rosa,15,30.4,-87.1,12113.0
gulf shores,AL,baldwin,1,30.2,-87.8,1003.0
guthrie,OK,logan,2,35.8,-97.5,40083.0
gypsum,KS,saline,2,38.7,-97.4,20169.0
hackensack,MN,cass,1,47.0,-94.5,27021.0
hackettstown,NJ,warren,2,40.9,-74.8,34041.0
hamden,NY,delaware,1,42.2,-75.0,36025.0
hamilton,AL,marion,2,34.2,-88.0,1093.0
hammond,IN,lake,3,41.6,-87.5,18089.0
hammond,LA,tangipahoa,2,30.5,-90.5,
hampton,VA,hampton city,4,37.1,-76.3,51650.0
hampton,VA,york,4,37.1,-76.3,51199.0
hanover,MD,anne arundel,12,39.2,-76.7,24003.0
hanover,NH,grafton,1,43.7,-72.3,33009.0
harbert,MI,berrien,1,41.9,-86.6,26021.0
harbor beach,MI,huron,1,43.8,-82.8,26063.0
hardy,VA,franklin,1,37.2,-79.8,51067.0
harleysville,PA,montgomery,6,40.3,-75.4,42091.0
harlingen,TX,cameron,36,26.2,-97.7,48061.0
harrisburg,PA,dauphin,81,40.3,-76.9,42043.0
harrisville,MI,alcona,16,44.6,-83.4,26001.0
harrisville,NH,cheshire,1,42.9,-72.1,33005.0
hartford,CT,hartford,21,41.8,-72.7,9003.0
hartland,MI,livingston,1,42.6,-83.7,26093.0
hartley,IA,obrien,4,43.2,-95.5,
hartselle,AL,morgan,1,34.4,-86.9,1103.0
hartsville,TN,trousdale,1,36.4,-86.2,47169.0
hauppauge,NY,suffolk,6,40.8,-73.2,36103.0
havre de grace,MD,harford,4,39.6,-76.1,24025.0
