City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI,Temp_Mean
Pismo Beach,CA,sanluisobispo,2012-01-01,35.1,-120.6,2012,1,1,Winter,2,78.0,50.86309528571429
Big Sur,CA,monterey,2012-01-01,36.1,-121.6,2012,1,1,Winter,4,59.0,54.19444466666666
Cambria,CA,sanluisobispo,2012-01-01,35.6,-121.1,2012,1,1,Winter,1,78.0,50.86309528571429
Fremont,CA,alameda,2012-01-01,37.5,-122.0,2012,1,1,Winter,1,69.0,
Fremont,CA,alameda,2012-01-01,37.6,-122.0,2012,1,1,Winter,1,69.0,
Houston,TX,fortbend,2012-01-01,29.8,-95.4,2012,1,1,Winter,1,,
Santa Barbara,CA,santabarbara,2012-01-01,34.4,-119.7,2012,1,1,Winter,14,76.0,55.91111113333333
Pacific Grove,CA,monterey,2012-01-01,36.6,-121.9,2012,1,1,Winter,2,59.0,54.19444466666666
Houston,TX,harris,2012-01-01,29.8,-95.4,2012,1,1,Winter,43,64.0,61.789196304347826
Oceano,CA,sanluisobispo,2012-01-01,35.1,-120.6,2012,1,1,Winter,2,78.0,50.86309528571429
Ventura,CA,ventura,2012-01-01,34.3,-119.3,2012,1,1,Winter,6,55.0,66.375
Ventura,CA,ventura,2012-01-01,34.3,-119.2,2012,1,1,Winter,6,55.0,66.375
Richmond,CA,contracosta,2012-01-01,38.0,-122.4,2012,1,1,Winter,6,69.0,
Goleta,CA,santabarbara,2012-01-01,34.4,-119.9,2012,1,1,Winter,10,76.0,55.91111113333333
Palmetto,FL,manatee,2012-01-01,27.5,-82.6,2012,1,1,Winter,2,36.0,
Big Sur,CA,monterey,2012-01-01,36.3,-121.8,2012,1,1,Winter,4,59.0,54.19444466666666
Kenner,LA,jefferson,2012-01-01,30.0,-90.3,2012,1,1,Winter,3,53.0,
Southport,NC,brunswick,2012-01-01,34.1,-78.0,2012,1,1,Winter,9,,
Richmond,TX,fortbend,2012-01-01,29.6,-95.7,2012,1,1,Winter,6,,
Texas City,TX,galveston,2012-01-03,29.4,-94.9,2012,1,3,Winter,12,45.0,49.25
Richmond,TX,fortbend,2012-01-03,29.6,-95.7,2012,1,3,Winter,6,,
Galveston,TX,galveston,2012-01-03,29.3,-94.8,2012,1,3,Winter,35,45.0,49.25
Katy,TX,fortbend,2012-01-03,29.8,-95.7,2012,1,3,Winter,2,,
Katy,TX,harris,2012-01-03,29.8,-95.7,2012,1,3,Winter,2,66.0,46.27272718181818
houston,TX,harris,2012-01-04,29.8,-95.4,2012,1,4,Winter,43,62.0,59.2830267826087
houston,TX,fortbend,2012-01-04,29.8,-95.4,2012,1,4,Winter,1,,
Ventura,CA,ventura,2012-01-04,34.3,-119.3,2012,1,4,Winter,12000,41.0,68.30555550000001
Chandler,AZ,maricopa,2012-01-04,33.3,-111.9,2012,1,4,Winter,2,71.0,58.5
Houston,TX,harris,2012-01-05,29.7,-95.6,2012,1,5,Winter,86,62.0,63.4365942173913
Eastpoint,FL,franklin,2012-01-05,29.9,-84.9,2012,1,5,Winter,96,,
Houston,TX,fortbend,2012-01-05,29.7,-95.6,2012,1,5,Winter,2,,
Theodore,AL,mobile,2012-01-06,30.5,-88.2,2012,1,6,Winter,20,,
malibu,CA,losangeles,2012-01-06,34.1,-118.8,2012,1,6,Winter,1,86.0,58.346736166666666
Tallahassee,FL,leon,2012-01-07,30.4,-84.3,2012,1,7,Winter,36,52.0,
Phoenix,AZ,maricopa,2012-01-07,33.5,-112.1,2012,1,7,Winter,5,66.0,55.75
Jupiter,FL,palmbeach,2012-01-07,26.9,-80.1,2012,1,7,Winter,4,72.0,
Needville,TX,fortbend,2012-01-07,29.4,-95.8,2012,1,7,Winter,30,,
Punta Gorda,FL,charlotte,2012-01-08,27.0,-82.2,2012,1,8,Winter,3,,
Richmond,TX,fortbend,2012-01-08,29.6,-95.7,2012,1,8,Winter,6,,
Richmond,TX,fortbend,2012-01-09,29.6,-95.7,2012,1,9,Winter,6,,
Sebastian,FL,brevard,2012-01-10,27.8,-80.5,2012,1,10,Winter,3,42.0,
Sebastian,FL,indianriver,2012-01-10,27.8,-80.5,2012,1,10,Winter,1,38.0,
Katy,TX,harris,2012-01-12,29.8,-95.7,2012,1,12,Winter,2,45.0,46.60869556521739
Davenport,FL,polk,2012-01-12,28.2,-81.6,2012,1,12,Winter,3,39.0,
Katy,TX,fortbend,2012-01-12,29.8,-95.7,2012,1,12,Winter,2,,
Haslet,TX,tarrant,2012-01-12,33.0,-97.4,2012,1,12,Winter,1,37.0,34.96527783333333
Bradenton,FL,manatee,2012-01-15,27.4,-82.5,2012,1,15,Winter,16,44.0,
Palm Coast,FL,flagler,2012-01-15,29.5,-81.2,2012,1,15,Winter,1,,
Walnut Springs,TX,bosque,2012-01-15,32.1,-97.8,2012,1,15,Winter,2,,
Sugar Land,TX,fortbend,2012-01-16,29.6,-95.6,2012,1,16,Winter,1,,
Lake Mary,FL,seminole,2012-01-17,28.8,-81.4,2012,1,17,Winter,2,35.0,
Scottsdale,AZ,maricopa,2012-01-17,33.5,-111.9,2012,1,17,Winter,1,60.0,55.0
Friendswood,TX,galveston,2012-01-17,29.5,-95.2,2012,1,17,Winter,1,45.0,67.625
Houston,TX,harris,2012-01-18,29.8,-95.4,2012,1,18,Winter,43,53.0,51.33876804347826
Houston,TX,fortbend,2012-01-18,29.8,-95.4,2012,1,18,Winter,1,,
Lakeland,FL,polk,2012-01-19,28.0,-81.9,2012,1,19,Winter,2,39.0,
Jacksonville,FL,saintjohns,2012-01-19,30.3,-81.8,2012,1,19,Winter,4,,
Jacksonville,FL,duval,2012-01-19,30.3,-81.8,2012,1,19,Winter,22,41.0,
Kingwood,TX,harris,2012-01-19,30.0,-95.3,2012,1,19,Winter,2,67.0,63.630434782608695
Saint Augustine,FL,saintjohns,2012-01-19,29.8,-81.3,2012,1,19,Winter,7,,
Ventura,CA,ventura,2012-01-19,34.3,-119.3,2012,1,19,Winter,6,59.0,48.9375
Jacksonville,FL,duval,2012-01-20,30.4,-81.6,2012,1,20,Winter,22,40.0,
San Antonio,TX,comal,2012-01-20,29.5,-98.5,2012,1,20,Winter,3,,
San Antonio,TX,bexar,2012-01-20,29.5,-98.5,2012,1,20,Winter,32,73.0,61.361111
Jacksonville,FL,saintjohns,2012-01-20,30.4,-81.6,2012,1,20,Winter,4,,
League City,TX,galveston,2012-01-20,29.5,-95.1,2012,1,20,Winter,1,30.0,69.0625
Rockport,TX,aransas,2012-01-20,28.2,-97.0,2012,1,20,Winter,4,,
Winter Park,FL,orange,2012-01-20,28.6,-81.4,2012,1,20,Winter,2,54.0,
Mount Pleasant,SC,charleston,2012-01-20,32.8,-79.8,2012,1,20,Winter,2,48.0,
Richmond,TX,fortbend,2012-01-20,29.6,-95.7,2012,1,20,Winter,6,,
Gretna,LA,jefferson,2012-01-20,29.9,-90.0,2012,1,20,Winter,2,31.0,
Richmond,TX,fortbend,2012-01-21,29.6,-95.7,2012,1,21,Winter,6,,
League City,TX,galveston,2012-01-21,29.5,-95.1,2012,1,21,Winter,1,44.0,70.625
Baton Rouge,LA,eastbatonrouge,2012-01-21,30.4,-91.2,2012,1,21,Winter,17,53.0,70.96249999999999
San Antonio,TX,bexar,2012-01-21,29.4,-98.5,2012,1,21,Winter,32,58.0,56.95138883333333
San Antonio,TX,comal,2012-01-21,29.4,-98.5,2012,1,21,Winter,3,,
ADEL,GA,cook,2012-01-22,31.1,-83.4,2012,1,22,Winter,1,,
Mabank,TX,kaufman,2012-01-22,32.3,-96.1,2012,1,22,Winter,3,29.0,60.375
Mabank,TX,henderson,2012-01-22,32.3,-96.1,2012,1,22,Winter,5,,
Sugar Land,TX,fortbend,2012-01-24,29.6,-95.6,2012,1,24,Winter,1,,
Mount Pleasant,SC,charleston,2012-01-24,32.8,-79.8,2012,1,24,Winter,2,47.0,
Ponte Vedra,FL,saintjohns,2012-01-24,30.2,-81.4,2012,1,24,Winter,4,,
Richmond,TX,fortbend,2012-01-25,29.6,-95.7,2012,1,25,Winter,6,,
Richmond,TX,fortbend,2012-01-26,29.6,-95.7,2012,1,26,Winter,6,,
Diamond Bar,CA,losangeles,2012-01-26,34.0,-117.8,2012,1,26,Winter,2,62.0,63.23441058333333
Webster,TX,harris,2012-01-27,29.5,-95.1,2012,1,27,Winter,2,59.0,55.7844202173913
Los Angeles,CA,losangeles,2012-01-27,34.0,-118.2,2012,1,27,Winter,95,64.0,62.678230750000004
Spring,TX,montgomery,2012-01-27,30.1,-95.4,2012,1,27,Winter,6,37.0,52.125
Spring,TX,harris,2012-01-27,30.1,-95.4,2012,1,27,Winter,4,59.0,55.7844202173913
Weslaco,TX,hidalgo,2012-01-27,26.2,-98.0,2012,1,27,Winter,8,51.0,62.854166500000005
Ocala,FL,marion,2012-01-28,29.2,-82.1,2012,1,28,Winter,2,49.0,
Bluffton,SC,beaufort,2012-01-28,32.2,-80.9,2012,1,28,Winter,3,,
San Antonio,TX,bexar,2012-01-28,29.4,-98.5,2012,1,28,Winter,32,34.0,54.15277783333334
San Antonio,TX,comal,2012-01-28,29.4,-98.5,2012,1,28,Winter,3,,
Houston,TX,harris,2012-01-29,29.7,-95.5,2012,1,29,Winter,43,54.0,52.36594208695652
Houston,TX,fortbend,2012-01-29,29.7,-95.5,2012,1,29,Winter,1,,
New Orleans,LA,jefferson,2012-01-30,30.0,-90.1,2012,1,30,Winter,6,52.0,
Chandler,AZ,maricopa,2012-01-30,33.3,-111.9,2012,1,30,Winter,2,65.0,57.708333
New Orleans,LA,orleans,2012-01-30,30.0,-90.1,2012,1,30,Winter,24,46.0,
Oceanside,CA,sandiego,2012-01-30,33.2,-117.4,2012,1,30,Winter,3,58.0,56.173233625
The Villages,FL,sumter,2012-01-30,28.9,-82.0,2012,1,30,Winter,2,,
safety harbor,FL,pinellas,2012-01-30,28.0,-82.7,2012,1,30,Winter,1,51.0,62.458333
Morgan City,LA,saintmary,2012-01-31,29.8,-91.2,2012,1,31,Winter,2,,
Wickenburg,AZ,maricopa,2012-01-31,33.8,-112.9,2012,1,31,Winter,1,61.0,59.583333
Tucson,AZ,pima,2012-01-31,32.2,-111.0,2012,1,31,Winter,19,56.0,57.36363618181818
Kenner,LA,jefferson,2012-01-31,30.0,-90.3,2012,1,31,Winter,3,56.0,
Oak Island,NC,brunswick,2012-02-01,33.9,-78.1,2012,2,1,Winter,8,,
Lakeland,FL,polk,2012-02-01,28.0,-81.9,2012,2,1,Winter,2,49.0,
Richmond,TX,fortbend,2012-02-01,29.6,-95.7,2012,2,1,Winter,6,,
New Orleans,LA,jefferson,2012-02-02,30.0,-90.1,2012,2,2,Winter,6,35.0,
Diamond Bar,CA,losangeles,2012-02-02,34.0,-117.8,2012,2,2,Winter,2,104.0,55.24059341666666
Houston,TX,harris,2012-02-02,29.7,-95.4,2012,2,2,Winter,43,52.0,67.12862326086956
Houston,TX,fortbend,2012-02-02,29.7,-95.4,2012,2,2,Winter,1,,
New Orleans,LA,orleans,2012-02-02,30.0,-90.1,2012,2,2,Winter,24,28.0,
Yuma,AZ,yuma,2012-02-02,32.7,-114.7,2012,2,2,Winter,3,51.0,
El Segundo,CA,losangeles,2012-02-02,33.9,-118.4,2012,2,2,Winter,1,104.0,55.24059341666666
Guy,TX,fortbend,2012-02-03,29.3,-95.8,2012,2,3,Winter,1,,
San Luis Obispo,CA,sanluisobispo,2012-02-03,35.2,-120.6,2012,2,3,Winter,7,51.0,48.59523814285715
Ventura,CA,ventura,2012-02-07,34.3,-119.3,2012,2,7,Winter,6,38.0,57.96527783333334
Katy,TX,harris,2012-02-08,29.8,-95.7,2012,2,8,Winter,2,62.0,54.938405913043475
Katy,TX,fortbend,2012-02-08,29.8,-95.7,2012,2,8,Winter,2,,
