City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI
Tallahassee,FL,leon,2012-01-07,30.4,-84.3,2012,1,7,Winter,36,52.0
Phoenix,AZ,maricopa,2012-01-07,33.5,-112.1,2012,1,7,Winter,5,66.0
Jupiter,FL,palm beach,2012-01-07,26.9,-80.1,2012,1,7,Winter,4,72.0
Needville,TX,fort bend,2012-01-07,29.4,-95.8,2012,1,7,Winter,30,
Punta Gorda,FL,charlotte,2012-01-08,27.0,-82.2,2012,1,8,Winter,3,
Richmond,TX,fort bend,2012-01-08,29.6,-95.7,2012,1,8,Winter,6,
Richmond,TX,fort bend,2012-01-09,29.6,-95.7,2012,1,9,Winter,6,
Sebastian,FL,brevard,2012-01-10,27.8,-80.5,2012,1,10,Winter,3,42.0
Sebastian,FL,indian river,2012-01-10,27.8,-80.5,2012,1,10,Winter,1,38.0
Katy,TX,harris,2012-01-12,29.8,-95.7,2012,1,12,Winter,2,45.0
Davenport,FL,polk,2012-01-12,28.2,-81.6,2012,1,12,Winter,3,39.0
Katy,TX,fort bend,2012-01-12,29.8,-95.7,2012,1,12,Winter,2,
Haslet,TX,tarrant,2012-01-12,33.0,-97.4,2012,1,12,Winter,1,37.0
Bradenton,FL,manatee,2012-01-15,27.4,-82.5,2012,1,15,Winter,16,44.0
Palm Coast,FL,flagler,2012-01-15,29.5,-81.2,2012,1,15,Winter,1,
Walnut Springs,TX,bosque,2012-01-15,32.1,-97.8,2012,1,15,Winter,2,
Sugar Land,TX,fort bend,2012-01-16,29.6,-95.6,2012,1,16,Winter,1,
Lake Mary,FL,seminole,2012-01-17,28.8,-81.4,2012,1,17,Winter,2,35.0
Scottsdale,AZ,maricopa,2012-01-17,33.5,-111.9,2012,1,17,Winter,1,60.0
Friendswood,TX,galveston,2012-01-17,29.5,-95.2,2012,1,17,Winter,1,45.0
Houston,TX,harris,2012-01-18,29.8,-95.4,2012,1,18,Winter,43,53.0
Houston,TX,fort bend,2012-01-18,29.8,-95.4,2012,1,18,Winter,1,
Lakeland,FL,polk,2012-01-19,28.0,-81.9,2012,1,19,Winter,2,39.0
Jacksonville,FL,saint johns,2012-01-19,30.3,-81.8,2012,1,19,Winter,4,
Jacksonville,FL,duval,2012-01-19,30.3,-81.8,2012,1,19,Winter,22,41.0
Kingwood,TX,harris,2012-01-19,30.0,-95.3,2012,1,19,Winter,2,67.0
Saint Augustine,FL,saint johns,2012-01-19,29.8,-81.3,2012,1,19,Winter,7,
Ventura,CA,ventura,2012-01-19,34.3,-119.3,2012,1,19,Winter,6,59.0
Jacksonville,FL,duval,2012-01-20,30.4,-81.6,2012,1,20,Winter,22,40.0
San Antonio,TX,comal,2012-01-20,29.5,-98.5,2012,1,20,Winter,3,
San Antonio,TX,bexar,2012-01-20,29.5,-98.5,2012,1,20,Winter,32,73.0
Jacksonville,FL,saint johns,2012-01-20,30.4,-81.6,2012,1,20,Winter,4,
League City,TX,galveston,2012-01-20,29.5,-95.1,2012,1,20,Winter,1,30.0
Rockport,TX,aransas,2012-01-20,28.2,-97.0,2012,1,20,Winter,4,
Winter Park,FL,orange,2012-01-20,28.6,-81.4,2012,1,20,Winter,2,54.0
Mount Pleasant,SC,charleston,2012-01-20,32.8,-79.8,2012,1,20,Winter,2,48.0
Richmond,TX,fort bend,2012-01-20,29.6,-95.7,2012,1,20,Winter,6,
Gretna,LA,jefferson,2012-01-20,29.9,-90.0,2012,1,20,Winter,2,31.0
Richmond,TX,fort bend,2012-01-21,29.6,-95.7,2012,1,21,Winter,6,
League City,TX,galveston,2012-01-21,29.5,-95.1,2012,1,21,Winter,1,44.0
Baton Rouge,LA,east baton rouge,2012-01-21,30.4,-91.2,2012,1,21,Winter,17,53.0
San Antonio,TX,bexar,2012-01-21,29.4,-98.5,2012,1,21,Winter,32,58.0
San Antonio,TX,comal,2012-01-21,29.4,-98.5,2012,1,21,Winter,3,
ADEL,GA,cook,2012-01-22,31.1,-83.4,2012,1,22,Winter,1,
Mabank,TX,kaufman,2012-01-22,32.3,-96.1,2012,1,22,Winter,3,29.0
Mabank,TX,henderson,2012-01-22,32.3,-96.1,2012,1,22,Winter,5,
Sugar Land,TX,fort bend,2012-01-24,29.6,-95.6,2012,1,24,Winter,1,
Mount Pleasant,SC,charleston,2012-01-24,32.8,-79.8,2012,1,24,Winter,2,47.0
Ponte Vedra,FL,saint johns,2012-01-24,30.2,-81.4,2012,1,24,Winter,4,
Richmond,TX,fort bend,2012-01-25,29.6,-95.7,2012,1,25,Winter,6,
Richmond,TX,fort bend,2012-01-26,29.6,-95.7,2012,1,26,Winter,6,
Diamond Bar,CA,los angeles,2012-01-26,34.0,-117.8,2012,1,26,Winter,2,62.0
Webster,TX,harris,2012-01-27,29.5,-95.1,2012,1,27,Winter,2,59.0
Los Angeles,CA,los angeles,2012-01-27,34.0,-118.2,2012,1,27,Winter,95,64.0
Spring,TX,montgomery,2012-01-27,30.1,-95.4,2012,1,27,Winter,6,37.0
Spring,TX,harris,2012-01-27,30.1,-95.4,2012,1,27,Winter,4,59.0
Weslaco,TX,hidalgo,2012-01-27,26.2,-98.0,2012,1,27,Winter,8,51.0
Ocala,FL,marion,2012-01-28,29.2,-82.1,2012,1,28,Winter,2,49.0
Bluffton,SC,beaufort,2012-01-28,32.2,-80.9,2012,1,28,Winter,3,
San Antonio,TX,bexar,2012-01-28,29.4,-98.5,2012,1,28,Winter,32,34.0
San Antonio,TX,comal,2012-01-28,29.4,-98.5,2012,1,28,Winter,3,
Houston,TX,harris,2012-01-29,29.7,-95.5,2012,1,29,Winter,43,54.0
Houston,TX,fort bend,2012-01-29,29.7,-95.5,2012,1,29,Winter,1,
New Orleans,LA,jefferson,2012-01-30,30.0,-90.1,2012,1,30,Winter,6,52.0
Chandler,AZ,maricopa,2012-01-30,33.3,-111.9,2012,1,30,Winter,2,65.0
New Orleans,LA,orleans,2012-01-30,30.0,-90.1,2012,1,30,Winter,24,46.0
Oceanside,CA,san diego,2012-01-30,33.2,-117.4,2012,1,30,Winter,3,58.0
The Villages,FL,sumter,2012-01-30,28.9,-82.0,2012,1,30,Winter,2,
safety harbor,FL,pinellas,2012-01-30,28.0,-82.7,2012,1,30,Winter,1,51.0
Morgan City,LA,saint mary,2012-01-31,29.8,-91.2,2012,1,31,Winter,2,
Wickenburg,AZ,maricopa,2012-01-31,33.8,-112.9,2012,1,31,Winter,1,61.0
Tucson,AZ,pima,2012-01-31,32.2,-111.0,2012,1,31,Winter,19,56.0
Kenner,LA,jefferson,2012-01-31,30.0,-90.3,2012,1,31,Winter,3,56.0
Oak Island,NC,brunswick,2012-02-01,33.9,-78.1,2012,2,1,Winter,8,
Lakeland,FL,polk,2012-02-01,28.0,-81.9,2012,2,1,Winter,2,49.0
Richmond,TX,fort bend,2012-02-01,29.6,-95.7,2012,2,1,Winter,6,
New Orleans,LA,jefferson,2012-02-02,30.0,-90.1,2012,2,2,Winter,6,35.0
Diamond Bar,CA,los angeles,2012-02-02,34.0,-117.8,2012,2,2,Winter,2,104.0
Houston,TX,harris,2012-02-02,29.7,-95.4,2012,2,2,Winter,43,52.0
Houston,TX,fort bend,2012-02-02,29.7,-95.4,2012,2,2,Winter,1,
New Orleans,LA,orleans,2012-02-02,30.0,-90.1,2012,2,2,Winter,24,28.0
Yuma,AZ,yuma,2012-02-02,32.7,-114.7,2012,2,2,Winter,3,51.0
El Segundo,CA,los angeles,2012-02-02,33.9,-118.4,2012,2,2,Winter,1,104.0
Guy,TX,fort bend,2012-02-03,29.3,-95.8,2012,2,3,Winter,1,
San Luis Obispo,CA,san luis obispo,2012-02-03,35.2,-120.6,2012,2,3,Winter,7,51.0
Ventura,CA,ventura,2012-02-07,34.3,-119.3,2012,2,7,Winter,6,38.0
Katy,TX,harris,2012-02-08,29.8,-95.7,2012,2,8,Winter,2,62.0
Katy,TX,fort bend,2012-02-08,29.8,-95.7,2012,2,8,Winter,2,
Friendswood,TX,galveston,2012-02-08,29.5,-95.2,2012,2,8,Winter,1,48.0
Port Lavaca,TX,calhoun,2012-02-08,28.5,-96.7,2012,2,8,Winter,10,
Manhattan Beach,CA,los angeles,2012-02-09,33.9,-118.4,2012,2,9,Winter,2,58.0
Sugar Land,TX,fort bend,2012-02-09,29.6,-95.6,2012,2,9,Winter,1,
Ventura,CA,ventura,2012-02-10,34.3,-119.3,2012,2,10,Winter,6,42.0
Grand Isle,LA,jefferson,2012-02-12,29.2,-90.0,2012,2,12,Winter,1,33.0
Punta Gorda,FL,charlotte,2012-02-12,27.0,-82.2,2012,2,12,Winter,3,
Leesburg,FL,lake,2012-02-17,28.8,-81.9,2012,2,17,Winter,2,23.0
Beaufort,NC,carteret,2012-02-17,34.9,-76.6,2012,2,17,Winter,2,
Fountain Hills,AZ,maricopa,2012-02-18,33.6,-111.7,2012,2,18,Winter,3,53.0
Port Charlotte,FL,charlotte,2012-02-18,27.0,-82.1,2012,2,18,Winter,3,
Superior,AZ,pinal,2012-02-18,33.3,-111.2,2012,2,18,Winter,1,39.0
Sugar Land,TX,fort bend,2012-02-21,29.6,-95.6,2012,2,21,Winter,1,
Tarpon Springs,FL,pinellas,2012-02-24,28.1,-82.7,2012,2,24,Winter,3,66.0
Sebastian,FL,brevard,2012-02-26,27.8,-80.5,2012,2,26,Winter,3,42.0
Sebastian,FL,indian river,2012-02-26,27.8,-80.5,2012,2,26,Winter,1,42.0
corpus christi,TX,nueces,2012-03-01,27.8,-97.4,2012,3,1,Spring,5,58.0
Diamond Bar,CA,los angeles,2012-03-02,34.0,-117.8,2012,3,2,Spring,2,59.0
Houston,TX,harris,2012-03-03,29.8,-95.4,2012,3,3,Spring,43,52.0
Houston,TX,fort bend,2012-03-03,29.8,-95.4,2012,3,3,Spring,1,
Fort Myers,FL,lee,2012-03-15,26.6,-81.9,2012,3,15,Spring,8,39.0
New Orleans,LA,orleans,2012-03-16,30.0,-90.1,2012,3,16,Spring,24,48.0
New Orleans,LA,jefferson,2012-03-16,30.0,-90.1,2012,3,16,Spring,6,49.0
Crawfordville,FL,wakulla,2012-03-18,30.2,-84.4,2012,3,18,Spring,6,37.0
Lakeland,FL,polk,2012-03-19,28.0,-81.9,2012,3,19,Spring,2,40.0
Pinellas Park,FL,pinellas,2012-03-21,27.8,-82.7,2012,3,21,Spring,1,53.0
Chicago,IL,cook,2012-05-08,41.9,-87.6,2012,5,8,Spring,58,56.0
Crawfordville,FL,wakulla,2012-05-18,30.2,-84.4,2012,5,18,Spring,15,51.0
Menomonie,WI,dunn,2012-06-30,44.7,-91.9,2012,6,30,Summer,4,
Franklin,NY,delaware,2012-07-01,42.3,-75.1,2012,7,1,Summer,4,
Atlanta,GA,dekalb,2012-07-05,33.8,-84.3,2012,7,5,Summer,17,100.0
Atlanta,GA,fulton,2012-07-05,33.8,-84.3,2012,7,5,Summer,29,105.0
Atlanta,GA,cobb,2012-07-05,33.8,-84.3,2012,7,5,Summer,8,87.0
Conestoga,PA,lancaster,2012-07-15,39.9,-76.4,2012,7,15,Summer,60,56.0
Pine,AZ,gila,2012-07-23,34.4,-111.4,2012,7,23,Summer,2,61.0
Manchester Township,NJ,ocean,2012-07-23,39.9,-74.3,2012,7,23,Summer,5,54.0
Lakeville,NY,livingston,2012-07-25,42.8,-77.7,2012,7,25,Summer,2,
Newport News,VA,newport news city,2012-07-26,37.1,-76.5,2012,7,26,Summer,5,
Chandler,AZ,maricopa,2012-07-26,33.3,-111.9,2012,7,26,Summer,2,48.0
Springerville,AZ,apache,2012-07-28,34.2,-109.4,2012,7,28,Summer,2,8.0
Reston,VA,fairfax,2012-08-02,39.0,-77.3,2012,8,2,Summer,4,84.0
Nashville,TN,davidson,2012-08-03,36.1,-86.8,2012,8,3,Summer,22,62.0
Overland Park,KS,johnson,2012-08-03,39.0,-94.7,2012,8,3,Summer,12,147.0
Markleeville,CA,alpine,2012-08-03,38.7,-119.8,2012,8,3,Summer,105,
Metairie,LA,jefferson,2012-08-04,30.0,-90.2,2012,8,4,Summer,4,58.0
Bishop,CA,inyo,2012-08-04,37.5,-118.4,2012,8,4,Summer,135,67.0
Mer Rouge,LA,morehouse,2012-08-04,32.8,-91.7,2012,8,4,Summer,1,
Albuquerque,NM,bernalillo,2012-08-04,35.1,-106.6,2012,8,4,Summer,15,87.0
New Braunfels,TX,comal,2012-08-04,29.7,-98.1,2012,8,4,Summer,21,
Big Pine,CA,inyo,2012-08-04,37.2,-118.0,2012,8,4,Summer,21,67.0
Sedgwick,ME,hancock,2012-08-05,44.3,-68.6,2012,8,5,Summer,9,38.0
Gardnerville,NV,douglas,2012-08-05,38.8,-119.6,2012,8,5,Summer,12,
Robesonia,PA,berks,2012-08-06,40.4,-76.1,2012,8,6,Summer,3,53.0
Baton Rouge,LA,east baton rouge,2012-08-06,30.4,-91.2,2012,8,6,Summer,850,62.0
Millersville,MD,anne arundel,2012-08-06,39.1,-76.6,2012,8,6,Summer,1,64.0
Cameron,TX,milam,2012-08-06,30.8,-97.0,2012,8,6,Summer,6,
Cottage Grove,WI,dane,2012-08-06,43.1,-89.2,2012,8,6,Summer,3,47.0
Spring,TX,montgomery,2012-08-06,30.1,-95.4,2012,8,6,Summer,12,52.0
Tucson,AZ,pima,2012-08-06,32.2,-111.0,2012,8,6,Summer,19,58.0
Spring,TX,harris,2012-08-06,30.1,-95.4,2012,8,6,Summer,8,129.0
Boothbay Harbor,ME,lincoln,2012-08-06,43.9,-69.6,2012,8,6,Summer,4,
Bayside,NY,queens,2012-08-07,40.8,-73.8,2012,8,7,Summer,5,42.0
Overland Park,KS,johnson,2012-08-07,39.0,-94.7,2012,8,7,Summer,12,115.0
Sugar Land,TX,fort bend,2012-08-07,29.6,-95.6,2012,8,7,Summer,1,
Stillwater,OK,payne,2012-08-07,36.1,-97.1,2012,8,7,Summer,20,
Patagonia,AZ,santa cruz,2012-08-07,31.5,-110.7,2012,8,7,Summer,3,37.0
Charlotte,VT,chittenden,2012-08-07,44.3,-73.2,2012,8,7,Summer,2,36.0
Victor,IA,iowa,2012-08-08,41.7,-92.2,2012,8,8,Summer,8,
Clarksburg,WV,harrison,2012-08-08,39.3,-80.4,2012,8,8,Summer,7,
Hyde Park,VT,lamoille,2012-08-08,44.6,-72.6,2012,8,8,Summer,1,
Central Point,OR,jackson,2012-08-08,42.4,-122.9,2012,8,8,Summer,2,43.0
Dundalk,MD,baltimore,2012-08-08,39.2,-76.5,2012,8,8,Summer,24,143.0
Emlenton,PA,venango,2012-08-08,41.2,-79.7,2012,8,8,Summer,15,
Mission Viejo,CA,orange,2012-08-08,33.6,-117.6,2012,8,8,Summer,6,64.0
North Little Rock,AR,pulaski,2012-08-09,34.8,-92.2,2012,8,9,Summer,20,115.0
Alexandria,VA,fairfax,2012-08-09,38.8,-77.1,2012,8,9,Summer,10,100.0
Severna Park,MD,anne arundel,2012-08-09,39.1,-76.6,2012,8,9,Summer,2,54.0
Alexandria,VA,alexandria city,2012-08-09,38.8,-77.1,2012,8,9,Summer,11,80.0
Oak Ridge,TN,anderson,2012-08-09,36.0,-84.3,2012,8,9,Summer,1,37.0
Pleasanton,CA,alameda,2012-08-10,37.6,-121.9,2012,8,10,Summer,1,59.0
Westerville,OH,franklin,2012-08-10,40.1,-82.9,2012,8,10,Summer,8,37.0
Middleburg,VA,loudoun,2012-08-10,39.0,-77.7,2012,8,10,Summer,1,42.0
Westerville,OH,delaware,2012-08-10,40.1,-82.9,2012,8,10,Summer,8,37.0
charles city,VA,charles city,2012-08-10,37.3,-77.2,2012,8,10,Summer,3,
Vantage,WA,kittitas,2012-08-10,46.9,-120.0,2012,8,10,Summer,120,26.0
Superior,AZ,pinal,2012-08-11,33.3,-111.2,2012,8,11,Summer,1,124.0
Boothbay Harbor,ME,lincoln,2012-08-11,43.9,-69.6,2012,8,11,Summer,8,
Mulberry,FL,polk,2012-08-11,27.8,-82.0,2012,8,11,Summer,10,51.0
Excelsior Springs,MO,clay,2012-08-11,39.3,-94.2,2012,8,11,Summer,24,58.0
Comfort,TX,kendall,2012-08-11,30.0,-98.7,2012,8,11,Summer,1,
Lansing,IL,cook,2012-08-11,41.6,-87.5,2012,8,11,Summer,1,52.0
Pittsfield,ME,somerset,2012-08-12,44.8,-69.4,2012,8,12,Summer,1,
Helotes,TX,bexar,2012-08-12,29.6,-98.7,2012,8,12,Summer,24,51.0
Logan,UT,cache,2012-08-12,41.7,-111.6,2012,8,12,Summer,24,112.0
Mission Viejo,CA,orange,2012-08-12,33.6,-117.6,2012,8,12,Summer,3,108.0
Christiana,PA,lancaster,2012-08-12,39.9,-76.0,2012,8,12,Summer,18,51.0
Hudson,WY,fremont,2012-08-12,42.9,-108.6,2012,8,12,Summer,1,61.0
Columbia,MD,howard,2012-08-12,39.2,-76.9,2012,8,12,Summer,3,
Greenwood,SC,greenwood,2012-08-12,34.1,-82.2,2012,8,12,Summer,6,
Thorndike,ME,waldo,2012-08-12,44.6,-69.2,2012,8,12,Summer,4,
Clinton,CT,middlesex,2012-08-12,41.3,-72.5,2012,8,12,Summer,12,100.0
Vicksburg,MI,kalamazoo,2012-08-12,42.1,-85.5,2012,8,12,Summer,2,39.0
Blue Mound,IL,macon,2012-08-12,39.7,-89.1,2012,8,12,Summer,4,44.0
Ventura,CA,ventura,2012-08-12,34.3,-119.3,2012,8,12,Summer,120,84.0
Gause,TX,milam,2012-08-12,30.8,-96.7,2012,8,12,Summer,24,
Clayton,NY,jefferson,2012-08-13,44.2,-76.1,2012,8,13,Summer,15,29.0
goffstown,NH,hillsborough,2012-08-13,43.1,-71.6,2012,8,13,Summer,7,43.0
Albuquerque,NM,bernalillo,2012-08-13,35.1,-106.6,2012,8,13,Summer,30,90.0
Ipswich,MA,essex,2012-08-13,42.7,-70.8,2012,8,13,Summer,10,61.0
Keezletown,VA,rockingham,2012-08-13,38.5,-78.8,2012,8,13,Summer,2,48.0
las vegas,NV,clark,2012-08-14,36.1,-115.3,2012,8,14,Summer,26,105.0
Hutchinson,KS,reno,2012-08-14,38.0,-98.1,2012,8,14,Summer,24,
Marble Falls,TX,burnet,2012-08-14,30.6,-98.2,2012,8,14,Summer,5,
Pottsville,PA,schuylkill,2012-08-15,40.7,-76.3,2012,8,15,Summer,21,
Raleigh,NC,wake,2012-08-15,35.8,-78.6,2012,8,15,Summer,144,68.0
oak park,IL,cook,2012-08-15,41.9,-87.8,2012,8,15,Summer,2,63.0
Block Island,RI,washington,2012-08-15,41.2,-71.6,2012,8,15,Summer,2,50.0
Watkinsville,GA,oconee,2012-08-15,33.8,-83.4,2012,8,15,Summer,1,
Anderson,CA,shasta,2012-08-15,40.5,-122.3,2012,8,15,Summer,2,71.0
Galveston,TX,galveston,2012-08-15,29.3,-94.8,2012,8,15,Summer,21,71.0
Pleasanton,CA,alameda,2012-08-15,37.6,-121.9,2012,8,15,Summer,1,59.0
Pine Beach,NJ,ocean,2012-08-15,39.9,-74.2,2012,8,15,Summer,2,64.0
McKinney,TX,collin,2012-08-15,33.2,-96.6,2012,8,15,Summer,12,49.0
Columbia,SC,lexington,2012-08-15,34.0,-81.0,2012,8,15,Summer,3,54.0
Newton,KS,harvey,2012-08-15,38.0,-97.3,2012,8,15,Summer,2,
Columbia,SC,richland,2012-08-15,34.0,-81.0,2012,8,15,Summer,50,52.0
Austin,TX,williamson,2012-08-15,30.2,-97.7,2012,8,15,Summer,3,
williamsburg,VA,williamsburg city,2012-08-15,37.3,-76.7,2012,8,15,Summer,6,
Moorestown,NJ,burlington,2012-08-15,40.0,-74.9,2012,8,15,Summer,4,
Denton,TX,denton,2012-08-15,33.2,-97.1,2012,8,15,Summer,3,54.0
Chapel Hill,NC,orange,2012-08-15,35.9,-79.0,2012,8,15,Summer,8,
Winfield,KS,cowley,2012-08-15,37.2,-96.9,2012,8,15,Summer,8,
Austin,TX,hays,2012-08-15,30.2,-97.7,2012,8,15,Summer,1,
Lagrangeville,NY,dutchess,2012-08-15,41.7,-73.7,2012,8,15,Summer,2,43.0
Austin,TX,travis,2012-08-15,30.2,-97.7,2012,8,15,Summer,43,73.0
williamsburg,VA,james city,2012-08-15,37.3,-76.7,2012,8,15,Summer,6,
Woodstock,GA,cherokee,2012-08-15,34.1,-84.5,2012,8,15,Summer,2,
Austin,TX,williamson,2012-08-16,30.2,-97.7,2012,8,16,Summer,9,
Sterling,VA,loudoun,2012-08-16,39.0,-77.5,2012,8,16,Summer,9,71.0
Hammonton,NJ,atlantic,2012-08-16,39.5,-74.9,2012,8,16,Summer,30,61.0
Nelson,CA,butte,2012-08-16,39.6,-121.8,2012,8,16,Summer,16,84.0
Lancaster,PA,lancaster,2012-08-16,40.1,-76.2,2012,8,16,Summer,21,71.0
canyon lake,TX,comal,2012-08-16,29.9,-98.3,2012,8,16,Summer,8,
State College,PA,centre,2012-08-16,40.8,-77.8,2012,8,16,Summer,2,62.0
Jacksonville,FL,saint johns,2012-08-16,30.3,-81.8,2012,8,16,Summer,12,
Longford,KS,clay,2012-08-16,39.2,-97.2,2012,8,16,Summer,1,
cherokee,OK,alfalfa,2012-08-16,36.8,-98.4,2012,8,16,Summer,2,
Mystic,CT,new london,2012-08-16,41.4,-72.0,2012,8,16,Summer,20,47.0
Ventura,CA,ventura,2012-08-16,34.3,-119.3,2012,8,16,Summer,48,80.0
Austin,TX,travis,2012-08-16,30.2,-97.7,2012,8,16,Summer,129,57.0
Groton,MA,middlesex,2012-08-16,42.6,-71.6,2012,8,16,Summer,6,39.0
Liberty,TX,liberty,2012-08-16,30.1,-94.7,2012,8,16,Summer,4,
Milbank,SD,grant,2012-08-16,45.2,-96.6,2012,8,16,Summer,12,
Coram,NY,suffolk,2012-08-16,40.9,-73.0,2012,8,16,Summer,1,47.0
Keene,NH,cheshire,2012-08-16,42.9,-72.3,2012,8,16,Summer,18,32.0
Austin,TX,hays,2012-08-16,30.2,-97.7,2012,8,16,Summer,3,
Blooming Grove,NY,orange,2012-08-16,41.4,-74.2,2012,8,16,Summer,6,46.0
Boothbay Harbor,ME,lincoln,2012-08-16,43.9,-69.6,2012,8,16,Summer,8,
Conshohocken,PA,montgomery,2012-08-16,40.1,-75.3,2012,8,16,Summer,4,51.0
Getzville,NY,erie,2012-08-16,43.0,-78.8,2012,8,16,Summer,1,67.0
Gillett,PA,bradford,2012-08-16,42.0,-76.8,2012,8,16,Summer,21,
Cub Run,KY,hart,2012-08-16,37.3,-86.1,2012,8,16,Summer,1,
Jacksonville,FL,duval,2012-08-16,30.3,-81.8,2012,8,16,Summer,66,33.0
Apex,NC,wake,2012-08-16,35.7,-78.9,2012,8,16,Summer,1,100.0
Nicolaus,CA,sutter,2012-08-16,38.9,-121.6,2012,8,16,Summer,10,67.0
Burleson,TX,johnson,2012-08-16,32.5,-97.3,2012,8,16,Summer,3,35.0
Lisbon,NH,grafton,2012-08-16,44.2,-71.9,2012,8,16,Summer,6,33.0
Newport News,VA,newport news city,2012-08-16,37.1,-76.5,2012,8,16,Summer,5,
Leominster,MA,worcester,2012-08-16,42.5,-71.8,2012,8,16,Summer,5,44.0
Yorktown,VA,york,2012-08-16,37.2,-76.6,2012,8,16,Summer,7,
San Rafael,CA,marin,2012-08-16,38.2,-122.8,2012,8,16,Summer,6,28.0
Otego,NY,otsego,2012-08-16,42.4,-75.2,2012,8,16,Summer,4,
Bayside,NY,queens,2012-08-16,40.8,-73.8,2012,8,16,Summer,5,56.0
Houston,TX,harris,2012-08-16,29.8,-95.4,2012,8,16,Summer,215,57.0
Tampa,FL,hillsborough,2012-08-16,28.0,-82.5,2012,8,16,Summer,112,60.0
Houston,TX,fort bend,2012-08-16,29.8,-95.4,2012,8,16,Summer,5,
Lancaster,PA,lancaster,2012-08-16,40.1,-76.3,2012,8,16,Summer,63,71.0
Bearsville,NY,ulster,2012-08-16,42.0,-74.2,2012,8,16,Summer,10,41.0
Canyon Lake,TX,comal,2012-08-16,29.9,-98.3,2012,8,16,Summer,4,
Forest City,IA,winnebago,2012-08-16,43.3,-93.6,2012,8,16,Summer,12,
League City,TX,galveston,2012-08-17,29.5,-95.1,2012,8,17,Summer,1,49.0
Raleigh,NC,wake,2012-08-17,35.8,-78.6,2012,8,17,Summer,24,97.0
Manhattan,KS,riley,2012-08-17,39.2,-96.6,2012,8,17,Summer,1,45.0
Bowie,TX,montague,2012-08-17,33.6,-97.8,2012,8,17,Summer,5,
Falls Church,VA,falls church city,2012-08-17,38.9,-77.2,2012,8,17,Summer,2,
Sedalia,MO,pettis,2012-08-17,38.7,-93.3,2012,8,17,Summer,5,
Eldora,IA,hardin,2012-08-17,42.3,-93.1,2012,8,17,Summer,1,
Sedgwick,ME,hancock,2012-08-17,44.3,-68.6,2012,8,17,Summer,30,61.0
