Town,State/Province,County,Count,Latitude,Longitude,FIPS
bloomingdale,NJ,passaic,9,41.0,-74.3,34031.0
bloomington,IN,monroe,15,39.1,-86.5,18105.0
blountville,TN,sullivan,4,36.5,-82.4,47163.0
blue mound,IL,macon,4,39.7,-89.1,17115.0
bluemont,VA,clarke,2,39.1,-77.8,51043.0
bluffton,SC,beaufort,6,32.2,-80.9,45013.0
boerne,TX,kendall,93,29.8,-98.8,48259.0
boone,IA,boone,6,42.1,-93.8,19015.0
boone,NC,watauga,247,36.2,-81.7,37189.0
boothbay harbor,ME,lincoln,28,43.9,-69.6,23015.0
bordentown,NJ,burlington,2,40.1,-74.7,34005.0
boston,MA,suffolk,180,42.4,-71.1,25025.0
boulder,CO,boulder,12,40.0,-105.2,8013.0
bow,NH,merrimack,10,43.1,-71.5,33013.0
bowie,TX,montague,5,33.6,-97.8,48337.0
boylston,MA,worcester,2,42.4,-71.7,25027.0
boynton beach,FL,palm beach,18,26.5,-80.1,12099.0
bradenton,FL,manatee,32,27.4,-82.5,12081.0
bradford,VT,orange,3,44.0,-72.2,50017.0
bradyville,TN,cannon,1,35.7,-86.1,47015.0
brandon,MN,douglas,4,45.9,-95.4,27041.0
brandon,MS,rankin,1,32.3,-89.9,28121.0
branson,MO,taney,210,36.6,-93.2,29213.0
brevard,NC,transylvania,4,35.2,-82.8,37175.0
brewster,KS,thomas,1,39.4,-101.3,20193.0
brewster,WA,okanogan,3,48.2,-119.8,53047.0
bridgeport,MI,saginaw,1,43.3,-83.8,26145.0
bridgewater,MA,plymouth,4,42.0,-71.0,25023.0
bridport,VT,addison,1,43.9,-73.4,50001.0
brigantine,NJ,atlantic,22,39.4,-74.4,34001.0
bristol,CT,hartford,2,41.7,-72.9,9003.0
bristolville,OH,trumbull,3,41.4,-80.9,39155.0
broadview heights,OH,cuyahoga,3,41.3,-81.7,39035.0
broken arrow,OK,tulsa,4,36.0,-95.8,40143.0
broken arrow,OK,wagoner,4,36.0,-95.8,40145.0
bronte,TX,coke,7,31.9,-100.3,48081.0
bronx,NY,bronx,27,40.8,-73.9,36005.0
brookeville,MD,montgomery,12,39.2,-77.1,24031.0
brooklin,ME,hancock,5,44.2,-68.5,23009.0
brookline,MA,norfolk,2,42.3,-71.1,25021.0
brooklyn,NY,kings,114,40.7,-74.0,36047.0
bruneau,ID,owyhee,28,42.5,-115.5,16073.0
brunswick,ME,cumberland,30,43.9,-70.0,23005.0
bryan,TX,brazos,16,30.6,-96.4,48041.0
budd lake,NJ,morris,8,40.9,-74.8,34027.0
buffalo,MN,wright,1,45.2,-93.9,27171.0
buffalo gap,TX,taylor,1,32.2,-99.9,48441.0
buford,GA,gwinnett,20,34.1,-84.0,13135.0
burkburnett,TX,wichita,4,34.1,-98.6,48485.0
burleson,TX,johnson,9,32.5,-97.3,48251.0
burlington,CT,hartford,50,41.8,-73.0,9003.0
burlington,VT,chittenden,84,44.5,-73.2,50007.0
burlington,WI,racine,2,42.7,-88.3,55101.0
burnt hills,NY,saratoga,1,42.9,-73.9,36091.0
burton,OH,geauga,2,41.4,-81.2,39055.0
byron,MI,shiawassee,2,42.8,-84.0,26155.0
caddo mills,TX,hunt,79,33.1,-96.2,48231.0
calais,VT,washington,75,44.4,-72.5,50023.0
caldwell,NJ,essex,10,40.9,-74.3,34013.0
cambria,CA,san luis obispo,1,35.6,-121.1,6079.0
cambridge,MA,middlesex,22,42.4,-71.1,25017.0
camden,ME,knox,2,44.2,-69.1,23013.0
cameron,TX,milam,438,30.8,-97.0,48331.0
campbell hall,NY,orange,22,41.4,-74.3,36071.0
canadensis,PA,monroe,1,41.2,-75.2,42089.0
canandaigua,NY,ontario,3,42.8,-77.3,36069.0
candler,NC,buncombe,18,35.5,-82.7,37021.0
canton,GA,cherokee,10,34.2,-84.5,13057.0
canton,OH,stark,84,40.8,-81.4,39151.0
canton,TX,van zandt,2,32.5,-95.9,48467.0
cantonment,FL,escambia,4,30.6,-87.3,12033.0
canyon,TX,randall,4,34.9,-101.9,48381.0
canyon lake,TX,comal,120,29.9,-98.3,48091.0
cape coral,FL,lee,35,26.6,-81.9,12071.0
cape girardeau,MO,cape girardeau,4,37.3,-89.6,29031.0
cape may,NJ,cape may,768,39.0,-74.9,34009.0
carbondale,IL,jackson,72,37.7,-89.2,17077.0
carmel,IN,hamilton,1,40.0,-86.2,18057.0
carrollton,TX,dallas,1,33.0,-96.9,48113.0
carrollton,TX,denton,1,33.0,-96.9,48121.0
cartersville,GA,bartow,12,34.2,-84.8,13015.0
cascade,WI,sheboygan,1,43.7,-88.1,55117.0
cashiers,NC,jackson,7,35.1,-83.1,37099.0
casselberry,FL,seminole,30,28.7,-81.3,12117.0
catawissa,MO,franklin,6,38.4,-90.8,29071.0
cayucos,CA,san luis obispo,6,35.4,-120.9,6079.0
cedar rapids,IA,linn,112,42.0,-91.7,19113.0
center barnstead,NH,belknap,2,43.3,-71.2,33001.0
center junction,IA,jones,2,42.1,-91.1,19105.0
centerville,TX,leon,10,31.3,-95.9,48289.0
central point,OR,jackson,2,42.4,-122.9,41029.0
chadwicks,NY,oneida,8,43.0,-75.3,36065.0
champaign,IL,champaign,1,40.1,-88.2,17019.0
champlain,NY,clinton,3,45.0,-73.4,36019.0
chandler,AZ,maricopa,14,33.3,-111.9,4013.0
chapel hill,NC,orange,8,35.9,-79.0,37135.0
chardon,OH,geauga,76,41.6,-81.2,39055.0
charles city,VA,charles city,3,37.3,-77.2,51036.0
charleston,SC,berkeley,28,32.8,-79.9,45015.0
charleston,SC,charleston,77,32.8,-79.9,45019.0
charlestown,RI,washington,9,41.4,-71.7,44009.0
charlotte,NC,mecklenburg,448,35.2,-80.8,37119.0
charlotte,VT,chittenden,10,44.3,-73.2,50007.0
charlton,MA,worcester,2,42.1,-72.0,25027.0
chatham,NH,carroll,4,44.2,-71.1,33003.0
chelmsford,MA,middlesex,18,42.5,-71.2,25017.0
chelsea,MA,suffolk,12,42.4,-71.0,25025.0
cherokee,OK,alfalfa,4,36.8,-98.4,40003.0
chesapeake beach,MD,calvert,2,38.7,-76.5,24009.0
cheshire,CT,new haven,18,41.5,-72.9,9009.0
chesterton,IN,porter,20,41.6,-87.0,18127.0
chevy chase,MD,montgomery,9,39.0,-77.1,24031.0
chicago,IL,cook,3828,41.9,-87.6,17031.0
chickasha,OK,grady,12,35.0,-98.0,40051.0
chicopee,MA,hampden,54,42.1,-72.6,25013.0
christiana,PA,lancaster,42,39.9,-76.0,42071.0
cibolo,TX,guadalupe,21,29.6,-98.2,48187.0
cincinnati,OH,clermont,18,39.1,-84.5,39025.0
cincinnati,OH,hamilton,666,39.1,-84.5,39061.0
circleville,WV,pendleton,10,38.6,-79.6,54071.0
claremore,OK,rogers,25,36.3,-95.6,40131.0
clarion,PA,clarion,35,41.3,-79.3,42031.0
clarklake,MI,jackson,1,42.1,-84.4,26075.0
clarksburg,WV,harrison,7,39.3,-80.4,54033.0
clarkston,MI,oakland,4,42.7,-83.4,26125.0
clarksville,TN,montgomery,42,36.5,-87.3,47125.0
clayton,NY,jefferson,35,44.2,-76.1,36045.0
cleveland,WI,manitowoc,3,43.9,-87.7,55071.0
clinton,CT,middlesex,61,41.3,-72.5,9007.0
clinton township,MI,macomb,2,42.6,-82.9,26099.0
cloverdale,VA,botetourt,1,37.4,-79.9,51023.0
coarsegold,CA,madera,5,37.3,-119.8,6039.0
coffeyville,KS,montgomery,2,37.1,-95.6,20125.0
cohasset,MA,norfolk,4,42.2,-70.8,25021.0
colbert,GA,madison,1,34.0,-83.2,13195.0
colchester,VT,chittenden,12,44.5,-73.2,50007.0
college station,TX,brazos,16,30.6,-96.3,48041.0
colleyville,TX,tarrant,3,32.9,-97.1,48439.0
colton,NY,st. lawrence,7,44.3,-74.8,36089.0
columbia,MD,howard,4,39.2,-76.8,24027.0
columbia,MS,marion,4,31.2,-89.8,28091.0
columbia,SC,lexington,3,34.0,-81.0,45063.0
columbia,SC,richland,50,34.0,-81.0,45079.0
columbus,OH,delaware,5,40.1,-83.0,39041.0
columbus,OH,franklin,135,40.1,-83.0,39049.0
comfort,TX,kendall,7,30.0,-98.7,48259.0
comstock park,MI,kent,1,43.1,-85.7,26081.0
concord,MA,middlesex,3,42.4,-71.3,25017.0
concord,NC,cabarrus,5,35.4,-80.5,37025.0
concord,NH,merrimack,50,43.3,-71.5,33013.0
conestoga,PA,lancaster,60,39.9,-76.4,42071.0
conesville,OH,coshocton,1,40.2,-81.9,39031.0
confluence,PA,somerset,3,40.0,-79.6,42111.0
conneaut,OH,ashtabula,21,41.9,-80.6,39007.0
connellsville,PA,fayette,80,40.0,-79.6,42051.0
conroe,TX,montgomery,28,30.3,-95.4,48339.0
conshohocken,PA,montgomery,4,40.1,-75.3,42091.0
conway,SC,horry,14,33.9,-79.0,45051.0
conyers,GA,rockdale,47,33.7,-84.0,13247.0
cooper,TX,delta,11,33.4,-95.6,48119.0
copper hill,VA,floyd,2,37.0,-80.2,51063.0
copperas cove,TX,coryell,16,31.3,-98.1,48099.0
coram,NY,suffolk,11,40.9,-73.0,36103.0
cordova,TN,shelby,4,35.2,-89.8,47157.0
corinth,NY,saratoga,12,43.2,-73.9,36091.0
corinth,VT,orange,12,44.0,-72.3,50017.0
cornwall,NY,orange,35,41.4,-74.0,36071.0
corolla,NC,currituck,7,36.3,-75.8,37053.0
corpus christi,TX,nueces,55,27.8,-97.4,48355.0
corte madera,CA,marin,1,37.9,-122.5,6041.0
cortland,NY,cortland,12,42.6,-76.2,36023.0
costa mesa,CA,orange,3,33.7,-117.9,6059.0
cottage grove,WI,dane,5,43.1,-89.2,55025.0
council bluffs,IA,pottawattamie,12,41.3,-96.0,19155.0
covina,CA,los angeles,2,34.1,-117.9,6037.0
covington,GA,newton,3,33.6,-83.9,13217.0
covington,TN,tipton,60,35.6,-89.6,47167.0
crawfordville,FL,wakulla,21,30.2,-84.4,12129.0
creswell,NC,washington,16,35.8,-76.5,37187.0
crisfield,MD,somerset,2,38.0,-75.8,24039.0
cross plains,TX,callahan,1,32.2,-99.3,48059.0
crystal lake,IL,mchenry,42,42.2,-88.3,17111.0
crystal river,FL,citrus,2,29.0,-82.6,12017.0
cub run,KY,hart,15,37.3,-86.1,21099.0
cuba,MO,crawford,1,38.1,-91.4,29055.0
cullman,AL,cullman,3,34.2,-86.8,1043.0
cumming,GA,forsyth,20,34.2,-84.2,13117.0
cypress,TX,harris,7,30.0,-95.7,48201.0
dallas,TX,collin,32,32.8,-96.8,48085.0
dallas,TX,dallas,368,32.8,-96.8,48113.0
dalton,GA,whitfield,3,34.7,-84.9,13313.0
damariscotta,ME,lincoln,8,44.0,-69.5,23015.0
dana point,CA,orange,12,33.5,-117.7,6059.0
darien,IL,dupage,3,41.8,-88.0,17043.0
davenport,FL,polk,12,28.2,-81.6,12105.0
davis,CA,yolo,2,38.6,-121.8,6113.0
davisburg,MI,oakland,3,42.7,-83.5,26125.0
davison,MI,genesee,3,43.0,-83.5,26049.0
dawsonville,GA,dawson,4,34.4,-84.2,13085.0
dayton,OH,greene,13,39.8,-84.1,39057.0
dayton,OH,montgomery,31,39.8,-84.1,39113.0
de berry,TX,panola,6,32.2,-94.1,48365.0
dearborn,MI,wayne,56,42.3,-83.2,26163.0
dearing,GA,mcduffie,1,33.4,-82.4,13189.0
decatur,GA,dekalb,12,33.8,-84.3,13089.0
deep gap,NC,watauga,60,36.2,-81.5,37189.0
deer park,WI,st. croix,2,45.2,-92.3,55109.0
deerfield,NH,rockingham,5,43.1,-71.3,33015.0
del rio,TX,val verde,12,29.9,-100.9,48465.0
delancey,NY,delaware,2,42.2,-75.0,36025.0
delanco,NJ,burlington,6,40.1,-75.0,34005.0
deland,FL,volusia,4,29.0,-81.4,12127.0
delmar,DE,sussex,1,38.5,-75.6,10005.0
delray beach,FL,palm beach,64,26.5,-80.1,12099.0
delta,CO,delta,1,38.7,-108.2,8029.0
demotte,IN,jasper,2,41.2,-87.3,18073.0
denair,CA,stanislaus,4,37.5,-120.7,6099.0
denton,TX,denton,81,33.2,-97.1,48121.0
des moines,IA,polk,28,41.6,-93.6,19153.0
descanso,CA,san diego,5,32.9,-116.6,6073.0
destin,FL,okaloosa,20,30.4,-86.5,12091.0
diamond bar,CA,los angeles,6,34.0,-117.8,6037.0
dobbin,TX,montgomery,2,30.4,-95.8,48339.0
dothan,AL,houston,42,31.2,-85.5,1069.0
douglassville,TX,cass,14,33.2,-94.4,48067.0
downers grove,IL,dupage,1,41.8,-88.0,17043.0
driftwood,TX,hays,3,30.1,-98.0,48209.0
dubuque,IA,dubuque,33,42.5,-90.7,19061.0
dudley,MA,worcester,1,42.1,-71.9,25027.0
duluth,MN,st. louis,28,47.1,-91.9,27137.0
dumont,NJ,bergen,7,40.9,-74.0,34003.0
dundalk,MD,baltimore,24,39.2,-76.5,24005.0
dunkirk,MD,calvert,4,38.7,-76.6,24009.0
dunkirk,NY,chautauqua,9,42.5,-79.3,36013.0
dunn,NC,harnett,2,35.3,-78.6,37085.0
eagle pass,TX,maverick,10,28.5,-100.5,48323.0
eagleville,PA,montgomery,6,40.1,-75.3,42091.0
east lansing,MI,ingham,1,42.8,-84.4,26065.0
east marion,NY,suffolk,68,41.1,-72.3,36103.0
eastham,MA,barnstable,4,41.8,-70.0,25001.0
eastlake,OH,lake,5,41.7,-81.5,39085.0
eastpoint,FL,franklin,96,29.9,-84.9,12037.0
eatonton,GA,putnam,40,33.3,-83.4,13237.0
eden,NC,rockingham,7,36.5,-79.8,37157.0
el cajon,CA,san diego,3,32.8,-116.9,6073.0
el segundo,CA,los angeles,4,33.9,-118.4,6037.0
eldora,IA,hardin,14,42.3,-93.1,19083.0
elizabethtown,KY,hardin,4,37.7,-85.8,21093.0
elkins park,PA,montgomery,8,40.1,-75.2,42091.0
ellerslie,GA,harris,5,32.6,-84.8,13145.0
ellicott city,MD,howard,5,39.3,-76.9,24027.0
ellington,CT,tolland,3,41.9,-72.5,9013.0
elmhurst,IL,dupage,3,41.9,-87.9,17043.0
elwell,MI,gratiot,1,43.4,-84.8,26057.0
emlenton,PA,venango,15,41.2,-79.7,42121.0
emmaus,PA,lehigh,30,40.5,-75.5,42077.0
englewood,FL,charlotte,21,27.0,-82.3,12015.0
englewood,FL,sarasota,21,27.0,-82.3,12115.0
englishtown,NJ,monmouth,4,40.3,-74.4,34025.0
ephrata,PA,lancaster,20,40.2,-76.2,42071.0
epsom,NH,merrimack,2,43.2,-71.3,33013.0
erlanger,KY,kenton,4,39.0,-84.6,21117.0
essex junction,VT,chittenden,24,44.5,-73.1,50007.0
eustis,FL,lake,11,28.9,-81.6,12069.0
evans,GA,columbia,1,33.6,-82.2,13073.0
evansville,IN,vanderburgh,96,38.0,-87.6,18163.0
everett,MA,middlesex,12,42.4,-71.1,25017.0
excelsior springs,MO,clay,24,39.3,-94.2,29047.0
fair haven,VT,rutland,42,43.7,-73.3,50021.0
fairfax,MN,renville,9,44.5,-94.7,27129.0
fairfax,VA,fairfax,4,38.8,-77.3,51059.0
fairfax,VA,fairfax city,1,38.8,-77.3,51600.0
fairfax,VT,chittenden,2,44.7,-73.0,50007.0
fairfield,NE,clay,3,40.4,-98.1,31035.0
fairhaven,MA,bristol,1,41.6,-70.9,25005.0
fairlee,VT,orange,36,43.9,-72.2,50017.0
fairmont,WV,marion,16,39.5,-80.1,54049.0
fairview,NC,buncombe,6,35.5,-82.4,37021.0
falcon,NC,cumberland,1,35.2,-78.7,37051.0
falls church,VA,fairfax,49,38.9,-77.2,51059.0
falls church,VA,falls church city,7,38.9,-77.2,51610.0
fallston,MD,harford,1,39.5,-76.4,24025.0
falmouth,MA,barnstable,32,41.6,-70.6,25001.0
farmington,ME,franklin,3,44.7,-70.1,23007.0
fayetteville,AR,washington,104,36.0,-94.1,5143.0
fayetteville,NC,cumberland,574,35.0,-78.7,37051.0
fayetteville,OH,brown,3,39.2,-83.9,39015.0
fayetteville,WV,fayette,30,38.0,-81.0,54019.0
feasterville trevose,PA,bucks,42,40.1,-75.0,42017.0
fernandina beach,FL,nassau,18,30.6,-81.5,12089.0
fincastle,VA,botetourt,2,37.5,-79.9,51023.0
fishers,IN,hamilton,10,40.0,-86.0,18057.0
flagstaff,AZ,coconino,28,35.5,-111.7,4005.0
flint,MI,genesee,26,43.0,-83.7,26049.0
florence,IN,switzerland,1,38.8,-84.9,18155.0
florence,KY,boone,3,39.0,-84.7,21015.0
florence,SC,florence,2,34.2,-79.8,45041.0
floresville,TX,wilson,7,29.2,-98.2,48493.0
flower mound,TX,denton,18,33.0,-97.1,48121.0
flowery branch,GA,hall,42,34.2,-83.9,13139.0
forest,VA,bedford,10,37.4,-79.3,51019.0
forest city,IA,winnebago,22,43.3,-93.6,19189.0
fort myers,FL,lee,8,26.6,-81.9,12071.0
fort smith,AR,sebastian,4,35.4,-94.4,5131.0
fort walton beach,FL,okaloosa,174,30.4,-86.6,12091.0
fort wayne,IN,allen,11,41.1,-85.2,18003.0
fort worth,TX,tarrant,770,32.8,-97.3,48439.0
fountain hills,AZ,maricopa,3,33.6,-111.7,4013.0
fox lake,WI,dodge,1,43.6,-88.9,55027.0
franklin,KY,simpson,2,36.7,-86.6,21213.0
franklin,NC,macon,154,35.2,-83.4,37113.0
franklin,NY,delaware,4,42.3,-75.1,36025.0
franklin,TN,williamson,24,35.9,-86.9,47187.0
frederick,OK,tillman,1,34.5,-99.0,40141.0
fredericksburg,TX,gillespie,11,30.3,-98.9,48171.0
fredonia,NY,chautauqua,2,42.4,-79.3,36013.0
freeburg,IL,st. clair,1,38.4,-89.9,17163.0
freeport,ME,cumberland,20,43.9,-70.1,23005.0
fremont,CA,alameda,2,37.6,-122.0,6001.0
frewsburg,NY,chautauqua,1,42.0,-79.1,36013.0
friendswood,TX,galveston,14,29.5,-95.2,48167.0
fulshear,TX,fort bend,12,29.7,-95.9,48157.0
gadsden,AL,etowah,25,34.0,-85.9,1055.0
gaines,PA,tioga,12,41.7,-77.5,42117.0
gainesville,FL,alachua,180,29.6,-82.3,12001.0
gainesville,TX,cooke,12,33.7,-97.1,48097.0
gainesville,VA,prince william,26,38.8,-77.6,51153.0
gaithersburg,MD,montgomery,9,39.1,-77.2,24031.0
galena,MD,kent,16,39.3,-75.9,24029.0
galveston,TX,galveston,56,29.3,-94.8,48167.0
garden city,MI,wayne,1,42.3,-83.3,26163.0
gardendale,AL,jefferson,7,33.7,-86.8,1073.0
gardnerville,NV,douglas,12,38.8,-119.6,32005.0
gates,NC,gates,15,36.5,-76.8,37073.0
gause,TX,milam,30,30.8,-96.7,48331.0
georges mills,NH,sullivan,1,43.4,-72.1,33019.0
georgetown,ME,sagadahoc,6,43.8,-69.8,23023.0
getzville,NY,erie,1,43.0,-78.8,36029.0
gillett,PA,bradford,21,42.0,-76.8,42015.0
glen burnie,MD,anne arundel,8,39.2,-76.6,24003.0
glen wild,NY,sullivan,1,41.7,-74.6,36105.0
godfrey,IL,madison,3,39.0,-90.2,17119.0
goffstown,NH,hillsborough,7,43.1,-71.6,33011.0
goleta,CA,santa barbara,15,34.4,-119.9,6083.0
goshen,CT,litchfield,2,41.9,-73.2,9005.0
goshen,NY,orange,20,41.4,-74.3,36071.0
grafton,IL,jersey,9,39.0,-90.4,17083.0
graham,NC,alamance,1,36.0,-79.3,37001.0
graham,TX,young,1,33.1,-98.6,48503.0
granby,MA,hampshire,2,42.3,-72.5,25015.0
grand forks,ND,grand forks,2,47.9,-97.1,38035.0
grand isle,LA,jefferson,1,29.2,-90.0,
granger,IN,st. joseph,2,41.7,-86.1,18141.0
granite falls,NC,caldwell,10,35.8,-81.4,37027.0
granville,OH,licking,1,40.1,-82.5,39089.0
grapevine,TX,tarrant,1,32.9,-97.1,48439.0
grass lake,MI,jackson,3,42.3,-84.2,26075.0
grayling,MI,crawford,8,44.7,-84.6,26039.0
green lake,WI,green lake,3,43.9,-89.0,55047.0
greenbush,MI,alcona,1,44.5,-83.4,26001.0
greenfield,IN,hancock,36,39.8,-85.8,18059.0
greenfield center,NY,saratoga,18,43.1,-73.9,36091.0
greensboro,NC,guilford,713,36.1,-79.8,37081.0
greenville,MS,washington,35,33.3,-91.0,28151.0
greenville,NC,pitt,4,35.7,-77.4,37147.0
greenville,NH,hillsborough,162,42.7,-71.8,33011.0
greenville,SC,greenville,70,34.8,-82.4,45045.0
greenwich,CT,fairfield,9,41.0,-73.6,9001.0
greenwood,IN,johnson,9,39.6,-86.1,18081.0
greenwood,SC,greenwood,36,34.1,-82.2,45047.0
gretna,LA,jefferson,4,29.9,-90.0,
greybull,WY,big horn,1,44.6,-108.2,56003.0
groton,MA,middlesex,6,42.6,-71.6,25017.0
grottoes,VA,rockingham,1,38.2,-78.8,51165.0
groveland,MA,essex,2,42.8,-71.0,25009.0
gualala,CA,mendocino,2,38.8,-123.4,6045.0
guerneville,CA,sonoma,2,38.5,-123.0,6097.0
gulf breeze,FL,santa rosa,186,30.4,-87.1,12113.0
gulfport,MS,harrison,232,30.4,-89.1,28047.0
guy,TX,fort bend,5,29.3,-95.8,48157.0
hahira,GA,lowndes,1,31.0,-83.4,13185.0
half moon bay,CA,san mateo,2,37.5,-122.4,6081.0
halifax,MA,plymouth,2,42.0,-70.9,25023.0
halifax,PA,dauphin,20,40.5,-76.8,42043.0
hammonton,NJ,atlantic,30,39.5,-74.9,34001.0
hampton,NH,rockingham,40,42.9,-70.8,33015.0
hampton,VA,hampton city,16,37.0,-76.4,51650.0
hampton,VA,york,16,37.0,-76.4,51199.0
hampton bays,NY,suffolk,15,40.9,-72.5,36103.0
hancock,ME,hancock,3,44.5,-68.2,23009.0
hancock,NH,hillsborough,5,43.0,-72.0,33011.0
hanover,NH,grafton,22,43.7,-72.3,33009.0
harlingen,TX,cameron,36,26.2,-97.7,48061.0
harrisburg,PA,dauphin,54,40.3,-76.8,42043.0
harrisville,MI,alcona,16,44.6,-83.4,26001.0
harrisville,NH,cheshire,1,42.9,-72.1,33005.0
hartford,AR,sebastian,4,35.0,-94.4,5131.0
