City,State/Province,County,Date,year,month,day,season,Count,Latitude,Longitude,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
ACWORTH,GA,CHEROKEE,2012-08-26,2012,8,26,Summer,1,34.0,-84.7,,,,,,,,,,,,,,,
ACWORTH,GA,COBB,2012-08-26,2012,8,26,Summer,2,34.0,-84.7,360.0,147.0,204.0,8.0,1.0,0.0,0.0,154.0,70.0,53.0,0.0,0.0,96.0,264.0,0.0
ADEL,GA,COOK,2012-01-22,2012,1,22,Winter,1,31.1,-83.4,,,,,,,,,,,,,,,
ALEXANDER CITY,AL,TALLAPOOSA,2012-10-03,2012,10,3,Fall,20,32.9,-86.0,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-08-24,2012,8,24,Summer,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-08-28,2012,8,28,Summer,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-08-30,2012,8,30,Summer,42,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-08-31,2012,8,31,Summer,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-09-08,2012,9,8,Fall,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-09-12,2012,9,12,Fall,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-09-18,2012,9,18,Fall,21,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-09-22,2012,9,22,Fall,21,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-09-30,2012,9,30,Fall,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2012-10-23,2012,10,23,Fall,14,32.5,-99.7,,,,,,,,,,,,,,,
Accord,NY,ULSTER,2012-09-25,2012,9,25,Fall,5,41.8,-74.2,354.0,315.0,38.0,1.0,0.0,0.0,0.0,101.0,51.0,36.0,0.0,0.0,354.0,0.0,0.0
Acworth,GA,CHEROKEE,2012-09-26,2012,9,26,Fall,1,34.0,-84.7,,,,,,,,,,,,,,,
Acworth,GA,CHEROKEE,2012-10-02,2012,10,2,Fall,2,34.0,-84.7,,,,,,,,,,,,,,,
Acworth,GA,CHEROKEE,2012-10-06,2012,10,6,Fall,1,34.0,-84.7,,,,,,,,,,,,,,,
Acworth,GA,CHEROKEE,2012-10-11,2012,10,11,Fall,1,34.0,-84.7,,,,,,,,,,,,,,,
Acworth,GA,COBB,2012-09-26,2012,9,26,Fall,2,34.0,-84.7,360.0,147.0,204.0,8.0,1.0,0.0,0.0,154.0,70.0,53.0,0.0,0.0,96.0,264.0,0.0
Acworth,GA,COBB,2012-10-02,2012,10,2,Fall,4,34.0,-84.7,360.0,147.0,204.0,8.0,1.0,0.0,0.0,154.0,70.0,53.0,0.0,0.0,96.0,264.0,0.0
Acworth,GA,COBB,2012-10-06,2012,10,6,Fall,2,34.0,-84.7,360.0,147.0,204.0,8.0,1.0,0.0,0.0,154.0,70.0,53.0,0.0,0.0,96.0,264.0,0.0
Acworth,GA,COBB,2012-10-11,2012,10,11,Fall,2,34.0,-84.7,360.0,147.0,204.0,8.0,1.0,0.0,0.0,154.0,70.0,53.0,0.0,0.0,96.0,264.0,0.0
Akron,MI,TUSCOLA,2012-08-29,2012,8,29,Summer,11,43.6,-83.5,348.0,288.0,45.0,14.0,1.0,0.0,0.0,159.0,74.0,34.0,0.0,0.0,344.0,0.0,4.0
Albuquerque,NM,BERNALILLO,2012-08-04,2012,8,4,Summer,15,35.1,-106.6,366.0,67.0,274.0,23.0,1.0,1.0,0.0,291.0,96.0,62.0,0.0,1.0,176.0,166.0,23.0
