Town,State/Province,County,Count,Latitude,Longitude,FIPS
abbeville,SC,abbeville,1,34.2,-82.4,45001.0
aberdeen proving ground,MD,harford,2,39.5,-76.1,24025.0
abilene,TX,taylor,266,32.6,-99.7,48441.0
abingdon,VA,washington,14,36.7,-82.0,51191.0
abington,PA,montgomery,15,40.1,-75.1,42091.0
acworth,GA,cherokee,2,34.0,-84.7,13057.0
acworth,GA,cobb,4,34.0,-84.7,13067.0
ada,MI,kent,8,43.0,-85.5,26081.0
adairsville,GA,bartow,1,34.4,-84.9,13015.0
adams,MA,berkshire,1,42.6,-73.1,25003.0
adams,MN,mower,20,43.6,-92.7,27099.0
adams,NY,jefferson,6,43.8,-76.0,36045.0
afton,NY,chenango,8,42.2,-75.5,36017.0
afton,OK,ottawa,6,36.6,-94.9,40115.0
afton,VA,nelson,7,38.0,-78.8,51125.0
aiken,SC,aiken,15,33.5,-81.7,45003.0
akeley,MN,hubbard,12,47.0,-94.7,27057.0
akron,CO,washington,2,39.9,-103.3,8121.0
akron,OH,summit,126,41.2,-81.6,39153.0
alabaster,AL,shelby,6,33.2,-86.8,1117.0
alachua,FL,alachua,2,29.7,-82.5,12001.0
alameda,CA,alameda,4,37.8,-122.3,6001.0
alamogordo,NM,otero,4,32.9,-106.0,35035.0
albany,CA,alameda,3,37.9,-122.3,6001.0
albany,GA,dougherty,1720,31.5,-84.4,13095.0
albany,NY,albany,276,42.7,-73.8,36001.0
albany,VT,orleans,3,44.7,-72.3,50019.0
albany,WI,green,3,42.7,-89.5,55045.0
albertson,NY,nassau,2,40.8,-73.6,36059.0
albion,IN,noble,36,41.3,-85.4,18113.0
albuquerque,NM,bernalillo,135,35.1,-106.6,35001.0
alcoa,TN,blount,1,35.8,-84.0,47009.0
alden,MI,antrim,3,44.9,-85.3,26009.0
alexander,NC,buncombe,16,35.7,-82.6,37021.0
alexandria,MO,clark,2,40.4,-91.5,29045.0
alexandria,VA,alexandria city,341,38.8,-77.1,51510.0
alexandria,VA,fairfax,310,38.8,-77.1,51059.0
algoma,WI,kewaunee,12,44.7,-87.4,55061.0
alleman,IA,polk,10,41.8,-93.6,19153.0
allen,TX,collin,51,33.1,-96.7,48085.0
allen park,MI,wayne,6,42.2,-83.2,26163.0
allenton,MI,st. clair,20,42.9,-82.9,26147.0
alma,MI,gratiot,1,43.4,-84.7,26057.0
alma,WI,buffalo,8,44.3,-91.9,55011.0
alma center,WI,jackson,2,44.4,-90.9,55053.0
almond,NC,swain,6,35.4,-83.5,37173.0
almond,WI,portage,1,44.3,-89.3,55097.0
alpena,MI,alpena,1,45.2,-83.5,26007.0
alpha,IL,henry,1,41.2,-90.4,17073.0
alpharetta,GA,fulton,3,34.1,-84.3,13121.0
alpine,AL,talladega,1,33.5,-86.3,1121.0
alpine,UT,utah,6,40.5,-111.8,49049.0
alto,MI,kent,1,42.9,-85.4,26081.0
alton,IL,madison,4,38.9,-90.2,17119.0
altoona,PA,blair,1,40.5,-78.4,42013.0
alturas,CA,modoc,4,41.5,-120.5,6049.0
alvarado,TX,johnson,5,32.4,-97.2,48251.0
alvin,TX,brazoria,3,29.4,-95.2,48039.0
amarillo,TX,potter,232,35.2,-101.8,48375.0
amarillo,TX,randall,116,35.2,-101.8,48381.0
american fork,UT,utah,504,40.4,-111.8,49049.0
ames,IA,story,28,42.0,-93.6,19169.0
ames,OK,major,1,36.2,-98.2,40093.0
amherst,MA,hampshire,40,42.3,-72.5,25015.0
amherst,NH,hillsborough,1,42.9,-71.6,33011.0
amherst,OH,lorain,7,41.4,-82.2,39093.0
amherst,VA,amherst,8,37.6,-79.0,
amherst,WI,portage,7,44.4,-89.3,55097.0
amherst junction,WI,portage,3,44.5,-89.3,55097.0
amityville,NY,suffolk,4,40.7,-73.4,36103.0
anderson,MO,mcdonald,3,36.6,-94.4,29119.0
anderson,SC,anderson,38,34.6,-82.6,45007.0
andes,NY,delaware,6,42.1,-74.8,36025.0
andover,KS,butler,1,37.7,-97.1,20015.0
andover,MA,essex,21,42.6,-71.1,25009.0
andover,MN,anoka,110,45.2,-93.3,27003.0
angel fire,NM,colfax,4,36.3,-105.1,35007.0
angier,NC,harnett,2,35.5,-78.7,37085.0
angleton,TX,brazoria,14,29.3,-95.7,48039.0
angola,NY,erie,2,42.6,-79.1,36029.0
anguilla,MS,sharkey,12,33.0,-90.8,28125.0
anmoore,WV,harrison,1,39.3,-80.3,54033.0
ann arbor,MI,washtenaw,319,42.3,-83.8,26161.0
anna,TX,collin,14,33.4,-96.5,48085.0
anna maria,FL,manatee,1,27.5,-82.7,12081.0
annandale,MN,wright,1,45.2,-94.1,27171.0
annandale,VA,fairfax,3,38.8,-77.2,51059.0
annapolis,MD,anne arundel,110,38.9,-76.5,24003.0
anniston,AL,calhoun,20,33.7,-85.8,1015.0
anson,TX,jones,14,32.7,-99.8,48253.0
ansonia,CT,new haven,5,41.3,-73.1,9009.0
antelope,OR,wasco,2,44.9,-120.5,41065.0
antioch,IL,lake,45,42.5,-88.1,17097.0
antrim,NH,hillsborough,1,43.1,-72.0,33011.0
apache junction,AZ,pinal,6,33.4,-111.5,4021.0
apex,NC,wake,3,35.7,-78.8,37183.0
apollo beach,FL,hillsborough,6,27.8,-82.4,12057.0
apopka,FL,orange,2,28.7,-81.5,12095.0
appleton,WI,outagamie,50,44.2,-88.4,55087.0
appomattox,VA,appomattox,1,37.4,-78.8,51011.0
aptos,CA,santa cruz,12,37.0,-121.9,6087.0
arapahoe,NC,pamlico,6,35.0,-76.8,37137.0
arcadia,FL,desoto,24,27.2,-81.9,12027.0
arden,NC,buncombe,4,35.5,-82.5,37021.0
ardmore,OK,carter,3,34.2,-97.2,40019.0
ardmore,PA,montgomery,2,40.0,-75.3,42091.0
ardsley,NY,westchester,3,41.0,-73.8,36119.0
arenas valley,NM,grant,2,32.8,-108.2,35017.0
ark,VA,gloucester,2,37.5,-76.5,51073.0
arkadelphia,AR,clark,84,34.1,-93.1,5019.0
arlington,TX,tarrant,192,32.7,-97.1,48439.0
arlington,VA,arlington,68,38.9,-77.1,51013.0
arlington,WI,columbia,2,43.3,-89.4,55021.0
arlington heights,IL,cook,4,42.1,-88.0,17031.0
armuchee,GA,floyd,2,34.4,-85.2,13115.0
arnold,MD,anne arundel,1,39.0,-76.5,24003.0
arroyo grande,CA,san luis obispo,28,35.0,-120.6,6079.0
arvada,CO,jefferson,22,39.8,-105.1,8059.0
asbury park,NJ,monmouth,6,40.2,-74.0,34025.0
ash grove,MO,greene,1,37.3,-93.6,29077.0
ashburn,VA,loudoun,18,39.1,-77.5,51107.0
ashburnham,MA,worcester,2,42.6,-71.9,25027.0
ashby,MN,grant,12,46.0,-95.9,27051.0
asheboro,NC,randolph,1,35.6,-79.8,37151.0
asheville,NC,buncombe,261,35.6,-82.6,37021.0
ashland,KY,boyd,24,38.4,-82.6,21019.0
ashland,NH,grafton,20,43.7,-71.6,33009.0
ashland,NY,greene,1,42.0,-76.7,36039.0
ashland,OR,jackson,4,42.2,-122.5,41029.0
ashland,WI,ashland,10,46.6,-90.9,55003.0
ashtabula,OH,ashtabula,10,41.9,-80.8,39007.0
atascadero,CA,san luis obispo,1,35.4,-120.6,6079.0
atchison,KS,atchison,58,39.6,-95.1,20005.0
athens,GA,clarke,27,34.0,-83.4,13059.0
athens,OH,athens,5,39.3,-82.1,39009.0
atkinson,NH,rockingham,1,42.8,-71.1,33015.0
atlanta,GA,cobb,216,33.8,-84.3,13067.0
atlanta,GA,dekalb,459,33.8,-84.3,13089.0
atlanta,GA,fulton,783,33.8,-84.3,13121.0
atlanta,MI,montmorency,1,45.0,-84.1,26119.0
atlanta,TX,cass,8,33.1,-94.2,48067.0
atmore,AL,escambia,8,31.2,-87.5,1053.0
au sable forks,NY,clinton,6,44.4,-73.7,36019.0
auberry,CA,fresno,2,37.1,-119.5,6019.0
aubrey,TX,denton,6,33.3,-97.0,48121.0
auburn,IN,dekalb,3,41.4,-85.1,18033.0
auburn,NY,cayuga,56,42.9,-76.6,36011.0
auburn,WA,king,3,47.3,-122.2,53033.0
auburndale,FL,polk,1,28.1,-81.8,12105.0
augusta,GA,columbia,14,33.5,-82.1,13073.0
augusta,GA,richmond,28,33.5,-82.1,13245.0
augusta,IL,hancock,1,40.2,-90.9,17067.0
augusta,MI,kalamazoo,2,42.3,-85.4,26077.0
aurora,CO,adams,75,39.7,-104.8,8001.0
aurora,CO,arapahoe,60,39.7,-104.8,8005.0
aurora,IL,dupage,60,41.7,-88.3,17043.0
aurora,IL,kane,80,41.7,-88.3,17089.0
aurora,IL,will,20,41.7,-88.3,17197.0
aurora,MN,st. louis,4,47.4,-92.2,27137.0
austin,MN,mower,8,43.7,-93.0,27099.0
austin,TX,hays,90,30.3,-97.7,48209.0
austin,TX,travis,3870,30.3,-97.7,48453.0
austin,TX,williamson,270,30.3,-97.7,48491.0
austwell,TX,refugio,29,28.4,-96.8,48391.0
averill park,NY,rensselaer,324,42.7,-73.6,36083.0
avon,NC,dare,2,35.4,-75.5,37055.0
avon lake,OH,lorain,40,41.5,-82.0,39093.0
avon park,FL,highlands,2,27.6,-81.5,12055.0
avondale,CO,pueblo,4,37.9,-104.9,8101.0
avondale estates,GA,dekalb,2,33.8,-84.3,13089.0
azalea,OR,douglas,3,42.8,-123.1,41019.0
azusa,CA,los angeles,12,34.1,-117.9,6037.0
babylon,NY,suffolk,232,40.6,-73.4,36103.0
baileys harbor,WI,door,6,45.0,-87.1,55029.0
bainbridge,NY,chenango,20,42.3,-75.5,36017.0
bainbridge,OH,ross,1,39.2,-83.3,39141.0
bakersfield,CA,kern,9,35.4,-119.0,6029.0
bakersville,NC,mitchell,1,36.0,-82.1,37121.0
baldwinsville,NY,onondaga,54,43.1,-76.3,36067.0
ball ground,GA,cherokee,9,34.4,-84.3,13057.0
ballston lake,NY,saratoga,10,42.9,-73.8,36091.0
ballwin,MO,st. louis,77,38.6,-90.5,29189.0
balsam grove,NC,transylvania,1,35.2,-82.9,37175.0
baltimore,MD,anne arundel,22,39.3,-76.6,24003.0
baltimore,MD,baltimore,33,39.3,-76.6,24005.0
baltimore,MD,baltimore city,418,39.3,-76.6,24510.0
bangor,ME,penobscot,8,44.8,-68.8,23019.0
bangor,MI,van buren,1,42.3,-86.1,26159.0
bar harbor,ME,hancock,21,44.3,-68.2,23009.0
baraboo,WI,sauk,28,43.5,-89.7,55111.0
bark river,MI,delta,6,45.8,-87.4,26041.0
barnegat light,NJ,ocean,6,39.7,-74.1,34029.0
barnesville,MN,clay,336,46.7,-96.4,27027.0
barnet,VT,caledonia,25,44.4,-72.1,50005.0
barnstable,MA,barnstable,12,41.7,-70.4,25001.0
barranquitas,PR,barranquitas,4,18.2,-66.3,
barre,VT,washington,162,44.2,-72.4,50023.0
barrington,IL,lake,20,42.2,-88.1,17097.0
barrington,NH,strafford,17,43.2,-71.1,33017.0
barrington,RI,bristol,31,41.8,-71.3,44001.0
bartlesville,OK,washington,40,36.9,-96.0,40147.0
bartlett,IL,dupage,21,42.0,-88.3,17043.0
bartlett,NH,carroll,3,44.1,-71.2,33003.0
bartlett,TX,bell,1,30.8,-97.3,48027.0
basalt,CO,eagle,4,39.4,-107.1,8037.0
bassett,VA,henry,20,36.8,-80.0,51089.0
batavia,IL,kane,10,41.8,-88.3,17089.0
batavia,NY,genesee,50,42.9,-78.2,36037.0
batavia,OH,clermont,2,39.1,-84.2,39025.0
batesville,IN,ripley,28,39.2,-85.3,18137.0
bath,NY,steuben,24,42.3,-77.3,36101.0
baton rouge,LA,east. baton rouge,442,30.4,-91.1,
battle lake,MN,otter tail,2,46.4,-95.7,27111.0
bay city,MI,bay,1,43.7,-83.9,26017.0
bay minette,AL,baldwin,54,30.8,-87.9,1003.0
bay pines,FL,pinellas,2,27.8,-82.8,12103.0
bay village,OH,cuyahoga,6,41.5,-81.9,39035.0
bayfield,WI,bayfield,12,46.8,-90.8,55007.0
bayonne,NJ,hudson,6,40.7,-74.1,34017.0
bayside,TX,refugio,20,28.1,-97.2,48391.0
beach haven,NJ,ocean,42,39.6,-74.2,34029.0
beacon falls,CT,new haven,6,41.4,-73.1,9009.0
beaman,IA,grundy,1,42.2,-92.8,19075.0
bear creek,NC,chatham,2,35.6,-79.4,37037.0
beatrice,AL,monroe,12,31.8,-87.1,1099.0
beaufort,NC,carteret,4,34.7,-76.7,37031.0
beaufort,SC,beaufort,35,32.4,-80.6,45013.0
beaumont,TX,jefferson,49,30.1,-94.2,48245.0
bedford,TX,tarrant,6,32.9,-97.1,48439.0
bedford,VA,bedford,2,37.4,-79.6,51019.0
bel air,MD,harford,4,39.5,-76.3,24025.0
belington,WV,barbour,6,39.1,-79.9,54001.0
bella vista,CA,shasta,77,40.6,-122.2,6089.0
bellaire,TX,harris,5,29.7,-95.5,48201.0
belle chasse,LA,plaquemines,1,29.8,-90.0,
belle plaine,IA,benton,2,41.9,-92.3,19011.0
bellefonte,PA,centre,24,40.9,-77.8,42027.0
belleville,KS,republic,4,39.8,-97.6,20157.0
belleville,NJ,essex,1,40.8,-74.2,34013.0
bellevue,IA,jackson,5,42.3,-90.4,19097.0
bellevue,NE,sarpy,88,41.1,-95.9,31153.0
bellevue,WA,king,24,47.6,-122.2,53033.0
bells,TX,grayson,8,33.6,-96.4,48181.0
bellville,OH,richland,8,40.6,-82.5,39139.0
belmar,NJ,monmouth,11,40.2,-74.0,34025.0
belmont,NC,gaston,2,35.2,-81.0,37071.0
belmont,NH,belknap,14,43.5,-71.5,33001.0
beloit,WI,rock,2,42.5,-89.2,55105.0
belton,TX,bell,12,31.1,-97.5,48027.0
belvidere,IL,boone,8,42.3,-88.9,17007.0
bemidji,MN,beltrami,40,47.5,-94.8,27007.0
benicia,CA,solano,11,38.0,-122.2,6095.0
benton,PA,columbia,12,41.2,-76.3,42037.0
benton city,WA,benton,2,46.3,-119.4,53005.0
benton harbor,MI,berrien,1,42.1,-86.4,26021.0
berkeley,CA,alameda,88,37.9,-122.3,6001.0
berlin,CT,hartford,15,41.6,-72.7,9003.0
berlin,MD,worcester,27,38.2,-75.2,24047.0
berlin,NJ,camden,10,39.8,-74.9,34007.0
berwick,ME,york,2,43.3,-70.8,23031.0
bessie,OK,washita,2,35.3,-99.0,40149.0
bethany beach,DE,sussex,6,38.5,-75.1,10005.0
bethel,VT,windsor,8,43.8,-72.6,50027.0
bethesda,MD,montgomery,72,39.0,-77.1,24031.0
bethlehem,NH,grafton,2,44.3,-71.7,33009.0
bettendorf,IA,scott,21,41.6,-90.5,19163.0
beulah,MI,benzie,2,44.7,-86.1,26019.0
beverly,MA,essex,8,42.6,-70.9,25009.0
beverly hills,FL,citrus,8,28.9,-82.4,12017.0
beverly shores,IN,porter,2,41.7,-86.9,18127.0
biddeford,ME,york,2,43.5,-70.5,23031.0
bidwell,OH,gallia,1,38.9,-82.3,39053.0
big lake,MN,sherburne,1,45.4,-93.7,27141.0
big pine,CA,inyo,5,37.2,-118.3,6027.0
big rapids,MI,mecosta,2,43.7,-85.5,26107.0
big rock,IL,kane,2,41.7,-88.5,17089.0
big sandy,TX,upshur,6,32.6,-95.1,48459.0
billerica,MA,middlesex,1,42.6,-71.3,25017.0
billings,MO,christian,3,37.0,-93.6,29043.0
biloxi,MS,harrison,9,30.4,-88.9,28047.0
binghamton,NY,broome,1054,42.1,-75.9,36007.0
birch run,MI,saginaw,1,43.3,-83.8,26145.0
birdsboro,PA,berks,10,40.2,-75.8,42011.0
birmingham,AL,jefferson,156,33.5,-86.7,1073.0
birmingham,AL,shelby,21,33.5,-86.7,1117.0
bishop,CA,inyo,45,37.4,-118.4,6027.0
bishop,GA,oconee,6,33.8,-83.5,13219.0
bishopville,MD,worcester,44,38.4,-75.1,24047.0
bismarck,ND,burleigh,8,46.8,-100.8,38015.0
bixby,OK,tulsa,18,36.0,-95.9,40143.0
black mountain,NC,buncombe,12,35.6,-82.3,37021.0
blacksburg,VA,montgomery,6,37.2,-80.4,51121.0
blackstone,MA,worcester,4,42.0,-71.5,25027.0
blair,NE,washington,3,41.5,-96.1,31177.0
blair,WI,trempealeau,2,44.3,-91.2,55121.0
blairs mills,PA,huntingdon,6,40.3,-77.7,42061.0
blairstown,MO,henry,61,38.6,-94.0,29083.0
blairstown,NJ,warren,6,40.9,-74.9,34041.0
blanchard,OK,mcclain,4,35.3,-97.7,40087.0
blanco,TX,blanco,2,30.0,-98.3,48031.0
blomkest,MN,kandiyohi,2,44.9,-95.0,27067.0
bloomfield,NJ,essex,76,40.8,-74.2,34013.0
bloomfield hills,MI,oakland,70,42.6,-83.2,26125.0
bloomingdale,NJ,passaic,42,41.0,-74.3,34031.0
bloomington,IL,mclean,144,40.5,-89.0,17113.0
bloomington,IN,monroe,24,39.2,-86.4,18105.0
bloomsburg,PA,columbia,220,41.0,-76.4,42037.0
blossvale,NY,oneida,2,43.2,-75.7,36065.0
blountstown,FL,calhoun,1,30.4,-85.1,12013.0
blountsville,AL,blount,1,34.0,-86.7,1009.0
blue bell,PA,montgomery,8,40.2,-75.3,42091.0
blue eye,MO,stone,1,36.5,-93.5,29209.0
bluemont,VA,clarke,2,39.1,-77.8,51043.0
bluff city,KS,harper,14,37.1,-97.9,20077.0
blythewood,SC,richland,1,34.2,-81.0,45079.0
boca grande,FL,lee,1,26.7,-82.3,12071.0
boca raton,FL,palm beach,5,26.4,-80.1,12099.0
boerne,TX,kendall,288,29.8,-98.9,48259.0
boise,ID,ada,105,43.6,-116.2,16001.0
boise city,OK,cimarron,1,36.7,-102.5,40025.0
bokeelia,FL,lee,4,26.7,-82.1,12071.0
bolingbrook,IL,will,2,41.7,-88.1,17197.0
bolton,MA,worcester,9,42.4,-71.6,25027.0
bolton,MS,hinds,1,32.4,-90.5,28049.0
bonaire,GA,houston,6,32.5,-83.6,13153.0
boone,IA,boone,1,42.0,-93.9,19015.0
boone,NC,watauga,13,36.2,-81.7,37189.0
boonton,NJ,morris,10,40.9,-74.4,34027.0
boothbay,ME,lincoln,1,43.9,-69.7,23015.0
bossier city,LA,bossier,1,32.5,-93.7,
boston,MA,suffolk,60,42.4,-71.1,25025.0
boswell,OK,choctaw,1,34.0,-95.8,40023.0
boulder,CO,boulder,6,40.0,-105.2,8013.0
bound brook,NJ,somerset,2,40.6,-74.6,34035.0
bountiful,UT,davis,10,40.9,-111.8,49011.0
bowdoin,ME,sagadahoc,12,44.0,-70.0,23023.0
bowdoinham,ME,sagadahoc,9,44.1,-69.8,23023.0
bowie,MD,prince georges,205,39.0,-76.7,
bowling green,OH,wood,12,41.4,-83.6,39173.0
boyertown,PA,berks,26,40.3,-75.6,42011.0
boylston,MA,worcester,2,42.4,-71.7,25027.0
boyne city,MI,charlevoix,1,45.2,-85.0,26029.0
boynton beach,FL,palm beach,198,26.5,-80.1,12099.0
boys ranch,TX,oldham,93,35.5,-102.3,48359.0
bradenton,FL,manatee,192,27.4,-82.6,12081.0
