City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI,Temp_Mean
Wellington,FL,palmbeach,2022-01-04,26.7,-80.3,2022,1,4,Winter,14,38.0,66.49166650000001
Orange,TX,orange,2022-01-04,30.1,-93.7,2022,1,4,Winter,2,52.0,48.104167
Tampa,FL,hillsborough,2022-01-04,28.1,-82.5,2022,1,4,Winter,28,40.0,60.479166500000005
New Port Richey,FL,pasco,2022-01-04,28.2,-82.7,2022,1,4,Winter,12,36.0,
Corpus Christi,TX,nueces,2022-01-04,27.8,-97.4,2022,1,4,Winter,5,51.0,58.14583325
Naples,FL,collier,2022-01-04,26.1,-81.8,2022,1,4,Winter,4,42.0,
Tampa,FL,hillsborough,2022-01-04,28.0,-82.6,2022,1,4,Winter,28,40.0,60.479166500000005
Katy,TX,harris,2022-01-04,29.7,-95.8,2022,1,4,Winter,2,65.0,52.06791310526316
Angleton,TX,brazoria,2022-01-04,29.3,-95.7,2022,1,4,Winter,7,38.0,52.708333499999995
Wickenburg,AZ,maricopa,2022-01-04,34.0,-112.8,2022,1,4,Winter,1,119.0,50.041667
Cypress,TX,harris,2022-01-04,30.0,-95.7,2022,1,4,Winter,1,65.0,52.06791310526316
Austwell,TX,refugio,2022-01-04,28.3,-96.9,2022,1,4,Winter,1,,
Richmond,TX,fortbend,2022-01-04,29.7,-95.8,2022,1,4,Winter,6,,
Vinton,LA,calcasieu,2022-01-04,30.2,-93.6,2022,1,4,Winter,1,48.0,
Katy,TX,fortbend,2022-01-04,29.7,-95.8,2022,1,4,Winter,2,,
Palm Beach Gardens,FL,palmbeach,2022-01-04,26.8,-80.1,2022,1,4,Winter,7,38.0,66.49166650000001
Pearland,TX,brazoria,2022-01-04,29.6,-95.2,2022,1,4,Winter,12,38.0,52.708333499999995
Nederland,TX,jefferson,2022-01-04,30.0,-94.0,2022,1,4,Winter,1,42.0,51.208333200000006
Clermont,FL,lake,2022-01-05,28.5,-81.7,2022,1,5,Winter,3,34.0,
College Station,TX,brazos,2022-01-05,30.6,-96.3,2022,1,5,Winter,4,27.0,58.666667
Florence,AZ,pinal,2022-01-05,33.0,-111.4,2022,1,5,Winter,2,61.0,
Houston,TX,harris,2022-01-05,29.8,-95.4,2022,1,5,Winter,86,77.0,63.98345305263158
Houston,TX,harris,2022-01-05,29.7,-95.4,2022,1,5,Winter,43,77.0,63.98345305263158
Lafayette,LA,lafayette,2022-01-05,30.2,-92.1,2022,1,5,Winter,6,53.0,
Fort Myers,FL,lee,2022-01-05,26.5,-81.9,2022,1,5,Winter,56,37.0,
Jacksonville,FL,saintjohns,2022-01-05,30.3,-81.5,2022,1,5,Winter,4,,
El Segundo,CA,losangeles,2022-01-05,33.9,-118.4,2022,1,5,Winter,5,95.0,55.67564092307692
Houston,TX,harris,2022-01-05,29.6,-95.1,2022,1,5,Winter,86,77.0,63.98345305263158
San Antonio,TX,comal,2022-01-05,29.5,-98.5,2022,1,5,Winter,12,,
Jacksonville,FL,duval,2022-01-05,30.3,-81.5,2022,1,5,Winter,22,44.0,62.720833
Houston,TX,fortbend,2022-01-05,29.7,-95.4,2022,1,5,Winter,1,,
Tomball,TX,harris,2022-01-05,30.0,-95.6,2022,1,5,Winter,6,77.0,63.98345305263158
San Antonio,TX,comal,2022-01-05,29.6,-98.5,2022,1,5,Winter,3,,
Nederland,TX,jefferson,2022-01-05,30.0,-94.0,2022,1,5,Winter,3,37.0,64.275
Alvin,TX,brazoria,2022-01-05,29.4,-95.2,2022,1,5,Winter,2,33.0,63.083333
San Antonio,TX,bexar,2022-01-05,29.5,-98.5,2022,1,5,Winter,128,63.0,57.69444433333334
San Antonio,TX,bexar,2022-01-05,29.6,-98.5,2022,1,5,Winter,32,63.0,57.69444433333334
Palacios,TX,matagorda,2022-01-05,28.7,-96.2,2022,1,5,Winter,5,,
Corpus Christi,TX,nueces,2022-01-05,27.8,-97.4,2022,1,5,Winter,15,49.0,65.51041649999999
New Iberia,LA,iberia,2022-01-05,30.0,-91.8,2022,1,5,Winter,1,,
Houston,TX,fortbend,2022-01-05,29.8,-95.4,2022,1,5,Winter,2,,
Cocoa,FL,brevard,2022-01-05,28.5,-80.8,2022,1,5,Winter,3,39.0,68.791667
Houston,TX,fortbend,2022-01-05,29.6,-95.1,2022,1,5,Winter,2,,
Tampa,FL,hillsborough,2022-01-05,27.9,-82.5,2022,1,5,Winter,28,41.0,64.625
Port Isabel,TX,cameron,2022-01-05,26.1,-97.5,2022,1,5,Winter,7,41.0,68.06944466666667
League City,TX,galveston,2022-01-05,29.5,-95.1,2022,1,5,Winter,1,27.0,64.75
Magnolia,TX,montgomery,2022-01-05,30.1,-95.8,2022,1,5,Winter,10,51.0,59.458333
Richmond,TX,fortbend,2022-01-05,29.7,-95.8,2022,1,5,Winter,18,,
Oviedo,FL,seminole,2022-01-05,28.7,-81.2,2022,1,5,Winter,2,37.0,64.791667
Ocala,FL,marion,2022-01-05,29.2,-82.1,2022,1,5,Winter,2,44.0,
Orange,TX,orange,2022-01-05,30.1,-93.7,2022,1,5,Winter,4,36.0,61.5
Friendswood,TX,galveston,2022-01-05,29.6,-95.2,2022,1,5,Winter,2,27.0,64.75
Tampa,FL,hillsborough,2022-01-05,28.1,-82.5,2022,1,5,Winter,56,41.0,64.625
Boynton Beach,FL,palmbeach,2022-01-05,26.5,-80.1,2022,1,5,Winter,30,37.0,71.4708335
Webster,TX,harris,2022-01-05,29.6,-95.1,2022,1,5,Winter,6,77.0,63.98345305263158
Webster,TX,harris,2022-01-05,29.5,-95.1,2022,1,5,Winter,2,77.0,63.98345305263158
Dunedin,FL,pinellas,2022-01-05,28.0,-82.8,2022,1,5,Winter,1,38.0,63.416667
Rockport,TX,aransas,2022-01-05,28.1,-97.0,2022,1,5,Winter,8,,
Largo,FL,pinellas,2022-01-06,27.9,-82.8,2022,1,6,Winter,4,44.0,64.125
Pearland,TX,brazoria,2022-01-06,29.6,-95.3,2022,1,6,Winter,6,43.0,62.145833
Ponte Vedra Beach,FL,saintjohns,2022-01-06,30.1,-81.4,2022,1,6,Winter,3,,
Naples,FL,collier,2022-01-06,26.1,-81.8,2022,1,6,Winter,8,42.0,
Dickinson,TX,galveston,2022-01-06,29.5,-95.1,2022,1,6,Winter,2,44.0,64.125
Katy,TX,fortbend,2022-01-06,29.7,-95.8,2022,1,6,Winter,4,,
Boynton Beach,FL,palmbeach,2022-01-06,26.5,-80.1,2022,1,6,Winter,6,47.0,69.4833335
Venice,FL,sarasota,2022-01-06,27.1,-82.3,2022,1,6,Winter,1,42.0,63.875
West Palm Beach,FL,palmbeach,2022-01-06,26.7,-80.3,2022,1,6,Winter,72,47.0,69.4833335
Orange,TX,orange,2022-01-06,30.1,-93.7,2022,1,6,Winter,2,36.0,61.1875
Jacksonville,FL,duval,2022-01-06,30.3,-81.8,2022,1,6,Winter,22,58.0,60.858332999999995
Green Valley,AZ,pima,2022-01-06,31.8,-111.0,2022,1,6,Winter,3,54.0,50.579166799999996
Katy,TX,harris,2022-01-06,29.7,-95.8,2022,1,6,Winter,4,57.0,61.69736847368421
Lafayette,LA,lafayette,2022-01-06,30.2,-92.1,2022,1,6,Winter,3,31.0,
Wallisville,TX,chambers,2022-01-06,29.8,-94.8,2022,1,6,Winter,3,,61.541667
Eastpoint,FL,franklin,2022-01-06,29.7,-84.9,2022,1,6,Winter,4,,
Webster,TX,harris,2022-01-06,29.6,-95.1,2022,1,6,Winter,6,57.0,61.69736847368421
Fort Myers,FL,lee,2022-01-06,26.5,-81.9,2022,1,6,Winter,32,44.0,
Beaumont,TX,jefferson,2022-01-06,29.9,-94.3,2022,1,6,Winter,7,49.0,62.2083334
Clearwater,FL,pinellas,2022-01-06,28.0,-82.8,2022,1,6,Winter,3,44.0,64.125
Ocala,FL,marion,2022-01-06,29.1,-82.1,2022,1,6,Winter,4,54.0,
Ocklawaha,FL,marion,2022-01-06,29.0,-81.9,2022,1,6,Winter,4,54.0,
Jacksonville,FL,saintjohns,2022-01-06,30.3,-81.8,2022,1,6,Winter,4,,
Fort Myers,FL,lee,2022-01-07,26.5,-81.9,2022,1,7,Winter,24,55.0,
Melbourne,FL,brevard,2022-01-07,28.1,-80.6,2022,1,7,Winter,11,49.0,67.125
Houston,TX,fortbend,2022-01-07,29.7,-95.4,2022,1,7,Winter,1,,
Clearwater,FL,pinellas,2022-01-07,28.0,-82.8,2022,1,7,Winter,3,49.0,68.25
Avon Park,FL,highlands,2022-01-07,27.6,-81.5,2022,1,7,Winter,1,38.0,
Yankeetown,FL,levy,2022-01-07,29.0,-82.7,2022,1,7,Winter,1,,
Jacksonville,FL,saintjohns,2022-01-07,30.2,-81.6,2022,1,7,Winter,8,,
Miami,FL,miami-dade,2022-01-07,25.6,-80.5,2022,1,7,Winter,136,54.0,72.55625
Jacksonville,FL,duval,2022-01-07,30.2,-81.6,2022,1,7,Winter,44,52.0,59.36249999999999
Jacksonville,FL,duval,2022-01-07,30.3,-81.7,2022,1,7,Winter,22,52.0,59.36249999999999
Jacksonville,FL,saintjohns,2022-01-07,30.3,-81.7,2022,1,7,Winter,4,,
Houston,TX,harris,2022-01-07,29.7,-95.4,2022,1,7,Winter,43,58.0,45.83114036842105
Cape Coral,FL,lee,2022-01-07,26.7,-82.0,2022,1,7,Winter,7,55.0,
Lady Lake,FL,lake,2022-01-07,28.9,-81.9,2022,1,7,Winter,2,34.0,
Wellington,FL,palmbeach,2022-01-07,26.7,-80.3,2022,1,7,Winter,28,46.0,71.9
Fort Myers,FL,lee,2022-01-08,26.5,-81.9,2022,1,8,Winter,32,44.0,
Orlando,FL,orange,2022-01-08,28.5,-81.4,2022,1,8,Winter,23,39.0,
Houston,TX,fortbend,2022-01-08,30.0,-95.6,2022,1,8,Winter,1,,
Palm Beach Gardens,FL,palmbeach,2022-01-08,26.8,-80.1,2022,1,8,Winter,7,40.0,72.35
Jacksonville,FL,saintjohns,2022-01-08,30.3,-81.7,2022,1,8,Winter,4,,
Sarasota,FL,sarasota,2022-01-08,27.4,-82.5,2022,1,8,Winter,6,38.0,68.291667
Pinellas Park,FL,pinellas,2022-01-08,27.9,-82.7,2022,1,8,Winter,1,44.0,68.5
Houston,TX,fortbend,2022-01-08,29.7,-95.5,2022,1,8,Winter,1,,
Katy,TX,fortbend,2022-01-08,29.7,-95.8,2022,1,8,Winter,2,,
Sarasota,FL,manatee,2022-01-08,27.4,-82.5,2022,1,8,Winter,2,37.0,
Valrico,FL,hillsborough,2022-01-08,27.9,-82.3,2022,1,8,Winter,2,42.0,67.33333350000001
Katy,TX,harris,2022-01-08,29.7,-95.8,2022,1,8,Winter,2,60.0,66.00438594736842
Houston,TX,harris,2022-01-08,30.0,-95.6,2022,1,8,Winter,43,60.0,66.00438594736842
Houston,TX,harris,2022-01-08,29.7,-95.5,2022,1,8,Winter,43,60.0,66.00438594736842
Jacksonville,FL,duval,2022-01-08,30.3,-81.7,2022,1,8,Winter,22,54.0,60.29999999999999
Crystal River,FL,citrus,2022-01-08,28.9,-82.6,2022,1,8,Winter,1,53.0,
Wellington,FL,palmbeach,2022-01-08,26.7,-80.3,2022,1,8,Winter,14,40.0,72.35
Crystal River,FL,citrus,2022-01-08,28.8,-82.6,2022,1,8,Winter,1,53.0,
Lutz,FL,hillsborough,2022-01-08,28.1,-82.5,2022,1,8,Winter,1,42.0,67.33333350000001
Rockport,TX,aransas,2022-01-08,28.0,-97.1,2022,1,8,Winter,4,,
Eastpoint,FL,franklin,2022-01-08,29.7,-84.9,2022,1,8,Winter,4,,
Naples,FL,collier,2022-01-08,26.2,-81.8,2022,1,8,Winter,8,43.0,
Gainesville,FL,alachua,2022-01-08,29.6,-82.3,2022,1,8,Winter,4,39.0,59.416667
Fairhope,AL,baldwin,2022-01-08,30.5,-87.9,2022,1,8,Winter,2,47.0,
Orlando,FL,brevard,2022-01-08,28.5,-81.4,2022,1,8,Winter,3,43.0,70.875
Edinburg,TX,hidalgo,2022-01-08,26.3,-98.2,2022,1,8,Winter,6,70.0,57.333333499999995
Osteen,FL,volusia,2022-01-08,28.8,-81.2,2022,1,8,Winter,6,41.0,68.083333
Clearwater,FL,pinellas,2022-01-08,28.0,-82.7,2022,1,8,Winter,3,44.0,68.5
Cantonment,FL,escambia,2022-01-08,30.5,-87.3,2022,1,8,Winter,1,57.0,54.041667
Clearwater,FL,pinellas,2022-01-08,28.0,-82.8,2022,1,8,Winter,3,44.0,68.5
Deltona,FL,volusia,2022-01-08,28.9,-81.2,2022,1,8,Winter,2,41.0,68.083333
Jacksonville,FL,saintjohns,2022-01-09,30.3,-81.7,2022,1,9,Winter,4,,
Edinburg,TX,hidalgo,2022-01-09,26.3,-98.2,2022,1,9,Winter,6,56.0,73.645833
Houston,TX,fortbend,2022-01-09,29.7,-95.4,2022,1,9,Winter,3,,
Jacksonville,FL,duval,2022-01-09,30.3,-81.7,2022,1,9,Winter,22,53.0,68.85
Seffner,FL,hillsborough,2022-01-09,28.0,-82.3,2022,1,9,Winter,1,46.0,71.458333
Houston,TX,harris,2022-01-09,29.8,-95.5,2022,1,9,Winter,43,57.0,68.46271931578947
Luling,LA,saintcharles,2022-01-09,29.8,-90.3,2022,1,9,Winter,2,,
San Juan,TX,hidalgo,2022-01-09,26.2,-98.1,2022,1,9,Winter,2,56.0,73.645833
Tampa,FL,hillsborough,2022-01-09,28.0,-82.4,2022,1,9,Winter,28,46.0,71.458333
Eastpoint,FL,franklin,2022-01-09,29.7,-84.9,2022,1,9,Winter,4,,
Houston,TX,harris,2022-01-09,29.8,-95.4,2022,1,9,Winter,86,57.0,68.46271931578947
Green Valley,AZ,pima,2022-01-09,31.9,-111.0,2022,1,9,Winter,18,52.0,53.508333300000004
Wellington,FL,palmbeach,2022-01-09,26.7,-80.3,2022,1,9,Winter,28,39.0,73.5479165
Bay Minette,AL,baldwin,2022-01-09,30.8,-87.9,2022,1,9,Winter,3,,
Savannah,GA,chatham,2022-01-09,32.0,-81.0,2022,1,9,Winter,10,48.0,60.6229165
Crowley,LA,acadia,2022-01-09,30.3,-92.4,2022,1,9,Winter,1,,
Orange Park,FL,clay,2022-01-09,30.1,-81.8,2022,1,9,Winter,2,,
Lafayette,LA,lafayette,2022-01-09,30.1,-92.1,2022,1,9,Winter,3,34.0,
Fort Myers,FL,lee,2022-01-09,26.6,-81.9,2022,1,9,Winter,24,40.0,
Houston,TX,fortbend,2022-01-09,29.8,-95.4,2022,1,9,Winter,2,,
Houston,TX,fortbend,2022-01-09,29.8,-95.5,2022,1,9,Winter,1,,
Fort Myers,FL,lee,2022-01-09,26.5,-81.9,2022,1,9,Winter,32,40.0,
Lafayette,LA,lafayette,2022-01-09,30.2,-92.0,2022,1,9,Winter,3,34.0,
Pensacola,FL,escambia,2022-01-09,30.4,-87.2,2022,1,9,Winter,18,52.0,65.208333
Houston,TX,harris,2022-01-09,29.7,-95.4,2022,1,9,Winter,129,57.0,68.46271931578947
Pearland,TX,brazoria,2022-01-09,29.6,-95.3,2022,1,9,Winter,3,23.0,68.708333
Webster,TX,harris,2022-01-10,29.5,-95.1,2022,1,10,Winter,2,34.0,52.74236478947369
Austin,TX,williamson,2022-01-10,30.4,-97.7,2022,1,10,Winter,3,,
Orlando,FL,orange,2022-01-10,28.5,-81.2,2022,1,10,Winter,23,30.0,
Orlando,FL,orange,2022-01-10,28.5,-81.5,2022,1,10,Winter,46,30.0,
