Town,State/Province,County,Count,Latitude,Longitude,FIPS,Count_Normalized
dover,OH,tuscarawas,28,40.5,-81.5,39157.0,0.00170196671709531
downers grove,IL,dupage,6,41.8,-88.0,17043.0,0.0003151790216843167
downingtown,PA,chester,12,40.1,-75.7,42029.0,0.0006933938477054968
doylestown,OH,wayne,5,41.0,-81.7,39169.0,0.0002521432173474534
dracut,MA,middlesex,6,42.7,-71.3,25017.0,0.0003151790216843167
dresden,NY,yates,2,43.6,-73.5,36123.0,6.303580433686334e-05
driftwood,TX,hays,2,30.1,-98.0,48209.0,6.303580433686334e-05
dripping springs,TX,hays,136,30.2,-98.1,48209.0,0.00850983358547655
drumright,OK,creek,5,36.1,-96.6,40037.0,0.0002521432173474534
dryden,MI,lapeer,14,42.9,-83.1,26087.0,0.0008194654563792234
dublin,OH,franklin,1,40.1,-83.1,39049.0,0.0
dublin,TX,erath,72,32.1,-98.4,48143.0,0.004475542107917297
ducktown,TN,polk,1,35.0,-84.4,47139.0,0.0
duluth,GA,fulton,18,34.0,-84.1,13121.0,0.0010716086737266768
duluth,GA,gwinnett,18,34.0,-84.1,13135.0,0.0010716086737266768
duluth,MN,st. louis,77,46.8,-92.1,27137.0,0.004790721129601614
duncan,OK,stephens,12,34.5,-98.0,40137.0,0.0006933938477054968
duncanville,TX,dallas,6,32.7,-96.9,48113.0,0.0003151790216843167
duncombe,IA,webster,24,42.4,-94.0,19187.0,0.0014498234997478569
dundalk,MD,baltimore,15,39.3,-76.5,24005.0,0.0008825012607160867
dundee,NY,yates,1,42.5,-77.0,36123.0,0.0
dunedin,FL,pinellas,12,28.0,-82.8,12103.0,0.0006933938477054968
dunkirk,MD,calvert,3,38.7,-76.7,24009.0,0.0001260716086737267
dupont,IN,jefferson,2,38.9,-85.4,18077.0,6.303580433686334e-05
durango,CO,la plata,5,37.3,-107.9,8067.0,0.0002521432173474534
durant,OK,bryan,40,34.1,-96.5,40013.0,0.0024583963691376704
durham,CT,middlesex,5,41.5,-72.7,9007.0,0.0002521432173474534
durham,NC,durham,100,36.0,-78.9,37063.0,0.006240544629349471
durham,NH,strafford,6,43.1,-70.9,33017.0,0.0003151790216843167
dutch flat,CA,placer,2,39.2,-120.8,6061.0,6.303580433686334e-05
dutch john,UT,daggett,45,40.9,-109.3,49009.0,0.002773575390821987
dyer,IN,lake,5,41.5,-87.5,18089.0,0.0002521432173474534
dyersburg,TN,dyer,1,36.1,-89.4,47045.0,0.0
eagle,ID,ada,34,43.7,-116.3,16001.0,0.00208018154311649
eagle pass,TX,maverick,8,28.7,-100.5,48323.0,0.00044125063035804334
eagle river,WI,vilas,15,45.9,-89.3,55125.0,0.0008825012607160867
eagleville,PA,montgomery,18,40.2,-75.4,42091.0,0.0010716086737266768
east amherst,NY,erie,8,43.0,-78.7,36029.0,0.00044125063035804334
east bend,NC,yadkin,2,36.2,-80.5,37197.0,6.303580433686334e-05
east brunswick,NJ,middlesex,14,40.4,-74.4,34023.0,0.0008194654563792234
east greenbush,NY,rensselaer,10,42.6,-73.7,36083.0,0.0005673222390317701
east hampton,CT,middlesex,4,41.6,-72.5,9007.0,0.00018910741301059002
east lansing,MI,ingham,10,42.7,-84.5,26065.0,0.0005673222390317701
east lyme,CT,new london,4,41.4,-72.2,9011.0,0.00018910741301059002
east meadow,NY,nassau,4,40.7,-73.6,36059.0,0.00018910741301059002
east montpelier,VT,washington,20,44.3,-72.5,50023.0,0.0011976802824004034
east peoria,IL,tazewell,21,40.6,-89.6,17179.0,0.0012607160867372667
east prairie,MO,mississippi,1,36.8,-89.4,29133.0,0.0
east tawas,MI,iosco,70,44.3,-83.4,26069.0,0.00434947049924357
eastham,MA,barnstable,5,41.8,-70.0,25001.0,0.0002521432173474534
easthampton,MA,hampshire,25,42.3,-72.7,25015.0,0.0015128593040847202
eastlake,OH,lake,30,41.7,-81.5,39085.0,0.001828038325769037
eastman,GA,dodge,4,32.1,-83.3,13091.0,0.00018910741301059002
easton,IL,mason,6,40.2,-89.8,17125.0,0.0003151790216843167
easton,MA,bristol,2,42.1,-71.1,25005.0,6.303580433686334e-05
easton,MD,talbot,9,38.7,-76.2,24041.0,0.0005042864346949068
eastpoint,FL,franklin,40,29.7,-84.9,12037.0,0.0024583963691376704
eaton rapids,MI,eaton,2,42.6,-84.7,26045.0,6.303580433686334e-05
eatonton,GA,putnam,22,33.3,-83.4,13237.0,0.00132375189107413
echo,UT,summit,8,41.0,-111.4,49043.0,0.00044125063035804334
eden,MD,worcester,1,38.3,-75.7,24047.0,0.0
eden,NY,erie,3,42.7,-78.9,36029.0,0.0001260716086737267
eden,TX,concho,2,31.2,-99.8,48095.0,6.303580433686334e-05
eden prairie,MN,hennepin,2,44.9,-93.5,27053.0,6.303580433686334e-05
edgartown,MA,dukes,72,41.4,-70.5,25007.0,0.004475542107917297
edgerton,WI,rock,1,42.9,-89.1,55105.0,0.0
edgewater,FL,volusia,2,29.0,-80.9,12127.0,6.303580433686334e-05
edgewater,MD,anne arundel,1,38.9,-76.5,24003.0,0.0
edinboro,PA,erie,3,41.8,-80.1,42049.0,0.0001260716086737267
edinburg,TX,hidalgo,222,26.3,-98.2,48215.0,0.013930912758446799
edisto island,SC,colleton,3,32.5,-80.3,45029.0,0.0001260716086737267
edmond,OK,oklahoma,207,35.7,-97.5,40109.0,0.012985375693393848
edwardsville,IL,madison,528,38.8,-90.0,17119.0,0.03321986888552698
efland,NC,orange,2,36.2,-79.2,37135.0,6.303580433686334e-05
el paso,TX,el paso,13,31.8,-106.5,48141.0,0.0007564296520423601
el reno,OK,canadian,39,35.5,-98.0,40017.0,0.002395360564800807
el segundo,CA,los angeles,84,33.9,-118.4,6037.0,0.005231971759959657
el sobrante,CA,contra costa,9,38.0,-122.3,6013.0,0.0005042864346949068
elberta,AL,baldwin,8,30.4,-87.6,1003.0,0.00044125063035804334
elgin,IL,kane,4,42.0,-88.2,17089.0,0.00018910741301059002
elgin,TX,bastrop,28,30.3,-97.4,48021.0,0.00170196671709531
elizabeth,CO,elbert,2,39.3,-104.6,8039.0,6.303580433686334e-05
elizabethton,TN,carter,6,36.3,-82.2,47019.0,0.0003151790216843167
elk city,OK,beckham,1,35.4,-99.4,40009.0,0.0
elk mound,WI,dunn,1,44.8,-91.7,55033.0,0.0
elkhart,IN,elkhart,42,41.6,-86.0,18039.0,0.002584467977811397
elkhorn,WI,walworth,3,42.7,-88.5,55127.0,0.0001260716086737267
elkins,WV,randolph,3,38.9,-79.8,54083.0,0.0001260716086737267
elkridge,MD,howard,3,39.2,-76.7,24027.0,0.0001260716086737267
elkton,MD,cecil,1,39.6,-75.8,24015.0,0.0
elkton,VA,rockingham,10,38.5,-78.5,51165.0,0.0005673222390317701
ellerbe,NC,richmond,1,35.1,-79.8,37153.0,0.0
ellicott city,MD,howard,40,39.3,-76.9,24027.0,0.0024583963691376704
ellijay,GA,gilmer,4,34.6,-84.4,13123.0,0.00018910741301059002
ellinwood,KS,barton,23,38.4,-98.6,20009.0,0.0013867876954109935
ellisburg,NY,jefferson,57,43.7,-76.2,36045.0,0.0035300050428643467
ellsworth,ME,hancock,10,44.5,-68.4,23009.0,0.0005673222390317701
ellsworth,WI,pierce,36,44.7,-92.3,55093.0,0.0022062531517902167
elm grove,WI,waukesha,3,43.0,-88.1,55133.0,0.0001260716086737267
elmhurst,IL,dupage,2,41.9,-87.9,17043.0,6.303580433686334e-05
elmira,MI,otsego,1,45.0,-84.9,26137.0,0.0
elmore,OH,ottawa,6,41.5,-83.3,39123.0,0.0003151790216843167
ely,NV,white pine,6,39.3,-114.9,32033.0,0.0003151790216843167
elyria,OH,lorain,78,41.3,-82.1,39093.0,0.004853756933938477
emerald isle,NC,carteret,2,34.7,-77.0,37031.0,6.303580433686334e-05
emeryville,CA,alameda,2,37.8,-122.3,6001.0,6.303580433686334e-05
eminence,KY,henry,1,38.4,-85.2,21103.0,0.0
emmett,ID,gem,2,43.9,-116.5,16045.0,6.303580433686334e-05
encinitas,CA,san diego,33,33.0,-117.3,6073.0,0.002017145738779627
endicott,NY,broome,14,42.1,-76.0,36007.0,0.0008194654563792234
enfield,CT,hartford,5,42.0,-72.6,9003.0,0.0002521432173474534
england,AR,lonoke,1,34.5,-92.0,5085.0,0.0
englewood,FL,charlotte,72,26.9,-82.3,12015.0,0.004475542107917297
englewood,FL,sarasota,72,26.9,-82.3,12115.0,0.004475542107917297
englewood,NJ,bergen,1,40.9,-74.0,34003.0,0.0
enid,OK,garfield,50,36.4,-97.9,40047.0,0.0030887544125063034
enterprise,AL,coffee,6,31.4,-85.8,1031.0,0.0003151790216843167
enterprise,UT,washington,11,37.6,-113.7,49053.0,0.0006303580433686334
enumclaw,WA,king,14,47.2,-122.0,53033.0,0.0008194654563792234
erie,MI,monroe,4,41.8,-83.5,26115.0,0.00018910741301059002
erie,PA,erie,312,42.1,-80.0,42049.0,0.0196041351487645
escalon,CA,san joaquin,5,37.8,-121.0,6077.0,0.0002521432173474534
escondido,CA,san diego,14,33.1,-117.1,6073.0,0.0008194654563792234
esko,MN,carlton,7,46.7,-92.4,27017.0,0.00037821482602118004
essex,MA,essex,2,42.6,-70.8,25009.0,6.303580433686334e-05
essex,VT,chittenden,6,44.5,-73.1,50007.0,0.0003151790216843167
etna,NH,grafton,7,43.7,-72.2,33009.0,0.00037821482602118004
euclid,OH,cuyahoga,28,41.6,-81.5,39035.0,0.00170196671709531
eudora,KS,douglas,2,38.9,-95.1,20045.0,6.303580433686334e-05
eugene,OR,lane,6,44.0,-123.1,41039.0,0.0003151790216843167
euless,TX,tarrant,5,32.8,-97.1,48439.0,0.0002521432173474534
eureka,IL,woodford,2,40.7,-89.3,17203.0,6.303580433686334e-05
eureka,SD,mcpherson,5,45.7,-99.3,46089.0,0.0002521432173474534
eureka springs,AR,carroll,7,36.4,-93.7,5015.0,0.00037821482602118004
eustis,FL,lake,5,28.9,-81.6,12069.0,0.0002521432173474534
evans,GA,columbia,1,33.6,-82.1,13073.0,0.0
evanston,IL,cook,90,42.1,-87.7,17031.0,0.005610186585980837
evansville,IN,vanderburgh,84,38.0,-87.6,18163.0,0.005231971759959657
evansville,WI,rock,4,42.8,-89.3,55105.0,0.00018910741301059002
evansville,WY,natrona,1,42.9,-106.2,56025.0,0.0
evergreen park,IL,cook,3,41.7,-87.7,17031.0,0.0001260716086737267
exeter,ME,penobscot,2,45.0,-69.1,23019.0,6.303580433686334e-05
exeter,NH,rockingham,27,43.0,-70.9,33015.0,0.0016389309127584468
export,PA,westmoreland,2,40.4,-79.7,42129.0,6.303580433686334e-05
exton,PA,chester,3,40.0,-75.6,42029.0,0.0001260716086737267
fair oaks,CA,sacramento,2,38.7,-121.2,6067.0,6.303580433686334e-05
fairborn,OH,greene,30,39.8,-84.0,39057.0,0.001828038325769037
fairbury,IL,livingston,84,40.8,-88.5,17105.0,0.005231971759959657
fairfax,CA,marin,3,38.0,-122.6,6041.0,0.0001260716086737267
fairfax,VA,fairfax,16,38.9,-77.3,51059.0,0.0009455370650529501
fairfax,VA,fairfax city,4,38.9,-77.3,51600.0,0.00018910741301059002
fairfield,CT,fairfield,12,41.2,-73.2,9001.0,0.0006933938477054968
fairfield,IA,jefferson,8,41.0,-92.0,19101.0,0.00044125063035804334
fairfield,ME,somerset,4,44.6,-69.6,23025.0,0.00018910741301059002
fairfield,OH,butler,15,39.3,-84.6,39017.0,0.0008825012607160867
fairfield,PA,adams,88,39.8,-77.4,42001.0,0.00548411497730711
fairhope,AL,baldwin,134,30.5,-87.9,1003.0,0.008383761976802824
fairless hills,PA,bucks,4,40.2,-74.8,42017.0,0.00018910741301059002
fairport,NY,monroe,1,43.1,-77.4,36055.0,0.0
fairview,NC,buncombe,3,35.5,-82.4,37021.0,0.0001260716086737267
fairview,OK,major,6,36.3,-98.5,40093.0,0.0003151790216843167
fairview heights,IL,st. clair,4,38.6,-90.0,17163.0,0.00018910741301059002
fall river,WI,columbia,3,43.4,-89.0,55021.0,0.0001260716086737267
falls church,VA,fairfax,63,38.8,-77.2,51059.0,0.003908219868885527
falls church,VA,falls church city,9,38.8,-77.2,51610.0,0.0005042864346949068
falmouth,MA,barnstable,24,41.6,-70.6,25001.0,0.0014498234997478569
falmouth,ME,cumberland,33,43.8,-70.3,23005.0,0.002017145738779627
fargo,ND,cass,55,46.8,-96.8,38017.0,0.00340393343419062
faribault,MN,rice,1,44.3,-93.3,27131.0,0.0
farmersville,TX,collin,1,33.2,-96.4,48085.0,0.0
farmingdale,NY,nassau,25,40.7,-73.4,36059.0,0.0015128593040847202
farmington,AR,washington,2,36.0,-94.3,5143.0,6.303580433686334e-05
farmington,CT,hartford,10,41.7,-72.8,9003.0,0.0005673222390317701
farmington,IL,fulton,4,40.7,-90.0,17057.0,0.00018910741301059002
farmington,ME,franklin,3,44.7,-70.1,23007.0,0.0001260716086737267
farmington,MN,dakota,6,44.6,-93.1,27037.0,0.0003151790216843167
farmington,MO,st. francois,14,37.7,-90.4,29187.0,0.0008194654563792234
farmington,NM,san juan,3,36.7,-108.2,35045.0,0.0001260716086737267
farmington,NY,ontario,6,43.0,-77.4,36069.0,0.0003151790216843167
farmington,PA,fayette,2,39.8,-79.6,42051.0,6.303580433686334e-05
fayette,AL,fayette,10,33.6,-87.9,1057.0,0.0005673222390317701
fayette,MO,howard,4,39.2,-92.7,29089.0,0.00018910741301059002
fayetteville,AR,washington,60,36.1,-94.2,5143.0,0.003719112455874937
fayetteville,NC,cumberland,14,35.1,-79.1,37051.0,0.0008194654563792234
fayetteville,NY,onondaga,2,43.0,-76.0,36067.0,6.303580433686334e-05
fayetteville,PA,franklin,16,39.9,-77.5,42055.0,0.0009455370650529501
fayetteville,TX,fayette,56,29.9,-96.7,48149.0,0.0034669692385274837
federalsburg,MD,caroline,2,38.7,-75.8,24011.0,6.303580433686334e-05
felton,DE,kent,2,39.0,-75.6,10001.0,6.303580433686334e-05
ferdinand,IN,dubois,2,38.2,-86.9,18037.0,6.303580433686334e-05
fernandina beach,FL,nassau,48,30.6,-81.4,12089.0,0.002962682803832577
ferndale,MI,oakland,93,42.5,-83.1,26125.0,0.005799293998991427
festus,MO,jefferson,1,38.1,-90.4,29099.0,0.0
fillmore,CA,ventura,2,34.4,-118.9,6111.0,6.303580433686334e-05
finchville,KY,shelby,2,38.2,-85.3,21211.0,6.303580433686334e-05
finksburg,MD,carroll,2,39.5,-76.9,24013.0,6.303580433686334e-05
firestone,CO,weld,3,40.1,-104.9,8123.0,0.0001260716086737267
fish haven,ID,bear lake,5,42.0,-111.4,16007.0,0.0002521432173474534
fishers,IN,hamilton,4,40.0,-86.0,18057.0,0.00018910741301059002
fishertown,PA,bedford,1,40.1,-78.5,42009.0,0.0
fishkill,NY,dutchess,44,41.5,-74.0,36027.0,0.0027105395864851236
fitzwilliam,NH,cheshire,5,42.8,-72.1,33005.0,0.0002521432173474534
flat rock,MI,wayne,10,42.1,-83.2,26163.0,0.0005673222390317701
flat rock,NC,henderson,3,35.3,-82.4,37089.0,0.0001260716086737267
flatgap,KY,johnson,7,37.9,-82.9,21115.0,0.00037821482602118004
fleming island,FL,clay,28,30.1,-81.7,12019.0,0.00170196671709531
fletcher,NC,henderson,20,35.4,-82.5,37089.0,0.0011976802824004034
flint,TX,smith,3,32.3,-95.4,48423.0,0.0001260716086737267
floral city,FL,citrus,1,28.8,-82.3,12017.0,0.0
florence,AL,lauderdale,8,34.8,-87.6,1077.0,0.00044125063035804334
florence,AZ,pinal,2,33.0,-111.4,4021.0,6.303580433686334e-05
florence,KY,boone,3,39.0,-84.7,21015.0,0.0001260716086737267
florence,MS,rankin,2,32.1,-90.2,28121.0,6.303580433686334e-05
floresville,TX,wilson,7,29.1,-98.2,48493.0,0.00037821482602118004
floris,IA,davis,1,40.9,-92.4,19051.0,0.0
flourtown,PA,montgomery,7,40.1,-75.2,42091.0,0.00037821482602118004
flower mound,TX,denton,60,33.0,-97.1,48121.0,0.003719112455874937
flowery branch,GA,hall,4,34.2,-83.9,13139.0,0.00018910741301059002
foley,AL,baldwin,128,30.4,-87.7,1003.0,0.008005547150781644
folsom,CA,sacramento,10,38.7,-121.2,6067.0,0.0005673222390317701
fond du lac,WI,fond du lac,24,43.8,-88.4,55039.0,0.0014498234997478569
footville,WI,rock,1,42.7,-89.2,55105.0,0.0
forest city,NC,rutherford,18,35.3,-81.8,37161.0,0.0010716086737266768
forestville,CA,sonoma,1,38.5,-122.9,6097.0,0.0
forney,TX,kaufman,12,32.7,-96.5,48257.0,0.0006933938477054968
fort branch,IN,gibson,1,38.3,-87.6,18051.0,0.0
fort collins,CO,larimer,36,40.6,-105.1,8069.0,0.0022062531517902167
fort davis,TX,jeff davis,12,30.5,-103.8,48243.0,0.0006933938477054968
fort defiance,VA,augusta,1,38.2,-78.9,51015.0,0.0
fort dodge,IA,webster,7,42.5,-94.2,19187.0,0.00037821482602118004
fort lauderdale,FL,broward,102,26.1,-80.1,12011.0,0.006366616238023197
fort mill,SC,lancaster,3,35.1,-81.0,45057.0,0.0001260716086737267
fort mill,SC,york,3,35.1,-81.0,45091.0,0.0001260716086737267
fort myers,FL,lee,568,26.6,-81.9,12071.0,0.035741301059001515
fort myers beach,FL,lee,3,26.4,-81.9,12071.0,0.0001260716086737267
fort payne,AL,dekalb,3,34.3,-85.7,1049.0,0.0001260716086737267
fort pierce,FL,st. lucie,3,27.4,-80.3,12111.0,0.0001260716086737267
fort smith,AR,sebastian,52,35.3,-94.4,5131.0,0.0032148260211800304
fort wayne,IN,allen,198,41.2,-85.1,18003.0,0.012418053454362078
fort worth,TX,tarrant,2940,32.8,-97.3,48439.0,0.18526222894604136
fortuna,CA,humboldt,1,40.6,-124.1,6023.0,0.0
fountain hills,AZ,maricopa,3,33.6,-111.7,4013.0,0.0001260716086737267
framingham,MA,middlesex,8,42.3,-71.4,25017.0,0.00044125063035804334
francestown,NH,hillsborough,2,43.0,-71.8,33011.0,6.303580433686334e-05
franconia,NH,grafton,6,44.2,-71.8,33009.0,0.0003151790216843167
frankenmuth,MI,saginaw,8,43.3,-83.7,26145.0,0.00044125063035804334
franklin,KY,simpson,2,36.7,-86.5,21213.0,6.303580433686334e-05
franklin,MI,oakland,4,42.5,-83.3,26125.0,0.00018910741301059002
franklin,NC,macon,70,35.1,-83.5,37113.0,0.00434947049924357
franklin,NH,merrimack,3,43.5,-71.6,33013.0,0.0001260716086737267
franklin,PA,venango,4,41.4,-79.8,42121.0,0.00018910741301059002
franklin,TN,williamson,20,35.9,-86.9,47187.0,0.0011976802824004034
franklin,WI,milwaukee,1,42.9,-88.0,55079.0,0.0
franklin lakes,NJ,bergen,4,41.0,-74.2,34003.0,0.00018910741301059002
frederick,MD,frederick,77,39.4,-77.4,24021.0,0.004790721129601614
fredericksburg,TX,gillespie,77,30.2,-98.9,48171.0,0.004790721129601614
fredericksburg,VA,fredericksburg city,36,38.3,-77.5,51630.0,0.0022062531517902167
fredericksburg,VA,spotsylvania,72,38.3,-77.5,51177.0,0.004475542107917297
fredericksburg,VA,stafford,90,38.3,-77.5,51179.0,0.005610186585980837
fredericktown,MO,madison,75,37.5,-90.4,29123.0,0.004664649520927887
freedom,OK,woods,1,36.8,-99.1,40151.0,0.0
freeport,ME,cumberland,8,43.8,-70.1,23005.0,0.00044125063035804334
freeport,NY,nassau,1,40.6,-73.6,36059.0,0.0
freeport,TX,brazoria,600,28.9,-95.4,48039.0,0.03775844679778114
fremont,NE,dodge,4,41.4,-96.5,31053.0,0.00018910741301059002
fremont,NH,rockingham,1,43.0,-71.1,33015.0,0.0
frenchglen,OR,harney,1,42.8,-118.9,41025.0,0.0
friendsville,PA,susquehanna,3,41.9,-76.0,42115.0,0.0001260716086737267
friendsville,TN,blount,7,35.7,-84.1,47009.0,0.00037821482602118004
friendswood,TX,galveston,7,29.5,-95.2,48167.0,0.00037821482602118004
frisco,TX,collin,5,33.1,-96.8,48085.0,0.0002521432173474534
frisco,TX,denton,5,33.1,-96.8,48121.0,0.0002521432173474534
frost,MN,faribault,3,43.5,-93.9,27043.0,0.0001260716086737267
fullerton,CA,orange,24,33.9,-117.9,6059.0,0.0014498234997478569
fulton,MD,howard,1,39.2,-76.9,24027.0,0.0
fulton,MI,kalamazoo,2,42.1,-85.4,26077.0,6.303580433686334e-05
fulton,NY,oswego,12,43.2,-76.4,36075.0,0.0006933938477054968
fulton,TX,aransas,10,28.1,-97.1,48007.0,0.0005673222390317701
gainesville,FL,alachua,216,29.7,-82.4,12001.0,0.013552697932425618
gainesville,GA,hall,8,34.3,-83.8,13139.0,0.00044125063035804334
gaithersburg,MD,montgomery,36,39.2,-77.2,24031.0,0.0022062531517902167
galesburg,IL,knox,26,41.0,-90.4,17095.0,0.0015758951084215835
galeton,PA,potter,50,41.7,-77.6,42105.0,0.0030887544125063034
gallatin,TN,sumner,3,36.4,-86.4,47165.0,0.0001260716086737267
galliano,LA,lafourche,1,29.4,-90.3,,0.0
galveston,TX,galveston,1428,29.3,-94.8,48167.0,0.08995209278870399
gambrills,MD,anne arundel,2,39.0,-76.7,24003.0,6.303580433686334e-05
gansevoort,NY,saratoga,15,43.2,-73.7,36091.0,0.0008825012607160867
garden,MI,delta,1,45.8,-86.6,26041.0,0.0
garden city,MI,wayne,15,42.3,-83.3,26163.0,0.0008825012607160867
garden city,NY,nassau,6,40.7,-73.6,36059.0,0.0003151790216843167
garden city,UT,rich,3,41.9,-111.4,49033.0,0.0001260716086737267
gardendale,TX,ector,34,32.0,-102.4,48135.0,0.00208018154311649
gardnerville,NV,douglas,12,38.9,-119.7,32005.0,0.0006933938477054968
garland,TX,dallas,12,32.9,-96.6,48113.0,0.0006933938477054968
garner,NC,wake,3,35.7,-78.6,37183.0,0.0001260716086737267
garrettsville,OH,portage,2,41.3,-81.1,39133.0,6.303580433686334e-05
garrison,KY,lewis,1,38.6,-83.1,21135.0,0.0
garrison,ND,mclean,12,47.6,-101.4,38055.0,0.0006933938477054968
garrison,UT,millard,72,39.1,-114.0,49027.0,0.004475542107917297
gary,IN,lake,58,41.6,-87.4,18089.0,0.0035930408472012103
gatlinburg,TN,sevier,4,35.7,-83.5,47155.0,0.00018910741301059002
gause,TX,milam,54,30.7,-96.7,48331.0,0.003340897629853757
gaylord,MI,otsego,8,45.0,-84.8,26137.0,0.00044125063035804334
geary,OK,blaine,4,35.5,-98.2,40011.0,0.00018910741301059002
geneseo,IL,henry,2,41.4,-90.2,17073.0,6.303580433686334e-05
geneva,IL,kane,1,41.9,-88.3,17089.0,0.0
geneva,NY,ontario,3,42.9,-77.1,36069.0,0.0001260716086737267
gentry,AR,benton,2,36.2,-94.5,5007.0,6.303580433686334e-05
georgetown,DE,sussex,3,38.7,-75.4,10005.0,0.0001260716086737267
georgetown,KY,scott,3,38.3,-84.5,21209.0,0.0001260716086737267
georgetown,MA,essex,2,42.7,-71.0,25009.0,6.303580433686334e-05
georgetown,MN,clay,1,47.1,-96.7,27027.0,0.0
georgetown,TX,williamson,32,30.6,-97.7,48491.0,0.0019541099344427635
gerlaw,IL,warren,1,41.0,-90.6,17187.0,0.0
germantown,MD,montgomery,2,39.1,-77.3,24031.0,6.303580433686334e-05
germantown,NY,columbia,8,42.1,-73.8,36021.0,0.00044125063035804334
germantown,WI,washington,4,43.2,-88.1,55131.0,0.00018910741301059002
gerrardstown,WV,berkeley,4,39.4,-78.1,54003.0,0.00018910741301059002
gibsonia,PA,allegheny,1,40.6,-80.0,42003.0,0.0
gifford,IL,champaign,40,40.4,-88.0,17019.0,0.0024583963691376704
gilbert,AZ,maricopa,3,33.3,-111.8,4013.0,0.0001260716086737267
gilboa,NY,schoharie,6,42.4,-74.4,36095.0,0.0003151790216843167
glasgow,MT,valley,3,47.7,-107.3,30105.0,0.0001260716086737267
glasgow,WV,kanawha,6,38.2,-81.4,54039.0,0.0003151790216843167
glastonbury,CT,hartford,9,41.7,-72.5,9003.0,0.0005042864346949068
glen allen,VA,henrico,20,37.7,-77.6,51087.0,0.0011976802824004034
glen carbon,IL,madison,3,38.7,-90.0,17119.0,0.0001260716086737267
glen ellyn,IL,dupage,6,41.9,-88.1,17043.0,0.0003151790216843167
glen ridge,NJ,essex,8,40.8,-74.2,34013.0,0.00044125063035804334
glen rock,NJ,bergen,5,41.0,-74.1,34003.0,0.0002521432173474534
glen rose,TX,somervell,13,32.2,-97.8,48425.0,0.0007564296520423601
glencoe,IL,cook,10,42.1,-87.8,17031.0,0.0005673222390317701
glendale,CA,los angeles,2,34.1,-118.3,6037.0,6.303580433686334e-05
glendora,CA,los angeles,3,34.1,-117.9,6037.0,0.0001260716086737267
glenmoore,PA,chester,6,40.1,-75.8,42029.0,0.0003151790216843167
glenpool,OK,tulsa,17,36.0,-96.0,40143.0,0.0010085728693898135
glenshaw,PA,allegheny,6,40.5,-80.0,42003.0,0.0003151790216843167
glidden,WI,ashland,3,46.1,-90.6,55003.0,0.0001260716086737267
gloucester,VA,gloucester,5,37.5,-76.5,51073.0,0.0002521432173474534
gloucester point,VA,gloucester,12,37.3,-76.5,51073.0,0.0006933938477054968
gloversville,NY,fulton,5,43.1,-74.3,36035.0,0.0002521432173474534
goessel,KS,marion,8,38.2,-97.3,20115.0,0.00044125063035804334
golden valley,AZ,mohave,2,35.2,-114.2,4015.0,6.303580433686334e-05
goldsboro,NC,wayne,6,35.4,-78.0,37191.0,0.0003151790216843167
goochland,VA,goochland,4,37.7,-77.9,51075.0,0.00018910741301059002
gorham,NH,coos,2,44.4,-71.2,33007.0,6.303580433686334e-05
goshen,IN,elkhart,16,41.6,-85.8,18039.0,0.0009455370650529501
goshen,OH,clermont,6,39.3,-84.2,39025.0,0.0003151790216843167
gothenburg,NE,dawson,2,40.9,-100.2,31047.0,6.303580433686334e-05
gould city,MI,mackinac,1,46.1,-85.7,26097.0,0.0
gouldsboro,ME,hancock,66,44.4,-68.0,23009.0,0.004097327281896117
gouldsboro,PA,wayne,210,41.2,-75.5,42127.0,0.013174483106404438
grafton,WI,ozaukee,1,43.3,-88.0,55089.0,0.0
graham,KY,muhlenberg,1,37.2,-87.3,21177.0,0.0
granby,CT,hartford,3,41.9,-72.8,9003.0,0.0001260716086737267
granby,MA,hampshire,1,42.2,-72.6,25015.0,0.0
grand forks,ND,grand forks,2,47.9,-97.1,38035.0,6.303580433686334e-05
grand haven,MI,ottawa,93,43.1,-86.2,26139.0,0.005799293998991427
grand island,NE,hall,10,40.9,-98.3,31079.0,0.0005673222390317701
grand junction,CO,mesa,28,39.1,-108.6,8077.0,0.00170196671709531
grand lake stream,ME,washington,4,45.1,-67.7,23029.0,0.00018910741301059002
grand marais,MN,cook,3,47.7,-90.4,27031.0,0.0001260716086737267
grand marsh,WI,adams,23,43.9,-89.7,55001.0,0.0013867876954109935
grand meadow,MN,mower,42,43.7,-92.6,27099.0,0.002584467977811397
grand prairie,TX,dallas,2,32.7,-97.0,48113.0,6.303580433686334e-05
grand rapids,MI,kent,736,43.0,-85.7,26081.0,0.046331316187594555
grand rapids,OH,wood,12,41.4,-83.9,39173.0,0.0006933938477054968
grandview,TX,johnson,1,32.3,-97.3,48251.0,0.0
granger,IN,st. joseph,2,41.7,-86.2,18141.0,6.303580433686334e-05
granite quarry,NC,rowan,4,35.6,-80.5,37159.0,0.00018910741301059002
grantham,NH,sullivan,1,43.5,-72.1,33019.0,0.0
grants pass,OR,josephine,4,42.4,-123.3,41033.0,0.00018910741301059002
grantsburg,WI,burnett,1,45.8,-92.7,55013.0,0.0
grantville,GA,coweta,1,33.3,-84.9,13077.0,0.0
grapevine,TX,tarrant,36,32.9,-97.1,48439.0,0.0022062531517902167
grasonville,MD,queen annes,3,38.9,-76.2,,0.0001260716086737267
grass lake,MI,jackson,16,42.3,-84.2,26075.0,0.0009455370650529501
