City,State/Province,County,Date,year,month,day,season,Count,Latitude,Longitude,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Aberdeen Proving Ground,MD,HARFORD,2022-04-21,2022,4,21,Spring,2,39.5,-76.1,360.0,262.0,98.0,0.0,0.0,0.0,0.0,97.0,64.0,43.0,0.0,0.0,208.0,152.0,0.0
Abilene,TX,TAYLOR,2022-08-25,2022,8,25,Summer,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2022-09-01,2022,9,1,Fall,14,32.5,-99.8,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2022-09-09,2022,9,9,Fall,7,32.5,-99.7,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2022-09-15,2022,9,15,Fall,28,32.5,-99.8,,,,,,,,,,,,,,,
Abilene,TX,TAYLOR,2022-10-06,2022,10,6,Fall,210,32.6,-99.7,,,,,,,,,,,,,,,
Abingdon,VA,WASHINGTON,2022-08-07,2022,8,7,Summer,4,36.7,-82.0,,,,,,,,,,,,,,,
Abingdon,VA,WASHINGTON,2022-08-20,2022,8,20,Summer,2,36.7,-82.0,,,,,,,,,,,,,,,
Abingdon,VA,WASHINGTON,2022-08-24,2022,8,24,Summer,2,36.7,-82.0,,,,,,,,,,,,,,,
Abingdon,VA,WASHINGTON,2022-09-09,2022,9,9,Fall,2,36.7,-82.0,,,,,,,,,,,,,,,
Abingdon,VA,WASHINGTON,2022-09-12,2022,9,12,Fall,2,36.7,-82.0,,,,,,,,,,,,,,,
Abingdon,VA,WASHINGTON,2022-11-08,2022,11,8,Fall,2,36.7,-82.0,,,,,,,,,,,,,,,
Abington,PA,MONTGOMERY,2022-08-06,2022,8,6,Summer,6,40.1,-75.1,362.0,237.0,124.0,1.0,0.0,0.0,0.0,108.0,61.0,44.0,0.0,0.0,144.0,218.0,0.0
Abington,PA,MONTGOMERY,2022-08-27,2022,8,27,Summer,3,40.1,-75.1,362.0,237.0,124.0,1.0,0.0,0.0,0.0,108.0,61.0,44.0,0.0,0.0,144.0,218.0,0.0
Abington,PA,MONTGOMERY,2022-09-15,2022,9,15,Fall,3,40.1,-75.1,362.0,237.0,124.0,1.0,0.0,0.0,0.0,108.0,61.0,44.0,0.0,0.0,144.0,218.0,0.0
Abington,PA,MONTGOMERY,2022-10-06,2022,10,6,Fall,3,40.1,-75.1,362.0,237.0,124.0,1.0,0.0,0.0,0.0,108.0,61.0,44.0,0.0,0.0,144.0,218.0,0.0
Acworth,GA,COBB,2022-09-12,2022,9,12,Fall,4,34.0,-84.7,285.0,231.0,53.0,1.0,0.0,0.0,0.0,105.0,57.0,40.0,0.0,0.0,193.0,92.0,0.0
Ada,MI,KENT,2022-07-17,2022,7,17,Summer,4,43.0,-85.5,365.0,209.0,152.0,4.0,0.0,0.0,0.0,136.0,68.0,47.0,0.0,2.0,130.0,231.0,2.0
Ada,MI,KENT,2022-07-24,2022,7,24,Summer,2,42.9,-85.5,365.0,209.0,152.0,4.0,0.0,0.0,0.0,136.0,68.0,47.0,0.0,2.0,130.0,231.0,2.0
Ada,MI,KENT,2022-08-11,2022,8,11,Summer,2,43.0,-85.5,365.0,209.0,152.0,4.0,0.0,0.0,0.0,136.0,68.0,47.0,0.0,2.0,130.0,231.0,2.0
Adams,MA,BERKSHIRE,2022-10-06,2022,10,6,Fall,1,42.6,-73.1,365.0,269.0,96.0,0.0,0.0,0.0,0.0,87.0,58.0,42.0,0.0,0.0,176.0,189.0,0.0
Adams,NY,JEFFERSON,2022-09-16,2022,9,16,Fall,6,43.8,-76.0,360.0,352.0,8.0,0.0,0.0,0.0,0.0,84.0,43.0,32.0,0.0,0.0,360.0,0.0,0.0
Afton,OK,OTTAWA,2022-08-21,2022,8,21,Summer,6,36.6,-94.9,365.0,151.0,203.0,6.0,4.0,1.0,0.0,238.0,74.0,53.0,0.0,0.0,101.0,262.0,2.0
Aiken,SC,AIKEN,2022-08-30,2022,8,30,Summer,3,33.5,-81.7,271.0,246.0,25.0,0.0,0.0,0.0,0.0,87.0,50.0,37.0,0.0,0.0,271.0,0.0,0.0
Aiken,SC,AIKEN,2022-11-01,2022,11,1,Fall,3,33.5,-81.7,271.0,246.0,25.0,0.0,0.0,0.0,0.0,87.0,50.0,37.0,0.0,0.0,271.0,0.0,0.0
Aiken,SC,AIKEN,2022-11-06,2022,11,6,Fall,3,33.5,-81.7,271.0,246.0,25.0,0.0,0.0,0.0,0.0,87.0,50.0,37.0,0.0,0.0,271.0,0.0,0.0
Aiken,SC,AIKEN,2022-11-08,2022,11,8,Fall,3,33.5,-81.7,271.0,246.0,25.0,0.0,0.0,0.0,0.0,87.0,50.0,37.0,0.0,0.0,271.0,0.0,0.0
Aiken,SC,AIKEN,2022-11-11,2022,11,11,Fall,3,33.5,-81.7,271.0,246.0,25.0,0.0,0.0,0.0,0.0,87.0,50.0,37.0,0.0,0.0,271.0,0.0,0.0
Akron,CO,WASHINGTON,2022-08-27,2022,8,27,Summer,2,39.9,-103.3,,,,,,,,,,,,,,,
Akron,OH,SUMMIT,2022-09-01,2022,9,1,Fall,21,41.2,-81.6,362.0,231.0,128.0,3.0,0.0,0.0,0.0,133.0,62.0,43.0,0.0,0.0,131.0,231.0,0.0
Akron,OH,SUMMIT,2022-09-02,2022,9,2,Fall,21,41.2,-81.6,362.0,231.0,128.0,3.0,0.0,0.0,0.0,133.0,62.0,43.0,0.0,0.0,131.0,231.0,0.0
Akron,OH,SUMMIT,2022-09-03,2022,9,3,Fall,42,41.1,-81.6,362.0,231.0,128.0,3.0,0.0,0.0,0.0,133.0,62.0,43.0,0.0,0.0,131.0,231.0,0.0
Akron,OH,SUMMIT,2022-09-06,2022,9,6,Fall,21,41.2,-81.6,362.0,231.0,128.0,3.0,0.0,0.0,0.0,133.0,62.0,43.0,0.0,0.0,131.0,231.0,0.0
Akron,OH,SUMMIT,2022-09-07,2022,9,7,Fall,21,41.2,-81.6,362.0,231.0,128.0,3.0,0.0,0.0,0.0,133.0,62.0,43.0,0.0,0.0,131.0,231.0,0.0
Alabaster,AL,SHELBY,2022-08-31,2022,8,31,Summer,6,33.2,-86.8,245.0,225.0,19.0,1.0,0.0,0.0,0.0,105.0,50.0,37.0,0.0,0.0,245.0,0.0,0.0
Alachua,FL,ALACHUA,2022-08-28,2022,8,28,Summer,2,29.7,-82.5,362.0,292.0,70.0,0.0,0.0,0.0,0.0,84.0,54.0,41.0,0.0,0.0,131.0,231.0,0.0
Alameda,CA,ALAMEDA,2022-02-06,2022,2,6,Winter,2,37.8,-122.3,365.0,185.0,175.0,5.0,0.0,0.0,0.0,122.0,70.0,49.0,0.0,2.0,108.0,255.0,0.0
Alameda,CA,ALAMEDA,2022-08-30,2022,8,30,Summer,2,37.8,-122.3,365.0,185.0,175.0,5.0,0.0,0.0,0.0,122.0,70.0,49.0,0.0,2.0,108.0,255.0,0.0
Albany,CA,ALAMEDA,2022-09-04,2022,9,4,Fall,3,37.9,-122.3,365.0,185.0,175.0,5.0,0.0,0.0,0.0,122.0,70.0,49.0,0.0,2.0,108.0,255.0,0.0
Albany,GA,DOUGHERTY,2022-01-01,2022,1,1,Winter,120,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-01-13,2022,1,13,Winter,100,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-01-19,2022,1,19,Winter,80,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-01-26,2022,1,26,Winter,80,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-02-01,2022,2,1,Winter,80,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-02-10,2022,2,10,Winter,200,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-02-12,2022,2,12,Winter,160,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-02-19,2022,2,19,Winter,80,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-02-20,2022,2,20,Winter,120,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-02-25,2022,2,25,Winter,80,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
Albany,GA,DOUGHERTY,2022-03-01,2022,3,1,Spring,80,31.5,-84.4,358.0,180.0,173.0,4.0,1.0,0.0,0.0,151.0,64.0,50.0,0.0,0.0,0.0,358.0,0.0
