City,State/Province,County,Date,Latitude,Longitude,year,month,day,season,Count,AQI,Temp_Mean
Saint Augustine,FL,saintjohns,2013-02-01,29.9,-81.3,2013,2,1,Winter,7,,
Austin,TX,hays,2013-02-01,30.2,-97.7,2013,2,1,Winter,1,,
Corpus Christi,TX,nueces,2013-02-01,27.8,-97.4,2013,2,1,Winter,5,46.0,62.4305555
Fullerton,CA,orange,2013-02-01,33.9,-117.9,2013,2,1,Winter,1,55.0,60.8270835
Austin,TX,williamson,2013-02-01,30.2,-97.7,2013,2,1,Winter,3,,
Austin,TX,travis,2013-02-01,30.2,-97.7,2013,2,1,Winter,43,44.0,56.43055533333334
houston,TX,harris,2013-02-01,29.8,-95.4,2013,2,1,Winter,43,54.0,58.16856054545454
Baton Rouge,LA,eastbatonrouge,2013-02-02,30.4,-91.2,2013,2,2,Winter,17,58.0,55.581944666666665
Claremont,CA,losangeles,2013-02-03,34.1,-117.7,2013,2,3,Winter,1,57.0,62.0203261
Weslaco,TX,hidalgo,2013-02-04,26.2,-98.0,2013,2,4,Winter,4,45.0,71.708333
Gulf Shores,AL,baldwin,2013-02-04,30.2,-87.8,2013,2,4,Winter,1,,
houma,LA,terrebonne,2013-02-05,29.6,-90.8,2013,2,5,Winter,3,,
Jacksonville,FL,saintjohns,2013-02-05,30.4,-81.6,2013,2,5,Winter,4,,
Jacksonville,FL,duval,2013-02-05,30.4,-81.6,2013,2,5,Winter,22,67.0,
Miami,FL,miami-dade,2013-02-05,25.8,-80.2,2013,2,5,Winter,68,56.0,65.541667
San Diego,CA,sandiego,2013-02-06,32.7,-117.2,2013,2,6,Winter,20,65.0,54.19791675
Hawaiian gardens,CA,losangeles,2013-02-06,33.8,-118.1,2013,2,6,Winter,3,108.0,54.9283333
Sarasota,FL,sarasota,2013-02-07,27.3,-82.5,2013,2,7,Winter,6,50.0,
safety harbor,FL,pinellas,2013-02-07,28.0,-82.7,2013,2,7,Winter,1,53.0,
Sarasota,FL,manatee,2013-02-07,27.3,-82.5,2013,2,7,Winter,2,34.0,
Katy,TX,harris,2013-02-07,29.8,-95.7,2013,2,7,Winter,2,57.0,63.62310604545455
Harlingen,TX,cameron,2013-02-07,26.2,-97.7,2013,2,7,Winter,9,66.0,70.847222
Katy,TX,fortbend,2013-02-07,29.8,-95.7,2013,2,7,Winter,2,,
Cypress,TX,harris,2013-02-07,30.0,-95.7,2013,2,7,Winter,1,57.0,63.62310604545455
Humble,TX,harris,2013-02-07,30.0,-95.2,2013,2,7,Winter,4,57.0,63.62310604545455
HARLINGEN,TX,cameron,2013-02-08,26.2,-97.7,2013,2,8,Winter,9,51.0,66.388889
Homosassa,FL,citrus,2013-02-08,28.7,-82.5,2013,2,8,Winter,3,,
Newark,CA,alameda,2013-02-09,37.5,-122.0,2013,2,9,Winter,1,53.0,
Newport,NC,carteret,2013-02-10,34.8,-76.9,2013,2,10,Winter,2,39.0,
Richmond,TX,fortbend,2013-02-10,29.6,-95.7,2013,2,10,Winter,6,,
Santa Ana,CA,orange,2013-02-11,33.8,-117.9,2013,2,11,Winter,9,55.0,50.2104165
Houston,TX,fortbend,2013-02-11,29.8,-95.4,2013,2,11,Winter,1,,
Abilene,TX,taylor,2013-02-11,32.4,-99.7,2013,2,11,Winter,7,,
Houston,TX,harris,2013-02-11,29.8,-95.4,2013,2,11,Winter,43,39.0,56.75568186363636
davenport,FL,polk,2013-02-12,28.2,-81.6,2013,2,12,Winter,3,54.0,
Metairie,LA,jefferson,2013-02-12,30.0,-90.2,2013,2,12,Winter,2,54.0,
Mount Pleasant,SC,charleston,2013-02-13,32.8,-79.8,2013,2,13,Winter,2,31.0,
Orlando,FL,orange,2013-02-13,28.5,-81.4,2013,2,13,Winter,23,54.0,
Moreno Valley,CA,riverside,2013-02-13,34.0,-117.2,2013,2,13,Winter,2,76.0,52.49226188888889
Baton Rouge,LA,eastbatonrouge,2013-02-13,30.4,-91.2,2013,2,13,Winter,17,33.0,50.856944666666664
Magnolia,TX,montgomery,2013-02-13,30.2,-95.7,2013,2,13,Winter,5,35.0,49.041667
Orlando,FL,brevard,2013-02-13,28.5,-81.4,2013,2,13,Winter,3,43.0,
Texas City,TX,galveston,2013-02-14,29.4,-94.9,2013,2,14,Winter,2,45.0,54.166666500000005
borrego springs,CA,sandiego,2013-02-14,33.3,-116.3,2013,2,14,Winter,2,70.0,55.275362375
Houston,TX,fortbend,2013-02-14,29.8,-95.4,2013,2,14,Winter,2,,
Houston,TX,harris,2013-02-14,29.8,-95.4,2013,2,14,Winter,86,57.0,52.104496
Spring,TX,harris,2013-02-15,30.1,-95.4,2013,2,15,Winter,4,54.0,54.44047619047619
Borrego Springs,CA,sandiego,2013-02-15,33.3,-116.4,2013,2,15,Winter,2,59.0,63.078125
New Orleans,LA,jefferson,2013-02-15,30.0,-90.1,2013,2,15,Winter,6,51.0,
Spring,TX,montgomery,2013-02-15,30.1,-95.4,2013,2,15,Winter,6,48.0,50.208333
Orange Park,FL,clay,2013-02-15,30.1,-81.8,2013,2,15,Winter,2,,
New Orleans,LA,orleans,2013-02-15,30.0,-90.1,2013,2,15,Winter,24,50.0,
HOUSTON,TX,fortbend,2013-02-16,29.8,-95.4,2013,2,16,Winter,1,,
HOUSTON,TX,harris,2013-02-16,29.8,-95.4,2013,2,16,Winter,43,54.0,50.269841285714286
Savannah,GA,chatham,2013-02-17,32.1,-81.1,2013,2,17,Winter,10,,
Friendswood,TX,galveston,2013-02-17,29.5,-95.2,2013,2,17,Winter,1,48.0,60.9375
Katy,TX,fortbend,2013-02-18,29.8,-95.7,2013,2,18,Winter,2,,
Katy,TX,harris,2013-02-18,29.8,-95.7,2013,2,18,Winter,2,55.0,66.57142861904762
Ocotillo,CA,imperial,2013-02-18,32.7,-116.0,2013,2,18,Winter,1,68.0,60.958333499999995
Ventura,CA,ventura,2013-02-19,34.3,-119.3,2013,2,19,Winter,6,46.0,48.6944445
davenport,FL,polk,2013-02-19,28.2,-81.6,2013,2,19,Winter,3,44.0,
Jacksonville,FL,saintjohns,2013-02-20,30.4,-81.6,2013,2,20,Winter,4,,
San Clemente,CA,orange,2013-02-20,33.4,-117.6,2013,2,20,Winter,1,40.0,49.4770835
Jacksonville,FL,duval,2013-02-20,30.4,-81.6,2013,2,20,Winter,22,44.0,
Metairie,LA,jefferson,2013-02-20,30.0,-90.2,2013,2,20,Winter,2,39.0,
Austin,TX,williamson,2013-02-21,30.2,-97.7,2013,2,21,Winter,3,,
Tucson,AZ,pima,2013-02-21,32.2,-111.0,2013,2,21,Winter,19,43.0,42.74374172727273
Austin,TX,travis,2013-02-21,30.2,-97.7,2013,2,21,Winter,43,45.0,66.56944466666667
Austin,TX,hays,2013-02-21,30.2,-97.7,2013,2,21,Winter,1,,
Pismo Beach,CA,sanluisobispo,2013-02-22,35.2,-120.7,2013,2,22,Winter,2,58.0,45.6749998
Santa Cruz,CA,santacruz,2013-02-23,37.1,-122.2,2013,2,23,Winter,4,37.0,48.979167
Pacific Grove,CA,monterey,2013-02-23,36.6,-121.9,2013,2,23,Winter,2,54.0,48.111111
Friendswood,TX,galveston,2013-02-23,29.5,-95.2,2013,2,23,Winter,1,48.0,57.5625
Galveston,TX,galveston,2013-02-25,29.3,-94.8,2013,2,25,Winter,7,49.0,64.45833350000001
Kingwood,TX,harris,2013-02-25,30.0,-95.3,2013,2,25,Winter,2,59.0,63.20209742857143
Moreno Valley,CA,riverside,2013-02-26,34.0,-117.2,2013,2,26,Winter,2,54.0,55.395370444444445
Mount Vernon,TX,franklin,2013-02-26,33.2,-95.2,2013,2,26,Winter,2,,
Long Beach,CA,losangeles,2013-02-27,33.8,-118.2,2013,2,27,Winter,20,63.0,59.2249826
San Luis Obispo,CA,sanluisobispo,2013-02-28,35.2,-120.6,2013,2,28,Winter,7,62.0,53.825
New Orleans,LA,orleans,2013-03-01,30.0,-90.1,2013,3,1,Spring,24,40.0,
New Orleans,LA,jefferson,2013-03-01,30.0,-90.1,2013,3,1,Spring,6,43.0,
Sugar Land,TX,fortbend,2013-03-01,29.6,-95.6,2013,3,1,Spring,1,,
newport News,VA,newportnewscity,2013-03-09,37.1,-76.5,2013,3,9,Spring,5,,
Buncombe,IL,johnson,2013-05-03,37.5,-89.0,2013,5,3,Spring,6,,
Livingston,TX,polk,2013-05-12,30.7,-94.8,2013,5,12,Spring,75,40.0,
Wilmington,DE,newcastle,2013-05-18,39.7,-75.5,2013,5,18,Spring,40,39.0,62.083333
Bluffton,SC,beaufort,2013-05-19,32.2,-80.9,2013,5,19,Spring,3,,
Scarborough,ME,cumberland,2013-05-25,43.6,-70.4,2013,5,25,Spring,4,24.0,47.375
Belen,NM,valencia,2013-05-30,34.6,-106.7,2013,5,30,Spring,4,97.0,
Streamwood,IL,cook,2013-06-01,42.0,-88.2,2013,6,1,Summer,1,54.0,69.333333
Afton,MI,cheboygan,2013-06-15,45.3,-84.4,2013,6,15,Summer,4,,
Payne's Creek,CA,tehama,2013-06-22,40.3,-121.9,2013,6,22,Summer,1,45.0,
Philadelphia,PA,philadelphia,2013-06-25,40.1,-75.0,2013,6,25,Summer,48,71.0,83.625
Philadelphia,PA,delaware,2013-06-25,40.1,-75.0,2013,6,25,Summer,3,56.0,
Avon,IN,hendricks,2013-06-28,39.8,-86.4,2013,6,28,Summer,1,39.0,
North Hampton,NH,rockingham,2013-07-05,43.0,-70.8,2013,7,5,Summer,3,67.0,86.0
Islesboro,ME,waldo,2013-07-06,44.3,-68.9,2013,7,6,Summer,1,,
Centreville,VA,fairfax,2013-07-13,38.8,-77.5,2013,7,13,Summer,2,41.0,
Grand Canyon,AZ,coconino,2013-07-14,36.0,-112.2,2013,7,14,Summer,3,50.0,72.541667
Hancock,ME,hancock,2013-07-15,44.5,-68.2,2013,7,15,Summer,1,47.0,77.979167
Flagstaff,AZ,coconino,2013-07-15,35.5,-111.7,2013,7,15,Summer,6,50.0,68.75
Watsontown,PA,northumberland,2013-07-16,41.1,-76.8,2013,7,16,Summer,4,,
IPSWICH,MA,essex,2013-07-21,42.7,-70.8,2013,7,21,Summer,4,51.0,73.38888866666666
Fremont,OH,sandusky,2013-07-21,41.4,-83.1,2013,7,21,Summer,1,,
Lewisburg,PA,union,2013-07-22,41.0,-77.0,2013,7,22,Summer,13,,
Kirkwood,CA,alpine,2013-07-22,38.7,-120.1,2013,7,22,Summer,8,48.0,
Arlington,VA,arlington,2013-07-22,38.9,-77.1,2013,7,22,Summer,17,43.0,
Orlando,FL,brevard,2013-07-25,28.5,-81.4,2013,7,25,Summer,3,30.0,
Orlando,FL,orange,2013-07-25,28.5,-81.4,2013,7,25,Summer,23,61.0,
Hershey,PA,dauphin,2013-07-26,40.3,-76.6,2013,7,26,Summer,8,54.0,
Lothian,MD,annearundel,2013-07-26,38.8,-76.7,2013,7,26,Summer,1,50.0,71.166667
Cincinnati,OH,clermont,2013-07-26,39.1,-84.5,2013,7,26,Summer,3,55.0,
Cincinnati,OH,hamilton,2013-07-26,39.1,-84.5,2013,7,26,Summer,111,60.0,73.908333
Young,AZ,gila,2013-07-28,34.1,-110.8,2013,7,28,Summer,1,44.0,
Garland,TX,dallas,2013-07-28,32.9,-96.6,2013,7,28,Summer,1,56.0,82.58333325
leonardo,NJ,monmouth,2013-07-29,40.4,-74.1,2013,7,29,Summer,1,64.0,
mascoutah,IL,saintclair,2013-07-29,38.5,-89.8,2013,7,29,Summer,2,46.0,69.15
Watsontown,PA,northumberland,2013-07-29,41.1,-76.8,2013,7,29,Summer,4,,
Colton,NY,saintlawrence,2013-07-29,44.3,-74.8,2013,7,29,Summer,1,,
Stanley,NY,ontario,2013-07-30,42.8,-77.1,2013,7,30,Summer,1,,
Austin,TX,williamson,2013-07-31,30.2,-97.7,2013,7,31,Summer,3,,
Artesia,NM,eddy,2013-07-31,32.8,-104.3,2013,7,31,Summer,2,71.0,83.333333
Watsontown,PA,northumberland,2013-07-31,41.1,-76.8,2013,7,31,Summer,16,,
Wooster,OH,wayne,2013-07-31,40.8,-82.0,2013,7,31,Summer,1,,
Sugarcreek,OH,tuscarawas,2013-07-31,40.5,-81.7,2013,7,31,Summer,3,,
Cole Camp,MO,benton,2013-07-31,38.4,-93.2,2013,7,31,Summer,2,,
Whittier,CA,losangeles,2013-07-31,34.0,-118.0,2013,7,31,Summer,5,105.0,65.8492803
Austin,TX,travis,2013-07-31,30.2,-97.7,2013,7,31,Summer,43,62.0,86.25
Austin,TX,hays,2013-07-31,30.2,-97.7,2013,7,31,Summer,1,,
Indian River,MI,cheboygan,2013-08-01,45.4,-84.5,2013,8,1,Summer,1,,
Jeffersonville,IN,clark,2013-08-01,38.3,-85.7,2013,8,1,Summer,10,55.0,73.625
The Sea Ranch,CA,sonoma,2013-08-01,38.7,-123.5,2013,8,1,Summer,1,45.0,
Kannapolis,NC,cabarrus,2013-08-01,35.5,-80.7,2013,8,1,Summer,6,,
Watsontown,PA,northumberland,2013-08-01,41.1,-76.8,2013,8,1,Summer,4,,
Jeffersonville,VT,lamoille,2013-08-01,44.7,-72.8,2013,8,1,Summer,5,,
Lexington,MA,middlesex,2013-08-01,42.4,-71.2,2013,8,1,Summer,1,61.0,
caddo mills,TX,hunt,2013-08-01,33.1,-96.2,2013,8,1,Summer,1,84.0,87.125
Lee's Summit,MO,jackson,2013-08-01,38.9,-94.4,2013,8,1,Summer,9,52.0,79.15625
Lincoln,NE,lancaster,2013-08-01,40.8,-96.7,2013,8,1,Summer,36,42.0,
Fort Wayne,IN,allen,2013-08-01,41.1,-85.2,2013,8,1,Summer,11,56.0,69.625
Providence,UT,cache,2013-08-01,41.7,-111.8,2013,8,1,Summer,3,60.0,81.416667
big bend national park,TX,brewster,2013-08-01,29.3,-103.3,2013,8,1,Summer,10,40.0,87.45833350000001
Nottingham,PA,chester,2013-08-02,39.7,-76.0,2013,8,2,Summer,1,67.0,
Herndon,VA,fairfax,2013-08-02,39.0,-77.4,2013,8,2,Summer,12,54.0,
HICKSVILLE,OH,defiance,2013-08-02,41.3,-84.7,2013,8,2,Summer,1,,
Frederick,MD,frederick,2013-08-02,39.4,-77.4,2013,8,2,Summer,84,47.0,
Baltimore,MD,baltimorecity,2013-08-02,39.3,-76.6,2013,8,2,Summer,76,,
Baltimore,MD,baltimore,2013-08-02,39.3,-76.6,2013,8,2,Summer,6,57.0,75.9375
Baltimore,MD,annearundel,2013-08-02,39.3,-76.6,2013,8,2,Summer,4,71.0,74.083333
Hereford,AZ,cochise,2013-08-02,31.4,-110.3,2013,8,2,Summer,15,48.0,72.625
Madison,WI,dane,2013-08-02,43.1,-89.4,2013,8,2,Summer,20,37.0,71.041667
CROSSVILLE,TN,cumberland,2013-08-02,35.9,-85.0,2013,8,2,Summer,7,,
Tallahassee,FL,leon,2013-08-02,30.4,-84.3,2013,8,2,Summer,24,50.0,
Stratford,CT,fairfield,2013-08-02,41.2,-73.1,2013,8,2,Summer,1,97.0,74.225
Luna,NM,catron,2013-08-02,33.8,-108.9,2013,8,2,Summer,1,17.0,
WINSTON SALEM,NC,forsyth,2013-08-02,36.1,-80.2,2013,8,2,Summer,44,71.0,75.125
Midway,UT,wasatch,2013-08-02,40.5,-111.5,2013,8,2,Summer,1,,
Independence,MO,jackson,2013-08-03,39.1,-94.4,2013,8,3,Summer,2,51.0,77.22916675
Northville,MI,wayne,2013-08-03,42.4,-83.5,2013,8,3,Summer,3,53.0,71.13607245454546
DeLancey,NY,delaware,2013-08-03,42.2,-75.0,2013,8,3,Summer,2,,
Springerville,AZ,apache,2013-08-03,34.2,-109.4,2013,8,3,Summer,50,20.0,
Lakeville,NY,livingston,2013-08-03,42.8,-77.7,2013,8,3,Summer,1,,
Apalachicola,FL,franklin,2013-08-03,29.7,-85.1,2013,8,3,Summer,1,,
Ocean City,MD,worcester,2013-08-03,38.4,-75.1,2013,8,3,Summer,3,,
West Yarmouth,MA,barnstable,2013-08-03,41.7,-70.2,2013,8,3,Summer,2,45.0,70.625
durham,NH,strafford,2013-08-03,43.1,-71.0,2013,8,3,Summer,2,,
Pine,AZ,gila,2013-08-03,34.4,-111.4,2013,8,3,Summer,8,48.0,
Champaign,IL,champaign,2013-08-03,40.1,-88.2,2013,8,3,Summer,1,45.0,71.625
Kingfisher,OK,kingfisher,2013-08-03,35.9,-98.0,2013,8,3,Summer,1,,
Coeur d Alene,ID,kootenai,2013-08-04,47.6,-116.7,2013,8,4,Summer,6,,66.222917
Allen,TX,collin,2013-08-04,33.1,-96.6,2013,8,4,Summer,3,43.0,90.208333
Waterloo,IN,dekalb,2013-08-04,41.5,-85.0,2013,8,4,Summer,2,,
Oswego,NY,oswego,2013-08-04,43.4,-76.5,2013,8,4,Summer,24,24.0,
Syracuse,NY,onondaga,2013-08-04,43.0,-76.2,2013,8,4,Summer,25,23.0,66.0
Palmyra,NY,wayne,2013-08-04,43.1,-77.2,2013,8,4,Summer,1,30.0,
West LIberty,IA,muscatine,2013-08-04,41.6,-91.3,2013,8,4,Summer,4,52.0,70.041667
New Ringgold,PA,schuylkill,2013-08-04,40.7,-75.9,2013,8,4,Summer,10,,
Hyde park,VT,lamoille,2013-08-05,44.6,-72.6,2013,8,5,Summer,1,,
Pottsville,PA,schuylkill,2013-08-05,40.7,-76.3,2013,8,5,Summer,21,,
Sabinsville,PA,tioga,2013-08-05,41.8,-77.5,2013,8,5,Summer,4,33.0,
Pemberton,NJ,burlington,2013-08-05,40.0,-74.6,2013,8,5,Summer,1,,
Allen,TX,collin,2013-08-05,33.1,-96.6,2013,8,5,Summer,3,51.0,91.625
Cole Camp,MO,benton,2013-08-05,38.4,-93.2,2013,8,5,Summer,2,,
Media,PA,delaware,2013-08-05,39.9,-75.4,2013,8,5,Summer,10,40.0,
Columbus,OH,franklin,2013-08-05,40.1,-83.0,2013,8,5,Summer,54,46.0,
Columbus,OH,delaware,2013-08-05,40.1,-83.0,2013,8,5,Summer,2,34.0,
Niles,OH,trumbull,2013-08-05,41.2,-80.8,2013,8,5,Summer,1,44.0,
Catonsville,MD,baltimore,2013-08-05,39.3,-76.7,2013,8,5,Summer,2,46.0,69.02083350000001
Snyder,CO,morgan,2013-08-05,40.3,-103.6,2013,8,5,Summer,1,,
Charlotte,NC,mecklenburg,2013-08-05,35.2,-80.8,2013,8,5,Summer,14,59.0,76.391304
Syracuse,NY,onondaga,2013-08-06,43.0,-76.2,2013,8,6,Summer,25,41.0,66.833333
Blountville,TN,sullivan,2013-08-06,36.5,-82.4,2013,8,6,Summer,1,45.0,
minneapolis,MN,anoka,2013-08-06,44.9,-93.3,2013,8,6,Summer,12,40.0,
Overland Park,KS,johnson,2013-08-06,39.0,-94.7,2013,8,6,Summer,12,42.0,
melrose,NY,rensselaer,2013-08-06,42.9,-73.6,2013,8,6,Summer,1,,
Ambler,PA,montgomery,2013-08-06,40.2,-75.2,2013,8,6,Summer,5,46.0,
Harrisville,MI,alcona,2013-08-06,44.6,-83.4,2013,8,6,Summer,1,,
batavia,NY,genesee,2013-08-06,43.0,-78.2,2013,8,6,Summer,2,,
Stewart,OH,athens,2013-08-06,39.3,-81.9,2013,8,6,Summer,1,,
minneapolis,MN,hennepin,2013-08-06,44.9,-93.3,2013,8,6,Summer,31,36.0,
Holt,MI,ingham,2013-08-06,42.6,-84.5,2013,8,6,Summer,1,38.0,70.416667
Howell,NJ,monmouth,2013-08-06,40.1,-74.2,2013,8,6,Summer,4,74.0,
Champaign,IL,champaign,2013-08-06,40.1,-88.2,2013,8,6,Summer,1,40.0,73.0
Stockbridge,GA,henry,2013-08-06,33.6,-84.2,2013,8,6,Summer,4,66.0,
new brunswick,NJ,middlesex,2013-08-07,40.5,-74.5,2013,8,7,Summer,6,39.0,
Owego,NY,tioga,2013-08-07,42.1,-76.3,2013,8,7,Summer,9,,
Snyder,CO,morgan,2013-08-07,40.3,-103.6,2013,8,7,Summer,1,,
minong,WI,washburn,2013-08-07,46.1,-91.8,2013,8,7,Summer,5,,
columbia,MS,marion,2013-08-07,31.2,-89.8,2013,8,7,Summer,1,,
COLUMBIA,MD,howard,2013-08-07,39.2,-76.9,2013,8,7,Summer,4,,
woodridge,IL,dupage,2013-08-07,41.8,-88.0,2013,8,7,Summer,2,47.0,
Katy,TX,fortbend,2013-08-07,29.8,-95.7,2013,8,7,Summer,2,,
Lakeville,NY,livingston,2013-08-07,42.8,-77.7,2013,8,7,Summer,1,,
Philadelphia,PA,philadelphia,2013-08-07,40.1,-75.0,2013,8,7,Summer,48,49.0,76.791667
Katy,TX,harris,2013-08-07,29.8,-95.7,2013,8,7,Summer,2,93.0,86.69202895652174
Philadelphia,PA,delaware,2013-08-07,40.1,-75.0,2013,8,7,Summer,3,52.0,
aberdeen,MD,harford,2013-08-07,39.5,-76.2,2013,8,7,Summer,1,47.0,70.89583350000001
Bronx,NY,bronx,2013-08-07,40.8,-73.9,2013,8,7,Summer,54,44.0,73.666667
Lothian,MD,annearundel,2013-08-08,38.8,-76.7,2013,8,8,Summer,2,41.0,76.75
Oklahoma City,OK,cleveland,2013-08-08,35.5,-97.6,2013,8,8,Summer,3,55.0,
Mason,WI,bayfield,2013-08-08,46.4,-91.1,2013,8,8,Summer,4,,
Champaign,IL,champaign,2013-08-08,40.1,-88.2,2013,8,8,Summer,2,45.0,72.041667
Katy,TX,fortbend,2013-08-08,29.8,-95.7,2013,8,8,Summer,2,,
