City,State/Province,County,Count,Latitude,Longitude
aberdeen,MD,HARFORD,1,39.5,-76.2
abilene,KS,DICKINSON,3,39.0,-97.2
abilene,TX,TAYLOR,119,32.5,-99.7
acworth,GA,CHEROKEE,8,34.0,-84.7
acworth,GA,COBB,16,34.0,-84.7
ada,OK,PONTOTOC,4,34.8,-96.8
afton,MI,CHEBOYGAN,4,45.3,-84.4
afton,NY,CHENANGO,4,42.2,-75.5
aiken,SC,AIKEN,3,33.6,-81.7
akron,OH,SUMMIT,126,41.0,-81.5
alamogordo,NM,OTERO,4,32.8,-106.1
alba,TX,WOOD,6,32.8,-95.6
albany,NY,ALBANY,46,42.7,-73.7
albion,MI,CALHOUN,1,42.3,-84.8
albuquerque,NM,BERNALILLO,210,35.1,-106.6
alcoa,TN,BLOUNT,2,35.8,-84.0
alexandria,VA,ALEXANDRIA CITY,22,38.8,-77.1
alexandria,VA,FAIRFAX,20,38.8,-77.1
alexandria bay,NY,JEFFERSON,27,44.3,-75.9
algonac,MI,SAINT CLAIR,7,42.6,-82.6
algonquin,IL,MCHENRY,4,42.2,-88.3
alice,TX,JIM WELLS,15,27.7,-98.1
allen,TX,COLLIN,123,33.1,-96.6
allendale,NJ,BERGEN,1,41.0,-74.1
allenton,WI,WASHINGTON,13,43.5,-88.4
alsip,IL,COOK,4,41.7,-87.7
alstead,NH,CHESHIRE,4,43.1,-72.3
altamont,NY,ALBANY,2,42.7,-74.0
alton,IL,MADISON,1,38.9,-90.1
altoona,IA,POLK,15,41.6,-93.7
amarillo,TX,POTTER,48,35.2,-101.8
amarillo,TX,RANDALL,24,35.2,-101.8
ambler,PA,MONTGOMERY,5,40.2,-75.2
amelia,OH,CLERMONT,3,39.0,-84.2
ames,IA,STORY,2,42.1,-93.6
ann arbor,MI,WASHTENAW,187,42.3,-83.8
annandale,VA,FAIRFAX,1,38.8,-77.2
annapolis,MD,ANNE ARUNDEL,60,39.0,-76.6
annapolis,MO,IRON,4,37.4,-90.7
antwerp,OH,PAULDING,3,41.2,-84.7
apalachicola,FL,FRANKLIN,14,29.7,-85.1
apex,NC,WAKE,1,35.7,-78.9
ardmore,OK,CARTER,3,34.2,-97.2
arivaca,AZ,PIMA,3,32.0,-110.8
arlington,TX,TARRANT,384,32.6,-97.2
arlington,VA,ARLINGTON,102,38.9,-77.1
artesia,NM,EDDY,2,32.8,-104.3
asbury park,NJ,MONMOUTH,18,40.2,-74.0
ashburn,VA,LOUDOUN,42,39.0,-77.5
asheboro,NC,RANDOLPH,1,35.6,-79.8
asheville,NC,BUNCOMBE,63,35.6,-82.6
ashland,KY,BOYD,12,38.5,-82.7
ashland,OR,JACKSON,1,42.2,-122.6
ashland,WI,ASHLAND,10,46.5,-90.9
atchison,KS,ATCHISON,208,39.5,-95.1
atco,NJ,CAMDEN,3,39.8,-74.9
athens,GA,CLARKE,18,34.0,-83.6
atlanta,GA,COBB,24,33.8,-84.4
atlanta,GA,DEKALB,51,33.8,-84.4
atlanta,GA,FULTON,87,33.8,-84.4
atlantic city,NJ,ATLANTIC,8,39.4,-74.4
auburn hills,MI,OAKLAND,6,42.7,-83.2
aurora,IL,DUPAGE,15,41.8,-88.2
aurora,IL,KANE,20,41.8,-88.2
aurora,IL,WILL,5,41.8,-88.2
aurora,OH,PORTAGE,2,41.3,-81.3
