City,State/Province,County,Count,Latitude,Longitude
bricelyn,MN,FARIBAULT,1,43.6,-93.8
bridgehampton,NY,SUFFOLK,2,40.9,-72.3
bridgeport,WA,DOUGLAS,2,48.0,-119.8
bridgeton,MO,SAINT LOUIS,30,38.8,-90.4
bridgeview,IL,COOK,30,41.7,-87.8
bridgman,MI,BERRIEN,1,41.9,-86.6
bridport,VT,ADDISON,1,43.9,-73.4
bristol,ME,LINCOLN,3,43.9,-69.5
bristol,PA,BUCKS,4,40.1,-74.9
bristol,TN,SULLIVAN,1,36.6,-82.1
bristolville,OH,TRUMBULL,1,41.4,-80.9
broadview heights,OH,CUYAHOGA,3,41.3,-81.7
broadway,NC,LEE,5,35.4,-79.0
brodhead,WI,GREEN,1,42.6,-89.4
broken arrow,OK,TULSA,36,36.0,-95.8
broken arrow,OK,WAGONER,36,36.0,-95.8
bronx,NY,BRONX,621,40.8,-73.9
brook park,MN,PINE,2,45.9,-92.9
brookfield,CT,FAIRFIELD,6,41.5,-73.4
brookings,OR,CURRY,2,42.2,-124.1
brooklyn,NY,KINGS,84,40.7,-74.0
brookshire,TX,WALLER,27,29.8,-96.0
brooksville,FL,HERNANDO,5,28.6,-82.4
brookville,IN,FRANKLIN,80,39.4,-85.0
brownfield,TX,TERRY,1,33.1,-102.3
brownwood,TX,BROWN,7,31.6,-99.0
bruce,WI,RUSK,12,45.5,-91.3
bruceton mills,WV,PRESTON,30,39.6,-79.6
brunswick,GA,GLYNN,8,31.2,-81.5
brunswick,ME,CUMBERLAND,30,43.9,-70.0
brussels,IL,CALHOUN,63,39.0,-90.6
bryan,TX,BRAZOS,40,30.6,-96.4
buchanan,VA,BOTETOURT,2,37.5,-79.7
buda,TX,HAYS,35,30.1,-97.9
budd lake,NJ,MORRIS,4,40.9,-74.8
buffalo,NY,ERIE,390,42.9,-78.9
buford,GA,GWINNETT,20,34.1,-84.0
bull shoals,AR,MARION,4,36.4,-92.6
bulls gap,TN,HAWKINS,5,36.3,-83.0
burbank,CA,LOS ANGELES,7,34.2,-118.3
burke,VA,FAIRFAX,12,38.8,-77.3
burleson,TX,JOHNSON,9,32.5,-97.3
burlingame,CA,SAN MATEO,20,37.6,-122.4
burlington,CT,HARTFORD,16,41.8,-73.0
burlington,IA,DES MOINES,2,40.9,-91.1
burlington,KY,BOONE,256,39.0,-84.8
burlington,NC,ALAMANCE,48,36.0,-79.5
burlington,VT,CHITTENDEN,21,44.5,-73.2
burnet,TX,BURNET,11,30.8,-98.3
burtonsville,MD,MONTGOMERY,2,39.1,-76.9
byhalia,MS,MARSHALL,12,34.9,-89.7
cabot,AR,LONOKE,2,34.9,-92.0
cadiz,KY,TRIGG,84,36.8,-87.9
calais,VT,WASHINGTON,1,44.4,-72.5
caledonia,MN,HOUSTON,14,43.6,-91.4
camanche,IA,CLINTON,3,41.8,-90.3
camarillo,CA,VENTURA,9,34.2,-119.1
cambridge,OH,GUERNSEY,4,40.1,-81.6
cambridge,WI,DANE,1,43.0,-89.1
cambridge springs,PA,CRAWFORD,2,41.8,-80.0
camden,ME,KNOX,1,44.2,-69.1
camden,SC,KERSHAW,7,34.3,-80.6
camdenton,MO,CAMDEN,12,38.0,-92.8
cameron,TX,MILAM,30,30.8,-97.0
cameron,WV,MARSHALL,2,39.8,-80.6
camino,CA,EL DORADO,4,38.8,-120.7
camp hill,PA,CUMBERLAND,6,40.2,-76.9
campbell,OH,MAHONING,1,41.1,-80.6
campobello,SC,SPARTANBURG,6,35.1,-82.1
canaan,NH,GRAFTON,6,43.7,-72.0
canandaigua,NY,ONTARIO,3,42.8,-77.3
candler,NC,BUNCOMBE,22,35.5,-82.7
canton,GA,CHEROKEE,2,34.2,-84.5
canton,IL,FULTON,55,40.6,-90.0
canton,MA,NORFOLK,4,42.2,-71.1
canton,MI,WAYNE,14,42.3,-83.5
canton,NC,HAYWOOD,3,35.5,-82.8
canyon,TX,RANDALL,36,34.9,-101.9
canyon lake,TX,COMAL,40,29.9,-98.3
cape charles,VA,NORTHAMPTON,24,37.3,-76.0
cape girardeau,MO,CAPE GIRARDEAU,94,37.3,-89.6
cape may,NJ,CAPE MAY,808,39.0,-74.9
cape may court house,NJ,CAPE MAY,18,39.1,-74.8
cape may point,NJ,CAPE MAY,208,38.9,-75.0
cape vincent,NY,JEFFERSON,11,44.1,-76.3
carbondale,IL,JACKSON,189,37.7,-89.2
carle place,NY,NASSAU,1,40.7,-73.6
carlisle,PA,CUMBERLAND,20,40.2,-77.2
carlos,MN,DOUGLAS,3,46.0,-95.3
carlstadt,NJ,BERGEN,2,40.8,-74.1
carlton,AL,CLARKE,2,31.3,-87.8
carmel,CA,MONTEREY,4,36.5,-121.9
carmel,IN,HAMILTON,28,40.0,-86.2
carnegie,OK,CADDO,20,35.1,-98.6
caro,MI,TUSCOLA,1,43.5,-83.4
carrollton,TX,DALLAS,7,33.0,-96.9
carrollton,TX,DENTON,7,33.0,-96.9
carver,MA,PLYMOUTH,2,41.9,-70.8
carver,MN,CARVER,18,44.7,-93.7
cary,NC,WAKE,2,35.8,-78.8
casa grande,AZ,PINAL,3,32.7,-111.9
cashion,OK,KINGFISHER,2,35.8,-97.7
casper,WY,NATRONA,5,43.1,-106.4
cassopolis,MI,CASS,1,41.9,-86.0
castle rock,CO,DOUGLAS,2,39.4,-104.9
castleton,VT,RUTLAND,4,43.6,-73.2
castroville,CA,MONTEREY,1,36.8,-121.8
cato,NY,CAYUGA,2,43.2,-76.6
catonsville,MD,BALTIMORE,6,39.2,-76.7
cattaraugus,NY,CATTARAUGUS,16,42.3,-78.9
cazenovia,NY,MADISON,8,42.9,-75.8
cecilton,MD,CECIL,1,39.4,-75.9
cedar creek,TX,BASTROP,4,30.2,-97.4
cedar falls,IA,BLACK HAWK,48,42.5,-92.5
cedar park,TX,WILLIAMSON,3,30.5,-97.8
cedar rapids,IA,LINN,896,42.0,-91.7
center moriches,NY,SUFFOLK,4,40.8,-72.8
center valley,PA,LEHIGH,1,40.5,-75.4
centerville,MA,BARNSTABLE,1,41.6,-70.4
central lake,MI,ANTRIM,3,45.1,-85.3
central point,OR,JACKSON,2,42.4,-122.9
central square,NY,OSWEGO,6,43.3,-76.2
centre hall,PA,CENTRE,17,40.8,-77.7
centreville,MD,QUEEN ANNES,1,39.1,-76.0
centreville,VA,FAIRFAX,2,38.8,-77.5
ceresco,NE,SAUNDERS,1,41.0,-96.7
chadwicks,NY,ONEIDA,2,43.0,-75.3
chagrin falls,OH,CUYAHOGA,36,41.4,-81.4
chagrin falls,OH,GEAUGA,12,41.4,-81.4
chamberlain,ME,LINCOLN,1,43.9,-69.5
chamberlain,SD,BRULE,52,43.7,-99.3
chambersburg,PA,FRANKLIN,48,39.9,-77.7
champaign,IL,CHAMPAIGN,54,40.1,-88.2
chana,IL,OGLE,45,42.0,-89.2
chandler,AZ,MARICOPA,4,33.3,-111.9
chandler,OK,LINCOLN,1,35.7,-96.9
chantilly,VA,FAIRFAX,2,38.9,-77.5
chantilly,VA,LOUDOUN,3,38.9,-77.5
chapel hill,NC,ORANGE,28,35.9,-79.0
charleston,SC,BERKELEY,200,32.8,-79.9
charleston,SC,CHARLESTON,550,32.8,-79.9
charlestown,RI,WASHINGTON,2,41.4,-71.7
charlotte,NC,MECKLENBURG,126,35.2,-80.8
charlotte,VT,CHITTENDEN,12,44.3,-73.2
charlottesville,VA,ALBEMARLE,20,38.1,-78.4
charlottesville,VA,CHARLOTTESVILLE CITY,45,38.1,-78.4
chassell,MI,HOUGHTON,6,47.0,-88.6
chatham,IL,SANGAMON,4,39.7,-89.8
chatham,MA,BARNSTABLE,2,41.7,-70.0
chatham,NJ,MORRIS,4,40.7,-74.4
chattahoochee,FL,GADSDEN,1,30.6,-84.8
chattanooga,TN,HAMILTON,70,35.0,-85.2
chenango forks,NY,BROOME,4,42.3,-75.8
cherokee,TX,SAN SABA,1,31.0,-98.7
cherry plain,NY,RENSSELAER,2,42.7,-73.4
cherry valley,IL,WINNEBAGO,2,42.2,-88.9
chesaning,MI,SAGINAW,1,43.2,-84.1
chesapeake,VA,CHESAPEAKE CITY,9,36.7,-76.2
chesterfield,MO,SAINT LOUIS,6,38.6,-90.6
chesterfield,VA,CHESTERFIELD,3,37.4,-77.6
chesterland,OH,GEAUGA,3,41.5,-81.3
chesterton,IN,PORTER,4,41.6,-87.0
chestertown,NY,WARREN,4,43.6,-73.8
chicago,IL,COOK,1740,41.9,-87.6
chicopee,MA,HAMPDEN,30,42.1,-72.6
childwold,NY,SAINT LAWRENCE,2,44.3,-74.7
christiana,PA,LANCASTER,12,39.9,-76.0
christiana,TN,RUTHERFORD,2,35.7,-86.4
christiansted,VI,SAINT CROIX,2,17.8,-64.8
churchton,MD,ANNE ARUNDEL,4,38.8,-76.5
cibolo,TX,GUADALUPE,5,29.6,-98.2
cincinnati,OH,CLERMONT,675,39.1,-84.5
cincinnati,OH,HAMILTON,24975,39.1,-84.5
cisco,TX,EASTLAND,2,32.4,-99.0
claremore,OK,ROGERS,40,36.3,-95.6
clarklake,MI,JACKSON,5,42.1,-84.4
clarks hill,SC,MCCORMICK,4,33.6,-82.1
clarksburg,PA,INDIANA,6,40.5,-79.4
clarksdale,MS,COAHOMA,8,34.2,-90.6
clarkston,MI,OAKLAND,16,42.7,-83.4
clarksville,IN,CLARK,100,38.3,-85.8
clarksville,TN,MONTGOMERY,6,36.5,-87.3
claypool,IN,KOSCIUSKO,1,41.1,-85.9
clayton,GA,RABUN,3,34.9,-83.4
clayton,IN,HENDRICKS,28,39.7,-86.5
clear lake,IA,CERRO GORDO,2,43.1,-93.4
cleburne,TX,JOHNSON,2,32.3,-97.5
clemmons,NC,FORSYTH,3,36.0,-80.4
cleveland,OH,CUYAHOGA,3904,41.5,-81.6
cleves,OH,HAMILTON,8,39.2,-84.7
climax,MI,KALAMAZOO,3,42.3,-85.3
clinton,AR,VAN BUREN,88,35.6,-92.6
clinton,CT,MIDDLESEX,32,41.3,-72.5
clinton,IA,CLINTON,6,41.9,-90.3
clinton,IL,DEWITT,11,40.1,-89.0
clinton,MO,HENRY,21,38.4,-93.8
clinton,SC,LAURENS,3,34.5,-81.8
clinton corners,NY,DUTCHESS,3,41.9,-73.8
clinton township,MI,MACOMB,2,42.6,-82.9
closter,NJ,BERGEN,1,41.0,-74.0
cloverdale,IN,PUTNAM,3,39.5,-86.8
cloverdale,VA,BOTETOURT,10,37.4,-79.9
clovis,NM,CURRY,27,34.5,-103.3
clyde,TX,CALLAHAN,100,32.3,-99.5
cobden,IL,UNION,1,37.6,-89.2
cockeysville,MD,BALTIMORE,9,39.5,-76.6
cocoa,FL,BREVARD,3,28.4,-80.7
cocoa beach,FL,BREVARD,1,28.3,-80.6
coconut creek,FL,BROWARD,6,39.6,-80.0
cody,WY,PARK,8,44.5,-109.6
cohasset,MN,ITASCA,4,47.3,-93.7
colbert,GA,MADISON,1,34.0,-83.2
cold spring,NY,PUTNAM,12,41.5,-73.9
cole camp,MO,BENTON,48,38.4,-93.2
college park,MD,PRINCE GEORGES,12,39.0,-76.9
college station,TX,BRAZOS,116,30.6,-96.3
collegedale,TN,HAMILTON,3,35.1,-85.1
colleyville,TX,TARRANT,4,32.9,-97.1
collinsville,IL,MADISON,3,38.7,-90.0
colorado springs,CO,EL PASO,648,38.8,-104.8
colton,NY,SAINT LAWRENCE,1,44.3,-74.8
columbia,IL,MONROE,9,38.4,-90.2
columbia,MD,HOWARD,3,39.2,-76.8
columbia,MO,BOONE,418,38.9,-92.2
columbia,MS,MARION,21,31.2,-89.8
columbia,SC,LEXINGTON,315,34.0,-81.0
columbia,SC,RICHLAND,5250,34.0,-81.0
columbus,IN,BARTHOLOMEW,25,39.2,-86.0
columbus,KS,CHEROKEE,21,37.2,-94.9
columbus,OH,DELAWARE,69,40.1,-83.0
columbus,OH,FRANKLIN,1863,40.1,-83.0
columbus,TX,COLORADO,2,29.7,-96.5
comfort,TX,KENDALL,2,30.0,-98.7
commerce city,CO,ADAMS,3,39.8,-104.8
comstock,NE,CUSTER,21,41.4,-99.4
concord,MA,MIDDLESEX,18,42.5,-71.4
concord,NH,MERRIMACK,10,43.1,-71.5
conestoga,PA,LANCASTER,4,39.9,-76.4
connellsville,PA,FAYETTE,364,40.0,-79.6
connersville,IN,FAYETTE,80,39.6,-85.2
conroe,TX,MONTGOMERY,14,30.3,-95.4
converse,TX,BEXAR,25,29.5,-98.2
conway,AR,FAULKNER,192,35.1,-92.4
conway,SC,HORRY,2,33.9,-79.0
cookeville,TN,PUTNAM,5,36.2,-85.5
coon rapids,IA,CARROLL,19,41.9,-94.7
cooper,TX,DELTA,28,33.4,-95.6
coopersburg,PA,LEHIGH,1,40.5,-75.4
copan,OK,WASHINGTON,1,36.9,-95.9
copemish,MI,MANISTEE,2,44.4,-85.9
coppell,TX,DALLAS,66,33.0,-97.0
copperas cove,TX,CORYELL,12,31.3,-98.1
coram,NY,SUFFOLK,1,40.9,-73.0
corning,NY,STEUBEN,3,42.1,-77.0
cornwall,NY,ORANGE,8,41.4,-74.0
corolla,NC,CURRITUCK,14,36.3,-75.8
corpus christi,TX,NUECES,50,27.7,-97.4
corsicana,TX,NAVARRO,18,32.1,-96.4
cortez,CO,MONTEZUMA,3,37.4,-108.7
cortland,IL,DEKALB,7,41.9,-88.7
cortland,NY,CORTLAND,16,42.6,-76.2
cortland,OH,TRUMBULL,4,41.3,-80.7
cottage grove,WI,DANE,9,43.1,-89.2
council bluffs,IA,POTTAWATTAMIE,120,41.2,-95.9
covina,CA,LOS ANGELES,2,34.1,-117.9
covington,KY,KENTON,39,39.1,-84.5
coweta,OK,WAGONER,15,36.0,-95.6
crandall,GA,MURRAY,33,34.9,-84.8
crane,TX,CRANE,1,31.4,-102.5
crawfordville,FL,WAKULLA,3,30.1,-84.2
cream ridge,NJ,MONMOUTH,6,40.1,-74.5
crescent city,CA,DEL NORTE,3,41.8,-124.0
crestwood,KY,OLDHAM,48,38.3,-85.5
crosby,TX,HARRIS,1,29.9,-95.1
cross plains,WI,DANE,1,43.1,-89.6
crossett,AR,ASHLEY,126,33.2,-92.0
crosslake,MN,CROW WING,4,46.7,-94.1
crossville,TN,CUMBERLAND,7,35.9,-85.0
crown point,IN,LAKE,3,41.4,-87.3
crozet,VA,ALBEMARLE,2,38.1,-78.7
crumpler,NC,ASHE,5,36.5,-81.4
crystal lake,IL,MCHENRY,336,42.2,-88.3
crystal river,FL,CITRUS,4,29.0,-82.6
cub run,KY,HART,5,37.3,-86.1
cumberland,VA,CUMBERLAND,4,37.5,-78.2
cumberland city,TN,STEWART,60,36.4,-87.7
cumming,GA,FORSYTH,2,34.3,-84.2
cypress,TX,HARRIS,14,30.0,-95.7
dacula,GA,GWINNETT,1,34.0,-83.9
dagsboro,DE,SUSSEX,5,38.6,-75.2
dahlonega,GA,LUMPKIN,12,34.6,-84.0
daleville,VA,BOTETOURT,8,37.4,-79.9
