city,state,county,count,FIPS,cleaned_county
Hugoton,KS,STEVENS,1,20189,STEVENS
Hull,MA,PLYMOUTH,1,25023,PLYMOUTH
Humboldt,KS,ALLEN,1,20001,ALLEN
Huntingdon,PA,HUNTINGDON,1,42061,HUNTINGDON
Huntington Park,CA,LOS ANGELES,1,6037,LOS ANGELES
Huntsville,AL,MADISON,1,1089,MADISON
Hutto,TX,WILLIAMSON,1,48491,WILLIAMSON
Hyde Park,NY,DUTCHESS,1,36027,DUTCHESS
Illinois City,IL,ROCK ISLAND,1,17161,ROCK ISLAND
Independence,IA,BUCHANAN,5,19019,BUCHANAN
Indian Lake,NY,HAMILTON,4,36041,HAMILTON
Indian Wells,CA,RIVERSIDE,9,6065,RIVERSIDE
Indianapolis,IN,MARION,1,18097,MARION
Inlet,NY,HAMILTON,1,36041,HAMILTON
Inverness,FL,CITRUS,1,12017,CITRUS
Iowa,LA,CALCASIEU,1,,
Iowa City,IA,JOHNSON,4,19103,JOHNSON
Ipswich,MA,ESSEX,3,25009,ESSEX
Iron Mountain,MI,DICKINSON,1,26043,DICKINSON
Irving,TX,DALLAS,1,48113,DALLAS
Irwin,PA,WESTMORELAND,1,42129,WESTMORELAND
Itasca,IL,DUPAGE,1,17043,DUPAGE
Ivesdale,IL,CHAMPAIGN,1,17019,CHAMPAIGN
Jackson,MI,JACKSON,3,26075,JACKSON
Jacksonville,AL,CALHOUN,1,1015,CALHOUN
Jacksonville,FL,DUVAL,6,12031,DUVAL
Jamestown,NY,CHAUTAUQUA,2,36013,CHAUTAUQUA
Jarrettsville,MD,HARFORD,2,24025,HARFORD
Jasper,IN,DUBOIS,1,18037,DUBOIS
Jefferson,NC,ASHE,1,37009,ASHE
Jefferson City,MO,COLE,1,29051,COLE
Jericho,VT,CHITTENDEN,1,50007,CHITTENDEN
Johns Island,SC,CHARLESTON,1,45019,CHARLESTON
Johnsburg,NY,WARREN,6,36113,WARREN
Johnston,IA,POLK,1,19153,POLK
Joliet,IL,WILL,1,17197,WILL
Jonesboro,AR,CRAIGHEAD,2,5031,CRAIGHEAD
Joplin,MO,JASPER,1,29097,JASPER
Jordan,NY,ONONDAGA,1,36067,ONONDAGA
Joshua Tree,CA,SAN BERNARDINO,1,6071,SAN BERNARDINO
Kalkaska,MI,KALKASKA,1,26079,KALKASKA
Kalona,IA,WASHINGTON,2,19183,WASHINGTON
Kansas City,KS,WYANDOTTE,1,20209,WYANDOTTE
Katy,TX,HARRIS,5,48201,HARRIS
Kaysville,UT,DAVIS,5,49011,DAVIS
Keene,NH,CHESHIRE,1,33005,CHESHIRE
Keeseville,NY,CLINTON,1,36019,CLINTON
Keller,TX,TARRANT,1,48439,TARRANT
Kenansville,NC,DUPLIN,2,37061,DUPLIN
Kenly,NC,JOHNSTON,1,37101,JOHNSTON
Kenosha,WI,KENOSHA,0,55059,KENOSHA
Kenton,OH,HARDIN,2,39065,HARDIN
Kewaskum,WI,WASHINGTON,4,55131,WASHINGTON
Killeen,TX,BELL,3,48027,BELL
Kilmarnock,VA,LANCASTER,1,51103,LANCASTER
Kinderhook,NY,COLUMBIA,1,36021,COLUMBIA
Kingsland,GA,CAMDEN,2,13039,CAMDEN
Kingston,OK,MARSHALL,1,40095,MARSHALL
Kittery,ME,YORK,1,23031,YORK
Klamath Falls,OR,KLAMATH,1,41035,KLAMATH
Knoxville,MD,FREDERICK,1,24021,FREDERICK
Knoxville,TN,KNOX,1,47093,KNOX
Kokomo,IN,HOWARD,1,18067,HOWARD
Kooskia,ID,IDAHO,1,16049,IDAHO
Kunkletown,PA,MONROE,1,42089,MONROE
Kurten,TX,BRAZOS,1,48041,BRAZOS
La Farge,WI,VERNON,1,55123,VERNON
La Mesa,CA,SAN DIEGO,1,6073,SAN DIEGO
La Porte,TX,HARRIS,1,48201,HARRIS
Lafayette,LA,LAFAYETTE,1,,
Lafayette Hill,PA,MONTGOMERY,2,42091,MONTGOMERY
Lake Elmo,MN,WASHINGTON,1,27163,WASHINGTON
Lake George,NY,WARREN,2,36113,WARREN
Lake Lillian,MN,KANDIYOHI,1,27067,KANDIYOHI
Lake Park,MN,BECKER,1,27005,BECKER
Lake Station,IN,LAKE,1,18089,LAKE
Lake Villa,IL,LAKE,4,17097,LAKE
Lakeland,FL,POLK,2,12105,POLK
Lakeland,MN,WASHINGTON,1,27163,WASHINGTON
Lakeside,CA,SAN DIEGO,1,6073,SAN DIEGO
Lakeview,OH,LOGAN,1,39091,LOGAN
Lakeville,OH,HOLMES,1,39075,HOLMES
Lakewood,OH,CUYAHOGA,1,39035,CUYAHOGA
Lancaster,NY,ERIE,1,36029,ERIE
Lancaster,PA,LANCASTER,3,42071,LANCASTER
Lansdale,PA,MONTGOMERY,1,42091,MONTGOMERY
Lansdowne,PA,DELAWARE,1,42045,DELAWARE
Lansing,MI,INGHAM,2,26065,INGHAM
Laona,WI,FOREST,1,55041,FOREST
Las Vegas,NV,CLARK,1,32003,CLARK
Laurel,DE,SUSSEX,1,10005,SUSSEX
Laurel,MD,PRINCE GEORGES,1,,
Lawrence,KS,DOUGLAS,4,20045,DOUGLAS
Lawrence Township,NJ,MERCER,1,34021,MERCER
Lawrenceville,GA,GWINNETT,1,13135,GWINNETT
Le Claire,IA,SCOTT,1,19163,SCOTT
Le Roy,NY,GENESEE,1,36037,GENESEE
Le Sueur,MN,LE SUEUR,2,27079,LE SUEUR
League City,TX,GALVESTON,1,48167,GALVESTON
Leander,TX,WILLIAMSON,1,48491,WILLIAMSON
Lecanto,FL,CITRUS,1,12017,CITRUS
Leeds,ME,ANDROSCOGGIN,1,23001,ANDROSCOGGIN
Lehi,UT,UTAH,1,49049,UTAH
Lenhartsville,PA,BERKS,1,42011,BERKS
Leonia,NJ,BERGEN,1,34003,BERGEN
Lewes,DE,SUSSEX,3,10005,SUSSEX
Lewisburg,PA,UNION,2,42119,UNION
Lexington,KY,FAYETTE,5,21067,FAYETTE
Lexington,VA,LEXINGTON CITY,1,51678,LEXINGTON CITY
Lincoln,NE,LANCASTER,2,31109,LANCASTER
Lincolnville,ME,WALDO,3,23027,WALDO
Lisbon,IA,LINN,1,19113,LINN
Lisle,IL,DUPAGE,1,17043,DUPAGE
Little Cedar,IA,MITCHELL,3,19131,MITCHELL
Little Falls,NJ,PASSAIC,1,34031,PASSAIC
Little Silver,NJ,MONMOUTH,1,34025,MONMOUTH
Livonia,MI,WAYNE,3,26163,WAYNE
Lockport,NY,NIAGARA,3,36063,NIAGARA
Lone Oak,TX,HUNT,1,48231,HUNT
Long Beach,CA,LOS ANGELES,2,6037,LOS ANGELES
Long Lake,NY,HAMILTON,1,36041,HAMILTON
Lorain,OH,LORAIN,8,39093,LORAIN
Los Angeles,CA,LOS ANGELES,5,6037,LOS ANGELES
Louisville,KY,JEFFERSON,4,21111,JEFFERSON
Lower Salem,OH,WASHINGTON,1,39167,WASHINGTON
Loyal,WI,CLARK,2,55019,CLARK
Lubec,ME,WASHINGTON,1,23029,WASHINGTON
Lunenburg,MA,WORCESTER,1,25027,WORCESTER
Lusby,MD,CALVERT,3,24009,CALVERT
Lyman,SC,SPARTANBURG,1,45083,SPARTANBURG
Lyons,NE,BURT,6,31021,BURT
Mabel,MN,FILLMORE,1,27045,FILLMORE
Mableton,GA,COBB,1,13067,COBB
Macon,MO,MACON,1,29121,MACON
Madison,CT,NEW HAVEN,1,9009,NEW HAVEN
Madison,WI,DANE,23,55025,DANE
Madrid,IA,BOONE,1,19015,BOONE
Malvern,IA,MILLS,2,19129,MILLS
Manchester,IA,DELAWARE,1,19055,DELAWARE
Manchester,MI,WASHTENAW,1,26161,WASHTENAW
Manchester,NH,HILLSBOROUGH,1,33011,HILLSBOROUGH
Manheim,PA,LANCASTER,1,42071,LANCASTER
Manistee,MI,MANISTEE,4,26101,MANISTEE
Mankato,MN,BLUE EARTH,1,27013,BLUE EARTH
Mansfield,TX,TARRANT,2,48439,TARRANT
Manton,MI,WEXFORD,1,26165,WEXFORD
Mapleton,ND,CASS,5,38017,CASS
Maquoketa,IA,JACKSON,1,19097,JACKSON
Marcellus,NY,ONONDAGA,1,36067,ONONDAGA
Margaretville,NY,DELAWARE,1,36025,DELAWARE
Marietta,GA,COBB,3,13067,COBB
Marietta,OH,WASHINGTON,1,39167,WASHINGTON
Marilla,NY,ERIE,1,36029,ERIE
Marion,IN,GRANT,1,18053,GRANT
Marion,NY,WAYNE,1,36117,WAYNE
Mars,PA,BUTLER,0,42019,BUTLER
Marshall,MN,LYON,2,27083,LYON
Marshall,VA,FAUQUIER,2,51061,FAUQUIER
Martinsville,IN,MORGAN,1,18109,MORGAN
Martinsville,VA,MARTINSVILLE CITY,1,51690,MARTINSVILLE CITY
Mary Esther,FL,OKALOOSA,1,12091,OKALOOSA
Marysville,PA,PERRY,2,42099,PERRY
Mason City,IA,CERRO GORDO,1,19033,CERRO GORDO
Massapequa,NY,NASSAU,5,36059,NASSAU
Mattapoisett,MA,PLYMOUTH,1,25023,PLYMOUTH
Mayville,MI,TUSCOLA,1,26157,TUSCOLA
Mayville,WI,DODGE,1,55027,DODGE
Mead,OK,BRYAN,1,40013,BRYAN
Mechanicsville,VA,HANOVER,1,51085,HANOVER
Medford,NJ,BURLINGTON,1,34005,BURLINGTON
Medford,OR,JACKSON,4,41029,JACKSON
Media,PA,DELAWARE,1,42045,DELAWARE
Melbourne,FL,BREVARD,2,12009,BREVARD
Menard,TX,MENARD,1,48327,MENARD
Menifee,CA,RIVERSIDE,3,6065,RIVERSIDE
Menomonee Falls,WI,WAUKESHA,1,55133,WAUKESHA
Menomonie,WI,DUNN,1,55033,DUNN
Mentor,OH,LAKE,1,39085,LAKE
Mequon,WI,OZAUKEE,1,55089,OZAUKEE
Mercer,WI,IRON,3,55051,IRON
Meriden,KS,JEFFERSON,1,20087,JEFFERSON
Meridian,ID,ADA,1,16001,ADA
Meridianville,AL,MADISON,1,1089,MADISON
Merrick,NY,NASSAU,1,36059,NASSAU
Merryville,LA,BEAUREGARD,1,,
Mesilla,NM,DONA ANA,1,,
Mesquite,TX,DALLAS,1,48113,DALLAS
Metairie,LA,JEFFERSON,3,,
Miami,FL,MIAMI-DADE,5,12086,MIAMI-DADE
Middleton,ID,CANYON,2,16027,CANYON
Middleton,WI,DANE,1,55025,DANE
Middletown,DE,NEW CASTLE,2,10003,NEW CASTLE
Middletown,MD,FREDERICK,2,24021,FREDERICK
Midlothian,TX,ELLIS,1,48139,ELLIS
Midway,FL,GADSDEN,1,12039,GADSDEN
Mifflinburg,PA,UNION,1,42119,UNION
Milbank,SD,GRANT,1,46051,GRANT
Milford,MA,WORCESTER,1,25027,WORCESTER
Millersville,MD,ANNE ARUNDEL,1,24003,ANNE ARUNDEL
Millinocket,ME,PENOBSCOT,3,23019,PENOBSCOT
Milton,DE,SUSSEX,1,10005,SUSSEX
Milton,NH,STRAFFORD,1,33017,STRAFFORD
Milwaukee,WI,MILWAUKEE,6,55079,MILWAUKEE
Mineola,TX,WOOD,2,48499,WOOD
Minneapolis,MN,HENNEPIN,14,27053,HENNEPIN
Minnetonka,MN,HENNEPIN,1,27053,HENNEPIN
Missoula,MT,MISSOULA,1,30063,MISSOULA
Missouri City,TX,FORT BEND,1,48157,FORT BEND
Mize,KY,MORGAN,2,21175,MORGAN
Mocksville,NC,DAVIE,1,37059,DAVIE
Mokena,IL,WILL,1,17197,WILL
Monee,IL,WILL,1,17197,WILL
Monett,MO,BARRY,3,29009,BARRY
Monmouth Beach,NJ,MONMOUTH,4,34025,MONMOUTH
Monroe,CT,FAIRFIELD,1,9001,FAIRFIELD
Monroe,LA,OUACHITA,2,,
Monroe,NC,UNION,1,37179,UNION
Monroe,NY,ORANGE,1,36071,ORANGE
Monterey,VA,HIGHLAND,1,51091,HIGHLAND
Montevideo,MN,CHIPPEWA,1,27023,CHIPPEWA
Montgomery,TX,MONTGOMERY,3,48339,MONTGOMERY
Montgomery Village,MD,MONTGOMERY,1,24031,MONTGOMERY
Montpelier,VT,WASHINGTON,1,50023,WASHINGTON
Mooreland,OK,WOODWARD,1,40153,WOODWARD
Mooresville,IN,MORGAN,1,18109,MORGAN
Moorhead,MN,CLAY,1,27027,CLAY
Moose Lake,MN,CARLTON,1,27017,CARLTON
Moravia,NY,CAYUGA,1,36011,CAYUGA
Morganton,NC,BURKE,1,37023,BURKE
Morris,OK,OKMULGEE,1,40111,OKMULGEE
Morrisonville,NY,CLINTON,1,36019,CLINTON
Morton,IL,TAZEWELL,1,17179,TAZEWELL
Morton Grove,IL,COOK,1,17031,COOK
Moselle,MS,JONES,1,28067,JONES
Mounds,OK,CREEK,2,40037,CREEK
Mundelein,IL,LAKE,2,17097,LAKE
Munster,IN,LAKE,2,18089,LAKE
Murray,KY,CALLOWAY,1,21035,CALLOWAY
Murrells Inlet,SC,HORRY,4,45051,HORRY
Muskegon,MI,MUSKEGON,1,26121,MUSKEGON
Myrtle Beach,SC,HORRY,0,45051,HORRY
Naperville,IL,DUPAGE,3,17043,DUPAGE
Naples,FL,COLLIER,1,12021,COLLIER
Nashua,NH,HILLSBOROUGH,2,33011,HILLSBOROUGH
National City,MI,IOSCO,1,26069,IOSCO
Neenah,WI,WINNEBAGO,2,55139,WINNEBAGO
Nevada,MO,VERNON,1,29217,VERNON
New Bern,NC,CRAVEN,1,37049,CRAVEN
New Braunfels,TX,COMAL,3,48091,COMAL
New Cumberland,PA,CUMBERLAND,1,42041,CUMBERLAND
New Germany,MN,CARVER,1,27019,CARVER
New Glarus,WI,GREEN,1,55045,GREEN
New Haven,CT,NEW HAVEN,1,9009,NEW HAVEN
New Holstein,WI,CALUMET,1,55015,CALUMET
New Iberia,LA,IBERIA,1,,
New Kensington,PA,WESTMORELAND,1,42129,WESTMORELAND
New London,NH,MERRIMACK,1,33013,MERRIMACK
New Orleans,LA,ORLEANS,2,,
New Richmond,WI,ST. CROIX,1,55109,ST. CROIX
New York,NY,NEW YORK,2,36061,NEW YORK
Newark,DE,NEW CASTLE,2,10003,NEW CASTLE
Newberg,OR,YAMHILL,1,41071,YAMHILL
Newburgh,IN,WARRICK,2,18173,WARRICK
Newburgh,NY,ORANGE,1,36071,ORANGE
Newbury,MA,ESSEX,1,25009,ESSEX
Newcastle,WY,WESTON,1,56045,WESTON
Newport,KY,CAMPBELL,1,21037,CAMPBELL
Newport,PA,PERRY,1,42099,PERRY
Newport,VT,ORLEANS,1,50019,ORLEANS
Newport News,VA,NEWPORT NEWS CITY,0,51700,NEWPORT NEWS CITY
Newton,MA,MIDDLESEX,1,25017,MIDDLESEX
Newton,NC,CATAWBA,6,37035,CATAWBA
Newton,NJ,SUSSEX,1,34037,SUSSEX
Nicholasville,KY,JESSAMINE,1,21113,JESSAMINE
Noblesville,IN,HAMILTON,1,18057,HAMILTON
Norfolk,VA,NORFOLK CITY,2,51710,NORFOLK CITY
Norman,OK,CLEVELAND,7,40027,CLEVELAND
Norristown,PA,MONTGOMERY,1,42091,MONTGOMERY
North East,PA,ERIE,4,42049,ERIE
North Fort Myers,FL,LEE,1,12071,LEE
North Little Rock,AR,PULASKI,1,5119,PULASKI
North Reading,MA,MIDDLESEX,0,25017,MIDDLESEX
North Tonawanda,NY,NIAGARA,1,36063,NIAGARA
North Versailles,PA,ALLEGHENY,1,42003,ALLEGHENY
Northborough,MA,WORCESTER,1,25027,WORCESTER
Northbrook,IL,COOK,1,17031,COOK
Northfield,MN,RICE,1,27131,RICE
Northford,CT,NEW HAVEN,1,9009,NEW HAVEN
Northport,NY,SUFFOLK,2,36103,SUFFOLK
Norwalk,CT,FAIRFIELD,1,9001,FAIRFIELD
Norway,ME,OXFORD,1,23017,OXFORD
Norwood,MA,NORFOLK,1,25021,NORFOLK
Norwood,NC,STANLY,1,37167,STANLY
Novato,CA,MARIN,2,6041,MARIN
Novelty,OH,GEAUGA,1,39055,GEAUGA
Novi,MI,OAKLAND,1,26125,OAKLAND
Oak Creek,WI,MILWAUKEE,1,55079,MILWAUKEE
Oak Lawn,IL,COOK,1,17031,COOK
Oakes,ND,DICKEY,1,38021,DICKEY
Oakland,CA,ALAMEDA,1,6001,ALAMEDA
Oakland,TX,COLORADO,2,48089,COLORADO
Oakton,VA,FAIRFAX,2,51059,FAIRFAX
Ocean Springs,MS,JACKSON,1,28059,JACKSON
Oceanside,CA,SAN DIEGO,1,6073,SAN DIEGO
Oconomowoc,WI,WAUKESHA,1,55133,WAUKESHA
Odell,IL,LIVINGSTON,2,17105,LIVINGSTON
Odon,IN,DAVIESS,1,18027,DAVIESS
Ogden,UT,WEBER,2,49057,WEBER
Ogema,WI,PRICE,1,55099,PRICE
Oklahoma City,OK,OKLAHOMA,7,40109,OKLAHOMA
Olathe,KS,JOHNSON,2,20091,JOHNSON
Old Fort,NC,MCDOWELL,1,37111,MCDOWELL
Old Lyme,CT,NEW LONDON,1,9011,NEW LONDON
Old Orchard Beach,ME,YORK,1,23031,YORK
Old Town,ME,PENOBSCOT,1,23019,PENOBSCOT
Oldtown,MD,ALLEGANY,2,24001,ALLEGANY
Omaha,NE,DOUGLAS,9,31055,DOUGLAS
Ontonagon,MI,ONTONAGON,1,26131,ONTONAGON
Ooltewah,TN,HAMILTON,2,47065,HAMILTON
Oracle,AZ,PINAL,2,4021,PINAL
Orange,CA,ORANGE,1,6059,ORANGE
Orange Park,FL,CLAY,1,12019,CLAY
Orlando,FL,ORANGE,1,12095,ORANGE
Orono,ME,PENOBSCOT,1,23019,PENOBSCOT
Osceola,WI,POLK,1,55095,POLK
Oscoda,MI,IOSCO,0,26069,IOSCO
Oshkosh,WI,WINNEBAGO,1,55139,WINNEBAGO
Oskaloosa,IA,MAHASKA,1,19123,MAHASKA
Overland Park,KS,JOHNSON,7,20091,JOHNSON
Oxford,OH,BUTLER,1,39017,BUTLER
Oxnard,CA,VENTURA,1,6111,VENTURA
Ozark,AL,DALE,1,1045,DALE
Ozark,AR,FRANKLIN,1,5047,FRANKLIN
Ozark,MO,CHRISTIAN,2,29043,CHRISTIAN
Ozawkie,KS,JEFFERSON,1,20087,JEFFERSON
Pacific Junction,IA,MILLS,0,19129,MILLS
Palisade,MN,AITKIN,1,27001,AITKIN
Palisades Park,NJ,BERGEN,1,34003,BERGEN
Palm Bay,FL,BREVARD,1,12009,BREVARD
Palm Desert,CA,RIVERSIDE,1,6065,RIVERSIDE
Palmer,MA,HAMPDEN,2,25013,HAMPDEN
Palos Hills,IL,COOK,2,17031,COOK
Panama City Beach,FL,BAY,1,12005,BAY
Papillion,NE,SARPY,1,31153,SARPY
Paragonah,UT,IRON,1,49021,IRON
Paris,ME,OXFORD,1,23017,OXFORD
Park Ridge,IL,COOK,1,17031,COOK
Parker,CO,DOUGLAS,1,8035,DOUGLAS
Parsons,WV,TUCKER,1,54093,TUCKER
Pasadena,CA,LOS ANGELES,2,6037,LOS ANGELES
Pasadena,TX,HARRIS,1,48201,HARRIS
Pasco,WA,FRANKLIN,1,53021,FRANKLIN
Paso Robles,CA,SAN LUIS OBISPO,0,6079,SAN LUIS OBISPO
Pass Christian,MS,HARRISON,2,28047,HARRISON
Pataskala,OH,LICKING,1,39089,LICKING
Patterson,LA,ST. MARY,2,,
Pawleys Island,SC,GEORGETOWN,1,45043,GEORGETOWN
Pawnee,OK,PAWNEE,2,40117,PAWNEE
Paynesville,MN,STEARNS,2,27145,STEARNS
Peabody,KS,MARION,1,20115,MARION
Peabody,MA,ESSEX,1,25009,ESSEX
Pearsall,TX,FRIO,1,48163,FRIO
Pekin,IL,TAZEWELL,1,17179,TAZEWELL
Pensacola,FL,ESCAMBIA,1,12033,ESCAMBIA
Peoria,IL,PEORIA,1,17143,PEORIA
Perley,MN,NORMAN,1,27107,NORMAN
Perry,MO,RALLS,1,29173,RALLS
Peru,NY,CLINTON,0,36019,CLINTON
Peshtigo,WI,MARINETTE,2,55075,MARINETTE
Pewaukee,WI,WAUKESHA,1,55133,WAUKESHA
Philadelphia,NY,JEFFERSON,1,36045,JEFFERSON
Phillips,WI,PRICE,1,55099,PRICE
Phoenix,AZ,MARICOPA,4,4013,MARICOPA
Piedmont,SC,GREENVILLE,2,45045,GREENVILLE
Pierre,SD,HUGHES,1,46065,HUGHES
Pigeon,MI,HURON,1,26063,HURON
Pinconning,MI,BAY,1,26017,BAY
Pinopolis,SC,BERKELEY,1,45015,BERKELEY
Piqua,OH,MIAMI,1,39109,MIAMI
Pittsburg,KS,CRAWFORD,1,20037,CRAWFORD
Pittsburgh,PA,ALLEGHENY,3,42003,ALLEGHENY
Pittsfield,PA,WARREN,1,42123,WARREN
Placerville,CA,EL DORADO,1,6017,EL DORADO
Plainview,NY,NASSAU,1,36059,NASSAU
Plano,TX,COLLIN,7,48085,COLLIN
Plant City,FL,HILLSBOROUGH,1,12057,HILLSBOROUGH
Plantation,FL,BROWARD,1,12011,BROWARD
Plattsburg,MO,CLINTON,1,29049,CLINTON
Pleasant Garden,NC,GUILFORD,1,37081,GUILFORD
Pleasant Grove,UT,UTAH,1,49049,UTAH
Pleasant Plain,OH,WARREN,1,39165,WARREN
Pleasantville,PA,VENANGO,1,42121,VENANGO
Plymouth,MA,PLYMOUTH,2,25023,PLYMOUTH
Port Aransas,TX,NUECES,2,48355,NUECES
Port Ewen,NY,ULSTER,2,36111,ULSTER
Port Haywood,VA,MATHEWS,1,51115,MATHEWS
Port Wing,WI,BAYFIELD,1,55007,BAYFIELD
Portage,MI,KALAMAZOO,2,26077,KALAMAZOO
Portage,WI,COLUMBIA,1,55021,COLUMBIA
Portland,CT,MIDDLESEX,1,9007,MIDDLESEX
Portland,ME,CUMBERLAND,1,23005,CUMBERLAND
Portland,OR,MULTNOMAH,7,41051,MULTNOMAH
Poway,CA,SAN DIEGO,1,6073,SAN DIEGO
Prairie Village,KS,JOHNSON,1,20091,JOHNSON
Prattsville,NY,GREENE,1,36039,GREENE
Princeton,WV,MERCER,51,54055,MERCER
Prior Lake,MN,SCOTT,2,27139,SCOTT
Pulaski,PA,LAWRENCE,1,42073,LAWRENCE
Quincy,MA,NORFOLK,2,25021,NORFOLK
Racine,WI,RACINE,1,55101,RACINE
Raleigh,NC,WAKE,1,37183,WAKE
Ramona,CA,SAN DIEGO,1,6073,SAN DIEGO
Rancho Santa Margarita,CA,ORANGE,2,6059,ORANGE
Rapid City,SD,PENNINGTON,2,46103,PENNINGTON
Red Hook,NY,DUTCHESS,1,36027,DUTCHESS
Red Wing,MN,GOODHUE,1,27049,GOODHUE
Redondo Beach,CA,LOS ANGELES,1,6037,LOS ANGELES
Reno,NV,WASHOE,3,32031,WASHOE
Reston,VA,FAIRFAX,3,51059,FAIRFAX
Reynoldsburg,OH,FRANKLIN,2,39049,FRANKLIN
Rice,TX,NAVARRO,2,48349,NAVARRO
Richardson,TX,DALLAS,1,48113,DALLAS
Richland Center,WI,RICHLAND,1,55103,RICHLAND
Richlands,NC,ONSLOW,1,37133,ONSLOW
Richlandtown,PA,BUCKS,1,42017,BUCKS
Richmond,IN,WAYNE,1,18177,WAYNE
Richmond,UT,CACHE,1,49005,CACHE
Richmond,VA,RICHMOND CITY,5,51760,RICHMOND CITY
Richmond Hill,GA,BRYAN,3,13029,BRYAN
Richville,MN,OTTER TAIL,1,27111,OTTER TAIL
Ridgefield,CT,FAIRFIELD,1,9001,FAIRFIELD
Ridgeland,SC,JASPER,1,45053,JASPER
Ridgewood,NJ,BERGEN,1,34003,BERGEN
Rio,WI,COLUMBIA,1,55021,COLUMBIA
Rochester,MN,OLMSTED,2,27109,OLMSTED
Rochester,NH,STRAFFORD,1,33017,STRAFFORD
Rochester,NY,MONROE,5,36055,MONROE
Rockbridge,OH,HOCKING,1,39073,HOCKING
Rockford,IL,WINNEBAGO,3,17201,WINNEBAGO
Rockport,TX,ARANSAS,1,48007,ARANSAS
Rocky Mount,NC,EDGECOMBE,1,37065,EDGECOMBE
Rogers,AR,BENTON,2,5007,BENTON
Rosemead,CA,LOS ANGELES,1,6037,LOS ANGELES
Roswell,GA,FULTON,1,13121,FULTON
Round Lake,NY,SARATOGA,1,36091,SARATOGA
Round Rock,TX,WILLIAMSON,1,48491,WILLIAMSON
Roxbury,CT,LITCHFIELD,1,9005,LITCHFIELD
Roy,UT,WEBER,1,49057,WEBER
Royal Oak,MI,OAKLAND,1,26125,OAKLAND
Rushville,IN,RUSH,1,18139,RUSH
Rye,NY,WESTCHESTER,2,36119,WESTCHESTER
Sachse,TX,DALLAS,1,48113,DALLAS
Saco,ME,YORK,1,23031,YORK
Sag Harbor,NY,SUFFOLK,4,36103,SUFFOLK
Saginaw,MI,SAGINAW,1,26145,SAGINAW
Salado,TX,BELL,1,48027,BELL
Salem,CT,NEW LONDON,1,9011,NEW LONDON
Salem,MA,ESSEX,1,25009,ESSEX
Salem,MO,DENT,1,29065,DENT
Salem,WI,KENOSHA,2,55059,KENOSHA
Salisbury,MA,ESSEX,3,25009,ESSEX
Salisbury,NC,ROWAN,1,37159,ROWAN
Salt Lake City,UT,SALT LAKE,3,49035,SALT LAKE
San Antonio,TX,BEXAR,1,48029,BEXAR
San Diego,CA,SAN DIEGO,4,6073,SAN DIEGO
San Leandro,CA,ALAMEDA,1,6001,ALAMEDA
San Luis Obispo,CA,SAN LUIS OBISPO,1,6079,SAN LUIS OBISPO
San Marcos,TX,HAYS,4,48209,HAYS
San Ramon,CA,CONTRA COSTA,1,6013,CONTRA COSTA
Sanbornton,NH,BELKNAP,1,33001,BELKNAP
Sand Springs,OK,TULSA,2,40143,TULSA
Sandusky,MI,SANILAC,2,26151,SANILAC
Sandy,UT,SALT LAKE,1,49035,SALT LAKE
Sanford,ME,YORK,1,23031,YORK
Santa Clarita,CA,LOS ANGELES,2,6037,LOS ANGELES
Santa Fe,NM,SANTA FE,2,35049,SANTA FE
Santa Rosa Beach,FL,WALTON,1,12131,WALTON
Sapulpa,OK,CREEK,1,40037,CREEK
Saratoga Springs,UT,UTAH,1,49049,UTAH
Satellite Beach,FL,BREVARD,1,12009,BREVARD
Savage,MN,SCOTT,1,27139,SCOTT
Savanna,IL,CARROLL,15,17015,CARROLL
Savannah,GA,CHATHAM,3,13051,CHATHAM
Savannah,NY,WAYNE,1,36117,WAYNE
Schaumburg,IL,COOK,2,17031,COOK
Schenectady,NY,SCHENECTADY,4,36093,SCHENECTADY
Schoolcraft,MI,KALAMAZOO,1,26077,KALAMAZOO
Scottsville,NY,MONROE,1,36055,MONROE
Seaford,NY,NASSAU,1,36059,NASSAU
Seaford,VA,YORK,1,51199,YORK
Seguin,TX,GUADALUPE,18,48187,GUADALUPE
Seneca,SC,OCONEE,1,45073,OCONEE
Seymour,CT,NEW HAVEN,0,9009,NEW HAVEN
Seymour,TN,SEVIER,1,47155,SEVIER
Shakopee,MN,SCOTT,2,27139,SCOTT
Shannon,NC,ROBESON,1,37155,ROBESON
Sharon,MA,NORFOLK,1,25021,NORFOLK
Sharon,PA,MERCER,1,42085,MERCER
Shawano,WI,SHAWANO,1,55115,SHAWANO
Shawnee,KS,JOHNSON,1,20091,JOHNSON
Sheboygan,WI,SHEBOYGAN,4,55117,SHEBOYGAN
Shelby,NC,CLEVELAND,1,37045,CLEVELAND
Shell Lake,WI,WASHBURN,4,55129,WASHBURN
Shelton,CT,FAIRFIELD,1,9001,FAIRFIELD
Sherborn,MA,MIDDLESEX,2,25017,MIDDLESEX
Sherman,TX,GRAYSON,1,48181,GRAYSON
Simi Valley,CA,VENTURA,1,6111,VENTURA
Simpsonville,KY,SHELBY,2,21211,SHELBY
Simpsonville,SC,GREENVILLE,1,45045,GREENVILLE
Sinking Spring,OH,HIGHLAND,2,39071,HIGHLAND
Sioux Falls,SD,MINNEHAHA,1,46099,MINNEHAHA
Skaneateles,NY,ONONDAGA,1,36067,ONONDAGA
Skokie,IL,COOK,3,17031,COOK
