City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI
Gretna,LA,jefferson,2021-07-23,29.9,-90.0,2021,7,23,2,Summer,37.0
Polk City,IA,polk,2021-07-23,41.8,-93.7,2021,7,23,2,Summer,72.0
Saint Paul,MN,dakota,2021-07-23,45.1,-93.2,2021,7,23,33,Summer,67.0
Belmont,MI,kent,2021-07-23,43.1,-85.5,2021,7,23,1,Summer,75.0
Hebron,IN,porter,2021-07-23,41.4,-87.2,2021,7,23,3,Summer,99.0
Woodstock,GA,cherokee,2021-07-23,34.2,-84.4,2021,7,23,2,Summer,
Port Huron,MI,saint clair,2021-07-23,43.0,-82.4,2021,7,23,4,Summer,
Johnson City,TN,washington,2021-07-23,36.3,-82.3,2021,7,23,3,Summer,
Oak Lawn,IL,cook,2021-07-23,41.7,-87.7,2021,7,23,3,Summer,133.0
Havertown,PA,delaware,2021-07-23,40.0,-75.3,2021,7,23,3,Summer,55.0
Portsmouth,NH,rockingham,2021-07-23,43.1,-70.8,2021,7,23,9,Summer,49.0
Tulsa,OK,tulsa,2021-07-23,36.0,-95.9,2021,7,23,8,Summer,67.0
Greensboro,VT,orleans,2021-07-23,44.6,-72.3,2021,7,23,6,Summer,
Grant,MI,newaygo,2021-07-23,43.3,-85.9,2021,7,23,3,Summer,
Jacksonville,FL,duval,2021-07-23,30.3,-81.7,2021,7,23,88,Summer,51.0
Charleston,SC,berkeley,2021-07-23,32.8,-80.0,2021,7,23,4,Summer,38.0
Beachwood,OH,cuyahoga,2021-07-23,41.5,-81.5,2021,7,23,28,Summer,59.0
Crowley,LA,acadia,2021-07-23,30.2,-92.4,2021,7,23,1,Summer,
Saint Paul,MN,ramsey,2021-07-23,45.1,-93.2,2021,7,23,129,Summer,69.0
Grand Rapids,MI,kent,2021-07-23,42.9,-85.7,2021,7,23,32,Summer,75.0
Dallas,TX,collin,2021-07-23,32.8,-96.7,2021,7,23,4,Summer,33.0
Marcus Hook,PA,delaware,2021-07-23,39.8,-75.5,2021,7,23,9,Summer,55.0
Kansas City,MO,jackson,2021-07-23,39.2,-94.5,2021,7,23,52,Summer,77.0
Northville,MI,wayne,2021-07-23,42.4,-83.6,2021,7,23,9,Summer,58.0
Kansas City,MO,clay,2021-07-23,39.2,-94.5,2021,7,23,84,Summer,97.0
Elyria,OH,lorain,2021-07-23,41.3,-82.1,2021,7,23,6,Summer,42.0
Portland,CT,middlesex,2021-07-23,41.6,-72.6,2021,7,23,1,Summer,34.0
Bark River,MI,delta,2021-07-23,45.8,-87.3,2021,7,23,3,Summer,
Springfield,MO,greene,2021-07-23,37.2,-93.2,2021,7,23,6,Summer,59.0
Albuquerque,NM,bernalillo,2021-07-23,35.2,-106.6,2021,7,23,15,Summer,97.0
Burlington,VT,chittenden,2021-07-23,44.5,-73.3,2021,7,23,14,Summer,52.0
Council Bluffs,IA,pottawattamie,2021-07-23,41.2,-95.8,2021,7,23,4,Summer,
Jacksonville,FL,saint johns,2021-07-23,30.3,-81.7,2021,7,23,16,Summer,
Minneapolis,MN,hennepin,2021-07-23,45.0,-93.2,2021,7,23,93,Summer,66.0
Cedar Rapids,IA,linn,2021-07-23,42.0,-91.6,2021,7,23,8,Summer,83.0
Burke,VA,fairfax,2021-07-23,38.8,-77.3,2021,7,23,2,Summer,50.0
Manteno,IL,kankakee,2021-07-23,41.3,-87.8,2021,7,23,1,Summer,
Lafayette,LA,lafayette,2021-07-23,30.2,-92.0,2021,7,23,3,Summer,22.0
Greenwood,VA,albemarle,2021-07-23,38.0,-78.8,2021,7,23,1,Summer,55.0
Crystal Lake,IL,mchenry,2021-07-23,42.2,-88.4,2021,7,23,7,Summer,92.0
Laurelville,OH,hocking,2021-07-23,39.5,-82.6,2021,7,23,1,Summer,
Cedar Falls,IA,black hawk,2021-07-23,42.5,-92.4,2021,7,23,8,Summer,73.0
Saint Paul,MN,hennepin,2021-07-23,45.1,-93.2,2021,7,23,9,Summer,66.0
Wynantskill,NY,rensselaer,2021-07-23,42.7,-73.6,2021,7,23,2,Summer,
Fairhaven,MA,bristol,2021-07-23,41.6,-70.8,2021,7,23,2,Summer,55.0
Bellefonte,PA,centre,2021-07-23,40.9,-77.8,2021,7,23,4,Summer,47.0
Mckinney,TX,collin,2021-07-23,33.2,-96.6,2021,7,23,6,Summer,33.0
Sterling,NY,cayuga,2021-07-23,43.4,-76.7,2021,7,23,1,Summer,
Amarillo,TX,potter,2021-07-23,35.2,-101.9,2021,7,23,8,Summer,51.0
Roslindale,MA,suffolk,2021-07-23,42.3,-71.1,2021,7,23,20,Summer,54.0
Keeseville,NY,clinton,2021-07-23,44.5,-73.4,2021,7,23,20,Summer,
Mabel,MN,fillmore,2021-07-23,43.5,-91.9,2021,7,23,18,Summer,
Thousand Oaks,CA,ventura,2021-07-23,34.2,-118.8,2021,7,23,12,Summer,67.0
Duluth,MN,saint louis,2021-07-23,46.8,-92.1,2021,7,23,21,Summer,64.0
Kelleys Island,OH,erie,2021-07-23,41.6,-82.7,2021,7,23,6,Summer,
Amarillo,TX,randall,2021-07-23,35.2,-101.9,2021,7,23,4,Summer,58.0
Toledo,OH,lucas,2021-07-23,41.7,-83.7,2021,7,23,32,Summer,51.0
Austin,TX,travis,2021-07-23,30.4,-97.7,2021,7,23,258,Summer,63.0
Westfield,IN,hamilton,2021-07-23,40.0,-86.1,2021,7,23,2,Summer,74.0
Austin,TX,travis,2021-07-23,30.3,-97.7,2021,7,23,86,Summer,63.0
Libertyville,IL,lake,2021-07-23,42.3,-88.0,2021,7,23,6,Summer,133.0
Wake Forest,NC,wake,2021-07-23,36.0,-78.6,2021,7,23,1,Summer,68.0
Clear Lake,MN,sherburne,2021-07-23,45.5,-93.8,2021,7,23,1,Summer,
Claremore,OK,rogers,2021-07-23,36.3,-95.6,2021,7,23,30,Summer,
Middletown,OH,butler,2021-07-23,39.4,-84.3,2021,7,23,6,Summer,112.0
Oconomowoc,WI,waukesha,2021-07-23,43.1,-88.5,2021,7,23,2,Summer,84.0
Terre Haute,IN,vigo,2021-07-23,39.5,-87.4,2021,7,23,43,Summer,90.0
Houston,TX,harris,2021-07-23,29.6,-95.1,2021,7,23,43,Summer,63.0
Maxwell,NM,colfax,2021-07-23,36.6,-104.6,2021,7,23,22,Summer,
Wells River,VT,orange,2021-07-23,44.1,-72.1,2021,7,23,1,Summer,
Pass Christian,MS,harrison,2021-07-23,30.3,-89.2,2021,7,23,8,Summer,42.0
Lostant,IL,la salle,2021-07-23,41.1,-89.1,2021,7,23,4,Summer,
Okatie,SC,beaufort,2021-07-23,32.3,-81.0,2021,7,23,5,Summer,
Framingham,MA,middlesex,2021-07-23,42.3,-71.4,2021,7,23,4,Summer,49.0
Cockeysville,MD,baltimore,2021-07-23,39.5,-76.6,2021,7,23,3,Summer,54.0
Schuylkill Haven,PA,schuylkill,2021-07-23,40.6,-76.2,2021,7,23,5,Summer,
Nahant,MA,essex,2021-07-23,42.5,-70.9,2021,7,23,1,Summer,43.0
Royal Oak,MI,oakland,2021-07-23,42.5,-83.1,2021,7,23,1,Summer,36.0
Tolland,CT,tolland,2021-07-23,41.9,-72.3,2021,7,23,1,Summer,30.0
Tolland,CT,tolland,2021-07-23,41.9,-72.4,2021,7,23,1,Summer,30.0
Toledo,OH,wood,2021-07-23,41.7,-83.7,2021,7,23,4,Summer,37.0
Clinton,NC,sampson,2021-07-23,35.0,-78.3,2021,7,23,2,Summer,
Itasca,IL,dupage,2021-07-23,42.0,-88.0,2021,7,23,3,Summer,84.0
West Sunbury,PA,butler,2021-07-23,41.1,-79.9,2021,7,23,7,Summer,
Ogdensburg,NY,saint lawrence,2021-07-23,44.7,-75.5,2021,7,23,6,Summer,
York,PA,york,2021-07-23,39.9,-76.7,2021,7,23,31,Summer,60.0
Richmond,CA,contra costa,2021-07-23,37.9,-122.3,2021,7,23,12,Summer,60.0
Westerly,RI,washington,2021-07-23,41.3,-71.8,2021,7,23,6,Summer,47.0
Nashua,NH,hillsborough,2021-07-23,42.8,-71.5,2021,7,23,4,Summer,43.0
New Albany,OH,franklin,2021-07-23,40.1,-82.8,2021,7,23,1,Summer,52.0
Pass Christian,MS,harrison,2021-07-23,30.4,-89.3,2021,7,23,8,Summer,42.0
Davenport,IA,scott,2021-07-23,41.6,-90.6,2021,7,23,2,Summer,86.0
Pekin,IL,tazewell,2021-07-23,40.6,-89.6,2021,7,23,30,Summer,
Rolling Meadows,IL,cook,2021-07-23,42.1,-88.0,2021,7,23,2,Summer,133.0
Waltham,MA,middlesex,2021-07-23,42.4,-71.2,2021,7,23,6,Summer,49.0
Annapolis,MD,anne arundel,2021-07-23,38.9,-76.5,2021,7,23,30,Summer,46.0
Newburgh,IN,warrick,2021-07-23,37.9,-87.4,2021,7,23,8,Summer,54.0
River Forest,IL,cook,2021-07-23,41.9,-87.8,2021,7,23,4,Summer,133.0
Houston,TX,fort bend,2021-07-23,29.6,-95.1,2021,7,23,1,Summer,
Swampscott,MA,essex,2021-07-23,42.5,-70.9,2021,7,23,1,Summer,43.0
Chester,VT,windsor,2021-07-23,43.3,-72.7,2021,7,23,33,Summer,
Hammond,IN,lake,2021-07-23,41.6,-87.5,2021,7,23,3,Summer,100.0
Auburn,NH,rockingham,2021-07-23,43.0,-71.3,2021,7,23,4,Summer,49.0
Oxford,OH,butler,2021-07-23,39.5,-84.8,2021,7,23,18,Summer,112.0
Holland Patent,NY,oneida,2021-07-23,43.2,-75.3,2021,7,23,15,Summer,30.0
Sandwich,MA,barnstable,2021-07-23,41.7,-70.5,2021,7,23,5,Summer,33.0
Broken Arrow,OK,wagoner,2021-07-23,36.1,-95.8,2021,7,23,4,Summer,
Zionsville,IN,boone,2021-07-23,40.0,-86.3,2021,7,23,1,Summer,49.0
Madison,WI,dane,2021-07-23,43.1,-89.5,2021,7,23,60,Summer,86.0
Wethersfield,CT,hartford,2021-07-23,41.7,-72.7,2021,7,23,7,Summer,52.0
Owasso,OK,tulsa,2021-07-23,36.3,-95.8,2021,7,23,4,Summer,67.0
Rochester,IN,fulton,2021-07-23,41.1,-86.2,2021,7,23,1,Summer,
Chicago,IL,cook,2021-07-23,42.0,-87.7,2021,7,23,348,Summer,133.0
Chicago,IL,cook,2021-07-23,41.9,-87.6,2021,7,23,58,Summer,133.0
Newport News,VA,newport news city,2021-07-23,37.1,-76.5,2021,7,23,5,Summer,
Rochester,MN,olmsted,2021-07-23,44.0,-92.4,2021,7,23,8,Summer,66.0
Middleton,WI,dane,2021-07-23,43.1,-89.5,2021,7,23,3,Summer,86.0
Warwick,RI,kent,2021-07-23,41.7,-71.4,2021,7,23,2,Summer,37.0
Warren,MI,macomb,2021-07-23,42.5,-83.0,2021,7,23,6,Summer,52.0
Lumberton,NJ,burlington,2021-07-23,40.0,-74.8,2021,7,23,33,Summer,
Middlebury,CT,new haven,2021-07-23,41.5,-73.1,2021,7,23,2,Summer,52.0
Wamego,KS,pottawatomie,2021-07-23,39.3,-96.3,2021,7,23,4,Summer,
Matthews,NC,union,2021-07-23,35.0,-80.8,2021,7,23,4,Summer,48.0
Cape Charles,VA,northampton,2021-07-23,37.3,-76.0,2021,7,23,4,Summer,
Matthews,NC,mecklenburg,2021-07-23,35.0,-80.8,2021,7,23,1,Summer,78.0
Broomfield,CO,jefferson,2021-07-23,39.9,-105.1,2021,7,23,2,Summer,122.0
Austin,TX,hays,2021-07-23,30.4,-97.7,2021,7,23,6,Summer,
Austin,TX,hays,2021-07-23,30.3,-97.7,2021,7,23,2,Summer,
Broken Arrow,OK,tulsa,2021-07-23,36.1,-95.8,2021,7,23,4,Summer,67.0
Oakland,CA,alameda,2021-07-23,37.8,-122.2,2021,7,23,18,Summer,67.0
Weston,MA,middlesex,2021-07-23,42.3,-71.3,2021,7,23,6,Summer,49.0
Waverly,IL,morgan,2021-07-23,39.6,-90.0,2021,7,23,14,Summer,
Pacific,MO,franklin,2021-07-23,38.4,-90.7,2021,7,23,3,Summer,
Dover,NH,strafford,2021-07-23,43.2,-70.9,2021,7,23,4,Summer,
Syracuse,NY,onondaga,2021-07-23,43.1,-76.1,2021,7,23,25,Summer,52.0
Broomfield,CO,broomfield,2021-07-23,39.9,-105.1,2021,7,23,3,Summer,
New York,NY,new york,2021-07-23,40.8,-74.0,2021,7,23,310,Summer,35.0
Rockford,IL,winnebago,2021-07-23,42.3,-89.0,2021,7,23,10,Summer,81.0
Dover,DE,kent,2021-07-23,39.2,-75.5,2021,7,23,2,Summer,52.0
Georgetown,TX,williamson,2021-07-23,30.6,-97.7,2021,7,23,4,Summer,
Acton,ME,york,2021-07-23,43.5,-70.9,2021,7,23,1,Summer,29.0
Ashland,MO,boone,2021-07-23,38.8,-92.3,2021,7,23,2,Summer,43.0
Star,NC,montgomery,2021-07-23,35.4,-79.8,2021,7,23,10,Summer,67.0
Flossmoor,IL,cook,2021-07-23,41.5,-87.7,2021,7,23,6,Summer,133.0
Piqua,OH,miami,2021-07-23,40.1,-84.2,2021,7,23,3,Summer,48.0
Concord,MA,middlesex,2021-07-23,42.5,-71.3,2021,7,23,6,Summer,49.0
Saint Louis,MO,saint louis city,2021-07-23,38.6,-90.2,2021,7,23,26,Summer,
Saint Louis,MO,saint louis city,2021-07-23,38.5,-90.4,2021,7,23,13,Summer,
Bishopville,MD,worcester,2021-07-23,38.4,-75.1,2021,7,23,6,Summer,
Independence,MO,jackson,2021-07-23,39.1,-94.4,2021,7,23,2,Summer,77.0
Blossvale,NY,oneida,2021-07-23,43.3,-75.6,2021,7,23,6,Summer,30.0
Cambridge,WI,dane,2021-07-23,43.0,-89.0,2021,7,23,1,Summer,86.0
Bixby,OK,tulsa,2021-07-23,35.9,-95.9,2021,7,23,1,Summer,67.0
Eau Claire,WI,eau claire,2021-07-23,44.8,-91.5,2021,7,23,9,Summer,83.0
Columbus,OH,franklin,2021-07-23,40.1,-83.0,2021,7,23,27,Summer,52.0
Urbana,IL,champaign,2021-07-23,40.1,-88.2,2021,7,23,2,Summer,95.0
Kansas City,MO,platte,2021-07-23,39.2,-94.5,2021,7,23,40,Summer,
Saint Louis,MO,saint louis,2021-07-23,38.7,-90.3,2021,7,23,76,Summer,61.0
Saint Louis,MO,saint louis,2021-07-23,38.6,-90.2,2021,7,23,152,Summer,61.0
Saint Louis,MO,saint louis,2021-07-23,38.5,-90.4,2021,7,23,76,Summer,61.0
Saint Louis,MO,saint louis city,2021-07-23,38.7,-90.3,2021,7,23,13,Summer,
Indianapolis,IN,hamilton,2021-07-23,39.8,-86.1,2021,7,23,4,Summer,74.0
Pittsburgh,PA,allegheny,2021-07-23,40.3,-80.1,2021,7,23,170,Summer,67.0
Pittsburgh,PA,allegheny,2021-07-23,40.4,-80.0,2021,7,23,85,Summer,67.0
Prescott,AZ,yavapai,2021-07-23,34.5,-112.5,2021,7,23,6,Summer,41.0
Prescott Valley,AZ,yavapai,2021-07-23,34.6,-112.3,2021,7,23,2,Summer,41.0
Bentonville,AR,benton,2021-07-23,36.4,-94.2,2021,7,23,2,Summer,
Buffalo,NY,erie,2021-07-23,42.9,-78.8,2021,7,23,195,Summer,56.0
Athol,MA,worcester,2021-07-23,42.6,-72.2,2021,7,23,3,Summer,51.0
Berkeley,CA,alameda,2021-07-23,37.9,-122.3,2021,7,23,12,Summer,67.0
Harrisville,MI,alcona,2021-07-23,44.7,-83.3,2021,7,23,22,Summer,
Bethesda,MD,montgomery,2021-07-23,39.0,-77.1,2021,7,23,8,Summer,42.0
Columbus,OH,delaware,2021-07-23,40.1,-83.0,2021,7,23,1,Summer,38.0
Castleton,VA,rappahannock,2021-07-23,38.7,-78.1,2021,7,23,1,Summer,
Appleton,WI,outagamie,2021-07-23,44.3,-88.4,2021,7,23,10,Summer,80.0
Dallas,TX,dallas,2021-07-23,32.8,-96.7,2021,7,23,46,Summer,55.0
Tulsa,OK,creek,2021-07-23,36.0,-95.9,2021,7,23,1,Summer,32.0
Aptos,CA,santa cruz,2021-07-23,37.0,-121.9,2021,7,23,4,Summer,47.0
Stafford,VA,stafford,2021-07-23,38.4,-77.4,2021,7,23,1,Summer,58.0
Saint Paul,MN,washington,2021-07-23,45.1,-93.2,2021,7,23,33,Summer,54.0
Indianapolis,IN,marion,2021-07-23,39.8,-86.1,2021,7,23,104,Summer,88.0
Glenolden,PA,delaware,2021-07-23,39.9,-75.3,2021,7,23,9,Summer,55.0
Charleston,SC,charleston,2021-07-23,32.8,-80.0,2021,7,23,11,Summer,61.0
Philadelphia,PA,philadelphia,2021-07-23,40.1,-75.0,2021,7,23,96,Summer,60.0
Trempealeau,WI,trempealeau,2021-07-23,44.0,-91.4,2021,7,23,3,Summer,
Philadelphia,PA,delaware,2021-07-23,40.1,-75.0,2021,7,23,6,Summer,55.0
Saint Cloud,MN,sherburne,2021-07-23,45.5,-94.1,2021,7,23,1,Summer,
Alliance,OH,stark,2021-07-23,40.9,-81.0,2021,7,23,8,Summer,53.0
Saco,ME,york,2021-07-23,43.5,-70.5,2021,7,23,1,Summer,29.0
Milwaukee,WI,milwaukee,2021-07-23,43.1,-88.0,2021,7,23,29,Summer,84.0
Austin,TX,williamson,2021-07-23,30.4,-97.7,2021,7,23,18,Summer,
Pensacola,FL,escambia,2021-07-23,30.5,-87.2,2021,7,23,36,Summer,54.0
Saint Cloud,MN,stearns,2021-07-23,45.5,-94.1,2021,7,23,8,Summer,73.0
Austin,TX,williamson,2021-07-23,30.3,-97.7,2021,7,23,6,Summer,
Coloma,WI,waushara,2021-07-23,44.0,-89.5,2021,7,23,3,Summer,
Hudson,MI,lenawee,2021-07-23,41.9,-84.4,2021,7,23,20,Summer,40.0
Torrington,CT,litchfield,2021-07-23,41.8,-73.1,2021,7,23,9,Summer,45.0
Hackensack,MN,cass,2021-07-23,46.9,-94.5,2021,7,23,1,Summer,82.0
Manheim,PA,lancaster,2021-07-23,40.2,-76.4,2021,7,23,16,Summer,64.0
Salisbury,CT,litchfield,2021-07-23,42.0,-73.4,2021,7,23,3,Summer,45.0
Saint Ignace,MI,mackinac,2021-07-23,45.8,-84.7,2021,7,23,1,Summer,
Mountain Center,CA,riverside,2021-07-23,33.7,-116.7,2021,7,23,3,Summer,77.0
Lackawaxen,PA,pike,2021-07-23,41.5,-75.0,2021,7,23,3,Summer,
Milwaukee,WI,milwaukee,2021-07-23,43.1,-87.9,2021,7,23,58,Summer,84.0
Sachse,TX,dallas,2021-07-23,33.0,-96.6,2021,7,23,2,Summer,55.0
Aurora,CO,adams,2021-07-24,39.6,-104.8,2021,7,24,5,Summer,97.0
Lowell,MI,kent,2021-07-24,42.9,-85.4,2021,7,24,1,Summer,88.0
South Milwaukee,WI,milwaukee,2021-07-24,42.9,-87.9,2021,7,24,10,Summer,72.0
Wynantskill,NY,rensselaer,2021-07-24,42.7,-73.6,2021,7,24,2,Summer,
Hamden,CT,new haven,2021-07-24,41.4,-72.9,2021,7,24,5,Summer,54.0
Dodge Center,MN,dodge,2021-07-24,44.0,-92.9,2021,7,24,14,Summer,
Kansas City,MO,clay,2021-07-24,38.9,-94.6,2021,7,24,84,Summer,44.0
Meriden,CT,new haven,2021-07-24,41.5,-72.8,2021,7,24,10,Summer,54.0
Kansas City,MO,jackson,2021-07-24,38.9,-94.6,2021,7,24,52,Summer,56.0
Kingsland,GA,camden,2021-07-24,30.8,-81.6,2021,7,24,1,Summer,
Kansas City,MO,clay,2021-07-24,39.2,-94.5,2021,7,24,84,Summer,44.0
Dayton,OH,greene,2021-07-24,39.8,-84.2,2021,7,24,26,Summer,67.0
Acworth,NH,sullivan,2021-07-24,43.2,-72.3,2021,7,24,1,Summer,
Powhatan,VA,powhatan,2021-07-24,37.7,-77.9,2021,7,24,8,Summer,
Southampton,PA,bucks,2021-07-24,40.2,-75.0,2021,7,24,3,Summer,51.0
Tulsa,OK,tulsa,2021-07-24,36.1,-96.0,2021,7,24,8,Summer,67.0
Minneapolis,MN,anoka,2021-07-24,44.9,-93.3,2021,7,24,96,Summer,61.0
Denver,CO,jefferson,2021-07-24,39.7,-105.0,2021,7,24,5,Summer,115.0
Des Plaines,IL,cook,2021-07-24,42.0,-87.9,2021,7,24,3,Summer,85.0
Rochester,IN,fulton,2021-07-24,41.0,-86.2,2021,7,24,1,Summer,
Okatie,SC,beaufort,2021-07-24,32.3,-81.0,2021,7,24,5,Summer,
Denver,CO,denver,2021-07-24,39.7,-105.0,2021,7,24,27,Summer,87.0
Hartford,WI,washington,2021-07-24,43.3,-88.4,2021,7,24,2,Summer,
Denver,CO,arapahoe,2021-07-24,39.7,-105.0,2021,7,24,2,Summer,97.0
Reston,VA,fairfax,2021-07-24,38.9,-77.3,2021,7,24,4,Summer,56.0
Princeton,WV,mercer,2021-07-24,37.3,-81.1,2021,7,24,3,Summer,
Rochester,MI,oakland,2021-07-24,42.6,-83.2,2021,7,24,28,Summer,67.0
Portland,CT,middlesex,2021-07-24,41.6,-72.6,2021,7,24,2,Summer,41.0
Edmond,OK,oklahoma,2021-07-24,35.7,-97.5,2021,7,24,1,Summer,80.0
Denver,CO,adams,2021-07-24,39.7,-105.0,2021,7,24,8,Summer,97.0
Kansas City,MO,jackson,2021-07-24,39.2,-94.5,2021,7,24,52,Summer,56.0
Virginia Beach,VA,virginia beach city,2021-07-24,36.8,-76.2,2021,7,24,20,Summer,52.0
Oklahoma City,OK,cleveland,2021-07-24,35.5,-97.5,2021,7,24,6,Summer,70.0
Poway,CA,san diego,2021-07-24,33.0,-117.0,2021,7,24,2,Summer,63.0
South Windsor,CT,hartford,2021-07-24,41.8,-72.5,2021,7,24,3,Summer,53.0
Carrboro,NC,orange,2021-07-24,35.9,-79.1,2021,7,24,1,Summer,
Oklahoma City,OK,oklahoma,2021-07-24,35.5,-97.5,2021,7,24,34,Summer,80.0
Middletown,MD,frederick,2021-07-24,39.4,-77.6,2021,7,24,1,Summer,51.0
Burlington,VT,chittenden,2021-07-24,44.5,-73.3,2021,7,24,7,Summer,49.0
Raton,NM,colfax,2021-07-24,37.0,-104.4,2021,7,24,6,Summer,
Wake Forest,NC,wake,2021-07-24,36.0,-78.5,2021,7,24,1,Summer,63.0
Dayton,OH,montgomery,2021-07-24,39.8,-84.2,2021,7,24,62,Summer,69.0
Wake Forest,NC,wake,2021-07-24,36.0,-78.6,2021,7,24,1,Summer,63.0
Kaukauna,WI,outagamie,2021-07-24,44.4,-88.3,2021,7,24,20,Summer,65.0
Eaton Rapids,MI,eaton,2021-07-24,42.5,-84.7,2021,7,24,8,Summer,
Saint Ignace,MI,mackinac,2021-07-24,45.8,-84.7,2021,7,24,1,Summer,
Saint Louis,MO,saint louis,2021-07-24,38.6,-90.2,2021,7,24,76,Summer,54.0
Kalamazoo,MI,kalamazoo,2021-07-24,42.3,-85.6,2021,7,24,2,Summer,83.0
Dunedin,FL,pinellas,2021-07-24,28.0,-82.8,2021,7,24,1,Summer,50.0
Keene,NY,essex,2021-07-24,44.3,-73.8,2021,7,24,6,Summer,39.0
Renovo,PA,clinton,2021-07-24,41.4,-77.7,2021,7,24,11,Summer,
Kansas City,MO,platte,2021-07-24,38.9,-94.6,2021,7,24,40,Summer,
Kansas City,MO,platte,2021-07-24,39.2,-94.5,2021,7,24,40,Summer,
Portage,WI,columbia,2021-07-24,43.6,-89.5,2021,7,24,1,Summer,48.0
Raton,NM,colfax,2021-07-24,36.9,-104.4,2021,7,24,4,Summer,
Cambridge,WI,dane,2021-07-24,43.0,-89.0,2021,7,24,2,Summer,68.0
Yonkers,NY,westchester,2021-07-24,41.0,-73.8,2021,7,24,2,Summer,38.0
Oak Lawn,IL,cook,2021-07-24,41.7,-87.8,2021,7,24,5,Summer,85.0
Rockford,IL,winnebago,2021-07-24,42.3,-89.0,2021,7,24,5,Summer,71.0
Milwaukee,WI,milwaukee,2021-07-24,43.2,-88.1,2021,7,24,29,Summer,72.0
Mansfield,MA,bristol,2021-07-24,42.0,-71.3,2021,7,24,1,Summer,52.0
Putnam,CT,windham,2021-07-24,41.9,-71.9,2021,7,24,32,Summer,39.0
Aurora,CO,arapahoe,2021-07-24,39.6,-104.8,2021,7,24,4,Summer,97.0
Ridgefield,CT,fairfield,2021-07-24,41.3,-73.5,2021,7,24,4,Summer,55.0
Portsmouth,NH,rockingham,2021-07-24,43.1,-70.8,2021,7,24,3,Summer,39.0
Wayland,MA,middlesex,2021-07-24,42.4,-71.3,2021,7,24,2,Summer,44.0
Somerset,MA,bristol,2021-07-24,41.7,-71.1,2021,7,24,4,Summer,52.0
Oakland,CA,alameda,2021-07-24,37.8,-122.2,2021,7,24,9,Summer,55.0
La Porte,TX,harris,2021-07-24,29.7,-95.1,2021,7,24,10,Summer,79.0
Keyport,NJ,monmouth,2021-07-24,40.4,-74.2,2021,7,24,12,Summer,48.0
Saint Paul,MN,dakota,2021-07-24,45.0,-93.1,2021,7,24,11,Summer,60.0
Manteno,IL,kankakee,2021-07-24,41.3,-87.8,2021,7,24,1,Summer,
Dearborn,MI,wayne,2021-07-24,42.3,-83.3,2021,7,24,2,Summer,76.0
Ansonia,CT,new haven,2021-07-24,41.3,-73.1,2021,7,24,3,Summer,54.0
Laconia,NH,belknap,2021-07-24,43.5,-71.5,2021,7,24,4,Summer,30.0
Wallingford,CT,new haven,2021-07-24,41.5,-72.8,2021,7,24,6,Summer,54.0
Saint Louis,MO,saint louis city,2021-07-24,38.6,-90.2,2021,7,24,13,Summer,
East Greenbush,NY,rensselaer,2021-07-24,42.6,-73.7,2021,7,24,2,Summer,
Sun Prairie,WI,dane,2021-07-24,43.2,-89.3,2021,7,24,4,Summer,68.0
West Nyack,NY,rockland,2021-07-24,41.1,-74.0,2021,7,24,1,Summer,37.0
Medford,NY,suffolk,2021-07-24,40.8,-73.0,2021,7,24,2,Summer,46.0
Fort Wayne,IN,allen,2021-07-24,41.1,-85.1,2021,7,24,11,Summer,77.0
Grand Marsh,WI,adams,2021-07-24,43.9,-89.6,2021,7,24,4,Summer,
Williamstown,MO,lewis,2021-07-24,40.2,-91.8,2021,7,24,3,Summer,
Sutton,MA,worcester,2021-07-24,42.2,-71.7,2021,7,24,6,Summer,43.0
Ithaca,NY,tompkins,2021-07-24,42.4,-76.5,2021,7,24,3,Summer,45.0
Mechanicsburg,PA,cumberland,2021-07-24,40.2,-77.0,2021,7,24,26,Summer,57.0
Philadelphia,PA,delaware,2021-07-24,40.1,-75.0,2021,7,24,3,Summer,61.0
Hermosa,SD,custer,2021-07-24,43.8,-102.7,2021,7,24,8,Summer,84.0
Bremen,ME,lincoln,2021-07-24,44.0,-69.4,2021,7,24,4,Summer,
Arroyo Grande,CA,san luis obispo,2021-07-24,35.1,-120.6,2021,7,24,2,Summer,80.0
Moran,MI,mackinac,2021-07-24,46.0,-85.0,2021,7,24,20,Summer,
Buffalo,NY,erie,2021-07-24,42.9,-78.8,2021,7,24,39,Summer,61.0
Columbia,MD,howard,2021-07-24,39.2,-76.9,2021,7,24,1,Summer,52.0
Madison,WI,dane,2021-07-24,43.1,-89.5,2021,7,24,20,Summer,68.0
Stonington,CT,new london,2021-07-24,41.3,-71.9,2021,7,24,69,Summer,53.0
Londonderry,NH,rockingham,2021-07-24,42.9,-71.4,2021,7,24,1,Summer,39.0
Homewood,IL,cook,2021-07-24,41.5,-87.6,2021,7,24,2,Summer,85.0
Cincinnati,OH,clermont,2021-07-24,39.1,-84.4,2021,7,24,3,Summer,54.0
Bloomfield,NJ,essex,2021-07-24,40.8,-74.2,2021,7,24,12,Summer,55.0
Swampscott,MA,essex,2021-07-24,42.5,-70.9,2021,7,24,3,Summer,35.0
Goldsboro,NC,wayne,2021-07-24,35.4,-78.0,2021,7,24,6,Summer,
Lancaster,VA,lancaster,2021-07-24,37.8,-76.4,2021,7,24,8,Summer,
