Town,State/Province,County,Count,Latitude,Longitude,FIPS,Count_Normalized
lawrenceville,GA,gwinnett,12,34.0,-84.0,13135.0,0.0001325317172496054
lawrenceville,IL,lawrence,16,38.8,-87.8,17101.0,0.00018072506897673466
lawton,PA,susquehanna,2,41.8,-76.1,42115.0,1.2048337931782311e-05
le roy,NY,genesee,6,43.0,-78.0,36037.0,6.024168965891155e-05
le sueur,MN,le sueur,1,44.5,-93.9,27079.0,0.0
lead,SD,lawrence,4,44.4,-103.8,46081.0,3.614501379534693e-05
league city,TX,galveston,69,29.5,-95.1,48167.0,0.0008192869793611971
leander,TX,travis,144,30.6,-97.9,48453.0,0.0017229123242448704
leander,TX,williamson,108,30.6,-97.9,48491.0,0.0012891721587007072
leavenworth,KS,leavenworth,9,39.3,-94.9,20103.0,9.638670345425849e-05
leawood,KS,johnson,84,38.9,-94.6,20091.0,0.0010000120483379317
lebanon,CT,new london,2,41.6,-72.2,9011.0,1.2048337931782311e-05
lebanon,IN,boone,40,40.1,-86.5,18011.0,0.0004698851793395101
lebanon,ME,york,2,43.4,-70.9,23031.0,1.2048337931782311e-05
lebanon,MO,laclede,6,37.7,-92.6,29105.0,6.024168965891155e-05
lebanon,PA,lebanon,22,40.2,-76.5,42075.0,0.0002530150965674285
lebanon junction,KY,bullitt,12,37.9,-85.7,21029.0,0.0001325317172496054
lecanto,FL,citrus,1,28.9,-82.5,12017.0,0.0
ledyard,CT,new london,10,41.4,-72.0,9011.0,0.0001084350413860408
leeds,AL,jefferson,13,33.5,-86.6,1073.0,0.00014458005518138773
lees summit,MO,jackson,81,38.8,-94.4,29095.0,0.0009638670345425848
leesburg,FL,lake,2,28.7,-81.9,12069.0,1.2048337931782311e-05
leesburg,VA,loudoun,24,39.1,-77.6,51107.0,0.00027711177243099316
lehigh acres,FL,lee,4,26.6,-81.6,12071.0,3.614501379534693e-05
leicester,MA,worcester,59,42.3,-71.9,25027.0,0.000698803600043374
leicester,NC,buncombe,1,35.7,-82.8,37021.0,0.0
leland,MI,leelanau,27,45.4,-85.8,26089.0,0.0003132567862263401
leland,NC,brunswick,8,34.2,-78.1,37019.0,8.433836552247617e-05
lemitar,NM,socorro,1,34.2,-106.9,35053.0,0.0
lenapah,OK,nowata,5,36.9,-95.6,40105.0,4.8193351727129245e-05
lenexa,KS,johnson,540,39.0,-94.7,20091.0,0.006494054145230665
lenhartsville,PA,berks,2,40.6,-75.9,42011.0,1.2048337931782311e-05
lenoir city,TN,loudon,4,35.8,-84.3,47105.0,3.614501379534693e-05
leo,IN,allen,72,41.2,-85.0,18003.0,0.000855431993156544
leoma,TN,lawrence,9,35.2,-87.3,47099.0,9.638670345425849e-05
leonard,MI,oakland,9,42.8,-83.2,26125.0,9.638670345425849e-05
leonard,ND,cass,1,46.5,-97.2,38017.0,0.0
letart,WV,mason,1,38.9,-82.0,54053.0,0.0
lewes,DE,sussex,6,38.8,-75.1,10005.0,6.024168965891155e-05
lewisburg,PA,union,39,41.0,-76.9,42119.0,0.0004578368414077278
lewisburg,WV,greenbrier,24,37.8,-80.4,54025.0,0.00027711177243099316
lewiston,NY,niagara,3,43.2,-79.0,36063.0,2.4096675863564622e-05
lewistown,IL,fulton,6,40.4,-90.2,17057.0,6.024168965891155e-05
lewistown,PA,mifflin,14,40.6,-77.6,42087.0,0.00015662839311317005
lewisville,TX,denton,12,33.0,-97.0,48121.0,0.0001325317172496054
lexington,KY,fayette,490,38.0,-84.4,21067.0,0.00589163724864155
lexington,MI,sanilac,9,43.2,-82.5,26151.0,9.638670345425849e-05
lexington,OK,cleveland,21,35.1,-97.2,40027.0,0.0002409667586356462
lexington,VA,lexington city,48,37.8,-79.5,51678.0,0.0005662718827937686
libby,MT,lincoln,1,47.9,-115.3,30053.0,0.0
liberty,MO,clay,9,39.2,-94.4,29047.0,9.638670345425849e-05
liberty,SC,pickens,3,34.7,-82.7,45077.0,2.4096675863564622e-05
liberty hill,TX,williamson,8,30.7,-97.9,48491.0,8.433836552247617e-05
libertyville,IL,lake,27,42.3,-88.0,17097.0,0.0003132567862263401
ligonier,PA,westmoreland,6,40.3,-79.2,42129.0,6.024168965891155e-05
lilburn,GA,gwinnett,7,33.9,-84.1,13135.0,7.229002759069386e-05
lillian,AL,baldwin,1,30.4,-87.5,1003.0,0.0
lima,OH,allen,4,40.7,-84.2,39003.0,3.614501379534693e-05
lincoln,MA,middlesex,14,42.4,-71.3,25017.0,0.00015662839311317005
lincoln,NE,lancaster,252,40.8,-96.7,31109.0,0.00302413282087736
lincoln,NM,lincoln,6,33.5,-105.4,35027.0,6.024168965891155e-05
lincolnton,NC,lincoln,12,35.4,-81.3,37109.0,0.0001325317172496054
lincolnville,ME,waldo,4,44.3,-69.1,23027.0,3.614501379534693e-05
lindale,TX,smith,80,32.5,-95.5,48423.0,0.0009518186966108026
lindon,CO,washington,2,39.9,-103.3,8121.0,1.2048337931782311e-05
linwood,NJ,atlantic,1,39.3,-74.6,34001.0,0.0
lisbon,ME,androscoggin,2,44.0,-70.1,23001.0,1.2048337931782311e-05
lisbon,NH,grafton,3,44.2,-71.9,33009.0,2.4096675863564622e-05
lisle,IL,dupage,9,41.8,-88.1,17043.0,9.638670345425849e-05
litchfield,CT,litchfield,2,41.7,-73.2,9005.0,1.2048337931782311e-05
litchfield,OH,medina,10,41.2,-82.1,39103.0,0.0001084350413860408
lithia,FL,hillsborough,1,27.8,-82.2,12057.0,0.0
little compton,RI,newport,400,41.5,-71.1,44005.0,0.004807286834781142
little elm,TX,denton,144,33.2,-96.9,48121.0,0.0017229123242448704
little falls,NY,herkimer,2,43.1,-74.9,36043.0,1.2048337931782311e-05
little river,CA,mendocino,2,39.3,-123.8,6045.0,1.2048337931782311e-05
little river,SC,horry,3,33.9,-78.6,45051.0,2.4096675863564622e-05
little rock,AR,pulaski,50,34.8,-92.5,5119.0,0.0005903685586573333
littlefield,AZ,mohave,2,36.9,-113.9,4015.0,1.2048337931782311e-05
littlefield,TX,lamb,3,33.9,-102.2,48279.0,2.4096675863564622e-05
littleton,CO,arapahoe,30,39.6,-105.0,8005.0,0.000349401800021687
littleton,CO,douglas,12,39.6,-105.0,8035.0,0.0001325317172496054
littleton,CO,jefferson,24,39.6,-105.0,8059.0,0.00027711177243099316
liverpool,NY,onondaga,162,43.1,-76.2,36067.0,0.001939782407016952
livingston,AL,sumter,2,32.6,-88.2,1119.0,1.2048337931782311e-05
livingston,MT,park,1,45.7,-110.5,30067.0,0.0
livonia,MI,wayne,8,42.4,-83.4,26163.0,8.433836552247617e-05
lockhart,TX,caldwell,9,29.9,-97.7,48055.0,9.638670345425849e-05
lockport,IL,will,4,41.6,-88.0,17197.0,3.614501379534693e-05
lockport,NY,niagara,22,43.2,-78.7,36063.0,0.0002530150965674285
logansport,IN,cass,2,40.7,-86.5,18017.0,1.2048337931782311e-05
loganville,GA,walton,4,33.8,-83.9,13297.0,3.614501379534693e-05
lombard,IL,dupage,44,41.9,-88.0,17043.0,0.0005180785310666394
lompoc,CA,santa barbara,100,34.6,-120.6,6083.0,0.0011927854552464489
london,OH,madison,10,40.0,-83.4,39097.0,0.0001084350413860408
londonderry,NH,rockingham,2,42.9,-71.4,33015.0,1.2048337931782311e-05
lone grove,OK,carter,2,34.2,-97.3,40019.0,1.2048337931782311e-05
lone pine,CA,inyo,10,36.2,-118.0,6027.0,0.0001084350413860408
long beach,CA,los angeles,360,33.8,-118.2,6037.0,0.00432535331750985
long beach,MS,harrison,12,30.4,-89.1,28047.0,0.0001325317172496054
long beach,NY,nassau,300,40.6,-73.6,36059.0,0.003602453041602911
long bottom,OH,meigs,1,39.1,-81.8,39105.0,0.0
long branch,NJ,monmouth,9,40.3,-74.0,34025.0,9.638670345425849e-05
long lake,NY,hamilton,18,43.8,-74.7,36041.0,0.00020482174484029927
longmont,CO,boulder,16,40.1,-105.1,8013.0,0.00018072506897673466
longmont,CO,weld,32,40.1,-105.1,8123.0,0.0003734984758852516
longport,NJ,atlantic,20,39.3,-74.5,34001.0,0.0002289184207038639
longview,TX,gregg,72,32.5,-94.8,48183.0,0.000855431993156544
longwood,FL,seminole,93,28.7,-81.3,12117.0,0.0011084470897239726
lonoke,AR,lonoke,250,34.8,-91.9,5085.0,0.0030000361450137954
lookout mountain,TN,hamilton,30,35.0,-85.4,47065.0,0.000349401800021687
los alamitos,CA,orange,15,33.8,-118.0,6059.0,0.00016867673104495234
los alamos,NM,los alamos,8,35.9,-106.3,35028.0,8.433836552247617e-05
los altos,CA,santa clara,2,37.4,-122.1,6085.0,1.2048337931782311e-05
los angeles,CA,los angeles,2850,34.1,-118.2,6037.0,0.0343257147676478
los fresnos,TX,cameron,45,26.1,-97.5,48061.0,0.0005301268689984216
los gatos,CA,santa clara,2,37.2,-122.0,6085.0,1.2048337931782311e-05
los gatos,CA,santa cruz,1,37.2,-122.0,6087.0,0.0
los lunas,NM,valencia,1,34.8,-106.8,35061.0,0.0
los osos,CA,san luis obispo,64,35.3,-120.8,6079.0,0.0007590452897022856
lostant,IL,la salle,6,41.1,-89.1,,6.024168965891155e-05
lothian,MD,anne arundel,5,38.8,-76.7,24003.0,4.8193351727129245e-05
louisville,CO,boulder,12,40.0,-105.2,8013.0,0.0001325317172496054
louisville,KY,jefferson,7812,38.3,-85.6,21111.0,0.09410956758515163
loveland,CO,larimer,24,40.4,-105.0,8069.0,0.00027711177243099316
loveland,OH,clermont,70,39.2,-84.2,39025.0,0.0008313353172929794
loves park,IL,winnebago,3,42.3,-89.0,17201.0,2.4096675863564622e-05
lovettsville,VA,loudoun,6,39.3,-77.6,51107.0,6.024168965891155e-05
lowell,IN,lake,5,41.3,-87.4,18089.0,4.8193351727129245e-05
lowell,MI,kent,12,42.9,-85.4,26081.0,0.0001325317172496054
lower lake,CA,lake,1,38.9,-122.4,6033.0,0.0
loxahatchee,FL,palm beach,12,26.7,-80.3,12099.0,0.0001325317172496054
loxley,AL,baldwin,20,30.6,-87.8,1003.0,0.0002289184207038639
lubbock,TX,lubbock,186,33.6,-101.8,48303.0,0.0022289425173797274
lubec,ME,washington,2,44.9,-67.0,23029.0,1.2048337931782311e-05
lucedale,MS,george,9,30.8,-88.5,28039.0,9.638670345425849e-05
ludington,MI,mason,28,44.0,-86.5,26105.0,0.0003253051241581224
ludowici,GA,long,12,31.7,-81.7,13183.0,0.0001325317172496054
lugoff,SC,kershaw,1,34.2,-80.7,45055.0,0.0
luling,LA,st. charles,12,29.8,-90.3,,0.0001325317172496054
luling,TX,caldwell,3,29.7,-97.6,48055.0,2.4096675863564622e-05
lumberton,NJ,burlington,198,40.0,-74.8,34005.0,0.002373522572561115
lumberton,TX,hardin,6,30.3,-94.2,48199.0,6.024168965891155e-05
lunenburg,MA,worcester,8,42.6,-71.8,25027.0,8.433836552247617e-05
luray,VA,page,60,38.7,-78.5,51139.0,0.0007108519379751563
lusby,MD,calvert,44,38.3,-76.4,24009.0,0.0005180785310666394
lutcher,LA,st. james,2,30.0,-90.7,,1.2048337931782311e-05
lutherville timonium,MD,baltimore,12,39.4,-76.6,24005.0,0.0001325317172496054
lutz,FL,hillsborough,6,28.1,-82.4,12057.0,6.024168965891155e-05
luzerne,PA,luzerne,2,41.3,-75.9,42079.0,1.2048337931782311e-05
lykens,PA,dauphin,4,40.6,-76.7,42043.0,3.614501379534693e-05
lyme,NH,grafton,3,43.8,-72.1,33009.0,2.4096675863564622e-05
lynchburg,VA,lynchburg city,16,37.4,-79.2,51680.0,0.00018072506897673466
lyndon,KS,osage,3,38.7,-95.6,20139.0,2.4096675863564622e-05
lyndonville,VT,caledonia,5,44.5,-72.0,50005.0,4.8193351727129245e-05
lynn center,IL,henry,108,41.2,-90.3,17073.0,0.0012891721587007072
lyons,NE,burt,20,42.0,-96.5,31021.0,0.0002289184207038639
lytle,TX,atascosa,3,29.2,-98.8,48013.0,2.4096675863564622e-05
mabel,MN,fillmore,552,43.5,-91.9,27045.0,0.006638634200412053
macatawa,MI,ottawa,7,42.8,-86.2,26139.0,7.229002759069386e-05
macedon,NY,wayne,4,43.1,-77.3,36117.0,3.614501379534693e-05
macedonia,OH,summit,6,41.3,-81.5,39153.0,6.024168965891155e-05
mackinac island,MI,mackinac,36,45.9,-84.6,26097.0,0.0004216918276123809
mackinaw city,MI,cheboygan,6,45.8,-84.7,26031.0,6.024168965891155e-05
macomb,MI,macomb,3,42.7,-82.9,26099.0,2.4096675863564622e-05
madill,OK,marshall,6,34.1,-96.8,40095.0,6.024168965891155e-05
madison,AL,limestone,16,34.7,-86.7,1083.0,0.00018072506897673466
madison,AL,madison,32,34.7,-86.7,1089.0,0.0003734984758852516
madison,CT,new haven,253,41.3,-72.6,9009.0,0.0030361811588091423
madison,GA,morgan,4,33.7,-83.5,13211.0,3.614501379534693e-05
madison,IN,jefferson,15,38.7,-85.5,18077.0,0.00016867673104495234
madison,MS,madison,10,32.5,-90.1,28089.0,0.0001084350413860408
madison,OH,lake,40,41.8,-81.0,39085.0,0.0004698851793395101
madison,VA,madison,27,38.4,-78.3,51113.0,0.0003132567862263401
madison,WI,dane,3160,43.1,-89.4,55025.0,0.03806069952650032
madison heights,MI,oakland,10,42.5,-83.1,26125.0,0.0001084350413860408
madisonburg,PA,centre,1,40.9,-77.5,42027.0,0.0
magdalena,NM,socorro,28,34.1,-107.1,35053.0,0.0003253051241581224
magnolia,TX,montgomery,75,30.2,-95.6,48339.0,0.0008915770069518909
mahanoy city,PA,schuylkill,240,40.8,-76.2,42107.0,0.0028795527656959724
maiden rock,WI,pierce,3,44.6,-92.3,55093.0,2.4096675863564622e-05
maineville,OH,warren,50,39.3,-84.3,39165.0,0.0005903685586573333
maitland,FL,orange,4,28.6,-81.4,12095.0,3.614501379534693e-05
malabar,FL,brevard,16,28.0,-80.5,12009.0,0.00018072506897673466
malad city,ID,oneida,8,42.1,-112.7,16071.0,8.433836552247617e-05
malden,MA,middlesex,4,42.4,-71.1,25017.0,3.614501379534693e-05
malone,NY,franklin,2,44.6,-74.3,36033.0,1.2048337931782311e-05
malvern,PA,chester,2,40.1,-75.6,42029.0,1.2048337931782311e-05
mamaroneck,NY,westchester,2,41.0,-73.7,36119.0,1.2048337931782311e-05
manakin sabot,VA,goochland,9,37.7,-77.8,51075.0,9.638670345425849e-05
manassas,VA,manassas city,5,38.8,-77.5,51683.0,4.8193351727129245e-05
manassas,VA,manassas park city,10,38.8,-77.5,51685.0,0.0001084350413860408
manassas,VA,prince william,20,38.8,-77.5,51153.0,0.0002289184207038639
manchaca,TX,travis,3,30.1,-97.8,48453.0,2.4096675863564622e-05
manchester,CT,hartford,2,41.8,-72.5,9003.0,1.2048337931782311e-05
manchester,MI,washtenaw,36,42.2,-83.9,26161.0,0.0004216918276123809
manchester,NH,hillsborough,4,43.0,-71.4,33011.0,3.614501379534693e-05
manchester township,NJ,ocean,10,39.9,-74.3,34029.0,0.0001084350413860408
mandeville,LA,st. tammany,51,30.4,-90.0,,0.0006024168965891155
manhattan,IL,will,224,41.5,-88.0,17197.0,0.0026867793587874553
manhattan,KS,riley,2,39.3,-96.7,20161.0,1.2048337931782311e-05
manheim,PA,lancaster,440,40.2,-76.4,42071.0,0.005289220352052434
manila,UT,daggett,18,41.0,-109.7,49009.0,0.00020482174484029927
manistee,MI,manistee,48,44.2,-86.3,26101.0,0.0005662718827937686
manistique,MI,schoolcraft,202,46.0,-86.2,26153.0,0.0024217159242882445
manitou beach,MI,lenawee,2,42.0,-84.2,26091.0,1.2048337931782311e-05
manitowoc,WI,manitowoc,3,44.1,-87.6,55071.0,2.4096675863564622e-05
mankato,MN,blue earth,5,44.2,-94.0,27013.0,4.8193351727129245e-05
mankato,MN,nicollet,4,44.2,-94.0,27103.0,3.614501379534693e-05
mannford,OK,creek,12,36.1,-96.4,40037.0,0.0001325317172496054
manor,TX,travis,2824,30.3,-97.5,48453.0,0.03401245798142146
mansfield,MA,bristol,2,42.0,-71.3,25005.0,1.2048337931782311e-05
mansfield,OH,richland,16,40.8,-82.5,39139.0,0.00018072506897673466
mansfield,TX,tarrant,169,32.6,-97.1,48439.0,0.002024120772539428
manteno,IL,kankakee,6,41.3,-87.8,17091.0,6.024168965891155e-05
manteo,NC,dare,75,35.9,-75.7,37055.0,0.0008915770069518909
many,LA,sabine,12,31.3,-93.6,,0.0001325317172496054
maple park,IL,kane,3,41.9,-88.6,17089.0,2.4096675863564622e-05
maple plain,MN,hennepin,20,45.0,-93.7,27053.0,0.0002289184207038639
maple plain,MN,wright,4,45.0,-93.7,27171.0,3.614501379534693e-05
marathon,FL,monroe,42,24.7,-81.1,12087.0,0.0004939818552030747
marble falls,TX,burnet,290,30.6,-98.3,48053.0,0.0034819696622850876
marble hill,GA,pickens,4,34.4,-84.3,13227.0,3.614501379534693e-05
marblehead,MA,essex,46,42.5,-70.9,25009.0,0.000542175206930204
marco island,FL,collier,2,25.9,-81.7,12021.0,1.2048337931782311e-05
marcus hook,PA,delaware,18,39.8,-75.4,42045.0,0.00020482174484029927
margate city,NJ,atlantic,4,39.3,-74.5,34001.0,3.614501379534693e-05
maricopa,AZ,pinal,2,33.1,-112.0,4021.0,1.2048337931782311e-05
marietta,GA,cobb,308,34.0,-84.5,13067.0,0.0036988397450571694
marinette,WI,marinette,4,45.1,-87.6,55075.0,3.614501379534693e-05
maringouin,LA,iberville,2,30.5,-91.5,,1.2048337931782311e-05
marion,IA,linn,3,42.0,-91.6,19113.0,2.4096675863564622e-05
marion,KS,marion,1,38.3,-97.0,20115.0,0.0
marion,WI,waupaca,1,44.6,-89.0,55135.0,0.0
marionville,MO,lawrence,2,37.0,-93.6,29109.0,1.2048337931782311e-05
marlboro,NJ,monmouth,2,40.3,-74.2,34025.0,1.2048337931782311e-05
marlette,MI,sanilac,3,43.3,-83.1,26151.0,2.4096675863564622e-05
marlinton,WV,pocahontas,8,38.2,-80.1,54075.0,8.433836552247617e-05
marlow,OK,stephens,6,34.6,-98.0,40137.0,6.024168965891155e-05
marlton,NJ,burlington,8,39.9,-74.9,34005.0,8.433836552247617e-05
marquette,IA,clayton,5,43.0,-91.2,19043.0,4.8193351727129245e-05
marquette,MI,marquette,4,46.6,-87.5,26103.0,3.614501379534693e-05
mars,PA,butler,2,40.7,-80.0,42019.0,1.2048337931782311e-05
mars hill,NC,madison,3,35.9,-82.5,37115.0,2.4096675863564622e-05
marshall,IL,clark,15,39.4,-87.7,17023.0,0.00016867673104495234
marshall,MI,calhoun,6,42.3,-85.0,26025.0,6.024168965891155e-05
marshall,MN,lyon,1,44.4,-95.8,27083.0,0.0
marshall,MO,saline,51,39.1,-93.2,29195.0,0.0006024168965891155
marshall,VA,fauquier,1,38.8,-77.9,51061.0,0.0
marshalltown,IA,marshall,15,42.0,-93.0,19127.0,0.00016867673104495234
martin,OH,ottawa,4,41.6,-83.3,39123.0,3.614501379534693e-05
martin,SD,bennett,5,43.3,-101.4,46007.0,4.8193351727129245e-05
martinsburg,WV,berkeley,2,39.4,-77.9,54003.0,1.2048337931782311e-05
martinsville,VA,martinsville city,1,36.7,-80.0,51690.0,0.0
marysville,MI,st. clair,1,42.9,-82.5,26147.0,0.0
maryville,MO,nodaway,21,40.3,-94.9,29147.0,0.0002409667586356462
maryville,TN,blount,7,35.7,-84.1,47009.0,7.229002759069386e-05
mascoutah,IL,st. clair,14,38.5,-89.8,17163.0,0.00015662839311317005
mashpee,MA,barnstable,15,41.6,-70.5,25001.0,0.00016867673104495234
mason,OH,warren,14,39.4,-84.3,39165.0,0.00015662839311317005
mason,TX,mason,4812,30.7,-99.2,48319.0,0.057964553789804696
mason,WI,bayfield,2,46.5,-91.3,55007.0,1.2048337931782311e-05
mason city,IL,mason,261,40.2,-89.6,17125.0,0.0031325678622634006
mass city,MI,ontonagon,14,46.7,-89.0,26131.0,0.00015662839311317005
massapequa park,NY,nassau,3,40.7,-73.4,36059.0,2.4096675863564622e-05
massillon,OH,stark,9,40.8,-81.5,39151.0,9.638670345425849e-05
matagorda,TX,matagorda,16,28.6,-96.0,48321.0,0.00018072506897673466
matamoras,PA,pike,3,41.4,-74.7,42103.0,2.4096675863564622e-05
mathias,WV,hardy,1,39.0,-78.9,54031.0,0.0
mathis,TX,san patricio,14,28.1,-97.9,48409.0,0.00015662839311317005
mattapoisett,MA,plymouth,7,41.7,-70.8,25023.0,7.229002759069386e-05
mattawan,MI,van buren,2,42.2,-85.8,26159.0,1.2048337931782311e-05
matthews,NC,mecklenburg,2,35.1,-80.7,37119.0,1.2048337931782311e-05
matthews,NC,union,8,35.1,-80.7,37179.0,8.433836552247617e-05
mattituck,NY,suffolk,3,41.0,-72.5,36103.0,2.4096675863564622e-05
mattoon,IL,coles,5,39.5,-88.4,17029.0,4.8193351727129245e-05
maumee,OH,lucas,1,41.6,-83.7,39095.0,0.0
maxwell,NM,colfax,24,36.6,-104.6,35007.0,0.00027711177243099316
maybee,MI,monroe,16,42.0,-83.5,26115.0,0.00018072506897673466
mayfield,KY,graves,2,36.7,-88.6,21083.0,1.2048337931782311e-05
maynard,MA,middlesex,4,42.4,-71.4,25017.0,3.614501379534693e-05
mays landing,NJ,atlantic,15,39.5,-74.7,34001.0,0.00016867673104495234
maysville,OK,garvin,1,34.8,-97.4,40049.0,0.0
mayville,MI,tuscola,6,43.4,-83.3,26157.0,6.024168965891155e-05
mazomanie,WI,dane,9,43.2,-89.8,55025.0,9.638670345425849e-05
mc calla,AL,jefferson,4,33.3,-87.1,1073.0,3.614501379534693e-05
mc caysville,GA,fannin,3,35.0,-84.4,13111.0,2.4096675863564622e-05
mc comb,OH,hancock,2,41.1,-83.8,39063.0,1.2048337931782311e-05
mc cook,NE,red willow,2,40.2,-100.6,31145.0,1.2048337931782311e-05
mc cormick,SC,mccormick,5,33.9,-82.3,45065.0,4.8193351727129245e-05
mc donough,NY,chenango,2,42.5,-75.8,36017.0,1.2048337931782311e-05
mc kees rocks,PA,allegheny,8,40.5,-80.1,42003.0,8.433836552247617e-05
mcallen,TX,hidalgo,45,26.2,-98.2,48215.0,0.0005301268689984216
mccomb,MS,pike,21,31.2,-90.4,28113.0,0.0002409667586356462
mcdonough,GA,henry,26,33.4,-84.1,13151.0,0.00030120844829455775
mckinleyville,CA,humboldt,3,40.9,-124.1,6023.0,2.4096675863564622e-05
mckinney,TX,collin,429,33.2,-96.6,48085.0,0.005156688634802829
mebane,NC,alamance,6,36.1,-79.3,37001.0,6.024168965891155e-05
mechanicsburg,PA,cumberland,754,40.2,-77.0,42041.0,0.009072398462632079
mechanicsville,VA,hanover,4,37.7,-77.4,51085.0,3.614501379534693e-05
medfield,MA,norfolk,10,42.2,-71.3,25021.0,0.0001084350413860408
medford,MA,middlesex,15,42.4,-71.1,25017.0,0.00016867673104495234
medford,NJ,burlington,6,39.9,-74.8,34005.0,6.024168965891155e-05
medford,NY,suffolk,4,40.8,-73.0,36103.0,3.614501379534693e-05
medford,OR,jackson,5,42.3,-122.9,41029.0,4.8193351727129245e-05
media,PA,delaware,190,39.9,-75.4,42045.0,0.002277135869106857
medina,NY,orleans,20,43.2,-78.4,36073.0,0.0002289184207038639
medina,OH,medina,194,41.2,-81.8,39103.0,0.0023253292208339858
medina,TX,bandera,3,29.8,-99.2,48019.0,2.4096675863564622e-05
melbourne,FL,brevard,528,28.1,-80.6,12009.0,0.006349474090049278
melbourne,IA,marshall,28,41.9,-93.1,19127.0,0.0003253051241581224
melbourne beach,FL,brevard,27,27.9,-80.5,12009.0,0.0003132567862263401
melrose,NY,rensselaer,14,42.8,-73.6,36083.0,0.00015662839311317005
melrose park,IL,cook,4,41.9,-87.9,17031.0,3.614501379534693e-05
memphis,TN,shelby,630,35.0,-89.8,47157.0,0.007578404559091073
menahga,MN,wadena,6,46.8,-95.0,27159.0,6.024168965891155e-05
menard,TX,menard,39,30.6,-99.7,48327.0,0.0004578368414077278
mendham,NJ,morris,24,40.8,-74.6,34027.0,0.00027711177243099316
mendota,MN,dakota,12,44.9,-93.2,27037.0,0.0001325317172496054
menomonie,WI,dunn,4,44.8,-92.1,55033.0,3.614501379534693e-05
mequon,WI,ozaukee,6,43.2,-87.9,55089.0,6.024168965891155e-05
meredith,NH,belknap,84,43.7,-71.5,33001.0,0.0010000120483379317
meriden,CT,new haven,13,41.5,-72.8,9009.0,0.00014458005518138773
meridian,TX,bosque,10,32.0,-97.7,48035.0,0.0001084350413860408
merrillville,IN,lake,2,41.5,-87.3,18089.0,1.2048337931782311e-05
merrimac,MA,essex,10,42.8,-71.0,25009.0,0.0001084350413860408
merritt island,FL,brevard,42,28.4,-80.7,12009.0,0.0004939818552030747
mesa,AZ,maricopa,10,33.5,-111.8,4013.0,0.0001084350413860408
meshoppen,PA,wyoming,1,41.6,-76.0,42131.0,0.0
mesilla,NM,dona ana,12,32.3,-106.8,,0.0001325317172496054
mesquite,TX,dallas,70,32.8,-96.6,48113.0,0.0008313353172929794
metairie,LA,jefferson,98,30.0,-90.2,,0.0011686887793828842
mexican hat,UT,san juan,3,37.4,-109.9,49037.0,2.4096675863564622e-05
miami,FL,miami-dade,1768,25.6,-80.3,12086.0,0.021289413125459344
miami,OK,ottawa,30,36.9,-94.8,40115.0,0.000349401800021687
miami beach,FL,miami-dade,85,25.8,-80.1,12086.0,0.001012060386269714
miamisburg,OH,montgomery,124,39.6,-84.3,39113.0,0.0014819455656092243
micanopy,FL,alachua,2,29.5,-82.3,12001.0,1.2048337931782311e-05
michigan city,IN,la porte,120,41.8,-86.8,,0.001433752213882095
mickleton,NJ,gloucester,1,39.8,-75.2,34015.0,0.0
middle village,NY,queens,60,40.7,-73.9,36081.0,0.0007108519379751563
middleburg,FL,clay,8,30.1,-81.9,12019.0,8.433836552247617e-05
middlebury,CT,new haven,7,41.5,-73.1,9009.0,7.229002759069386e-05
middleton,ID,canyon,2,43.8,-116.6,16027.0,1.2048337931782311e-05
middleton,MA,essex,2,42.6,-71.0,25009.0,1.2048337931782311e-05
middleton,WI,dane,18,43.1,-89.5,55025.0,0.00020482174484029927
middletown,CT,middlesex,6,41.5,-72.7,9007.0,6.024168965891155e-05
middletown,DE,new castle,6,39.5,-75.6,10003.0,6.024168965891155e-05
middletown,MD,frederick,16,39.4,-77.6,24021.0,0.00018072506897673466
middletown,OH,butler,12,39.4,-84.4,39017.0,0.0001325317172496054
middletown,PA,dauphin,9,40.2,-76.7,42043.0,9.638670345425849e-05
middletown,RI,newport,11,41.5,-71.2,44005.0,0.0001204833793178231
middletown,VA,frederick,2,39.1,-78.3,51069.0,1.2048337931782311e-05
middletown,VA,warren,4,39.1,-78.3,51187.0,3.614501379534693e-05
midland,MI,midland,30,43.6,-84.2,26111.0,0.000349401800021687
midland,TX,midland,255,32.0,-102.1,48329.0,0.003060277834672707
midlothian,TX,ellis,46,32.5,-97.0,48139.0,0.000542175206930204
midlothian,VA,chesterfield,14,37.6,-77.7,51041.0,0.00015662839311317005
midville,GA,burke,36,32.9,-82.2,13033.0,0.0004216918276123809
midway,GA,liberty,4,31.8,-81.4,13179.0,3.614501379534693e-05
milaca,MN,mille lacs,3,45.8,-93.6,27095.0,2.4096675863564622e-05
miles city,MT,custer,1,46.5,-105.7,30017.0,0.0
milford,CT,new haven,40,41.2,-73.1,9009.0,0.0004698851793395101
milford,IN,kosciusko,1,41.4,-85.8,18085.0,0.0
milford,MI,oakland,4,42.6,-83.6,26125.0,3.614501379534693e-05
milford,OH,clermont,12,39.1,-84.3,39025.0,0.0001325317172496054
mill hall,PA,clinton,6,41.2,-77.5,42035.0,6.024168965891155e-05
mill valley,CA,marin,52,37.9,-122.5,6041.0,0.0006144652345208978
millbrook,AL,elmore,1,32.5,-86.4,1051.0,0.0
milledgeville,GA,baldwin,3,33.1,-83.2,13009.0,2.4096675863564622e-05
