City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season
Orlando,FL,BREVARD,2021-02-21,28.5,-81.5,2021,2,21,3,Winter
Orlando,FL,ORANGE,2021-02-21,28.5,-81.5,2021,2,21,23,Winter
Dunnellon,FL,CITRUS,2021-02-22,29.0,-82.5,2021,2,22,3,Winter
Maricopa,AZ,PINAL,2021-02-22,33.1,-112.0,2021,2,22,2,Winter
Dunnellon,FL,MARION,2021-02-22,29.0,-82.5,2021,2,22,1,Winter
Bradenton,FL,MANATEE,2021-02-22,27.5,-82.4,2021,2,22,16,Winter
Orange,CA,ORANGE,2021-02-22,33.8,-117.8,2021,2,22,4,Winter
New Port Richey,FL,PASCO,2021-02-22,28.2,-82.7,2021,2,22,6,Winter
North Fort Myers,FL,LEE,2021-02-22,26.7,-81.9,2021,2,22,8,Winter
Poway,CA,SAN DIEGO,2021-02-22,33.0,-117.1,2021,2,22,1,Winter
Fillmore,CA,VENTURA,2021-02-22,34.4,-118.9,2021,2,22,1,Winter
Gautier,MS,JACKSON,2021-02-22,30.4,-88.6,2021,2,22,2,Winter
Lehigh Acres,FL,LEE,2021-02-22,26.6,-81.6,2021,2,22,4,Winter
Panacea,FL,WAKULLA,2021-02-22,29.9,-84.3,2021,2,22,40,Winter
New Port Richey,FL,PASCO,2021-02-23,28.2,-82.7,2021,2,23,6,Winter
Costa Mesa,CA,ORANGE,2021-02-23,33.7,-117.9,2021,2,23,1,Winter
West Palm Beach,FL,PALM BEACH,2021-02-23,26.7,-80.1,2021,2,23,24,Winter
Boca Raton,FL,PALM BEACH,2021-02-23,26.4,-80.2,2021,2,23,25,Winter
Summerfield,FL,MARION,2021-02-23,29.0,-82.0,2021,2,23,1,Winter
Mesa,AZ,MARICOPA,2021-02-23,33.4,-111.9,2021,2,23,1,Winter
Tampa,FL,HILLSBOROUGH,2021-02-23,28.1,-82.5,2021,2,23,168,Winter
Spring Valley,CA,SAN DIEGO,2021-02-23,32.7,-117.0,2021,2,23,1,Winter
Saint Petersburg,FL,PINELLAS,2021-02-23,27.8,-82.6,2021,2,23,26,Winter
Groveland,FL,LAKE,2021-02-23,28.6,-81.9,2021,2,23,1,Winter
The Villages,FL,SUMTER,2021-02-23,28.9,-82.0,2021,2,23,2,Winter
Hollywood,FL,BROWARD,2021-02-24,26.0,-80.4,2021,2,24,20,Winter
Coral Springs,FL,BROWARD,2021-02-24,26.3,-80.3,2021,2,24,2,Winter
Winnetka,CA,LOS ANGELES,2021-02-24,34.2,-118.6,2021,2,24,2,Winter
Saint Augustine,FL,SAINT JOHNS,2021-02-24,29.8,-81.3,2021,2,24,7,Winter
Orlando,FL,ORANGE,2021-02-24,28.5,-81.4,2021,2,24,23,Winter
Crawfordville,FL,WAKULLA,2021-02-24,30.1,-84.2,2021,2,24,15,Winter
Jacksonville,FL,SAINT JOHNS,2021-02-24,30.3,-81.4,2021,2,24,4,Winter
Orlando,FL,BREVARD,2021-02-24,28.5,-81.4,2021,2,24,3,Winter
Saint Petersburg,FL,PINELLAS,2021-02-24,27.8,-82.6,2021,2,24,26,Winter
Tampa,FL,HILLSBOROUGH,2021-02-24,28.1,-82.5,2021,2,24,28,Winter
Jacksonville,FL,DUVAL,2021-02-24,30.3,-81.4,2021,2,24,22,Winter
Winter Haven,FL,POLK,2021-02-25,28.1,-81.7,2021,2,25,27,Winter
Clermont,FL,LAKE,2021-02-25,28.4,-81.7,2021,2,25,3,Winter
Key Largo,FL,MONROE,2021-02-25,25.2,-80.4,2021,2,25,4,Winter
The Villages,FL,SUMTER,2021-02-25,28.9,-82.0,2021,2,25,4,Winter
New Port Richey,FL,PASCO,2021-02-26,28.2,-82.7,2021,2,26,6,Winter
Ocala,FL,MARION,2021-02-26,29.2,-82.3,2021,2,26,8,Winter
Ganado,TX,JACKSON,2021-02-26,29.0,-96.5,2021,2,26,1,Winter
Mill Valley,CA,MARIN,2021-02-26,37.9,-122.5,2021,2,26,4,Winter
Chandler,AZ,MARICOPA,2021-02-26,33.3,-111.9,2021,2,26,4,Winter
Tempe,AZ,MARICOPA,2021-02-26,33.4,-111.9,2021,2,26,20,Winter
Nags Head,NC,DARE,2021-02-27,35.8,-75.6,2021,2,27,1,Winter
Mountain View,CA,SANTA CLARA,2021-02-27,37.4,-122.1,2021,2,27,85,Winter
Tampa,FL,HILLSBOROUGH,2021-02-28,28.1,-82.5,2021,2,28,28,Winter
West Palm Beach,FL,PALM BEACH,2021-02-28,26.7,-80.1,2021,2,28,24,Winter
Arcadia,FL,DE SOTO,2021-02-28,27.2,-81.9,2021,2,28,3,Winter
Portland,OR,MULTNOMAH,2021-02-28,45.5,-122.6,2021,2,28,8,Winter
Valrico,FL,HILLSBOROUGH,2021-02-28,27.9,-82.2,2021,2,28,1,Winter
Naples,FL,COLLIER,2021-02-28,26.1,-81.8,2021,2,28,4,Winter
Arcadia,FL,DE SOTO,2021-02-28,27.3,-81.9,2021,2,28,3,Winter
Thousand Oaks,CA,VENTURA,2021-02-28,34.2,-118.9,2021,2,28,3,Winter
Portland,OR,CLACKAMAS,2021-02-28,45.5,-122.6,2021,2,28,6,Winter
Coral Springs,FL,BROWARD,2021-02-28,26.3,-80.3,2021,2,28,2,Winter
San Antonio,TX,BEXAR,2021-02-28,29.6,-98.3,2021,2,28,32,Winter
Chula Vista,CA,SAN DIEGO,2021-02-28,32.6,-117.0,2021,2,28,3,Winter
Santa Cruz,CA,SANTA CRUZ,2021-02-28,37.0,-122.0,2021,2,28,20,Winter
San Antonio,TX,COMAL,2021-02-28,29.6,-98.3,2021,2,28,3,Winter
Fairhope,AL,BALDWIN,2021-02-28,30.5,-87.9,2021,2,28,2,Winter
Portland,OR,WASHINGTON,2021-02-28,45.5,-122.6,2021,2,28,8,Winter
Lockhart,TX,CALDWELL,2021-02-28,29.9,-97.7,2021,2,28,3,Winter
Port Lavaca,TX,CALHOUN,2021-03-01,28.7,-96.5,2021,3,1,10,Spring
Chula Vista,CA,SAN DIEGO,2021-03-01,32.6,-117.0,2021,3,1,1,Spring
Pompano Beach,FL,BROWARD,2021-03-01,26.3,-80.2,2021,3,1,39,Spring
Winnetka,CA,LOS ANGELES,2021-03-01,34.2,-118.6,2021,3,1,2,Spring
Palm Beach Gardens,FL,PALM BEACH,2021-03-01,26.9,-80.1,2021,3,1,14,Spring
North Fort Myers,FL,LEE,2021-03-01,26.7,-81.9,2021,3,1,24,Spring
Webster,TX,HARRIS,2021-03-01,29.5,-95.1,2021,3,1,2,Spring
Boca Raton,FL,PALM BEACH,2021-03-02,26.4,-80.2,2021,3,2,10,Spring
Atlantic Beach,FL,DUVAL,2021-03-02,30.3,-81.4,2021,3,2,5,Spring
Burnet,TX,BURNET,2021-03-02,30.8,-98.4,2021,3,2,1,Spring
Venice,CA,LOS ANGELES,2021-03-02,34.0,-118.5,2021,3,2,2,Spring
Rowland Heights,CA,LOS ANGELES,2021-03-02,34.0,-117.9,2021,3,2,6,Spring
West Palm Beach,FL,PALM BEACH,2021-03-02,26.7,-80.1,2021,3,2,24,Spring
Chula Vista,CA,SAN DIEGO,2021-03-02,32.6,-117.0,2021,3,2,1,Spring
Tempe,AZ,MARICOPA,2021-03-02,33.4,-111.9,2021,3,2,8,Spring
Tampa,FL,HILLSBOROUGH,2021-03-02,28.1,-82.5,2021,3,2,112,Spring
Laguna Niguel,CA,ORANGE,2021-03-02,33.5,-117.7,2021,3,2,2,Spring
Tyler,TX,SMITH,2021-03-03,32.3,-95.3,2021,3,3,10,Spring
Spring Branch,TX,COMAL,2021-03-03,29.9,-98.5,2021,3,3,1,Spring
Caldwell,TX,BURLESON,2021-03-03,30.6,-96.5,2021,3,3,4,Spring
Kingsville,TX,KLEBERG,2021-03-03,27.5,-97.9,2021,3,3,5,Spring
Iowa,LA,CALCASIEU,2021-03-03,30.2,-93.0,2021,3,3,2,Spring
Buena Park,CA,ORANGE,2021-03-03,33.9,-118.0,2021,3,3,2,Spring
Estero,FL,LEE,2021-03-03,26.4,-81.8,2021,3,3,3,Spring
Long Beach,CA,LOS ANGELES,2021-03-03,33.8,-118.1,2021,3,3,20,Spring
Tampa,FL,HILLSBOROUGH,2021-03-03,27.9,-82.5,2021,3,3,28,Spring
Houston,TX,FORT BEND,2021-03-04,29.8,-95.6,2021,3,4,1,Spring
New Braunfels,TX,COMAL,2021-03-04,29.7,-98.1,2021,3,4,7,Spring
Houston,TX,HARRIS,2021-03-04,29.8,-95.6,2021,3,4,43,Spring
Port Isabel,TX,CAMERON,2021-03-04,26.1,-97.3,2021,3,4,28,Spring
Shipman,VA,NELSON,2021-03-04,37.8,-78.8,2021,3,4,2,Spring
Boerne,TX,KENDALL,2021-03-04,29.8,-98.7,2021,3,4,3,Spring
Fort Hood,TX,BELL,2021-03-04,31.2,-97.8,2021,3,4,6,Spring
Carrizo Springs,TX,DIMMIT,2021-03-04,28.5,-99.8,2021,3,4,3,Spring
Slidell,LA,SAINT TAMMANY,2021-03-04,30.2,-89.7,2021,3,4,2,Spring
Mountain View,CA,SANTA CLARA,2021-03-05,37.4,-122.1,2021,3,5,135,Spring
Port Lavaca,TX,CALHOUN,2021-03-06,28.5,-96.5,2021,3,6,10,Spring
Santa Cruz,CA,SANTA CRUZ,2021-03-06,37.0,-122.0,2021,3,6,8,Spring
Delray Beach,FL,PALM BEACH,2021-03-06,26.5,-80.1,2021,3,6,4,Spring
Edinburg,TX,HIDALGO,2021-03-06,26.3,-98.2,2021,3,6,6,Spring
Raymondville,TX,WILLACY,2021-03-06,26.5,-97.5,2021,3,6,8,Spring
La Mirada,CA,LOS ANGELES,2021-03-06,33.9,-118.0,2021,3,6,4,Spring
Tempe,AZ,MARICOPA,2021-03-06,33.4,-111.9,2021,3,6,4,Spring
Cameron,LA,CAMERON,2021-03-06,29.7,-93.6,2021,3,6,12,Spring
Panama City,FL,BAY,2021-03-06,30.2,-85.8,2021,3,6,24,Spring
Raymondville,TX,WILLACY,2021-03-07,26.6,-97.5,2021,3,7,8,Spring
Burbank,CA,LOS ANGELES,2021-03-07,34.2,-118.3,2021,3,7,7,Spring
Arcadia,FL,DE SOTO,2021-03-07,27.2,-81.9,2021,3,7,3,Spring
Miramar Beach,FL,WALTON,2021-03-07,30.4,-86.3,2021,3,7,3,Spring
Port Isabel,TX,CAMERON,2021-03-08,26.1,-97.3,2021,3,8,14,Spring
Hollywood,FL,BROWARD,2021-03-08,26.0,-80.2,2021,3,8,20,Spring
Tampa,FL,HILLSBOROUGH,2021-03-08,28.0,-82.5,2021,3,8,28,Spring
Buena Park,CA,ORANGE,2021-03-08,33.9,-118.0,2021,3,8,1,Spring
Pass Christian,MS,HARRISON,2021-03-08,30.3,-89.2,2021,3,8,8,Spring
Tempe,AZ,MARICOPA,2021-03-09,33.4,-111.9,2021,3,9,4,Spring
Pass Christian,MS,HARRISON,2021-03-09,30.3,-89.2,2021,3,9,4,Spring
West Palm Beach,FL,PALM BEACH,2021-03-09,26.7,-80.1,2021,3,9,24,Spring
Chandler,AZ,MARICOPA,2021-03-09,33.3,-111.8,2021,3,9,2,Spring
Presidio,TX,PRESIDIO,2021-03-09,29.3,-103.8,2021,3,9,1,Spring
Pass Christian,MS,HARRISON,2021-03-10,30.3,-89.2,2021,3,10,4,Spring
Port Isabel,TX,CAMERON,2021-03-10,26.1,-97.3,2021,3,10,42,Spring
Presidio,TX,PRESIDIO,2021-03-10,29.3,-103.8,2021,3,10,1,Spring
Miami,FL,MIAMI-DADE,2021-03-10,25.7,-80.4,2021,3,10,408,Spring
Tybee Island,GA,CHATHAM,2021-03-10,32.0,-80.8,2021,3,10,2,Spring
Caldwell,TX,BURLESON,2021-03-11,30.6,-96.5,2021,3,11,1,Spring
Boerne,TX,KENDALL,2021-03-11,29.8,-98.7,2021,3,11,78,Spring
San Marcos,TX,HAYS,2021-03-11,29.9,-98.0,2021,3,11,5,Spring
Austin,TX,TRAVIS,2021-03-11,30.3,-97.9,2021,3,11,43,Spring
Austin,TX,WILLIAMSON,2021-03-11,30.3,-97.9,2021,3,11,3,Spring
Austin,TX,HAYS,2021-03-11,30.3,-97.9,2021,3,11,1,Spring
Driftwood,TX,HAYS,2021-03-11,30.1,-98.0,2021,3,11,1,Spring
Terlingua,TX,BREWSTER,2021-03-12,29.3,-103.6,2021,3,12,2,Spring
Port Isabel,TX,CAMERON,2021-03-12,26.1,-97.3,2021,3,12,14,Spring
New Port Richey,FL,PASCO,2021-03-12,28.2,-82.7,2021,3,12,36,Spring
Austin,TX,WILLIAMSON,2021-03-12,30.3,-97.7,2021,3,12,3,Spring
Houston,TX,FORT BEND,2021-03-12,29.7,-95.4,2021,3,12,3,Spring
Simi Valley,CA,VENTURA,2021-03-12,34.3,-118.8,2021,3,12,6,Spring
Snyder,TX,SCURRY,2021-03-12,32.7,-100.9,2021,3,12,8,Spring
Big Bend National Park,TX,BREWSTER,2021-03-12,29.2,-103.6,2021,3,12,2,Spring
Miramar Beach,FL,WALTON,2021-03-12,30.4,-86.3,2021,3,12,3,Spring
Austin,TX,TRAVIS,2021-03-12,30.3,-97.7,2021,3,12,43,Spring
Austin,TX,HAYS,2021-03-12,30.3,-97.7,2021,3,12,1,Spring
Imperial Beach,CA,SAN DIEGO,2021-03-12,32.6,-117.1,2021,3,12,8,Spring
Houston,TX,HARRIS,2021-03-12,29.7,-95.4,2021,3,12,129,Spring
Gause,TX,MILAM,2021-03-12,30.7,-96.7,2021,3,12,2,Spring
San Diego,CA,SAN DIEGO,2021-03-13,32.8,-117.0,2021,3,13,20,Spring
Lampasas,TX,LAMPASAS,2021-03-13,31.1,-98.2,2021,3,13,20,Spring
Montgomery,TX,MONTGOMERY,2021-03-13,30.4,-95.8,2021,3,13,1,Spring
Westminster,CA,ORANGE,2021-03-13,33.8,-118.0,2021,3,13,2,Spring
Orlando,FL,BREVARD,2021-03-13,28.5,-81.5,2021,3,13,6,Spring
Dunnellon,FL,CITRUS,2021-03-13,29.1,-82.4,2021,3,13,12,Spring
New Braunfels,TX,COMAL,2021-03-13,29.7,-98.1,2021,3,13,7,Spring
Simi Valley,CA,VENTURA,2021-03-13,34.3,-118.8,2021,3,13,3,Spring
Thousand Oaks,CA,VENTURA,2021-03-13,34.2,-118.9,2021,3,13,3,Spring
Tampa,FL,HILLSBOROUGH,2021-03-13,28.0,-82.5,2021,3,13,56,Spring
Dunnellon,FL,MARION,2021-03-13,29.1,-82.4,2021,3,13,4,Spring
Gause,TX,MILAM,2021-03-13,30.7,-96.7,2021,3,13,4,Spring
Marble Falls,TX,BURNET,2021-03-13,30.6,-98.3,2021,3,13,5,Spring
Canyon Lake,TX,COMAL,2021-03-13,29.9,-98.3,2021,3,13,4,Spring
Pearland,TX,BRAZORIA,2021-03-13,29.6,-95.2,2021,3,13,3,Spring
Orlando,FL,ORANGE,2021-03-13,28.5,-81.5,2021,3,13,46,Spring
San Antonio,TX,COMAL,2021-03-14,29.6,-98.3,2021,3,14,3,Spring
San Antonio,TX,BEXAR,2021-03-14,29.4,-98.5,2021,3,14,64,Spring
Caldwell,TX,BURLESON,2021-03-14,30.6,-96.5,2021,3,14,3,Spring
Driftwood,TX,HAYS,2021-03-14,30.1,-98.0,2021,3,14,2,Spring
Flower Mound,TX,DENTON,2021-03-14,33.0,-97.1,2021,3,14,6,Spring
Red Oak,TX,ELLIS,2021-03-14,32.6,-96.9,2021,3,14,16,Spring
San Antonio,TX,COMAL,2021-03-14,29.6,-98.5,2021,3,14,6,Spring
San Antonio,TX,COMAL,2021-03-14,29.4,-98.5,2021,3,14,6,Spring
Spicewood,TX,TRAVIS,2021-03-14,30.5,-98.1,2021,3,14,2,Spring
Dripping Springs,TX,HAYS,2021-03-14,30.3,-98.1,2021,3,14,4,Spring
San Antonio,TX,BEXAR,2021-03-14,29.6,-98.5,2021,3,14,64,Spring
Russellville,AR,POPE,2021-03-14,35.3,-93.1,2021,3,14,1,Spring
Norman,OK,CLEVELAND,2021-03-14,35.2,-97.5,2021,3,14,2,Spring
La Porte,TX,HARRIS,2021-03-14,29.7,-95.1,2021,3,14,5,Spring
Tybee Island,GA,CHATHAM,2021-03-14,32.0,-80.8,2021,3,14,2,Spring
San Antonio,TX,BEXAR,2021-03-14,29.6,-98.3,2021,3,14,32,Spring
Huntsville,TX,WALKER,2021-03-15,30.7,-95.6,2021,3,15,5,Spring
Douglassville,TX,CASS,2021-03-15,33.2,-94.4,2021,3,15,2,Spring
Fallbrook,CA,SAN DIEGO,2021-03-15,33.4,-117.3,2021,3,15,2,Spring
Miami,FL,MIAMI-DADE,2021-03-15,25.7,-80.2,2021,3,15,68,Spring
San Antonio,TX,COMAL,2021-03-15,29.6,-98.5,2021,3,15,3,Spring
Tulsa,OK,CREEK,2021-03-15,36.1,-95.9,2021,3,15,1,Spring
Napa,CA,NAPA,2021-03-15,38.3,-122.3,2021,3,15,2,Spring
Plano,TX,COLLIN,2021-03-15,33.0,-96.7,2021,3,15,6,Spring
Clearwater,FL,PINELLAS,2021-03-15,28.0,-82.7,2021,3,15,18,Spring
Driftwood,TX,HAYS,2021-03-15,30.1,-98.0,2021,3,15,5,Spring
Bonham,TX,FANNIN,2021-03-15,33.5,-96.1,2021,3,15,1,Spring
College Station,TX,BRAZOS,2021-03-15,30.6,-96.3,2021,3,15,4,Spring
Montgomery,TX,MONTGOMERY,2021-03-15,30.4,-95.8,2021,3,15,3,Spring
Tomball,TX,HARRIS,2021-03-15,30.1,-95.6,2021,3,15,3,Spring
San Antonio,TX,BEXAR,2021-03-15,29.6,-98.5,2021,3,15,32,Spring
Austin,TX,HAYS,2021-03-15,30.3,-97.6,2021,3,15,10,Spring
Comfort,TX,KENDALL,2021-03-15,30.0,-98.9,2021,3,15,3,Spring
Austin,TX,WILLIAMSON,2021-03-15,30.3,-97.6,2021,3,15,30,Spring
Gause,TX,MILAM,2021-03-15,30.7,-96.7,2021,3,15,28,Spring
Port Isabel,TX,CAMERON,2021-03-15,26.1,-97.3,2021,3,15,84,Spring
Center Point,TX,KERR,2021-03-15,30.0,-99.0,2021,3,15,2,Spring
Austin,TX,TRAVIS,2021-03-15,30.3,-97.6,2021,3,15,430,Spring
Austin,TX,WILLIAMSON,2021-03-15,30.3,-97.8,2021,3,15,3,Spring
Austin,TX,TRAVIS,2021-03-15,30.3,-97.7,2021,3,15,43,Spring
Gardendale,TX,ECTOR,2021-03-15,32.0,-102.4,2021,3,15,3,Spring
Caldwell,TX,BURLESON,2021-03-15,30.6,-96.5,2021,3,15,2,Spring
Tulsa,OK,TULSA,2021-03-15,36.1,-95.9,2021,3,15,8,Spring
Tucson,AZ,PIMA,2021-03-15,32.4,-111.0,2021,3,15,19,Spring
Land O Lakes,FL,PASCO,2021-03-15,28.3,-82.5,2021,3,15,12,Spring
Estero,FL,LEE,2021-03-15,26.4,-81.8,2021,3,15,5,Spring
South Padre Island,TX,CAMERON,2021-03-15,26.1,-97.2,2021,3,15,9,Spring
Austin,TX,HAYS,2021-03-15,30.3,-97.8,2021,3,15,1,Spring
Killeen,TX,BELL,2021-03-15,31.1,-97.7,2021,3,15,15,Spring
Austin,TX,WILLIAMSON,2021-03-15,30.3,-97.7,2021,3,15,3,Spring
Austin,TX,TRAVIS,2021-03-15,30.3,-97.8,2021,3,15,43,Spring
Austin,TX,HAYS,2021-03-15,30.3,-97.7,2021,3,15,1,Spring
Adkins,TX,BEXAR,2021-03-15,29.3,-98.2,2021,3,15,1,Spring
Caldwell,TX,BURLESON,2021-03-16,30.6,-96.5,2021,3,16,5,Spring
Dallas,TX,DALLAS,2021-03-16,32.9,-96.8,2021,3,16,23,Spring
San Antonio,TX,BEXAR,2021-03-16,29.4,-98.5,2021,3,16,32,Spring
Brookshire,TX,WALLER,2021-03-16,29.9,-95.9,2021,3,16,3,Spring
Kyle,TX,HAYS,2021-03-16,30.0,-97.9,2021,3,16,30,Spring
Marlow,OK,STEPHENS,2021-03-16,34.6,-97.9,2021,3,16,3,Spring
Arcadia,FL,DE SOTO,2021-03-16,27.2,-81.9,2021,3,16,6,Spring
Oakland,CA,ALAMEDA,2021-03-16,37.8,-122.2,2021,3,16,90,Spring
Dallas,TX,COLLIN,2021-03-16,32.9,-96.8,2021,3,16,2,Spring
Howe,OK,LE FLORE,2021-03-16,35.0,-94.6,2021,3,16,1,Spring
Austin,TX,HAYS,2021-03-16,30.3,-97.8,2021,3,16,4,Spring
Conroe,TX,MONTGOMERY,2021-03-16,30.3,-95.5,2021,3,16,14,Spring
Roanoke,TX,DENTON,2021-03-16,33.0,-97.2,2021,3,16,10,Spring
Austin,TX,TRAVIS,2021-03-16,30.3,-97.8,2021,3,16,172,Spring
Port O Connor,TX,CALHOUN,2021-03-16,28.5,-96.4,2021,3,16,2,Spring
Canyon Lake,TX,COMAL,2021-03-16,29.9,-98.2,2021,3,16,24,Spring
San Antonio,TX,COMAL,2021-03-16,29.5,-98.4,2021,3,16,3,Spring
San Antonio,TX,BEXAR,2021-03-16,29.5,-98.4,2021,3,16,32,Spring
San Antonio,TX,BEXAR,2021-03-16,29.5,-98.5,2021,3,16,160,Spring
Austin,TX,WILLIAMSON,2021-03-16,30.3,-97.8,2021,3,16,12,Spring
Douglassville,TX,CASS,2021-03-16,33.2,-94.4,2021,3,16,2,Spring
Woodland Hills,CA,LOS ANGELES,2021-03-16,34.2,-118.6,2021,3,16,3,Spring
Gause,TX,MILAM,2021-03-16,30.7,-96.7,2021,3,16,34,Spring
Montgomery,TX,MONTGOMERY,2021-03-16,30.4,-95.8,2021,3,16,6,Spring
Plainview,TX,HALE,2021-03-16,34.2,-101.7,2021,3,16,2,Spring
Dripping Springs,TX,HAYS,2021-03-16,30.2,-98.1,2021,3,16,4,Spring
San Antonio,TX,BEXAR,2021-03-16,29.6,-98.3,2021,3,16,32,Spring
San Antonio,TX,COMAL,2021-03-16,29.5,-98.5,2021,3,16,15,Spring
San Antonio,TX,COMAL,2021-03-16,29.6,-98.3,2021,3,16,3,Spring
San Antonio,TX,COMAL,2021-03-16,29.4,-98.5,2021,3,16,3,Spring
Estero,FL,LEE,2021-03-16,26.4,-81.8,2021,3,16,6,Spring
Estero,FL,LEE,2021-03-17,26.4,-81.8,2021,3,17,3,Spring
Carrollton,TX,DENTON,2021-03-17,33.0,-96.9,2021,3,17,2,Spring
Rockport,TX,ARANSAS,2021-03-17,28.0,-97.1,2021,3,17,44,Spring
Carrollton,TX,DALLAS,2021-03-17,33.0,-96.9,2021,3,17,2,Spring
Marble Falls,TX,BURNET,2021-03-17,30.6,-98.4,2021,3,17,5,Spring
Houston,TX,FORT BEND,2021-03-17,29.6,-95.1,2021,3,17,5,Spring
New Orleans,LA,JEFFERSON,2021-03-17,30.0,-90.2,2021,3,17,6,Spring
New Orleans,LA,ORLEANS,2021-03-17,30.0,-90.2,2021,3,17,24,Spring
Caldwell,TX,BURLESON,2021-03-17,30.6,-96.5,2021,3,17,8,Spring
Paige,TX,BASTROP,2021-03-17,30.3,-97.2,2021,3,17,9,Spring
Fort Worth,TX,TARRANT,2021-03-17,32.8,-97.3,2021,3,17,70,Spring
Pottsboro,TX,GRAYSON,2021-03-17,33.9,-96.7,2021,3,17,2,Spring
Buena Park,CA,ORANGE,2021-03-17,33.9,-118.0,2021,3,17,3,Spring
Orlando,FL,ORANGE,2021-03-17,28.5,-81.4,2021,3,17,46,Spring
Simsboro,LA,LINCOLN,2021-03-17,32.5,-92.8,2021,3,17,2,Spring
Zephyrhills,FL,PASCO,2021-03-17,28.2,-82.2,2021,3,17,2,Spring
Houston,TX,HARRIS,2021-03-17,29.6,-95.1,2021,3,17,215,Spring
Driftwood,TX,HAYS,2021-03-17,30.1,-98.0,2021,3,17,1,Spring
Arcadia,FL,DE SOTO,2021-03-17,27.2,-81.9,2021,3,17,3,Spring
Port Isabel,TX,CAMERON,2021-03-17,26.1,-97.3,2021,3,17,56,Spring
Ventura,CA,VENTURA,2021-03-17,34.3,-119.3,2021,3,17,6,Spring
Ruston,LA,LINCOLN,2021-03-17,32.5,-92.7,2021,3,17,10,Spring
Libby,MT,LINCOLN,2021-03-17,47.9,-115.3,2021,3,17,1,Spring
Montgomery,TX,MONTGOMERY,2021-03-17,30.4,-95.8,2021,3,17,11,Spring
Orlando,FL,BREVARD,2021-03-17,28.5,-81.4,2021,3,17,6,Spring
Corpus Christi,TX,NUECES,2021-03-17,27.8,-97.4,2021,3,17,5,Spring
Fernandina Beach,FL,NASSAU,2021-03-17,30.7,-81.5,2021,3,17,12,Spring
Mission,TX,HIDALGO,2021-03-18,26.2,-98.4,2021,3,18,72,Spring
Montgomery,TX,MONTGOMERY,2021-03-18,30.4,-95.8,2021,3,18,5,Spring
Fernandina Beach,FL,NASSAU,2021-03-18,30.7,-81.5,2021,3,18,6,Spring
Katy,TX,FORT BEND,2021-03-18,29.7,-95.8,2021,3,18,4,Spring
Katy,TX,HARRIS,2021-03-18,29.7,-95.8,2021,3,18,4,Spring
Webster,TX,HARRIS,2021-03-18,29.6,-95.1,2021,3,18,4,Spring
La Mirada,CA,LOS ANGELES,2021-03-18,33.9,-118.0,2021,3,18,4,Spring
San Antonio,TX,BEXAR,2021-03-18,29.5,-98.5,2021,3,18,32,Spring
Winnetka,CA,LOS ANGELES,2021-03-18,34.2,-118.6,2021,3,18,2,Spring
San Antonio,TX,BEXAR,2021-03-18,29.5,-98.4,2021,3,18,64,Spring
San Antonio,TX,COMAL,2021-03-18,29.5,-98.4,2021,3,18,6,Spring
San Antonio,TX,COMAL,2021-03-18,29.5,-98.5,2021,3,18,3,Spring
Caldwell,TX,BURLESON,2021-03-18,30.6,-96.5,2021,3,18,3,Spring
Grand Isle,LA,JEFFERSON,2021-03-18,29.2,-90.0,2021,3,18,8,Spring
Round Mountain,TX,BLANCO,2021-03-18,30.4,-98.3,2021,3,18,3,Spring
San Antonio,TX,COMAL,2021-03-19,29.5,-98.4,2021,3,19,12,Spring
Bronte,TX,COKE,2021-03-19,31.9,-100.3,2021,3,19,10,Spring
Sunnyvale,TX,DALLAS,2021-03-19,32.8,-96.6,2021,3,19,4,Spring
Montgomery,TX,MONTGOMERY,2021-03-19,30.4,-95.6,2021,3,19,1,Spring
San Antonio,TX,COMAL,2021-03-19,29.6,-98.4,2021,3,19,6,Spring
San Antonio,TX,BEXAR,2021-03-19,29.6,-98.4,2021,3,19,64,Spring
Caldwell,TX,BURLESON,2021-03-19,30.6,-96.5,2021,3,19,2,Spring
Jekyll Island,GA,GLYNN,2021-03-19,31.0,-81.4,2021,3,19,4,Spring
Matagorda,TX,MATAGORDA,2021-03-19,28.6,-96.0,2021,3,19,16,Spring
Estero,FL,LEE,2021-03-19,26.4,-81.8,2021,3,19,7,Spring
San Antonio,TX,COMAL,2021-03-19,29.5,-98.5,2021,3,19,6,Spring
Rosenberg,TX,FORT BEND,2021-03-19,29.5,-95.8,2021,3,19,1,Spring
Montgomery,TX,MONTGOMERY,2021-03-19,30.4,-95.8,2021,3,19,10,Spring
San Antonio,TX,BEXAR,2021-03-19,29.5,-98.4,2021,3,19,128,Spring
Driftwood,TX,HAYS,2021-03-19,30.1,-98.0,2021,3,19,2,Spring
San Antonio,TX,BEXAR,2021-03-19,29.5,-98.5,2021,3,19,64,Spring
Rancho Mirage,CA,RIVERSIDE,2021-03-19,33.8,-116.4,2021,3,19,1,Spring
Rosemead,CA,LOS ANGELES,2021-03-19,34.1,-118.1,2021,3,19,2,Spring
La Mirada,CA,LOS ANGELES,2021-03-19,33.9,-118.0,2021,3,19,4,Spring
San Angelo,TX,TOM GREEN,2021-03-19,31.6,-100.6,2021,3,19,3,Spring
Winnetka,CA,LOS ANGELES,2021-03-19,34.2,-118.6,2021,3,19,2,Spring
Boerne,TX,KENDALL,2021-03-19,29.8,-98.8,2021,3,19,6,Spring
